"Status","Year","Age","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Human Resources","Outside London","1030","1015","29660","27890"
"In post","2023","20-29","Human Resources","Overseas","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Inspector of Education and Training","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","London","255","250","36540","36620"
"In post","2023","20-29","Intelligence Analysis","Outside London","250","245","29280","27890"
"In post","2023","20-29","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","London","20","20","38110","35500"
"In post","2023","20-29","Internal Audit","Outside London","35","35","32240","31970"
"In post","2023","20-29","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","International Trade","London","495","495","41840","41550"
"In post","2023","20-29","International Trade","Outside London","80","80","33830","32800"
"In post","2023","20-29","International Trade","Overseas","25","25","43400","39700"
"In post","2023","20-29","Knowledge and Information Management","London","125","120","35290","33940"
"In post","2023","20-29","Knowledge and Information Management","Outside London","165","165","28730","27470"
"In post","2023","20-29","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","London","460","455","39880","36290"
"In post","2023","20-29","Legal","Outside London","645","640","38030","35000"
"In post","2023","20-29","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Medicine","London","20","20","43220","34190"
"In post","2023","20-29","Medicine","Outside London","110","105","32300","31070"
"In post","2023","20-29","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Operational Delivery","London","5755","5685","32430","31620"
"In post","2023","20-29","Operational Delivery","Outside London","35660","34880","26390","25750"
"In post","2023","20-29","Operational Delivery","Overseas","30","30","35350","35350"
"In post","2023","20-29","Operational Delivery","Unknown","85","80","25450","25750"
"In post","2023","20-29","Operational Research","London","145","145","42360","39450"
"In post","2023","20-29","Operational Research","Outside London","220","220","32690","31310"
"In post","2023","20-29","Other","London","445","445","35590","32940"
"In post","2023","20-29","Other","Outside London","1290","1265","26050","22920"
"In post","2023","20-29","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other","Unknown","375","375","32280","33120"
"In post","2023","20-29","Planning","London","20","20","39150","40390"
"In post","2023","20-29","Planning","Outside London","10","10","33270","31290"
"In post","2023","20-29","Planning Inspectors","Outside London","10","10","32020","28430"
"In post","2023","20-29","Policy","London","6235","6215","42650","41060"
"In post","2023","20-29","Policy","Outside London","1885","1870","34720","31880"
"In post","2023","20-29","Policy","Overseas","230","230","37420","33680"
"In post","2023","20-29","Policy","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Project Delivery","London","910","905","39360","36180"
"In post","2023","20-29","Project Delivery","Outside London","1625","1615","33730","32500"
"In post","2023","20-29","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","London","185","180","35070","32480"
"In post","2023","20-29","Property","Outside London","660","650","29480","27140"
"In post","2023","20-29","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Psychology","London","40","40","32500","31310"
"In post","2023","20-29","Psychology","Outside London","360","355","29920","30940"
"In post","2023","20-29","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Science and Engineering","London","280","280","35640","33000"
"In post","2023","20-29","Science and Engineering","Outside London","2550","2540","30710","30650"
"In post","2023","20-29","Science and Engineering","Overseas","10","10","[c]","[c]"
"In post","2023","20-29","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","London","200","195","37710","36620"
"In post","2023","20-29","Security","Outside London","900","895","28830","27500"
"In post","2023","20-29","Security","Overseas","10","10","[c]","[c]"
"In post","2023","20-29","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Social Research","London","260","260","42390","39450"
"In post","2023","20-29","Social Research","Outside London","360","355","35620","33520"
"In post","2023","20-29","Statistics","London","505","500","38490","36000"
"In post","2023","20-29","Statistics","Outside London","520","515","35890","34170"
"In post","2023","20-29","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Tax","London","260","255","41650","39450"
"In post","2023","20-29","Tax","Outside London","2640","2590","30180","27890"
"In post","2023","20-29","Unknown","London","2185","2180","38140","34190"
"In post","2023","20-29","Unknown","Outside London","4500","4440","31320","29450"
"In post","2023","20-29","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","50","50","33340","28120"
"In post","2023","20-29","Veterinarian","Outside London","20","20","31430","30320"
"In post","2023","30-39","Commercial","London","355","350","55020","55550"
"In post","2023","30-39","Commercial","Outside London","1415","1375","41570","38470"
"In post","2023","30-39","Commercial","Overseas","10","10","62250","58690"
"In post","2023","30-39","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","London","660","645","50680","48750"
"In post","2023","30-39","Communications","Outside London","540","515","37960","36170"
"In post","2023","30-39","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Corporate Finance","London","20","20","52600","39240"
"In post","2023","30-39","Corporate Finance","Outside London","10","10","46750","44610"
"In post","2023","30-39","Counter Fraud","London","330","325","37040","32540"
"In post","2023","30-39","Counter Fraud","Outside London","1400","1335","29960","28120"
"In post","2023","30-39","Digital, Data and Technology","London","1400","1380","52210","54690"
"In post","2023","30-39","Digital, Data and Technology","Outside London","4215","4140","41160","38470"
"In post","2023","30-39","Digital, Data and Technology","Overseas","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data and Technology","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Economics","London","385","375","60690","60000"
"In post","2023","30-39","Economics","Outside London","125","120","49120","51360"
"In post","2023","30-39","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Finance","London","605","595","52940","54690"
"In post","2023","30-39","Finance","Outside London","1525","1470","39500","37590"
"In post","2023","30-39","Finance","Overseas","10","10","56480","54000"
"In post","2023","30-39","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Geography","Outside London","130","130","34550","34370"
"In post","2023","30-39","Human Resources","London","685","665","47010","43210"
"In post","2023","30-39","Human Resources","Outside London","1975","1880","36460","34170"
"In post","2023","30-39","Human Resources","Overseas","45","45","51190","51470"
"In post","2023","30-39","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Inspector of Education and Training","London","20","20","69430","74970"
"In post","2023","30-39","Inspector of Education and Training","Outside London","130","130","57720","52750"
"In post","2023","30-39","Intelligence Analysis","London","295","290","41340","38020"
"In post","2023","30-39","Intelligence Analysis","Outside London","520","500","31410","28480"
"In post","2023","30-39","Intelligence Analysis","Overseas","15","15","51520","51400"
"In post","2023","30-39","Internal Audit","London","35","35","50220","45560"
"In post","2023","30-39","Internal Audit","Outside London","100","95","42750","42160"
"In post","2023","30-39","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","International Trade","London","430","425","53070","55370"
"In post","2023","30-39","International Trade","Outside London","125","120","41390","38940"
"In post","2023","30-39","International Trade","Overseas","75","75","53850","53970"
"In post","2023","30-39","Knowledge and Information Management","London","175","175","44380","41480"
"In post","2023","30-39","Knowledge and Information Management","Outside London","325","310","33160","31270"
"In post","2023","30-39","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Legal","London","1335","1285","54480","53390"
"In post","2023","30-39","Legal","Outside London","1660","1590","47030","49050"
"In post","2023","30-39","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Medicine","London","75","65","60270","54090"
"In post","2023","30-39","Medicine","Outside London","475","420","46000","40590"
"In post","2023","30-39","Medicine","Overseas","10","10","[c]","[c]"
"In post","2023","30-39","Operational Delivery","London","6695","6435","36730","33050"
"In post","2023","30-39","Operational Delivery","Outside London","48805","45800","29120","28120"
"In post","2023","30-39","Operational Delivery","Overseas","55","55","42100","38640"
"In post","2023","30-39","Operational Delivery","Unknown","115","110","27100","26180"
"In post","2023","30-39","Operational Research","London","125","120","52960","55210"
"In post","2023","30-39","Operational Research","Outside London","215","205","42600","42000"
"In post","2023","30-39","Other","London","460","445","47320","41980"
"In post","2023","30-39","Other","Outside London","2120","1970","31780","28120"
"In post","2023","30-39","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other","Unknown","380","380","42030","40830"
"In post","2023","30-39","Planning","London","25","25","46160","44180"
"In post","2023","30-39","Planning","Outside London","45","40","38630","39690"
"In post","2023","30-39","Planning Inspectors","London","5","5","[c]","[c]"
"In post","2023","30-39","Planning Inspectors","Outside London","65","60","51280","48660"
"In post","2023","30-39","Policy","London","6445","6310","54100","55120"
"In post","2023","30-39","Policy","Outside London","2845","2745","42950","39430"
"In post","2023","30-39","Policy","Overseas","650","650","49400","53050"
"In post","2023","30-39","Policy","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Project Delivery","London","1175","1155","51400","53030"
"In post","2023","30-39","Project Delivery","Outside London","3070","2975","41700","39890"
"In post","2023","30-39","Project Delivery","Overseas","25","25","59140","56710"
"In post","2023","30-39","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Property","London","135","130","43460","43650"
"In post","2023","30-39","Property","Outside London","825","800","36230","33990"
"In post","2023","30-39","Property","Overseas","5","5","[c]","[c]"
"In post","2023","30-39","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Psychology","London","25","25","45090","42140"
"In post","2023","30-39","Psychology","Outside London","605","580","36600","32420"
"In post","2023","30-39","Science and Engineering","London","295","285","46340","42570"
"In post","2023","30-39","Science and Engineering","Outside London","2580","2525","40640","39890"
"In post","2023","30-39","Science and Engineering","Overseas","30","30","58170","58020"
"In post","2023","30-39","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Security","London","295","290","45330","43480"
"In post","2023","30-39","Security","Outside London","1415","1405","33600","31920"
"In post","2023","30-39","Security","Overseas","30","30","39700","37170"
"In post","2023","30-39","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Social Research","London","165","160","53280","55110"
"In post","2023","30-39","Social Research","Outside London","325","305","42940","40360"
"In post","2023","30-39","Statistics","London","315","305","51050","48690"
"In post","2023","30-39","Statistics","Outside London","540","515","43420","41000"
"In post","2023","30-39","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Tax","London","465","455","47020","39790"
"In post","2023","30-39","Tax","Outside London","4690","4520","36160","34700"
"In post","2023","30-39","Unknown","London","1770","1730","52600","54690"
"In post","2023","30-39","Unknown","Outside London","6630","6385","38850","34730"
"In post","2023","30-39","Unknown","Overseas","55","55","57080","55070"
"In post","2023","30-39","Unknown","Unknown","30","30","40660","38050"
"In post","2023","30-39","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Veterinarian","Outside London","85","85","39170","37520"
"In post","2023","40-49","Commercial","London","430","425","64430","62000"
"In post","2023","40-49","Commercial","Outside London","1550","1500","47570","42530"
"In post","2023","40-49","Commercial","Overseas","5","5","[c]","[c]"
"In post","2023","40-49","Communications","London","465","445","57250","55480"
"In post","2023","40-49","Communications","Outside London","615","575","42660","40730"
"In post","2023","40-49","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Corporate Finance","London","15","15","65920","58710"
"In post","2023","40-49","Corporate Finance","Outside London","10","10","39010","37760"
"In post","2023","40-49","Counter Fraud","London","425","405","38540","35720"
"In post","2023","40-49","Counter Fraud","Outside London","1640","1540","31220","28120"
"In post","2023","40-49","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Digital, Data and Technology","London","1395","1370","56230","56430"
"In post","2023","40-49","Digital, Data and Technology","Outside London","4855","4760","45240","41870"
"In post","2023","40-49","Digital, Data and Technology","Overseas","10","10","44580","43670"
"In post","2023","40-49","Digital, Data and Technology","Unknown","15","15","53050","50690"
"In post","2023","40-49","Economics","London","170","160","70190","68150"
"In post","2023","40-49","Economics","Outside London","75","75","58060","57250"
"In post","2023","40-49","Finance","London","650","630","55970","54970"
"In post","2023","40-49","Finance","Outside London","2020","1935","42740","39690"
"In post","2023","40-49","Finance","Overseas","10","10","54300","56680"
"In post","2023","40-49","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Geography","Outside London","100","95","35410","34370"
"In post","2023","40-49","Human Resources","London","730","695","52340","48070"
"In post","2023","40-49","Human Resources","Outside London","2435","2325","39100","34710"
"In post","2023","40-49","Human Resources","Overseas","100","95","60010","59910"
"In post","2023","40-49","Human Resources","Unknown","10","10","44700","41510"
"In post","2023","40-49","Inspector of Education and Training","London","30","30","71400","77470"
"In post","2023","40-49","Inspector of Education and Training","Outside London","335","335","66000","66170"
"In post","2023","40-49","Intelligence Analysis","London","275","265","43410","38540"
"In post","2023","40-49","Intelligence Analysis","Outside London","505","485","32230","28480"
"In post","2023","40-49","Intelligence Analysis","Overseas","10","10","[c]","[c]"
"In post","2023","40-49","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","London","45","45","54150","54850"
"In post","2023","40-49","Internal Audit","Outside London","140","135","47060","44390"
"In post","2023","40-49","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","International Trade","London","215","210","57420","56240"
"In post","2023","40-49","International Trade","Outside London","115","115","43530","42480"
"In post","2023","40-49","International Trade","Overseas","45","45","65800","61290"
"In post","2023","40-49","Knowledge and Information Management","London","185","180","45930","42400"
"In post","2023","40-49","Knowledge and Information Management","Outside London","380","360","34560","33080"
"In post","2023","40-49","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal","London","1370","1260","62100","65230"
"In post","2023","40-49","Legal","Outside London","1910","1770","50900","52060"
"In post","2023","40-49","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Medicine","London","105","95","72440","68630"
"In post","2023","40-49","Medicine","Outside London","640","560","57560","47670"
"In post","2023","40-49","Medicine","Overseas","10","10","73850","58620"
"In post","2023","40-49","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Operational Delivery","London","7460","7015","37940","32520"
"In post","2023","40-49","Operational Delivery","Outside London","52075","48070","30300","28120"
"In post","2023","40-49","Operational Delivery","Overseas","70","70","50860","47380"
"In post","2023","40-49","Operational Delivery","Unknown","140","135","31310","28120"
"In post","2023","40-49","Operational Research","London","75","70","58900","60470"
"In post","2023","40-49","Operational Research","Outside London","170","160","46420","49260"
"In post","2023","40-49","Other","London","545","520","51380","43210"
"In post","2023","40-49","Other","Outside London","2665","2475","33810","28120"
"In post","2023","40-49","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Other","Unknown","325","325","45870","41630"
"In post","2023","40-49","Planning","London","25","25","58900","56080"
"In post","2023","40-49","Planning","Outside London","30","30","47610","39690"
"In post","2023","40-49","Planning Inspectors","London","5","5","[c]","[c]"
"In post","2023","40-49","Planning Inspectors","Outside London","145","140","55870","60050"
"In post","2023","40-49","Policy","London","4000","3815","60250","59510"
"In post","2023","40-49","Policy","Outside London","2655","2535","47360","47890"
"In post","2023","40-49","Policy","Overseas","630","630","57670","58200"
"In post","2023","40-49","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","London","1180","1145","57930","57750"
"In post","2023","40-49","Project Delivery","Outside London","3585","3475","45570","42140"
"In post","2023","40-49","Project Delivery","Overseas","25","25","60700","57790"
"In post","2023","40-49","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","London","225","220","47040","43650"
"In post","2023","40-49","Property","Outside London","1225","1185","38700","34700"
"In post","2023","40-49","Property","Overseas","15","15","49280","44680"
"In post","2023","40-49","Property","Unknown","10","10","46940","45580"
"In post","2023","40-49","Psychology","London","15","15","52060","49320"
"In post","2023","40-49","Psychology","Outside London","340","320","46250","47660"
"In post","2023","40-49","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Science and Engineering","London","255","245","53900","54990"
"In post","2023","40-49","Science and Engineering","Outside London","2545","2440","45750","44130"
"In post","2023","40-49","Science and Engineering","Overseas","10","10","62400","65110"
"In post","2023","40-49","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","London","365","360","49360","44250"
"In post","2023","40-49","Security","Outside London","1635","1615","35370","35000"
"In post","2023","40-49","Security","Overseas","35","35","37960","36780"
"In post","2023","40-49","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Social Research","London","120","110","59560","61530"
"In post","2023","40-49","Social Research","Outside London","190","170","46000","42120"
"In post","2023","40-49","Statistics","London","225","215","57940","58370"
"In post","2023","40-49","Statistics","Outside London","365","340","48740","49700"
"In post","2023","40-49","Tax","London","400","385","46150","39790"
"In post","2023","40-49","Tax","Outside London","3230","3105","38680","35000"
"In post","2023","40-49","Unknown","London","1055","1010","58990","56450"
"In post","2023","40-49","Unknown","Outside London","5965","5705","45090","41330"
"In post","2023","40-49","Unknown","Overseas","70","70","76950","70590"
"In post","2023","40-49","Unknown","Unknown","25","25","52360","51290"
"In post","2023","40-49","Veterinarian","London","5","5","[c]","[c]"
"In post","2023","40-49","Veterinarian","Outside London","140","135","45090","39290"
"In post","2023","50-59","Commercial","London","490","485","66170","57710"
"In post","2023","50-59","Commercial","Outside London","1610","1560","48310","42620"
"In post","2023","50-59","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","London","270","265","52310","48070"
"In post","2023","50-59","Communications","Outside London","515","500","39640","37420"
"In post","2023","50-59","Corporate Finance","London","15","15","67600","61850"
"In post","2023","50-59","Corporate Finance","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","London","630","605","38590","34370"
"In post","2023","50-59","Counter Fraud","Outside London","2545","2380","30980","28120"
"In post","2023","50-59","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data and Technology","London","1210","1195","53700","51010"
"In post","2023","50-59","Digital, Data and Technology","Outside London","4760","4645","45310","41780"
"In post","2023","50-59","Digital, Data and Technology","Overseas","15","15","42370","42660"
"In post","2023","50-59","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Economics","London","85","80","76650","72410"
"In post","2023","50-59","Economics","Outside London","35","35","55700","57650"
"In post","2023","50-59","Finance","London","720","705","52930","47200"
"In post","2023","50-59","Finance","Outside London","2235","2150","42860","38470"
"In post","2023","50-59","Finance","Overseas","15","15","47290","44090"
"In post","2023","50-59","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Geography","Outside London","100","95","33630","34370"
"In post","2023","50-59","Human Resources","London","840","825","52070","47190"
"In post","2023","50-59","Human Resources","Outside London","3075","2985","38710","34300"
"In post","2023","50-59","Human Resources","Overseas","80","80","58810","58340"
"In post","2023","50-59","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Inspector of Education and Training","London","45","45","64480","52750"
"In post","2023","50-59","Inspector of Education and Training","Outside London","415","405","68590","77470"
"In post","2023","50-59","Intelligence Analysis","London","300","290","41900","37890"
"In post","2023","50-59","Intelligence Analysis","Outside London","545","530","31370","28480"
"In post","2023","50-59","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","London","70","70","60190","55030"
"In post","2023","50-59","Internal Audit","Outside London","205","200","48560","45390"
"In post","2023","50-59","Internal Audit","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","International Trade","London","190","190","56850","55500"
"In post","2023","50-59","International Trade","Outside London","185","180","45630","42600"
"In post","2023","50-59","International Trade","Overseas","25","25","64630","62230"
"In post","2023","50-59","Knowledge and Information Management","London","230","225","41180","36930"
"In post","2023","50-59","Knowledge and Information Management","Outside London","545","525","33860","31280"
"In post","2023","50-59","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","London","1125","1070","63460","64100"
"In post","2023","50-59","Legal","Outside London","2095","1950","51570","53750"
"In post","2023","50-59","Legal","Overseas","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","London","90","85","80220","76430"
"In post","2023","50-59","Medicine","Outside London","615","550","60450","47670"
"In post","2023","50-59","Medicine","Overseas","10","10","72750","56680"
"In post","2023","50-59","Operational Delivery","London","9770","9305","36750","32520"
"In post","2023","50-59","Operational Delivery","Outside London","69130","63500","30090","28120"
"In post","2023","50-59","Operational Delivery","Overseas","105","100","47790","47380"
"In post","2023","50-59","Operational Delivery","Unknown","210","195","34090","28120"
"In post","2023","50-59","Operational Research","London","45","40","60130","59000"
"In post","2023","50-59","Operational Research","Outside London","115","105","44440","49260"
"In post","2023","50-59","Other","London","630","610","45490","36180"
"In post","2023","50-59","Other","Outside London","4090","3860","32170","28120"
"In post","2023","50-59","Other","Overseas","10","10","[c]","[c]"
"In post","2023","50-59","Other","Unknown","450","450","47230","43120"
"In post","2023","50-59","Planning","London","25","25","54690","55370"
"In post","2023","50-59","Planning","Outside London","35","35","49590","49370"
"In post","2023","50-59","Planning Inspectors","London","10","5","[c]","[c]"
"In post","2023","50-59","Planning Inspectors","Outside London","140","125","61360","60050"
"In post","2023","50-59","Policy","London","3000","2930","56200","55370"
"In post","2023","50-59","Policy","Outside London","2360","2280","46960","42510"
"In post","2023","50-59","Policy","Overseas","480","475","59900","58510"
"In post","2023","50-59","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Project Delivery","London","1065","1045","58280","57520"
"In post","2023","50-59","Project Delivery","Outside London","4025","3920","47080","42510"
"In post","2023","50-59","Project Delivery","Overseas","15","15","74040","71880"
"In post","2023","50-59","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Property","London","350","340","47120","43700"
"In post","2023","50-59","Property","Outside London","2050","1985","39420","35020"
"In post","2023","50-59","Property","Overseas","25","25","48660","44690"
"In post","2023","50-59","Property","Unknown","20","20","47800","45600"
"In post","2023","50-59","Psychology","London","5","5","[c]","[c]"
"In post","2023","50-59","Psychology","Outside London","155","145","42550","32420"
"In post","2023","50-59","Science and Engineering","London","225","215","57120","55210"
"In post","2023","50-59","Science and Engineering","Outside London","2930","2845","45140","43810"
"In post","2023","50-59","Science and Engineering","Overseas","20","20","60060","62380"
