"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Government Legal Department","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Legal Department","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Legal Department","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Government Property Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Property Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Property Agency","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","40-49","Government Property Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Property Agency","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Property Agency","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Property Agency","G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","40-49","Government Property Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Property Agency","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Property Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Property Agency","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","Government Property Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Property Agency","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Property Agency","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","40-49","Government Property Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Property Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Property Agency","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","40-49","Government Property Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Property Agency","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Government Property Agency","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","AA","Heterosexual / straight","130","120","20680","19930"
"In post","2023","40-49","HM Courts and Tribunals Service","AA","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","AA","Undeclared","20","20","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","AA","Unknown","30","25","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","AO","Heterosexual / straight","1305","1085","22470","21780"
"In post","2023","40-49","HM Courts and Tribunals Service","AO","LGBO","50","45","22000","21780"
"In post","2023","40-49","HM Courts and Tribunals Service","AO","Undeclared","180","155","22500","21780"
"In post","2023","40-49","HM Courts and Tribunals Service","AO","Unknown","155","135","22930","21780"
"In post","2023","40-49","HM Courts and Tribunals Service","EO","Heterosexual / straight","495","460","26760","25830"
"In post","2023","40-49","HM Courts and Tribunals Service","EO","LGBO","25","25","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","EO","Undeclared","85","80","26750","25830"
"In post","2023","40-49","HM Courts and Tribunals Service","EO","Unknown","25","25","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","G6","Heterosexual / straight","45","45","64760","63190"
"In post","2023","40-49","HM Courts and Tribunals Service","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","G7","Heterosexual / straight","130","125","54570","53380"
"In post","2023","40-49","HM Courts and Tribunals Service","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","G7","Undeclared","25","25","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","G7","Unknown","15","15","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","HEO","Heterosexual / straight","290","280","32800","31270"
"In post","2023","40-49","HM Courts and Tribunals Service","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","HEO","Undeclared","35","35","32850","31270"
"In post","2023","40-49","HM Courts and Tribunals Service","HEO","Unknown","25","25","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","SEO","Heterosexual / straight","300","275","41030","40380"
"In post","2023","40-49","HM Courts and Tribunals Service","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","SEO","Undeclared","45","40","42460","42850"
"In post","2023","40-49","HM Courts and Tribunals Service","SEO","Unknown","30","30","41530","42950"
"In post","2023","40-49","HM Courts and Tribunals Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Courts and Tribunals Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Crown Prosecution Service Inspectorate","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Crown Prosecution Service Inspectorate","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Crown Prosecution Service Inspectorate","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Crown Prosecution Service Inspectorate","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Crown Prosecution Service Inspectorate","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Crown Prosecution Service Inspectorate","G7","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","HM Land Registry","AO","Heterosexual / straight","145","135","23460","23390"
"In post","2023","40-49","HM Land Registry","AO","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","HM Land Registry","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","HM Land Registry","AO","Unknown","115","110","23510","23390"
"In post","2023","40-49","HM Land Registry","EO","Heterosexual / straight","205","180","28460","28080"
"In post","2023","40-49","HM Land Registry","EO","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","HM Land Registry","EO","Undeclared","40","35","28540","28080"
"In post","2023","40-49","HM Land Registry","EO","Unknown","115","110","28520","28080"
"In post","2023","40-49","HM Land Registry","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","40-49","HM Land Registry","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Land Registry","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Land Registry","G6","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","HM Land Registry","G7","Heterosexual / straight","55","55","58820","57880"
"In post","2023","40-49","HM Land Registry","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Land Registry","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Land Registry","G7","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","HM Land Registry","HEO","Heterosexual / straight","175","160","35860","34850"
"In post","2023","40-49","HM Land Registry","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","HM Land Registry","HEO","Undeclared","35","30","35660","34850"
"In post","2023","40-49","HM Land Registry","HEO","Unknown","55","50","36630","34850"
"In post","2023","40-49","HM Land Registry","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","HM Land Registry","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Land Registry","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Land Registry","SEO","Heterosexual / straight","190","180","43000","41680"
"In post","2023","40-49","HM Land Registry","SEO","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","HM Land Registry","SEO","Undeclared","20","20","[c]","[c]"
"In post","2023","40-49","HM Land Registry","SEO","Unknown","40","40","42650","41480"
"In post","2023","40-49","HM Prison and Probation Service","AA","Heterosexual / straight","625","595","23650","23230"
"In post","2023","40-49","HM Prison and Probation Service","AA","LGBO","60","60","23460","23230"
"In post","2023","40-49","HM Prison and Probation Service","AA","Undeclared","60","60","23430","23230"
"In post","2023","40-49","HM Prison and Probation Service","AA","Unknown","205","195","23700","23230"
"In post","2023","40-49","HM Prison and Probation Service","AO","Heterosexual / straight","2780","2680","30650","31510"
"In post","2023","40-49","HM Prison and Probation Service","AO","LGBO","175","170","31440","32510"
"In post","2023","40-49","HM Prison and Probation Service","AO","Undeclared","235","225","30970","32060"
"In post","2023","40-49","HM Prison and Probation Service","AO","Unknown","695","660","31010","32060"
"In post","2023","40-49","HM Prison and Probation Service","EO","Heterosexual / straight","1065","1050","33530","35710"
"In post","2023","40-49","HM Prison and Probation Service","EO","LGBO","75","70","34430","35710"
"In post","2023","40-49","HM Prison and Probation Service","EO","Undeclared","140","135","34320","35710"
"In post","2023","40-49","HM Prison and Probation Service","EO","Unknown","235","230","34170","35710"
"In post","2023","40-49","HM Prison and Probation Service","G6","Heterosexual / straight","100","100","81930","79330"
"In post","2023","40-49","HM Prison and Probation Service","G6","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","HM Prison and Probation Service","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","HM Prison and Probation Service","G6","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","HM Prison and Probation Service","G7","Heterosexual / straight","170","165","66380","67900"
"In post","2023","40-49","HM Prison and Probation Service","G7","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","HM Prison and Probation Service","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","40-49","HM Prison and Probation Service","G7","Unknown","15","15","[c]","[c]"
"In post","2023","40-49","HM Prison and Probation Service","HEO","Heterosexual / straight","840","815","37900","38910"
"In post","2023","40-49","HM Prison and Probation Service","HEO","LGBO","70","70","38310","39720"
"In post","2023","40-49","HM Prison and Probation Service","HEO","Undeclared","100","95","37510","38180"
"In post","2023","40-49","HM Prison and Probation Service","HEO","Unknown","125","120","37720","38910"
"In post","2023","40-49","HM Prison and Probation Service","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","40-49","HM Prison and Probation Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Prison and Probation Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Prison and Probation Service","SEO","Heterosexual / straight","665","655","50880","52200"
"In post","2023","40-49","HM Prison and Probation Service","SEO","LGBO","50","50","51700","53200"
"In post","2023","40-49","HM Prison and Probation Service","SEO","Undeclared","75","70","53000","53200"
"In post","2023","40-49","HM Prison and Probation Service","SEO","Unknown","80","75","50270","49890"
"In post","2023","40-49","HM Prison and Probation Service","Unknown","Heterosexual / straight","3825","3540","33520","32050"
"In post","2023","40-49","HM Prison and Probation Service","Unknown","LGBO","250","240","34160","30810"
"In post","2023","40-49","HM Prison and Probation Service","Unknown","Undeclared","330","305","34300","36580"
"In post","2023","40-49","HM Prison and Probation Service","Unknown","Unknown","625","560","30630","29050"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","AA","Heterosexual / straight","50","35","22520","22520"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","AA","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","AA","Unknown","40","30","22640","22520"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","AO","Heterosexual / straight","1715","1505","22680","22520"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","AO","LGBO","110","100","22640","22520"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","AO","Undeclared","210","185","22760","22520"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","AO","Unknown","1385","1215","22700","22520"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","EO","Heterosexual / straight","1840","1725","28570","28130"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","EO","LGBO","110","105","28560","28130"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","EO","Undeclared","190","180","28610","28130"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","EO","Unknown","895","840","28740","28130"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","G6","Heterosexual / straight","520","500","73030","71300"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","G6","LGBO","40","40","74180","71300"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","G6","Undeclared","45","45","73290","71300"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","G6","Unknown","105","100","73300","71300"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","G7","Heterosexual / straight","1275","1240","58570","57970"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","G7","LGBO","80","75","58710","57970"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","G7","Undeclared","145","140","58800","57970"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","G7","Unknown","285","280","59040","57970"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","HEO","Heterosexual / straight","2340","2265","35480","35000"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","HEO","LGBO","145","140","35450","35000"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","HEO","Undeclared","260","250","35740","35000"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","HEO","Unknown","890","860","35620","35000"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","SCS level","Heterosexual / straight","135","130","86830","80500"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","SCS level","Unknown","35","35","90540","84160"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","SEO","Heterosexual / straight","1565","1535","42830","42510"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","SEO","LGBO","70","70","42470","42140"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","SEO","Undeclared","175","170","42850","42510"
"In post","2023","40-49","HM Revenue and Customs (excl. agencies)","SEO","Unknown","425","420","42930","42510"
"In post","2023","40-49","HM Treasury (excl. agencies)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","EO","Heterosexual / straight","30","30","27700","28150"
"In post","2023","40-49","HM Treasury (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","G6","Heterosexual / straight","40","35","65900","65450"
"In post","2023","40-49","HM Treasury (excl. agencies)","G6","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","G7","Heterosexual / straight","40","35","54990","54130"
"In post","2023","40-49","HM Treasury (excl. agencies)","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","G7","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","SCS level","Heterosexual / straight","60","60","84280","78690"
"In post","2023","40-49","HM Treasury (excl. agencies)","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","SEO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Treasury (excl. agencies)","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","AO","Heterosexual / straight","30","25","22990","23500"
"In post","2023","40-49","Health and Safety Executive","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","EO","Heterosexual / straight","50","45","28370","27350"
"In post","2023","40-49","Health and Safety Executive","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","EO","Undeclared","15","10","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","G7","Heterosexual / straight","120","115","57750","55320"
"In post","2023","40-49","Health and Safety Executive","G7","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","G7","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","HEO","Heterosexual / straight","65","60","33500","32800"
"In post","2023","40-49","Health and Safety Executive","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","SEO","Heterosexual / straight","210","200","50150","46280"
"In post","2023","40-49","Health and Safety Executive","SEO","LGBO","10","5","[c]","[c]"
"In post","2023","40-49","Health and Safety Executive","SEO","Undeclared","40","35","50370","46570"
"In post","2023","40-49","Health and Safety Executive","SEO","Unknown","25","25","[c]","[c]"
"In post","2023","40-49","Home Office","AA","Heterosexual / straight","110","90","20990","19500"
"In post","2023","40-49","Home Office","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Home Office","AA","Undeclared","15","10","[c]","[c]"
"In post","2023","40-49","Home Office","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Home Office","AO","Heterosexual / straight","1040","910","23380","22400"
"In post","2023","40-49","Home Office","AO","LGBO","30","30","22650","22400"
"In post","2023","40-49","Home Office","AO","Undeclared","110","90","23740","22400"
"In post","2023","40-49","Home Office","AO","Unknown","495","460","23260","22400"
"In post","2023","40-49","Home Office","EO","Heterosexual / straight","2700","2510","27530","26320"
"In post","2023","40-49","Home Office","EO","LGBO","125","120","27060","26180"
"In post","2023","40-49","Home Office","EO","Undeclared","350","320","27690","26780"
"In post","2023","40-49","Home Office","EO","Unknown","755","730","27160","25880"
"In post","2023","40-49","Home Office","G6","Heterosexual / straight","295","285","70630","70840"
"In post","2023","40-49","Home Office","G6","LGBO","20","20","[c]","[c]"
"In post","2023","40-49","Home Office","G6","Undeclared","45","45","71500","70840"
"In post","2023","40-49","Home Office","G6","Unknown","65","65","71160","70840"
"In post","2023","40-49","Home Office","G7","Heterosexual / straight","790","770","58160","59290"
"In post","2023","40-49","Home Office","G7","LGBO","40","40","58130","59290"
"In post","2023","40-49","Home Office","G7","Undeclared","80","80","58490","59290"
"In post","2023","40-49","Home Office","G7","Unknown","120","120","58960","59140"
"In post","2023","40-49","Home Office","HEO","Heterosexual / straight","1405","1345","33890","32310"
"In post","2023","40-49","Home Office","HEO","LGBO","55","55","33810","32310"
"In post","2023","40-49","Home Office","HEO","Undeclared","200","195","33860","32310"
"In post","2023","40-49","Home Office","HEO","Unknown","120","115","33840","32290"
"In post","2023","40-49","Home Office","SCS level","Heterosexual / straight","125","125","87920","81350"
"In post","2023","40-49","Home Office","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Home Office","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Home Office","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Home Office","SEO","Heterosexual / straight","1080","1045","41750","42640"
"In post","2023","40-49","Home Office","SEO","LGBO","45","45","41540","40200"
"In post","2023","40-49","Home Office","SEO","Undeclared","150","145","41810","42930"
"In post","2023","40-49","Home Office","SEO","Unknown","100","100","41860","43000"
"In post","2023","40-49","Home Office","Unknown","Heterosexual / straight","65","60","[c]","[c]"
"In post","2023","40-49","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Home Office","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2023","40-49","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","G7","Heterosexual / straight","30","30","52610","51460"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","G7","Unknown","15","15","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Institute for Apprenticeships and Technical Education","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","AO","Unknown","15","15","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","EO","Heterosexual / straight","50","45","27180","25040"
"In post","2023","40-49","Intellectual Property Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","EO","Unknown","30","30","26820","25040"
"In post","2023","40-49","Intellectual Property Office","G6","Heterosexual / straight","30","30","69950","69730"
"In post","2023","40-49","Intellectual Property Office","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","G6","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","G7","Heterosexual / straight","90","85","61260","61980"
"In post","2023","40-49","Intellectual Property Office","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","G7","Unknown","45","45","62230","61980"
"In post","2023","40-49","Intellectual Property Office","HEO","Heterosexual / straight","30","30","32930","31750"
"In post","2023","40-49","Intellectual Property Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","HEO","Unknown","15","15","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","SEO","Heterosexual / straight","70","65","44110","42760"
"In post","2023","40-49","Intellectual Property Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Intellectual Property Office","SEO","Unknown","25","25","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","AO","Heterosexual / straight","70","60","21830","21780"
"In post","2023","40-49","Legal Aid Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","AO","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","AO","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Legal Aid Agency","EO","Heterosexual / straight","60","60","26460","25830"
