"Status","Year","Function_of_post","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Communications","Department for Work and Pensions (excl. agencies)","Communications","G6/G7","20","20","62250","59910"
"In post","2023","Communications","Department for Work and Pensions (excl. agencies)","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions (excl. agencies)","Communications","SEO/HEO","65","55","43550","43700"
"In post","2023","Communications","Department for Work and Pensions (excl. agencies)","Finance","EO","5","5","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions (excl. agencies)","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions (excl. agencies)","Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions (excl. agencies)","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","AA/AO","5","5","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","EO","25","25","32710","32520"
"In post","2023","Communications","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","G6/G7","15","15","60030","57240"
"In post","2023","Communications","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","SEO/HEO","35","35","44050","44360"
"In post","2023","Communications","Department for Work and Pensions (excl. agencies)","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions (excl. agencies)","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions (excl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department for Work and Pensions (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care (excl. agencies)","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care (excl. agencies)","Communications","G6/G7","5","5","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care (excl. agencies)","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care (excl. agencies)","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care (excl. agencies)","Unknown","G6/G7","15","15","61390","59430"
"In post","2023","Communications","Department of Health and Social Care (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Department of Health and Social Care (excl. agencies)","Unknown","SEO/HEO","35","35","38310","38960"
"In post","2023","Communications","Driver and Vehicle Licensing Agency","Communications","AA/AO","15","10","22500","22500"
"In post","2023","Communications","Driver and Vehicle Licensing Agency","Communications","EO","25","25","27090","26960"
"In post","2023","Communications","Driver and Vehicle Licensing Agency","Communications","G6/G7","5","5","[c]","[c]"
"In post","2023","Communications","Driver and Vehicle Licensing Agency","Communications","SEO/HEO","20","20","33960","31940"
"In post","2023","Communications","Driver and Vehicle Licensing Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Driver and Vehicle Licensing Agency","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Driver and Vehicle Standards Agency","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Driver and Vehicle Standards Agency","Communications","EO","15","10","27950","26960"
"In post","2023","Communications","Driver and Vehicle Standards Agency","Communications","G6/G7","5","5","[c]","[c]"
"In post","2023","Communications","Driver and Vehicle Standards Agency","Communications","SEO/HEO","25","25","36270","32950"
"In post","2023","Communications","Education and Skills Funding Agency","Communications","G6/G7","5","5","[c]","[c]"
"In post","2023","Communications","Education and Skills Funding Agency","Communications","SEO/HEO","10","10","38290","37590"
"In post","2023","Communications","Estyn","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Estyn","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Estyn","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","FCDO Services","Communications","EO","5","5","[c]","[c]"
"In post","2023","Communications","FCDO Services","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","FCDO Services","Communications","SEO/HEO","10","10","42780","44990"
"In post","2023","Communications","FCDO Services","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","G6/G7","5","5","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Food Standards Agency","Communications","SEO/HEO","40","40","37010","38100"
"In post","2023","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","EO","5","5","[c]","[c]"
"In post","2023","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","G6/G7","35","35","61060","60100"
"In post","2023","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","SCS level","5","5","[c]","[c]"
"In post","2023","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","SEO/HEO","55","55","42920","42590"
"In post","2023","Communications","Government Actuary's Department","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Government Internal Audit Agency","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Government Legal Department","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Government Legal Department","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Communications","HM Courts and Tribunals Service","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Courts and Tribunals Service","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Courts and Tribunals Service","Communications","SEO/HEO","10","10","39350","41200"
"In post","2023","Communications","HM Land Registry","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Land Registry","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Land Registry","Communications","SEO/HEO","20","20","40410","38410"
"In post","2023","Communications","HM Prison and Probation Service","Communications","G6/G7","10","10","[c]","[c]"
"In post","2023","Communications","HM Prison and Probation Service","Communications","SEO/HEO","20","20","43690","44330"
"In post","2023","Communications","HM Prison and Probation Service","Communications","Unknown","15","15","33640","33340"
"In post","2023","Communications","HM Revenue and Customs (excl. agencies)","Communications","AA/AO","5","5","[c]","[c]"
"In post","2023","Communications","HM Revenue and Customs (excl. agencies)","Communications","EO","15","15","31470","32260"
"In post","2023","Communications","HM Revenue and Customs (excl. agencies)","Communications","G6/G7","75","75","64150","65230"
"In post","2023","Communications","HM Revenue and Customs (excl. agencies)","Communications","SCS level","10","10","[c]","[c]"
"In post","2023","Communications","HM Revenue and Customs (excl. agencies)","Communications","SEO/HEO","125","120","40880","42140"
"In post","2023","Communications","HM Treasury (excl. agencies)","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Treasury (excl. agencies)","Communications","G6/G7","15","15","56930","54260"
"In post","2023","Communications","HM Treasury (excl. agencies)","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Treasury (excl. agencies)","Communications","SEO/HEO","25","20","35200","33630"
"In post","2023","Communications","Health and Safety Executive","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Health and Safety Executive","Communications","G6/G7","10","10","59750","56170"
"In post","2023","Communications","Health and Safety Executive","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Health and Safety Executive","Communications","SEO/HEO","35","35","37600","40790"
"In post","2023","Communications","Home Office","Communications","G6/G7","45","45","62950","59510"
"In post","2023","Communications","Home Office","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Home Office","Communications","SEO/HEO","65","65","41740","42710"
"In post","2023","Communications","Home Office","Other","AA/AO","5","5","[c]","[c]"
"In post","2023","Communications","Home Office","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Home Office","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Home Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Institute for Apprenticeships and Technical Education","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Institute for Apprenticeships and Technical Education","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Institute for Apprenticeships and Technical Education","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Institute for Apprenticeships and Technical Education","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Intellectual Property Office","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Intellectual Property Office","Communications","EO","10","10","27740","28300"
"In post","2023","Communications","Intellectual Property Office","Communications","G6/G7","10","10","59880","57910"
"In post","2023","Communications","Intellectual Property Office","Communications","SEO/HEO","15","15","37550","41240"
"In post","2023","Communications","Legal Aid Agency","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Legal Aid Agency","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Communications","Maritime and Coastguard Agency","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Maritime and Coastguard Agency","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Maritime and Coastguard Agency","Communications","SEO/HEO","10","10","34610","31660"
"In post","2023","Communications","Medicines and Healthcare Products Regulatory Agency","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Medicines and Healthcare Products Regulatory Agency","Communications","EO","15","15","28790","28610"
"In post","2023","Communications","Medicines and Healthcare Products Regulatory Agency","Communications","G6/G7","15","15","60170","54990"
"In post","2023","Communications","Medicines and Healthcare Products Regulatory Agency","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Medicines and Healthcare Products Regulatory Agency","Communications","SEO/HEO","35","35","39420","41190"
"In post","2023","Communications","Medicines and Healthcare Products Regulatory Agency","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Met Office","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Met Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Met Office","Communications","SEO/HEO","25","25","35810","37420"
