"Status","Year","Age","Organisation","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","20-29","Central Civil Service Fast Stream","Unknown","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Central Civil Service Fast Stream","Wales","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Central Civil Service Fast Stream","West Midlands (England)","HEO","15","[c]","28840","28840"
"New entrant CS","2023","20-29","Central Civil Service Fast Stream","Yorkshire and The Humber","HEO","20","[c]","29100","28840"
"New entrant CS","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","East of England","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","East of England","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","East of England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Charity Commission","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Charity Commission","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Charity Commission","North West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Charity Commission","North West (England)","EO","10","[c]","25300","25300"
"New entrant CS","2023","20-29","Charity Commission","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Charity Commission","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Companies House","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Companies House","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Companies House","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Companies House","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Companies House","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Companies House","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Companies House","Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Companies House","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Companies House","Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Companies House","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Companies House","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Companies House","South West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Companies House","Wales","AO","60","[c]","21430","21380"
"New entrant CS","2023","20-29","Companies House","Wales","EO","15","[c]","28720","25610"
"New entrant CS","2023","20-29","Companies House","Wales","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Companies House","Wales","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Companies House","Wales","HEO","10","[c]","34540","35570"
"New entrant CS","2023","20-29","Companies House","Wales","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Companies House","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","London","AO","20","[c]","23130","23200"
"New entrant CS","2023","20-29","Competition and Markets Authority","London","EO","10","[c]","27800","27550"
"New entrant CS","2023","20-29","Competition and Markets Authority","London","G7","10","[c]","58200","58830"
"New entrant CS","2023","20-29","Competition and Markets Authority","London","HEO","25","[c]","34530","34110"
"New entrant CS","2023","20-29","Competition and Markets Authority","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","North West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Scotland","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Criminal Injuries Compensation Authority","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Criminal Injuries Compensation Authority","Scotland","AO","15","[c]","21780","21780"
"New entrant CS","2023","20-29","Criminal Injuries Compensation Authority","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Criminal Injuries Compensation Authority","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Commercial Service","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Commercial Service","East of England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Commercial Service","East of England","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Commercial Service","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Commercial Service","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Commercial Service","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Commercial Service","Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Commercial Service","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Commercial Service","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Office and Procurator Fiscal Service","Scotland","AO","70","[c]","22250","22180"
"New entrant CS","2023","20-29","Crown Office and Procurator Fiscal Service","Scotland","EO","20","[c]","28700","28700"
"New entrant CS","2023","20-29","Crown Office and Procurator Fiscal Service","Scotland","G7","10","[c]","52360","52360"
"New entrant CS","2023","20-29","Crown Office and Procurator Fiscal Service","Scotland","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","East Midlands (England)","AO","35","[c]","21240","21120"
"New entrant CS","2023","20-29","Crown Prosecution Service","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","East of England","AO","20","[c]","21860","20980"
"New entrant CS","2023","20-29","Crown Prosecution Service","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","East of England","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","East of England","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","London","AO","75","[c]","22860","21890"
"New entrant CS","2023","20-29","Crown Prosecution Service","London","EO","20","[c]","28200","28200"
"New entrant CS","2023","20-29","Crown Prosecution Service","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","North East (England)","AO","20","[c]","20640","19560"
"New entrant CS","2023","20-29","Crown Prosecution Service","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","North East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","North West (England)","AO","25","[c]","21320","19560"
"New entrant CS","2023","20-29","Crown Prosecution Service","North West (England)","EO","10","[c]","26900","26900"
"New entrant CS","2023","20-29","Crown Prosecution Service","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","South East (England)","AO","40","[c]","22550","21890"
"New entrant CS","2023","20-29","Crown Prosecution Service","South East (England)","EO","10","[c]","28200","28200"
"New entrant CS","2023","20-29","Crown Prosecution Service","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","South East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","South West (England)","AO","20","[c]","21280","21120"
"New entrant CS","2023","20-29","Crown Prosecution Service","South West (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","South West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","Wales","AO","15","[c]","22330","22870"
"New entrant CS","2023","20-29","Crown Prosecution Service","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","Wales","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","West Midlands (England)","AO","20","[c]","21650","22000"
"New entrant CS","2023","20-29","Crown Prosecution Service","West Midlands (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","Yorkshire and The Humber","AO","25","[c]","21670","21120"
"New entrant CS","2023","20-29","Crown Prosecution Service","Yorkshire and The Humber","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Crown Prosecution Service","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Equipment and Support","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Equipment and Support","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Equipment and Support","North West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Equipment and Support","North West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Equipment and Support","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Equipment and Support","Scotland","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Equipment and Support","Scotland","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Equipment and Support","Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Equipment and Support","South East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Equipment and Support","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Equipment and Support","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Equipment and Support","South West (England)","AO","265","[c]","22850","21600"
"New entrant CS","2023","20-29","Defence Equipment and Support","South West (England)","EO","35","[c]","26730","26200"
"New entrant CS","2023","20-29","Defence Equipment and Support","South West (England)","HEO","80","[c]","32970","32500"
"New entrant CS","2023","20-29","Defence Equipment and Support","South West (England)","SEO","20","[c]","42980","43400"
"New entrant CS","2023","20-29","Defence Equipment and Support","Wales","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Equipment and Support","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","South East (England)","AA","15","[c]","19280","19280"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","South East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","South East (England)","EO","10","[c]","24290","24630"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","South East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","South East (England)","HEO","100","[c]","28290","27330"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","South East (England)","SEO","10","[c]","39550","39890"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","South West (England)","AA","40","[c]","19290","19280"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","South West (England)","AO","25","[c]","20520","19430"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","South West (England)","EO","30","[c]","24510","24630"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","South West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","South West (England)","HEO","140","[c]","28650","28360"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","South West (England)","SEO","15","[c]","37400","36940"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AO","20","[c]","25270","25900"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","40","[c]","28780","28510"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","75","[c]","35290","34410"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO","25","[c]","42890","41360"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","EO","15","[c]","25320","25310"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","HEO","25","[c]","31810","31120"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","EO","10","[c]","25310","25310"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","HEO","20","[c]","31930","31120"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","London","EO","25","[c]","27200","27230"
"New entrant CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","London","HEO","45","[c]","36650","35040"
"New entrant CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","East Midlands (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","East of England","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","London","EO","40","[c]","27160","29530"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","London","HEO","25","[c]","31830","34030"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","North East (England)","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","North East (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","North East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","North West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","North West (England)","EO","10","[c]","26370","25900"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","North West (England)","HEO","20","[c]","30660","30330"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","South West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","South West (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","South West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","West Midlands (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","West Midlands (England)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","Yorkshire and The Humber","EO","15","[c]","24290","25900"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","Yorkshire and The Humber","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","Yorkshire and The Humber","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","35","[c]","28450","29080"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G7","35","[c]","54510","54330"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","London","HEO","100","[c]","33410","33830"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO","30","[c]","40910","40260"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","EO","10","[c]","25480","25920"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","HEO","20","[c]","30210","30320"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","HEO","15","[c]","30390","30320"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","East of England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","London","EO","90","[c]","26520","29280"
"New entrant CS","2023","20-29","Department for International Trade","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","London","HEO","115","[c]","34900","35010"
"New entrant CS","2023","20-29","Department for International Trade","London","SEO","20","[c]","41620","41550"
