"Status","Year","Age","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","Inner London - West","Male","530","470","48140","42700"
"In post","2023","65+","Kent","Female","125","95","28350","25610"
"In post","2023","65+","Kent","Male","125","95","31630","28520"
"In post","2023","65+","Lancashire","Female","205","140","26650","25400"
"In post","2023","65+","Lancashire","Male","170","130","31490","28120"
"In post","2023","65+","Leicestershire, Rutland and Northamptonshire","Female","90","65","26320","22500"
"In post","2023","65+","Leicestershire, Rutland and Northamptonshire","Male","65","50","27730","27450"
"In post","2023","65+","Lincolnshire","Female","40","30","27760","25830"
"In post","2023","65+","Lincolnshire","Male","60","50","29870","27470"
"In post","2023","65+","Merseyside","Female","350","245","25470","22520"
"In post","2023","65+","Merseyside","Male","265","200","28770","26350"
"In post","2023","65+","North Eastern Scotland","Female","35","25","30900","26600"
"In post","2023","65+","North Eastern Scotland","Male","25","20","[c]","[c]"
"In post","2023","65+","North Yorkshire","Female","65","50","28780","25410"
"In post","2023","65+","North Yorkshire","Male","80","70","29920","26430"
"In post","2023","65+","Northern Ireland","Female","30","20","[c]","[c]"
"In post","2023","65+","Northern Ireland","Male","70","60","28240","22520"
"In post","2023","65+","Northumberland, and Tyne and Wear","Female","355","255","25550","22520"
"In post","2023","65+","Northumberland, and Tyne and Wear","Male","235","180","29520","22520"
"In post","2023","65+","Outer London - East and North East","Female","115","80","28740","26630"
"In post","2023","65+","Outer London - East and North East","Male","70","55","34120","32520"
"In post","2023","65+","Outer London - South","Female","250","200","31420","28020"
"In post","2023","65+","Outer London - South","Male","200","170","36700","31540"
"In post","2023","65+","Outer London - West and North West","Female","220","165","31360","29840"
"In post","2023","65+","Outer London - West and North West","Male","250","200","35280","31030"
"In post","2023","65+","Overseas","Female","5","5","[c]","[c]"
"In post","2023","65+","Overseas","Male","30","30","[c]","[c]"
"In post","2023","65+","Shropshire and Staffordshire","Female","95","70","27500","25580"
"In post","2023","65+","Shropshire and Staffordshire","Male","180","140","34150","28480"
"In post","2023","65+","South Yorkshire","Female","135","95","26480","24590"
"In post","2023","65+","South Yorkshire","Male","105","80","31170","27450"
"In post","2023","65+","Southern Scotland","Female","95","70","27360","26900"
"In post","2023","65+","Southern Scotland","Male","80","60","30730","28600"
"In post","2023","65+","Surrey, East and West Sussex","Female","190","140","28670","27830"
"In post","2023","65+","Surrey, East and West Sussex","Male","215","165","31810","28140"
"In post","2023","65+","Tees Valley and Durham","Female","130","90","26170","23390"
"In post","2023","65+","Tees Valley and Durham","Male","100","75","28250","26180"
"In post","2023","65+","Unknown","Female","10","10","[c]","[c]"
"In post","2023","65+","Unknown","Male","45","40","40820","38760"
"In post","2023","65+","West Central Scotland","Female","220","155","27710","24890"
"In post","2023","65+","West Central Scotland","Male","250","185","32930","28120"
"In post","2023","65+","West Midlands","Female","250","175","28070","26650"
"In post","2023","65+","West Midlands","Male","215","170","33940","28120"
"In post","2023","65+","West Wales and The Valleys","Female","330","225","26800","22500"
"In post","2023","65+","West Wales and The Valleys","Male","205","155","33120","28120"
"In post","2023","65+","West Yorkshire","Female","155","110","28140","28120"
"In post","2023","65+","West Yorkshire","Male","150","110","33460","29050"
"In post","2023","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inner London - West","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Inner London - West","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","West Midlands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Devon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Devon","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East Anglia","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East Anglia","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Essex","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Essex","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Inner London - East","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Inner London - East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Inner London - West","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Inner London - West","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Kent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Kent","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Lancashire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Lancashire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Merseyside","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Merseyside","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Outer London - South","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Outer London - South","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","West Midlands","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","West Midlands","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","West Wales and The Valleys","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","16-19","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Bedfordshire and Hertfordshire","Female","75","[c]","28160","27570"
"Leaver CS","2023","20-29","Bedfordshire and Hertfordshire","Male","70","[c]","26420","27570"
"Leaver CS","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","Female","175","[c]","28090","27570"
"Leaver CS","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","Male","155","[c]","27370","27680"
"Leaver CS","2023","20-29","Cheshire","Female","50","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Cheshire","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Cornwall and Isles of Scilly","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Cornwall and Isles of Scilly","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Cumbria","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Cumbria","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Derbyshire and Nottinghamshire","Female","180","[c]","25580","21780"
"Leaver CS","2023","20-29","Derbyshire and Nottinghamshire","Male","120","[c]","27200","27060"
"Leaver CS","2023","20-29","Devon","Female","80","[c]","25040","23000"
"Leaver CS","2023","20-29","Devon","Male","90","[c]","27120","26530"
"Leaver CS","2023","20-29","Dorset and Somerset","Female","50","[c]","25430","22220"
"Leaver CS","2023","20-29","Dorset and Somerset","Male","45","[c]","27870","27500"
"Leaver CS","2023","20-29","East Anglia","Female","155","[c]","25190","23630"
"Leaver CS","2023","20-29","East Anglia","Male","120","[c]","26110","25920"
"Leaver CS","2023","20-29","East Wales","Female","200","[c]","25330","22510"
"Leaver CS","2023","20-29","East Wales","Male","240","[c]","26350","24840"
"Leaver CS","2023","20-29","East Yorkshire and Northern Lincolnshire","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","20-29","East Yorkshire and Northern Lincolnshire","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Eastern Scotland","Female","195","[c]","27080","24710"
"Leaver CS","2023","20-29","Eastern Scotland","Male","130","[c]","26800","24710"
"Leaver CS","2023","20-29","Essex","Female","70","[c]","28220","29290"
"Leaver CS","2023","20-29","Essex","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Female","400","[c]","26830","25540"
"Leaver CS","2023","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Male","425","[c]","28220","27570"
"Leaver CS","2023","20-29","Greater Manchester","Female","275","[c]","25820","23390"
"Leaver CS","2023","20-29","Greater Manchester","Male","220","[c]","26580","24610"
"Leaver CS","2023","20-29","Hampshire and Isle of Wight","Female","155","[c]","24620","22500"
"Leaver CS","2023","20-29","Hampshire and Isle of Wight","Male","145","[c]","27320","26310"
"Leaver CS","2023","20-29","Herefordshire, Worcestershire and Warwickshire","Female","60","[c]","24820","21780"
"Leaver CS","2023","20-29","Herefordshire, Worcestershire and Warwickshire","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Highlands and Islands","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Highlands and Islands","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Inner London - East","Female","345","[c]","32670","31060"
"Leaver CS","2023","20-29","Inner London - East","Male","215","[c]","33660","31060"
"Leaver CS","2023","20-29","Inner London - West","Female","1240","[c]","33720","32330"
"Leaver CS","2023","20-29","Inner London - West","Male","945","[c]","35250","33570"
"Leaver CS","2023","20-29","Kent","Female","110","[c]","26480","25750"
"Leaver CS","2023","20-29","Kent","Male","85","[c]","26490","25610"
"Leaver CS","2023","20-29","Lancashire","Female","90","[c]","23330","21690"
"Leaver CS","2023","20-29","Lancashire","Male","90","[c]","25910","21690"
"Leaver CS","2023","20-29","Leicestershire, Rutland and Northamptonshire","Female","115","[c]","22810","21780"
"Leaver CS","2023","20-29","Leicestershire, Rutland and Northamptonshire","Male","100","[c]","23440","21780"
"Leaver CS","2023","20-29","Lincolnshire","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Lincolnshire","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Merseyside","Female","180","[c]","24510","22400"
"Leaver CS","2023","20-29","Merseyside","Male","140","[c]","25320","22400"
"Leaver CS","2023","20-29","North Eastern Scotland","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","North Eastern Scotland","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","North Yorkshire","Female","45","[c]","24820","21960"
"Leaver CS","2023","20-29","North Yorkshire","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Northern Ireland","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Northern Ireland","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Northumberland, and Tyne and Wear","Female","150","[c]","23610","21690"
"Leaver CS","2023","20-29","Northumberland, and Tyne and Wear","Male","160","[c]","25170","21720"
"Leaver CS","2023","20-29","Outer London - East and North East","Female","100","[c]","29740","31060"
"Leaver CS","2023","20-29","Outer London - East and North East","Male","55","[c]","29790","31060"
"Leaver CS","2023","20-29","Outer London - South","Female","110","[c]","32090","29890"
"Leaver CS","2023","20-29","Outer London - South","Male","95","[c]","33700","32520"
"Leaver CS","2023","20-29","Outer London - West and North West","Female","205","[c]","29160","28870"
"Leaver CS","2023","20-29","Outer London - West and North West","Male","115","[c]","29160","29660"
"Leaver CS","2023","20-29","Overseas","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Shropshire and Staffordshire","Female","100","[c]","24800","22400"
"Leaver CS","2023","20-29","Shropshire and Staffordshire","Male","70","[c]","24670","22500"
"Leaver CS","2023","20-29","South Yorkshire","Female","80","[c]","26850","22400"
"Leaver CS","2023","20-29","South Yorkshire","Male","70","[c]","24750","22400"
"Leaver CS","2023","20-29","Southern Scotland","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Southern Scotland","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Surrey, East and West Sussex","Female","155","[c]","26690","25340"
"Leaver CS","2023","20-29","Surrey, East and West Sussex","Male","85","[c]","28130","27010"
"Leaver CS","2023","20-29","Tees Valley and Durham","Female","90","[c]","24550","22400"
"Leaver CS","2023","20-29","Tees Valley and Durham","Male","65","[c]","24750","22400"
"Leaver CS","2023","20-29","Unknown","Female","50","[c]","26160","28000"
"Leaver CS","2023","20-29","Unknown","Male","55","[c]","28000","28480"
"Leaver CS","2023","20-29","West Central Scotland","Female","150","[c]","26430","24490"
"Leaver CS","2023","20-29","West Central Scotland","Male","155","[c]","26610","24710"
"Leaver CS","2023","20-29","West Midlands","Female","300","[c]","25260","22500"
"Leaver CS","2023","20-29","West Midlands","Male","185","[c]","26410","23320"
"Leaver CS","2023","20-29","West Wales and The Valleys","Female","130","[c]","22830","22500"
"Leaver CS","2023","20-29","West Wales and The Valleys","Male","125","[c]","23390","22150"
"Leaver CS","2023","20-29","West Yorkshire","Female","230","[c]","27600","25830"
"Leaver CS","2023","20-29","West Yorkshire","Male","240","[c]","27160","25880"
"Leaver CS","2023","30-39","Bedfordshire and Hertfordshire","Female","70","[c]","30400","29290"
"Leaver CS","2023","30-39","Bedfordshire and Hertfordshire","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Berkshire, Buckinghamshire and Oxfordshire","Female","95","[c]","34040","29470"
"Leaver CS","2023","30-39","Berkshire, Buckinghamshire and Oxfordshire","Male","110","[c]","34220","30890"
"Leaver CS","2023","30-39","Cheshire","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cheshire","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cornwall and Isles of Scilly","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cornwall and Isles of Scilly","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cumbria","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cumbria","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Derbyshire and Nottinghamshire","Female","140","[c]","30980","27570"
"Leaver CS","2023","30-39","Derbyshire and Nottinghamshire","Male","105","[c]","30720","28120"
"Leaver CS","2023","30-39","Devon","Female","60","[c]","31380","31560"
"Leaver CS","2023","30-39","Devon","Male","90","[c]","32790","28890"
"Leaver CS","2023","30-39","Dorset and Somerset","Female","45","[c]","32790","29470"
"Leaver CS","2023","30-39","Dorset and Somerset","Male","55","[c]","31430","28120"
"Leaver CS","2023","30-39","East Anglia","Female","130","[c]","28990","25830"
"Leaver CS","2023","30-39","East Anglia","Male","145","[c]","32470","28080"
"Leaver CS","2023","30-39","East Wales","Female","140","[c]","33830","31060"
"Leaver CS","2023","30-39","East Wales","Male","170","[c]","35670","31060"
"Leaver CS","2023","30-39","East Yorkshire and Northern Lincolnshire","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","East Yorkshire and Northern Lincolnshire","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Eastern Scotland","Female","160","[c]","34680","31540"
"Leaver CS","2023","30-39","Eastern Scotland","Male","140","[c]","34370","31450"
"Leaver CS","2023","30-39","Essex","Female","55","[c]","30320","29290"
"Leaver CS","2023","30-39","Essex","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Female","275","[c]","34260","32860"
"Leaver CS","2023","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Male","325","[c]","37790","37360"
"Leaver CS","2023","30-39","Greater Manchester","Female","175","[c]","32330","27840"
"Leaver CS","2023","30-39","Greater Manchester","Male","200","[c]","36240","31700"
"Leaver CS","2023","30-39","Hampshire and Isle of Wight","Female","115","[c]","34450","30710"
"Leaver CS","2023","30-39","Hampshire and Isle of Wight","Male","135","[c]","35650","33830"
"Leaver CS","2023","30-39","Herefordshire, Worcestershire and Warwickshire","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Herefordshire, Worcestershire and Warwickshire","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Highlands and Islands","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Highlands and Islands","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Inner London - East","Female","300","[c]","43570","40070"
"Leaver CS","2023","30-39","Inner London - East","Male","270","[c]","47570","45330"
"Leaver CS","2023","30-39","Inner London - West","Female","805","[c]","47620","47940"
"Leaver CS","2023","30-39","Inner London - West","Male","740","[c]","49330","51970"
"Leaver CS","2023","30-39","Kent","Female","70","[c]","29340","29290"
"Leaver CS","2023","30-39","Kent","Male","80","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Lancashire","Female","100","[c]","26530","22810"
"Leaver CS","2023","30-39","Lancashire","Male","60","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Leicestershire, Rutland and Northamptonshire","Female","70","[c]","26650","24400"
"Leaver CS","2023","30-39","Leicestershire, Rutland and Northamptonshire","Male","70","[c]","27490","27570"
"Leaver CS","2023","30-39","Lincolnshire","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Lincolnshire","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Merseyside","Female","140","[c]","28570","25880"
"Leaver CS","2023","30-39","Merseyside","Male","95","[c]","29070","25880"
"Leaver CS","2023","30-39","North Eastern Scotland","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","North Eastern Scotland","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","North Yorkshire","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","North Yorkshire","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Northern Ireland","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Northern Ireland","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Northumberland, and Tyne and Wear","Female","105","[c]","29250","24550"
"Leaver CS","2023","30-39","Northumberland, and Tyne and Wear","Male","140","[c]","36190","30190"
"Leaver CS","2023","30-39","Outer London - East and North East","Female","55","[c]","32630","31060"
"Leaver CS","2023","30-39","Outer London - East and North East","Male","55","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Outer London - South","Female","95","[c]","38950","32940"
"Leaver CS","2023","30-39","Outer London - South","Male","75","[c]","41140","41610"
"Leaver CS","2023","30-39","Outer London - West and North West","Female","145","[c]","33120","31060"
"Leaver CS","2023","30-39","Outer London - West and North West","Male","105","[c]","35150","31060"
"Leaver CS","2023","30-39","Overseas","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Overseas","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Shropshire and Staffordshire","Female","80","[c]","29340","27570"
"Leaver CS","2023","30-39","Shropshire and Staffordshire","Male","75","[c]","29360","27570"
"Leaver CS","2023","30-39","South Yorkshire","Female","75","[c]","31990","27260"
"Leaver CS","2023","30-39","South Yorkshire","Male","85","[c]","36510","28120"
"Leaver CS","2023","30-39","Southern Scotland","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Southern Scotland","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Surrey, East and West Sussex","Female","105","[c]","30600","28120"
"Leaver CS","2023","30-39","Surrey, East and West Sussex","Male","85","[c]","31860","27840"
"Leaver CS","2023","30-39","Tees Valley and Durham","Female","85","[c]","27690","25330"
"Leaver CS","2023","30-39","Tees Valley and Durham","Male","70","[c]","34350","30510"
"Leaver CS","2023","30-39","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Male","55","[c]","37900","34380"
"Leaver CS","2023","30-39","West Central Scotland","Female","135","[c]","31510","29100"
"Leaver CS","2023","30-39","West Central Scotland","Male","145","[c]","34120","31290"
"Leaver CS","2023","30-39","West Midlands","Female","180","[c]","31930","27570"
"Leaver CS","2023","30-39","West Midlands","Male","150","[c]","31960","27650"
"Leaver CS","2023","30-39","West Wales and The Valleys","Female","155","[c]","23970","21840"
"Leaver CS","2023","30-39","West Wales and The Valleys","Male","85","[c]","29270","26960"
"Leaver CS","2023","30-39","West Yorkshire","Female","180","[c]","34430","30530"
