"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Project Delivery","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","G6/G7","Heterosexual / straight","200","190","57170","55210"
"In post","2023","Project Delivery","Science and Engineering","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","G6/G7","Unknown","45","45","59750","55600"
"In post","2023","Project Delivery","Science and Engineering","SCS level","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","SEO/HEO","Heterosexual / straight","255","245","38120","39650"
"In post","2023","Project Delivery","Science and Engineering","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","SEO/HEO","Undeclared","55","50","38750","38230"
"In post","2023","Project Delivery","Science and Engineering","SEO/HEO","Unknown","30","25","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","Unknown","Heterosexual / straight","610","605","44440","43360"
"In post","2023","Project Delivery","Science and Engineering","Unknown","LGBO","25","25","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","Unknown","Undeclared","80","80","48140","45340"
"In post","2023","Project Delivery","Science and Engineering","Unknown","Unknown","85","85","37810","33590"
"In post","2023","Project Delivery","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Social Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Social Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Social Research","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Social Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Social Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Statistics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Statistics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Statistics","SEO/HEO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Project Delivery","Statistics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Tax","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Project Delivery","Tax","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Tax","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Tax","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2023","Project Delivery","Tax","EO","Heterosexual / straight","110","95","29790","29250"
"In post","2023","Project Delivery","Tax","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Tax","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","Project Delivery","Tax","EO","Unknown","50","45","29990","28130"
"In post","2023","Project Delivery","Tax","G6/G7","Heterosexual / straight","30","30","65140","65230"
"In post","2023","Project Delivery","Tax","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Tax","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Tax","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Project Delivery","Tax","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Tax","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Tax","SEO/HEO","Heterosexual / straight","250","235","37570","35000"
"In post","2023","Project Delivery","Tax","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Project Delivery","Tax","SEO/HEO","Undeclared","35","35","38250","36990"
"In post","2023","Project Delivery","Tax","SEO/HEO","Unknown","125","115","37500","35070"
"In post","2023","Project Delivery","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","EO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Project Delivery","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Project Delivery","Unknown","G6/G7","Heterosexual / straight","60","60","61120","60860"
"In post","2023","Project Delivery","Unknown","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2023","Project Delivery","Unknown","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Project Delivery","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Project Delivery","Unknown","SEO/HEO","Heterosexual / straight","100","100","38420","37520"
"In post","2023","Project Delivery","Unknown","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Unknown","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Project Delivery","Unknown","SEO/HEO","Unknown","40","40","39500","39620"
"In post","2023","Property","Commercial","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Property","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Finance","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Property","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Finance","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Property","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Finance","SEO/HEO","Heterosexual / straight","35","35","36980","38420"
"In post","2023","Property","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Finance","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Property","Human Resources","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Property","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Property","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Operational Delivery","AA/AO","Heterosexual / straight","320","295","22670","22520"
"In post","2023","Property","Operational Delivery","AA/AO","LGBO","30","30","22690","22520"
"In post","2023","Property","Operational Delivery","AA/AO","Undeclared","35","30","22770","22520"
"In post","2023","Property","Operational Delivery","AA/AO","Unknown","270","255","22650","22520"
"In post","2023","Property","Operational Delivery","EO","Heterosexual / straight","130","125","27260","26890"
"In post","2023","Property","Operational Delivery","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Property","Operational Delivery","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","Property","Operational Delivery","EO","Unknown","45","45","27060","26020"
"In post","2023","Property","Operational Delivery","G6/G7","Heterosexual / straight","130","130","59660","58970"
"In post","2023","Property","Operational Delivery","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Property","Operational Delivery","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Property","Operational Delivery","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","Property","Operational Delivery","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Property","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Operational Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Operational Delivery","SEO/HEO","Heterosexual / straight","265","255","38460","39020"
"In post","2023","Property","Operational Delivery","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Property","Operational Delivery","SEO/HEO","Undeclared","30","25","[c]","[c]"
"In post","2023","Property","Operational Delivery","SEO/HEO","Unknown","65","65","37840","38180"
"In post","2023","Property","Other","AA/AO","Heterosexual / straight","70","65","26260","23500"
"In post","2023","Property","Other","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Other","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Other","AA/AO","Unknown","125","120","28470","29140"
"In post","2023","Property","Other","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Property","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Other","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Other","EO","Unknown","20","20","[c]","[c]"
"In post","2023","Property","Other","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Property","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Other","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Other","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Property","Other","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Other","SEO/HEO","Heterosexual / straight","30","30","44750","44020"
"In post","2023","Property","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Other","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Property","Policy","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Property","Policy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Policy","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Property","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Policy","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Property","Policy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Policy","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Policy","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Project Delivery","G6/G7","Heterosexual / straight","30","30","59850","60180"
"In post","2023","Property","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Project Delivery","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Property","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Project Delivery","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Property","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Property","AA/AO","Heterosexual / straight","620","590","21020","19770"
"In post","2023","Property","Property","AA/AO","LGBO","25","25","[c]","[c]"
"In post","2023","Property","Property","AA/AO","Undeclared","80","75","21550","22150"
"In post","2023","Property","Property","AA/AO","Unknown","290","265","21470","21830"
"In post","2023","Property","Property","EO","Heterosexual / straight","875","815","28140","27740"
"In post","2023","Property","Property","EO","LGBO","40","40","28250","27380"
"In post","2023","Property","Property","EO","Undeclared","100","90","28670","27810"
"In post","2023","Property","Property","EO","Unknown","315","300","28130","27740"
"In post","2023","Property","Property","G6/G7","Heterosexual / straight","895","870","58770","57970"
"In post","2023","Property","Property","G6/G7","LGBO","30","30","58560","57970"
"In post","2023","Property","Property","G6/G7","Undeclared","110","105","58830","57990"
"In post","2023","Property","Property","G6/G7","Unknown","135","130","58970","57970"
"In post","2023","Property","Property","SCS level","Heterosexual / straight","60","60","90000","85210"
"In post","2023","Property","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Property","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Property","Property","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Property","Property","SEO/HEO","Heterosexual / straight","2260","2180","38670","37710"
"In post","2023","Property","Property","SEO/HEO","LGBO","90","90","37350","34890"
"In post","2023","Property","Property","SEO/HEO","Undeclared","290","270","39660","39010"
"In post","2023","Property","Property","SEO/HEO","Unknown","555","535","38450","37010"
"In post","2023","Property","Property","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Property","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Property","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Property","Science and Engineering","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Science and Engineering","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Science and Engineering","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Science and Engineering","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Science and Engineering","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Science and Engineering","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Science and Engineering","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Science and Engineering","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Security","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Property","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Property","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","EO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Property","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Property","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Property","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Commercial","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Finance","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Security","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Human Resources","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Human Resources","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Security","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Human Resources","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Security","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Human Resources","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Security","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","G6/G7","Heterosexual / straight","45","45","61110","58970"
"In post","2023","Security","Intelligence Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","SEO/HEO","Heterosexual / straight","40","40","39910","38880"
"In post","2023","Security","Intelligence Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","SEO/HEO","Unknown","30","30","40330","40600"
"In post","2023","Security","Knowledge and Information Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
