"Status","Year","Ethnicity","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","50","50","46260","40130"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Female","420","410","41340","37590"
"In post","2023","Asian","Department for Education (excl. agencies)","Male","280","280","42820","37880"
"In post","2023","Asian","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","200","195","40090","37300"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","135","130","42220","38810"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Female","160","155","45140","41550"
"In post","2023","Asian","Department for International Trade","Male","150","150","47280","41880"
"In post","2023","Asian","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","175","165","43830","37590"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","125","120","44230","39260"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","Female","175","175","46960","43750"
"In post","2023","Asian","Department for Transport (excl. agencies)","Male","185","180","47370","43750"
"In post","2023","Asian","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Female","4610","3930","29060","28120"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Male","3205","3105","29530","28120"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Female","175","165","46050","41950"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Male","95","90","43190","41950"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Disclosure Scotland","Female","5","5","[c]","[c]"
"In post","2023","Asian","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Female","60","50","27400","22500"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Male","75","70","25810","22500"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Female","45","45","30740","31260"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Male","110","105","29750","29310"
"In post","2023","Asian","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Female","60","55","39940","37740"
"In post","2023","Asian","Education and Skills Funding Agency","Male","45","45","45430","41940"
"In post","2023","Asian","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","Female","25","25","[c]","[c]"
"In post","2023","Asian","FCDO Services","Male","35","35","39670","32860"
"In post","2023","Asian","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Female","40","35","43880","38100"
"In post","2023","Asian","Food Standards Agency","Male","30","30","37480","37720"
"In post","2023","Asian","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Female","255","245","44710","39220"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Male","185","185","48500","40810"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Actuary's Department","Female","20","20","[c]","[c]"
"In post","2023","Asian","Government Actuary's Department","Male","15","15","[c]","[c]"
"In post","2023","Asian","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Female","25","25","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Male","45","45","71380","66270"
"In post","2023","Asian","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","Female","55","50","41900","42700"
"In post","2023","Asian","Government Internal Audit Agency","Male","30","30","50900","50750"
"In post","2023","Asian","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Legal Department","Female","230","210","50670","52020"
"In post","2023","Asian","Government Legal Department","Male","105","105","47920","52020"
"In post","2023","Asian","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Property Agency","Female","15","15","[c]","[c]"
"In post","2023","Asian","Government Property Agency","Male","25","25","[c]","[c]"
"In post","2023","Asian","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Courts and Tribunals Service","Female","1115","975","27640","25480"
"In post","2023","Asian","HM Courts and Tribunals Service","Male","565","545","28100","25480"
"In post","2023","Asian","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Land Registry","Female","125","115","31140","28080"
"In post","2023","Asian","HM Land Registry","Male","95","90","33130","28080"
"In post","2023","Asian","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Prison and Probation Service","Female","1085","1010","31400","29050"
"In post","2023","Asian","HM Prison and Probation Service","Male","1085","1025","32990","31510"
"In post","2023","Asian","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Revenue and Customs (excl. agencies)","Female","2890","2645","34200","32260"
"In post","2023","Asian","HM Revenue and Customs (excl. agencies)","Male","3350","3260","34630","34370"
"In post","2023","Asian","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Treasury (excl. agencies)","Female","140","140","44630","40120"
"In post","2023","Asian","HM Treasury (excl. agencies)","Male","95","95","43790","38660"
"In post","2023","Asian","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Health and Safety Executive","Female","40","35","38130","36640"
"In post","2023","Asian","Health and Safety Executive","Male","40","40","53220","51600"
"In post","2023","Asian","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Home Office","Female","2650","2390","33260","30140"
"In post","2023","Asian","Home Office","Male","1930","1855","33810","30140"
"In post","2023","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Institute for Apprenticeships and Technical Education","Female","25","25","[c]","[c]"
"In post","2023","Asian","Institute for Apprenticeships and Technical Education","Male","10","10","[c]","[c]"
"In post","2023","Asian","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Intellectual Property Office","Female","15","15","[c]","[c]"
"In post","2023","Asian","Intellectual Property Office","Male","25","25","[c]","[c]"
"In post","2023","Asian","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal Aid Agency","Female","50","45","27650","21780"
"In post","2023","Asian","Legal Aid Agency","Male","30","30","28490","21780"
"In post","2023","Asian","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Maritime and Coastguard Agency","Female","15","15","[c]","[c]"
"In post","2023","Asian","Maritime and Coastguard Agency","Male","40","40","49940","48480"
"In post","2023","Asian","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Female","190","185","42880","41190"
"In post","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Male","100","100","44680","41190"
"In post","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Met Office","Female","15","15","[c]","[c]"
"In post","2023","Asian","Met Office","Male","20","20","[c]","[c]"
"In post","2023","Asian","Met Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Defence (excl. agencies)","Female","500","475","37160","33990"
"In post","2023","Asian","Ministry of Defence (excl. agencies)","Male","545","540","37750","34300"
"In post","2023","Asian","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Justice (excl. agencies)","Female","375","360","40970","37680"
"In post","2023","Asian","Ministry of Justice (excl. agencies)","Male","270","270","44640","43650"
"In post","2023","Asian","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","Female","170","165","38960","38640"
"In post","2023","Asian","National Crime Agency","Male","120","115","40270","39630"
"In post","2023","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Infrastructure Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Savings and Investments","Female","5","5","[c]","[c]"
"In post","2023","Asian","National Savings and Investments","Male","10","10","[c]","[c]"
"In post","2023","Asian","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","Female","85","80","42020","40640"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","Male","40","35","42450","36170"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","Female","105","105","41770","38000"
"In post","2023","Asian","Office of Gas and Electricity Markets","Male","90","90","43210","38500"
"In post","2023","Asian","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","Female","25","25","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","Male","10","10","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","Female","20","20","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","Male","15","15","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Public Guardian","Female","250","225","22740","21780"
"In post","2023","Asian","Office of the Public Guardian","Male","220","210","23570","21780"
"In post","2023","Asian","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Planning Inspectorate","Female","10","10","[c]","[c]"
"In post","2023","Asian","Planning Inspectorate","Male","10","10","[c]","[c]"
"In post","2023","Asian","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Queen Elizabeth II Centre","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Registers of Scotland","Female","5","5","[c]","[c]"
"In post","2023","Asian","Registers of Scotland","Male","5","5","[c]","[c]"
"In post","2023","Asian","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Rural Payments Agency","Female","35","30","24030","22150"
"In post","2023","Asian","Rural Payments Agency","Male","25","25","[c]","[c]"
"In post","2023","Asian","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Courts and Tribunals Service","Female","10","10","[c]","[c]"
"In post","2023","Asian","Scottish Courts and Tribunals Service","Male","5","5","[c]","[c]"
"In post","2023","Asian","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Fiscal Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Government (excl. agencies)","Female","75","70","42180","38520"
"In post","2023","Asian","Scottish Government (excl. agencies)","Male","50","50","44720","42860"
"In post","2023","Asian","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Prison Service","Male","5","5","[c]","[c]"
"In post","2023","Asian","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Serious Fraud Office","Female","30","30","45430","42110"
"In post","2023","Asian","Serious Fraud Office","Male","20","20","[c]","[c]"
"In post","2023","Asian","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Social Security Scotland","Female","50","45","30970","29100"
"In post","2023","Asian","Social Security Scotland","Male","35","35","33810","29450"
"In post","2023","Asian","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Standards and Testing Agency","Female","10","10","[c]","[c]"
"In post","2023","Asian","Standards and Testing Agency","Male","5","5","[c]","[c]"
"In post","2023","Asian","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Submarine Delivery Agency","Female","10","10","[c]","[c]"
"In post","2023","Asian","Submarine Delivery Agency","Male","35","35","40270","38790"
"In post","2023","Asian","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Teaching Regulation Agency","Female","10","10","[c]","[c]"
"In post","2023","Asian","Teaching Regulation Agency","Male","5","5","[c]","[c]"
"In post","2023","Asian","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","The Insolvency Service","Female","85","80","28460","25810"
"In post","2023","Asian","The Insolvency Service","Male","60","60","32030","28570"
"In post","2023","Asian","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","The National Archives","Female","30","25","[c]","[c]"
"In post","2023","Asian","The National Archives","Male","15","15","[c]","[c]"
"In post","2023","Asian","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Export Finance","Female","45","40","46680","42000"
"In post","2023","Asian","UK Export Finance","Male","50","50","51130","42000"
"In post","2023","Asian","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Health Security Agency","Female","410","385","43780","33750"
"In post","2023","Asian","UK Health Security Agency","Male","200","190","47990","40880"
"In post","2023","Asian","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Space Agency","Female","15","15","[c]","[c]"
"In post","2023","Asian","UK Space Agency","Male","10","10","[c]","[c]"
"In post","2023","Asian","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Statistics Authority","Female","120","115","34510","31560"
"In post","2023","Asian","UK Statistics Authority","Male","110","100","34540","31060"
"In post","2023","Asian","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Valuation Office Agency","Female","135","125","34340","31540"
"In post","2023","Asian","Valuation Office Agency","Male","115","110","34260","31540"
"In post","2023","Asian","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Vehicle Certification Agency","Male","10","10","[c]","[c]"
"In post","2023","Asian","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinary Medicines Directorate","Female","10","10","[c]","[c]"
"In post","2023","Asian","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Water Services Regulation Authority","Female","20","20","[c]","[c]"
"In post","2023","Asian","Water Services Regulation Authority","Male","20","20","[c]","[c]"
"In post","2023","Asian","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government (excl. agencies)","Female","35","35","42190","39690"
"In post","2023","Asian","Welsh Government (excl. agencies)","Male","40","40","43250","39690"
"In post","2023","Asian","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wilton Park","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wilton Park","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
