"Status","Year","Age","Parent_department","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Department of Health and Social Care","North Yorkshire","North Yorkshire CC","5","5","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","North Yorkshire","York","15","15","42890","40680"
"In post","2023","40-49","Department of Health and Social Care","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Northern Ireland","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Northumberland, and Tyne and Wear","Tyneside","25","25","51520","46400"
"In post","2023","40-49","Department of Health and Social Care","Outer London - East and North East","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Outer London - South","Bromley","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Outer London - South","Merton, Kingston upon Thames and Sutton","5","5","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Outer London - West and North West","Barnet","265","250","51590","46000"
"In post","2023","40-49","Department of Health and Social Care","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Outer London - West and North West","Ealing","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Outer London - West and North West","Harrow and Hillingdon","10","10","53330","44510"
"In post","2023","40-49","Department of Health and Social Care","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Shropshire and Staffordshire","Staffordshire CC","10","10","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","South Yorkshire","Barnsley, Doncaster and Rotherham","5","5","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","South Yorkshire","Sheffield","10","10","45870","43550"
"In post","2023","40-49","Department of Health and Social Care","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Surrey, East and West Sussex","West Surrey","5","5","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Surrey, East and West Sussex","West Sussex (North East)","15","15","57390","51960"
"In post","2023","40-49","Department of Health and Social Care","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","West Central Scotland","Glasgow City","5","5","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","West Midlands","Birmingham","80","75","45880","41660"
"In post","2023","40-49","Department of Health and Social Care","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","West Midlands","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","West Midlands","Solihull","5","5","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","West Yorkshire","Calderdale and Kirklees","5","5","[c]","[c]"
"In post","2023","40-49","Department of Health and Social Care","West Yorkshire","Leeds","285","275","48960","50830"
"In post","2023","40-49","Department of Health and Social Care","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","East Wales","Cardiff and Vale of Glamorgan","25","25","50780","43660"
"In post","2023","40-49","Estyn","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Estyn","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Bedfordshire and Hertfordshire","Hertfordshire CC","5","5","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","5","5","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","5","5","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Devon","Devon CC","5","5","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","East Anglia","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","East Anglia","Suffolk CC","5","5","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","East Wales","Cardiff and Vale of Glamorgan","10","10","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","10","10","42520","38200"
"In post","2023","40-49","Food Standards Agency","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","5","5","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","5","5","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Inner London - West","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Inner London - West","Westminster","25","25","58780","57250"
"In post","2023","40-49","Food Standards Agency","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Lancashire","Mid Lancashire","5","5","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Lincolnshire","Lincolnshire CC","5","5","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","North Yorkshire","North Yorkshire CC","15","15","39390","31730"
"In post","2023","40-49","Food Standards Agency","North Yorkshire","York","45","40","39100","37720"
"In post","2023","40-49","Food Standards Agency","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Northern Ireland","Ards and North Down","5","5","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Northern Ireland","Belfast","10","10","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Outer London - East and North East","Barking & Dagenham and Havering","5","5","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Outer London - East and North East","Redbridge and Waltham Forest","5","5","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Outer London - South","Bromley","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Outer London - South","Croydon","5","5","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Outer London - West and North West","Ealing","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Shropshire and Staffordshire","Staffordshire CC","5","5","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","West Midlands","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","West Wales and The Valleys","Central Valleys","5","5","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","West Wales and The Valleys","South West Wales","5","5","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","West Wales and The Valleys","Swansea","5","5","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","West Yorkshire","Leeds","5","5","[c]","[c]"
"In post","2023","40-49","Food Standards Agency","West Yorkshire","Wakefield","5","5","[c]","[c]"
"In post","2023","40-49","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","215","210","41590","37720"
"In post","2023","40-49","Foreign, Commonwealth and Development Office","Inner London - West","Westminster","1090","1050","58070","58970"
"In post","2023","40-49","Foreign, Commonwealth and Development Office","Overseas","Overseas","680","680","56230","57290"
"In post","2023","40-49","Foreign, Commonwealth and Development Office","Southern Scotland","South Lanarkshire","205","195","46730","46000"
"In post","2023","40-49","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","West Sussex (North East)","20","20","38780","29580"
"In post","2023","40-49","HM Land Registry","Derbyshire and Nottinghamshire","Nottingham","125","115","37290","34850"
"In post","2023","40-49","HM Land Registry","Devon","Plymouth","225","215","38690","39460"
"In post","2023","40-49","HM Land Registry","Dorset and Somerset","Dorset","45","40","31670","28080"
"In post","2023","40-49","HM Land Registry","East Anglia","Peterborough","55","50","33110","28080"
"In post","2023","40-49","HM Land Registry","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","55","50","32210","28080"
"In post","2023","40-49","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","65","55","33930","34850"
"In post","2023","40-49","HM Land Registry","Lancashire","Mid Lancashire","115","105","33210","28080"
"In post","2023","40-49","HM Land Registry","Leicestershire, Rutland and Northamptonshire","Leicester","55","50","33730","34850"
"In post","2023","40-49","HM Land Registry","Merseyside","Wirral","100","95","33660","28080"
"In post","2023","40-49","HM Land Registry","Outer London - South","Croydon","80","75","50140","43150"
"In post","2023","40-49","HM Land Registry","Shropshire and Staffordshire","Telford and Wrekin","65","60","32020","28080"
"In post","2023","40-49","HM Land Registry","Tees Valley and Durham","Durham","100","95","30160","28080"
"In post","2023","40-49","HM Land Registry","West Midlands","Coventry","55","50","34220","29390"
"In post","2023","40-49","HM Land Registry","West Wales and The Valleys","Swansea","145","135","32220","28080"
"In post","2023","40-49","HM Revenue and Customs","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","45","45","40260","34370"
"In post","2023","40-49","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","20","20","27250","27770"
"In post","2023","40-49","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","5","5","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Derbyshire and Nottinghamshire","Nottingham","1035","985","37120","35000"
"In post","2023","40-49","HM Revenue and Customs","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Devon","Devon CC","15","15","43290","44570"
"In post","2023","40-49","HM Revenue and Customs","Devon","Plymouth","105","100","28730","22520"
"In post","2023","40-49","HM Revenue and Customs","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","East Anglia","Cambridgeshire CC","10","10","38220","33390"
"In post","2023","40-49","HM Revenue and Customs","East Anglia","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","East Anglia","Suffolk CC","140","130","34250","34700"
"In post","2023","40-49","HM Revenue and Customs","East Wales","Cardiff and Vale of Glamorgan","870","830","35380","34700"
"In post","2023","40-49","HM Revenue and Customs","East Wales","Flintshire and Wrexham","15","15","37130","33710"
"In post","2023","40-49","HM Revenue and Customs","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","15","15","30570","28230"
"In post","2023","40-49","HM Revenue and Customs","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Eastern Scotland","City of Edinburgh","495","475","33990","28130"
"In post","2023","40-49","HM Revenue and Customs","Essex","Essex Haven Gateway","10","10","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Essex","Southend-on-Sea","15","15","36170","35000"
"In post","2023","40-49","HM Revenue and Customs","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","335","320","41570","35000"
"In post","2023","40-49","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Greater Manchester","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Greater Manchester","Greater Manchester South West","1415","1365","37590","35000"
"In post","2023","40-49","HM Revenue and Customs","Hampshire and Isle of Wight","Portsmouth","210","190","32620","28130"
"In post","2023","40-49","HM Revenue and Customs","Hampshire and Isle of Wight","Southampton","15","10","34750","27810"
"In post","2023","40-49","HM Revenue and Customs","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Inner London - East","Hackney and Newham","1145","1095","47930","39790"
"In post","2023","40-49","HM Revenue and Customs","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Inner London - East","Tower Hamlets","75","70","49360","47600"
"In post","2023","40-49","HM Revenue and Customs","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Inner London - West","Westminster","245","235","66970","65230"
"In post","2023","40-49","HM Revenue and Customs","Kent","East Kent","55","50","35250","34700"
"In post","2023","40-49","HM Revenue and Customs","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","40-49","HM Revenue and Customs","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
