"Status","Year","Disability","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Commercial","Inner London - East","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Inner London - West","140","140","59040","56000"
"In post","2023","Declared disabled","Commercial","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lancashire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Merseyside","30","30","43540","39860"
"In post","2023","Declared disabled","Commercial","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","North Yorkshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Northumberland, and Tyne and Wear","15","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Outer London - South","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Outer London - West and North West","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Shropshire and Staffordshire","20","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","South Yorkshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Southern Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Central Scotland","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Midlands","15","15","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Wales and The Valleys","25","20","[c]","[c]"
"In post","2023","Declared disabled","Commercial","West Yorkshire","30","30","[c]","[c]"
"In post","2023","Declared disabled","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Cumbria","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Devon","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Dorset and Somerset","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Anglia","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Wales","20","20","[c]","[c]"
"In post","2023","Declared disabled","Communications","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2023","Declared disabled","Communications","Greater Manchester","15","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Hampshire and Isle of Wight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Communications","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Inner London - East","20","20","[c]","[c]"
"In post","2023","Declared disabled","Communications","Inner London - West","120","115","46850","43750"
"In post","2023","Declared disabled","Communications","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Lancashire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","South Yorkshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Communications","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Midlands","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","West Yorkshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Bedfordshire and Hertfordshire","20","20","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","25","20","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Cumbria","5","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Derbyshire and Nottinghamshire","90","80","33190","28130"
"In post","2023","Declared disabled","Counter Fraud","Devon","25","20","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Dorset and Somerset","35","35","30340","28120"
"In post","2023","Declared disabled","Counter Fraud","East Anglia","60","50","29990","28120"
"In post","2023","Declared disabled","Counter Fraud","East Wales","60","50","33720","29730"
"In post","2023","Declared disabled","Counter Fraud","East Yorkshire and Northern Lincolnshire","25","20","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Eastern Scotland","50","45","31300","28170"
"In post","2023","Declared disabled","Counter Fraud","Essex","35","35","30910","31280"
"In post","2023","Declared disabled","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","75","70","33920","28130"
"In post","2023","Declared disabled","Counter Fraud","Greater Manchester","140","130","34710","34170"
"In post","2023","Declared disabled","Counter Fraud","Hampshire and Isle of Wight","50","45","30080","28120"
"In post","2023","Declared disabled","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","15","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Inner London - East","145","140","38620","34370"
"In post","2023","Declared disabled","Counter Fraud","Inner London - West","40","35","44660","39150"
"In post","2023","Declared disabled","Counter Fraud","Kent","80","75","30350","30510"
"In post","2023","Declared disabled","Counter Fraud","Lancashire","45","40","31100","28120"
"In post","2023","Declared disabled","Counter Fraud","Leicestershire, Rutland and Northamptonshire","20","20","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Lincolnshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Merseyside","110","100","33880","34170"
"In post","2023","Declared disabled","Counter Fraud","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","North Yorkshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Northern Ireland","55","50","32910","28930"
"In post","2023","Declared disabled","Counter Fraud","Northumberland, and Tyne and Wear","135","125","33670","29730"
"In post","2023","Declared disabled","Counter Fraud","Outer London - East and North East","75","65","31280","32520"
"In post","2023","Declared disabled","Counter Fraud","Outer London - South","95","90","38930","34370"
"In post","2023","Declared disabled","Counter Fraud","Outer London - West and North West","30","25","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Shropshire and Staffordshire","20","20","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","South Yorkshire","30","25","29340","28120"
"In post","2023","Declared disabled","Counter Fraud","Southern Scotland","45","40","25660","21690"
"In post","2023","Declared disabled","Counter Fraud","Surrey, East and West Sussex","55","50","31000","29120"
"In post","2023","Declared disabled","Counter Fraud","Tees Valley and Durham","60","50","26890","28120"
"In post","2023","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","West Central Scotland","95","85","32310","28130"
"In post","2023","Declared disabled","Counter Fraud","West Midlands","130","120","30730","28120"
"In post","2023","Declared disabled","Counter Fraud","West Wales and The Valleys","80","70","27470","28120"
"In post","2023","Declared disabled","Counter Fraud","West Yorkshire","115","100","31360","28130"
"In post","2023","Declared disabled","Debt","Bedfordshire and Hertfordshire","20","15","[c]","[c]"
"In post","2023","Declared disabled","Debt","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Derbyshire and Nottinghamshire","40","40","25060","22520"
"In post","2023","Declared disabled","Debt","Dorset and Somerset","30","25","22740","21690"
"In post","2023","Declared disabled","Debt","East Anglia","5","5","[c]","[c]"
"In post","2023","Declared disabled","Debt","East Wales","45","45","24600","22520"
"In post","2023","Declared disabled","Debt","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Eastern Scotland","45","40","24040","22520"
"In post","2023","Declared disabled","Debt","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Greater Manchester","60","50","24420","21690"
"In post","2023","Declared disabled","Debt","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Herefordshire, Worcestershire and Warwickshire","35","30","22280","21690"
"In post","2023","Declared disabled","Debt","Highlands and Islands","25","20","[c]","[c]"
"In post","2023","Declared disabled","Debt","Inner London - East","35","30","30060","26920"
"In post","2023","Declared disabled","Debt","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Lancashire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Debt","Leicestershire, Rutland and Northamptonshire","45","40","23540","21690"
"In post","2023","Declared disabled","Debt","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Merseyside","30","25","[c]","[c]"
"In post","2023","Declared disabled","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Northumberland, and Tyne and Wear","105","90","23490","22520"
"In post","2023","Declared disabled","Debt","Outer London - South","20","20","[c]","[c]"
"In post","2023","Declared disabled","Debt","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","South Yorkshire","30","25","22730","21690"
"In post","2023","Declared disabled","Debt","Southern Scotland","20","15","[c]","[c]"
"In post","2023","Declared disabled","Debt","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2023","Declared disabled","Debt","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","West Central Scotland","65","55","25470","22520"
"In post","2023","Declared disabled","Debt","West Midlands","125","110","23480","21690"
"In post","2023","Declared disabled","Debt","West Wales and The Valleys","15","15","[c]","[c]"
"In post","2023","Declared disabled","Debt","West Yorkshire","105","90","24240","22520"
"In post","2023","Declared disabled","Digital, Data & Technology","Bedfordshire and Hertfordshire","20","20","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","45","45","35960","34260"
"In post","2023","Declared disabled","Digital, Data & Technology","Cheshire","30","30","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Derbyshire and Nottinghamshire","45","45","38490","35880"
"In post","2023","Declared disabled","Digital, Data & Technology","Devon","175","165","36430","37420"
"In post","2023","Declared disabled","Digital, Data & Technology","Dorset and Somerset","45","45","38010","33990"
"In post","2023","Declared disabled","Digital, Data & Technology","East Anglia","50","50","32660","30640"
"In post","2023","Declared disabled","Digital, Data & Technology","East Wales","90","85","40300","37720"
"In post","2023","Declared disabled","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Eastern Scotland","30","30","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Essex","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","225","220","39780","37300"
"In post","2023","Declared disabled","Digital, Data & Technology","Greater Manchester","170","165","42780","38470"
"In post","2023","Declared disabled","Digital, Data & Technology","Hampshire and Isle of Wight","90","85","37080","34300"
"In post","2023","Declared disabled","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Highlands and Islands","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Inner London - East","165","160","49830","54390"
"In post","2023","Declared disabled","Digital, Data & Technology","Inner London - West","295","285","48750","43650"
"In post","2023","Declared disabled","Digital, Data & Technology","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Lancashire","120","115","40560","36500"
"In post","2023","Declared disabled","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Lincolnshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Merseyside","75","75","38540","34300"
"In post","2023","Declared disabled","Digital, Data & Technology","North Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","North Yorkshire","25","25","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Northern Ireland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Northumberland, and Tyne and Wear","230","220","41160","38470"
"In post","2023","Declared disabled","Digital, Data & Technology","Outer London - East and North East","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Outer London - South","65","60","51770","46050"
"In post","2023","Declared disabled","Digital, Data & Technology","Outer London - West and North West","30","30","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Overseas","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Shropshire and Staffordshire","75","70","42610","41000"
"In post","2023","Declared disabled","Digital, Data & Technology","South Yorkshire","80","75","44510","39120"
"In post","2023","Declared disabled","Digital, Data & Technology","Southern Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Surrey, East and West Sussex","35","35","39550","40280"
"In post","2023","Declared disabled","Digital, Data & Technology","Tees Valley and Durham","20","20","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","West Central Scotland","45","45","37280","32580"
"In post","2023","Declared disabled","Digital, Data & Technology","West Midlands","70","65","39470","37420"
"In post","2023","Declared disabled","Digital, Data & Technology","West Wales and The Valleys","70","65","38530","34010"
"In post","2023","Declared disabled","Digital, Data & Technology","West Yorkshire","85","80","40460","35000"
"In post","2023","Declared disabled","Finance","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Berkshire, Buckinghamshire and Oxfordshire","40","40","34140","28090"
"In post","2023","Declared disabled","Finance","Cheshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Derbyshire and Nottinghamshire","45","40","36390","35000"
"In post","2023","Declared disabled","Finance","Devon","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","East Anglia","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","East Wales","20","20","[c]","[c]"
"In post","2023","Declared disabled","Finance","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Eastern Scotland","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","Essex","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","115","110","40140","35200"
"In post","2023","Declared disabled","Finance","Greater Manchester","65","65","37130","34170"
"In post","2023","Declared disabled","Finance","Hampshire and Isle of Wight","40","40","36560","34500"
"In post","2023","Declared disabled","Finance","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Inner London - East","55","50","45670","44570"
"In post","2023","Declared disabled","Finance","Inner London - West","175","170","49710","43760"
"In post","2023","Declared disabled","Finance","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Lancashire","85","75","35050","34170"
"In post","2023","Declared disabled","Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Lincolnshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Merseyside","50","45","33580","28120"
"In post","2023","Declared disabled","Finance","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","North Yorkshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","Northern Ireland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Northumberland, and Tyne and Wear","65","55","38030","34170"
"In post","2023","Declared disabled","Finance","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Outer London - South","25","25","[c]","[c]"
"In post","2023","Declared disabled","Finance","Outer London - West and North West","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","South Yorkshire","70","65","37900","36280"
"In post","2023","Declared disabled","Finance","Southern Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Surrey, East and West Sussex","35","30","31960","29730"
"In post","2023","Declared disabled","Finance","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","West Central Scotland","70","55","26930","22520"
"In post","2023","Declared disabled","Finance","West Midlands","40","35","37170","37540"
"In post","2023","Declared disabled","Finance","West Wales and The Valleys","25","20","[c]","[c]"
"In post","2023","Declared disabled","Finance","West Yorkshire","95","85","35240","34170"
"In post","2023","Declared disabled","Grants Management","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","20","20","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Cheshire","30","30","23730","22150"
"In post","2023","Declared disabled","Grants Management","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Cumbria","140","120","25230","22150"
"In post","2023","Declared disabled","Grants Management","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Devon","40","35","24820","22150"
"In post","2023","Declared disabled","Grants Management","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","East Anglia","5","5","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Herefordshire, Worcestershire and Warwickshire","25","20","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","North Yorkshire","30","30","26520","22150"
"In post","2023","Declared disabled","Grants Management","Northumberland, and Tyne and Wear","75","70","25830","22150"
"In post","2023","Declared disabled","Grants Management","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","South Yorkshire","[c]","[c]","[c]","[c]"
