"Status","Year","Age","Disability","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Declared disabled","Analysis","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Analysis","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Analysis","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Analysis","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Analysis","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Commercial","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Commercial","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Commercial","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Communications","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Communications","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Communications","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Counter Fraud","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Counter Fraud","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Debt","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Debt","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Digital, Data & Technology","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Declared disabled","Digital, Data & Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
