"Status","Year","Ethnicity","Region_ITL1","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Asian","London","London","AA/AO","260","[c]","24120","25110"
"Leaver CS","2023","Asian","London","London","EO","390","[c]","30000","31060"
"Leaver CS","2023","Asian","London","London","G6/G7","190","[c]","60040","57000"
"Leaver CS","2023","Asian","London","London","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","London","SEO/HEO","385","[c]","38650","38590"
"Leaver CS","2023","Asian","London","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North East (England)","Outside London","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North East (England)","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North East (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North East (England)","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North West (England)","Outside London","AA/AO","120","[c]","21260","21690"
"Leaver CS","2023","Asian","North West (England)","Outside London","EO","45","[c]","26900","27570"
"Leaver CS","2023","Asian","North West (England)","Outside London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North West (England)","Outside London","SEO/HEO","40","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Outside London","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Outside London","AA/AO","70","[c]","22940","21690"
"Leaver CS","2023","Asian","South East (England)","Outside London","EO","60","[c]","28670","28120"
"Leaver CS","2023","Asian","South East (England)","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Outside London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South West (England)","Outside London","AA/AO","35","[c]","21540","21170"
"Leaver CS","2023","Asian","South West (England)","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South West (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South West (England)","Outside London","SEO/HEO","35","[c]","36900","33990"
"Leaver CS","2023","Asian","South West (England)","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Wales","Outside London","AA/AO","40","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Wales","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Wales","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Wales","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","West Midlands (England)","Outside London","AA/AO","145","[c]","21610","21690"
"Leaver CS","2023","Asian","West Midlands (England)","Outside London","EO","80","[c]","27080","27570"
"Leaver CS","2023","Asian","West Midlands (England)","Outside London","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","West Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","West Midlands (England)","Outside London","SEO/HEO","60","[c]","38070","37590"
"Leaver CS","2023","Asian","West Midlands (England)","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Yorkshire and The Humber","Outside London","AA/AO","90","[c]","21520","21690"
"Leaver CS","2023","Asian","Yorkshire and The Humber","Outside London","EO","55","[c]","27130","27570"
"Leaver CS","2023","Asian","Yorkshire and The Humber","Outside London","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Yorkshire and The Humber","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Yorkshire and The Humber","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Midlands (England)","Outside London","AA/AO","35","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Midlands (England)","Outside London","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Midlands (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Midlands (England)","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East of England","Outside London","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","East of England","Outside London","EO","55","[c]","28910","29290"
"Leaver CS","2023","Black","East of England","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East of England","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East of England","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","East of England","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","London","London","AA/AO","215","[c]","24580","25480"
"Leaver CS","2023","Black","London","London","EO","370","[c]","30490","31060"
"Leaver CS","2023","Black","London","London","G6/G7","90","[c]","59470","57430"
"Leaver CS","2023","Black","London","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","London","London","SEO/HEO","280","[c]","38530","38050"
"Leaver CS","2023","Black","London","London","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2023","Black","North East (England)","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","North East (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","North East (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","North East (England)","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","North West (England)","Outside London","AA/AO","50","[c]","[c]","[c]"
"Leaver CS","2023","Black","North West (England)","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","North West (England)","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","North West (England)","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","North West (England)","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Northern Ireland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Northern Ireland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Northern Ireland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Overseas","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Overseas","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Overseas","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scotland","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scotland","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scotland","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scotland","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","South East (England)","Outside London","AA/AO","45","[c]","[c]","[c]"
"Leaver CS","2023","Black","South East (England)","Outside London","EO","45","[c]","28210","29290"
"Leaver CS","2023","Black","South East (England)","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","South East (England)","Outside London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","South East (England)","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","South West (England)","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","South West (England)","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","South West (England)","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","South West (England)","Outside London","SEO/HEO","40","[c]","38210","39140"
"Leaver CS","2023","Black","South West (England)","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Wales","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Wales","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Wales","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Wales","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","West Midlands (England)","Outside London","AA/AO","55","[c]","21340","21500"
"Leaver CS","2023","Black","West Midlands (England)","Outside London","EO","45","[c]","26580","27570"
"Leaver CS","2023","Black","West Midlands (England)","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","West Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","West Midlands (England)","Outside London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Black","West Midlands (England)","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Yorkshire and The Humber","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Yorkshire and The Humber","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Yorkshire and The Humber","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Yorkshire and The Humber","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Yorkshire and The Humber","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","East Midlands (England)","Outside London","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","East Midlands (England)","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","East Midlands (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","East Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","East Midlands (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","East Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","East of England","Outside London","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","East of England","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","East of England","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","East of England","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","East of England","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","East of England","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","London","London","AA/AO","80","[c]","23930","24490"
"Leaver CS","2023","Mixed","London","London","EO","105","[c]","29520","30950"
"Leaver CS","2023","Mixed","London","London","G6/G7","95","[c]","57830","55420"
"Leaver CS","2023","Mixed","London","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","London","London","SEO/HEO","125","[c]","38890","38670"
"Leaver CS","2023","Mixed","London","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","North East (England)","Outside London","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","North East (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","North East (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","North East (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","North West (England)","Outside London","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","North West (England)","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","North West (England)","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","North West (England)","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","North West (England)","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Northern Ireland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Northern Ireland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Northern Ireland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Overseas","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Overseas","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Overseas","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Scotland","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Scotland","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","South East (England)","Outside London","AA/AO","45","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","South East (England)","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","South East (England)","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","South East (England)","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","South East (England)","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","South West (England)","Outside London","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","South West (England)","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","South West (England)","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","South West (England)","Outside London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","South West (England)","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Wales","Outside London","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Wales","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Wales","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Wales","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","West Midlands (England)","Outside London","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","West Midlands (England)","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","West Midlands (England)","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","West Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","West Midlands (England)","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","West Midlands (England)","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Yorkshire and The Humber","Outside London","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Yorkshire and The Humber","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Yorkshire and The Humber","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Yorkshire and The Humber","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Yorkshire and The Humber","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Midlands (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Midlands (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Midlands (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Midlands (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East of England","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East of England","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East of England","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East of England","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East of England","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East of England","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","London","London","AA/AO","35","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","London","London","EO","45","[c]","29160","29890"
"Leaver CS","2023","Other ethnicity","London","London","G6/G7","30","[c]","63700","57860"
"Leaver CS","2023","Other ethnicity","London","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","London","London","SEO/HEO","45","[c]","38140","37290"
"Leaver CS","2023","Other ethnicity","London","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","North East (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","North East (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","North East (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","North East (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","North West (England)","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","North West (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","North West (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","North West (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","North West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Northern Ireland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Northern Ireland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Northern Ireland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Overseas","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Overseas","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Overseas","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Scotland","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","South East (England)","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","South East (England)","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","South East (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","South East (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
