"Status","Year","Function_of_post","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Communications","Intellectual Property Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Intellectual Property Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Maritime and Coastguard Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Maritime and Coastguard Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Medicines and Healthcare Products Regulatory Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Medicines and Healthcare Products Regulatory Agency","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Met Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Met Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Defence (excl. agencies)","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Defence (excl. agencies)","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Defence (excl. agencies)","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Defence (excl. agencies)","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Justice (excl. agencies)","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Justice (excl. agencies)","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Justice (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Justice (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","National Crime Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","National Crime Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","National Crime Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","National Crime Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","National Savings and Investments","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","National Savings and Investments","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","National Savings and Investments","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","National Savings and Investments","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office for Standards in Education, Children's Services and Skills","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office for Standards in Education, Children's Services and Skills","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office for Standards in Education, Children's Services and Skills","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Gas and Electricity Markets","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Gas and Electricity Markets","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Gas and Electricity Markets","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Gas and Electricity Markets","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Registers of Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Registers of Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Scottish Courts and Tribunals Service","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Scottish Courts and Tribunals Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Serious Fraud Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Serious Fraud Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Export Finance","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Export Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Health Security Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Health Security Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Hydrographic Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Hydrographic Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Space Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Space Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Statistics Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Statistics Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Valuation Office Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Valuation Office Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Valuation Office Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Valuation Office Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Building Digital UK","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Building Digital UK","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Cabinet Office (excl. agencies)","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Cabinet Office (excl. agencies)","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Cabinet Office (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Cabinet Office (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Companies House","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Companies House","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","London","Female","35","[c]","29330","25610"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","London","Male","30","[c]","31760","31880"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Outside London","Female","195","[c]","27030","28120"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Outside London","Male","130","[c]","27120","27570"
"Leaver CS","2023","Counter Fraud","Driver and Vehicle Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Driver and Vehicle Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Driver and Vehicle Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Driver and Vehicle Standards Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Food Standards Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","London","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","London","Male","60","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Outside London","Female","145","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Outside London","Male","175","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Ministry of Defence (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Ministry of Defence (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","National Savings and Investments","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","National Savings and Investments","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Serious Fraud Office","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Serious Fraud Office","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","The Insolvency Service","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","The Insolvency Service","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Department for Work and Pensions (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Department for Work and Pensions (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Department for Work and Pensions (excl. agencies)","Outside London","Female","210","[c]","22400","21690"
"Leaver CS","2023","Debt","Department for Work and Pensions (excl. agencies)","Outside London","Male","110","[c]","22840","21690"
"Leaver CS","2023","Debt","Department for Work and Pensions (excl. agencies)","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Department for Work and Pensions (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs (excl. agencies)","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs (excl. agencies)","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs (excl. agencies)","Outside London","Female","265","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs (excl. agencies)","Outside London","Male","200","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Animal and Plant Health Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Animal and Plant Health Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","Female","80","[c]","49050","54700"
"Leaver CS","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","Male","75","[c]","55560","56430"
"Leaver CS","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Central Civil Service Fast Stream","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Central Civil Service Fast Stream","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Central Civil Service Fast Stream","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Central Civil Service Fast Stream","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Central Civil Service Fast Stream","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Central Civil Service Fast Stream","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Companies House","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Companies House","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Competition and Markets Authority","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Competition and Markets Authority","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Crown Commercial Service","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Crown Commercial Service","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Crown Commercial Service","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Crown Commercial Service","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Crown Prosecution Service","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Crown Prosecution Service","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Crown Prosecution Service","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Crown Prosecution Service","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Defence Equipment and Support","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Defence Equipment and Support","Outside London","Male","35","[c]","43520","33650"
"Leaver CS","2023","Digital, Data & Technology","Defence Science and Technology Laboratory","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Defence Science and Technology Laboratory","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Education (excl. agencies)","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Education (excl. agencies)","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Education (excl. agencies)","Outside London","Female","30","[c]","47980","51360"
"Leaver CS","2023","Digital, Data & Technology","Department for Education (excl. agencies)","Outside London","Male","55","[c]","41220","37590"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for International Trade","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for International Trade","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Outside London","Female","95","[c]","40750","38470"
"Leaver CS","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Outside London","Male","200","[c]","47210","41480"
"Leaver CS","2023","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Education and Skills Funding Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Education and Skills Funding Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Education and Skills Funding Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Education and Skills Funding Agency","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","FCDO Services","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","FCDO Services","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","FCDO Services","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","FCDO Services","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Food Standards Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Government Legal Department","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Government Legal Department","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Courts and Tribunals Service","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Courts and Tribunals Service","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Land Registry","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Land Registry","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Land Registry","Outside London","Male","55","[c]","38550","39460"
"Leaver CS","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Outside London","Female","65","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Outside London","Male","140","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Treasury (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HM Treasury (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Health and Safety Executive","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Health and Safety Executive","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Home Office","London","Female","35","[c]","49130","43960"
"Leaver CS","2023","Digital, Data & Technology","Home Office","London","Male","65","[c]","47050","43210"
"Leaver CS","2023","Digital, Data & Technology","Home Office","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Home Office","Outside London","Male","45","[c]","44260","39600"
"Leaver CS","2023","Digital, Data & Technology","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Intellectual Property Office","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Intellectual Property Office","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Maritime and Coastguard Agency","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Maritime and Coastguard Agency","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Met Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Met Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Met Office","Outside London","Female","30","[c]","31620","33430"
"Leaver CS","2023","Digital, Data & Technology","Met Office","Outside London","Male","70","[c]","35500","33430"
"Leaver CS","2023","Digital, Data & Technology","Met Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Met Office","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Outside London","Female","60","[c]","32250","29140"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Outside London","Male","95","[c]","34680","33370"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","Male","50","[c]","57930","61420"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","National Crime Agency","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","National Crime Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","National Crime Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","National Crime Agency","Outside London","Male","10","[c]","[c]","[c]"
