"Status","Year","Profession_of_post","Region_ITL1","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Security","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Wales","AA/AO","Heterosexual / straight","130","130","23290","21720"
"In post","2023","Security","Wales","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Wales","AA/AO","Undeclared","35","30","23370","22500"
"In post","2023","Security","Wales","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2023","Security","Wales","EO","Heterosexual / straight","45","45","27310","27450"
"In post","2023","Security","Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Wales","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Wales","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Security","Wales","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Security","Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Wales","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Wales","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Wales","SEO/HEO","Heterosexual / straight","60","60","38070","38470"
"In post","2023","Security","Wales","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Wales","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Security","Wales","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Security","West Midlands (England)","AA/AO","Heterosexual / straight","155","155","27620","22220"
"In post","2023","Security","West Midlands (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","West Midlands (England)","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2023","Security","West Midlands (England)","AA/AO","Unknown","35","35","29520","27500"
"In post","2023","Security","West Midlands (England)","EO","Heterosexual / straight","30","30","29880","27910"
"In post","2023","Security","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","West Midlands (England)","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","Security","West Midlands (England)","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Security","West Midlands (England)","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Security","West Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","West Midlands (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","West Midlands (England)","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Security","West Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","West Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","West Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","West Midlands (England)","SEO/HEO","Heterosexual / straight","55","50","38730","38640"
"In post","2023","Security","West Midlands (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","West Midlands (England)","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Security","West Midlands (England)","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Security","Yorkshire and The Humber","AA/AO","Heterosexual / straight","210","200","29340","26410"
"In post","2023","Security","Yorkshire and The Humber","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Security","Yorkshire and The Humber","AA/AO","Undeclared","30","30","36710","40880"
"In post","2023","Security","Yorkshire and The Humber","AA/AO","Unknown","75","75","29360","27500"
"In post","2023","Security","Yorkshire and The Humber","EO","Heterosexual / straight","55","50","32700","28120"
"In post","2023","Security","Yorkshire and The Humber","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Security","Yorkshire and The Humber","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","Security","Yorkshire and The Humber","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Security","Yorkshire and The Humber","G6/G7","Heterosexual / straight","35","35","58270","55110"
"In post","2023","Security","Yorkshire and The Humber","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Yorkshire and The Humber","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Security","Yorkshire and The Humber","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Security","Yorkshire and The Humber","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Yorkshire and The Humber","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Yorkshire and The Humber","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Yorkshire and The Humber","SEO/HEO","Heterosexual / straight","140","135","37450","34760"
"In post","2023","Security","Yorkshire and The Humber","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Security","Yorkshire and The Humber","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2023","Security","Yorkshire and The Humber","SEO/HEO","Unknown","30","25","[c]","[c]"
"In post","2023","Social Research","East Midlands (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","East Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","East Midlands (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","East Midlands (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","East Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","East Midlands (England)","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Social Research","East Midlands (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","East Midlands (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","East Midlands (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","East of England","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","East of England","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","East of England","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","East of England","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","G6/G7","Heterosexual / straight","195","185","62320","61530"
"In post","2023","Social Research","London","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2023","Social Research","London","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Social Research","London","G6/G7","Unknown","30","30","[c]","[c]"
"In post","2023","Social Research","London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Social Research","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","SEO/HEO","Heterosexual / straight","210","200","40870","42370"
"In post","2023","Social Research","London","SEO/HEO","LGBO","30","30","40930","42370"
"In post","2023","Social Research","London","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2023","Social Research","London","SEO/HEO","Unknown","65","65","40100","39040"
"In post","2023","Social Research","North East (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","North East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","North East (England)","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Social Research","North East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","North East (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","North East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","North East (England)","SEO/HEO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Social Research","North East (England)","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Social Research","North East (England)","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Social Research","North East (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","North West (England)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","North West (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","North West (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","North West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","North West (England)","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Social Research","North West (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","North West (England)","SEO/HEO","Heterosexual / straight","40","40","39030","41780"
"In post","2023","Social Research","North West (England)","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Social Research","North West (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","North West (England)","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Social Research","Northern Ireland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Northern Ireland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Northern Ireland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Northern Ireland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Scotland","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Social Research","Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","South East (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","South East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","South East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","South East (England)","G6/G7","Heterosexual / straight","40","40","54030","52490"
"In post","2023","Social Research","South East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","South East (England)","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Social Research","South East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","South East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","South East (England)","SEO/HEO","Heterosexual / straight","130","125","35910","37760"
"In post","2023","Social Research","South East (England)","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Social Research","South East (England)","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Social Research","South East (England)","SEO/HEO","Unknown","25","20","[c]","[c]"
"In post","2023","Social Research","South West (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","South West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","South West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","South West (England)","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Social Research","South West (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","South West (England)","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Social Research","South West (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","South West (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","South West (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Wales","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Wales","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Wales","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Social Research","Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Wales","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Wales","G6/G7","Heterosexual / straight","60","60","55210","52490"
"In post","2023","Social Research","Wales","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Social Research","Wales","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Social Research","Wales","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","Social Research","Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Wales","SEO/HEO","Heterosexual / straight","200","190","37540","39190"
"In post","2023","Social Research","Wales","SEO/HEO","LGBO","35","35","35320","32460"
"In post","2023","Social Research","Wales","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Social Research","Wales","SEO/HEO","Unknown","30","30","37180","39190"
"In post","2023","Social Research","West Midlands (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","West Midlands (England)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","West Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","West Midlands (England)","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Social Research","West Midlands (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Yorkshire and The Humber","G6/G7","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Social Research","Yorkshire and The Humber","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Yorkshire and The Humber","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Yorkshire and The Humber","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Yorkshire and The Humber","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Yorkshire and The Humber","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Yorkshire and The Humber","SEO/HEO","Heterosexual / straight","50","45","39960","41020"
"In post","2023","Social Research","Yorkshire and The Humber","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Social Research","Yorkshire and The Humber","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Social Research","Yorkshire and The Humber","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Statistics","East Midlands (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","East Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","East Midlands (England)","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Statistics","East Midlands (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","East Midlands (England)","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Statistics","East Midlands (England)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","East Midlands (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","East Midlands (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","East of England","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","East of England","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","East of England","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","East of England","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","East of England","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","East of England","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Statistics","East of England","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","East of England","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","East of England","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","London","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Statistics","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","London","AA/AO","Unknown","35","35","23640","23500"
"In post","2023","Statistics","London","EO","Heterosexual / straight","60","60","31150","30950"
"In post","2023","Statistics","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","London","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Statistics","London","EO","Unknown","20","20","[c]","[c]"
"In post","2023","Statistics","London","G6/G7","Heterosexual / straight","305","290","62900","62060"
"In post","2023","Statistics","London","G6/G7","LGBO","35","35","62530","62150"
"In post","2023","Statistics","London","G6/G7","Undeclared","35","35","60950","60430"
"In post","2023","Statistics","London","G6/G7","Unknown","40","35","61170","59140"
"In post","2023","Statistics","London","SCS level","Heterosexual / straight","35","35","86880","81750"
"In post","2023","Statistics","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","London","SEO/HEO","Heterosexual / straight","415","405","40890","41690"
"In post","2023","Statistics","London","SEO/HEO","LGBO","50","50","40260","41120"
"In post","2023","Statistics","London","SEO/HEO","Undeclared","40","35","39850","39170"
"In post","2023","Statistics","London","SEO/HEO","Unknown","145","145","37320","37560"
"In post","2023","Statistics","North East (England)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","North East (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","North East (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","North East (England)","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Statistics","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","North East (England)","G6/G7","Heterosexual / straight","50","50","56540","53190"
"In post","2023","Statistics","North East (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","North East (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","North East (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","North East (England)","SEO/HEO","Heterosexual / straight","70","65","37480","38180"
"In post","2023","Statistics","North East (England)","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Statistics","North East (England)","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Statistics","North East (England)","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Statistics","North West (England)","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Statistics","North West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","North West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","North West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","North West (England)","G6/G7","Heterosexual / straight","45","40","59050","57970"
"In post","2023","Statistics","North West (England)","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Statistics","North West (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","North West (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","North West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","North West (England)","SEO/HEO","Heterosexual / straight","105","105","37880","37590"
"In post","2023","Statistics","North West (England)","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2023","Statistics","North West (England)","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Statistics","North West (England)","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2023","Statistics","Northern Ireland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Northern Ireland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Scotland","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Statistics","Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Scotland","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Statistics","Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Scotland","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Statistics","South East (England)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","South East (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","South East (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","South East (England)","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Statistics","South East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","South East (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","South East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","South East (England)","G6/G7","Heterosexual / straight","35","35","56070","52490"
"In post","2023","Statistics","South East (England)","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Statistics","South East (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","South East (England)","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Statistics","South East (England)","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Statistics","South East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","South East (England)","SEO/HEO","Heterosexual / straight","100","95","37000","37680"
"In post","2023","Statistics","South East (England)","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Statistics","South East (England)","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Statistics","South East (England)","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Statistics","South West (England)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","South West (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","South West (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","South West (England)","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Statistics","South West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","South West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","South West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","South West (England)","G6/G7","Heterosexual / straight","35","35","59660","59180"
"In post","2023","Statistics","South West (England)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","South West (England)","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Statistics","South West (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","South West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","South West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","South West (England)","SEO/HEO","Heterosexual / straight","105","95","38330","38210"
"In post","2023","Statistics","South West (England)","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Statistics","South West (England)","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Statistics","South West (England)","SEO/HEO","Unknown","20","15","[c]","[c]"
"In post","2023","Statistics","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Wales","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Statistics","Wales","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Wales","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Statistics","Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Wales","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Wales","G6/G7","Heterosexual / straight","90","85","56660","53960"
"In post","2023","Statistics","Wales","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Statistics","Wales","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Statistics","Wales","G6/G7","Unknown","30","30","53650","51460"
"In post","2023","Statistics","Wales","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Statistics","Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Wales","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Statistics","Wales","SEO/HEO","Heterosexual / straight","155","150","37600","39300"
"In post","2023","Statistics","Wales","SEO/HEO","LGBO","25","20","[c]","[c]"
"In post","2023","Statistics","Wales","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Statistics","Wales","SEO/HEO","Unknown","35","35","36850","38780"
"In post","2023","Statistics","West Midlands (England)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","West Midlands (England)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","West Midlands (England)","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Statistics","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","West Midlands (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
