"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Statistics","G6/G7","Male","140","135","60730","60420"
"In post","2023","40-49","Statistics","SCS level","Female","20","15","[c]","[c]"
"In post","2023","40-49","Statistics","SCS level","Male","20","20","[c]","[c]"
"In post","2023","40-49","Statistics","SEO/HEO","Female","105","90","39510","39440"
"In post","2023","40-49","Statistics","SEO/HEO","Male","135","135","40610","41050"
"In post","2023","40-49","Tax","AA/AO","Female","200","170","22590","22520"
"In post","2023","40-49","Tax","AA/AO","Male","150","145","22610","22520"
"In post","2023","40-49","Tax","EO","Female","380","345","28750","28130"
"In post","2023","40-49","Tax","EO","Male","390","385","28410","28130"
"In post","2023","40-49","Tax","G6/G7","Female","305","290","61720","57970"
"In post","2023","40-49","Tax","G6/G7","Male","425","425","61790","57970"
"In post","2023","40-49","Tax","SCS level","Female","15","15","[c]","[c]"
"In post","2023","40-49","Tax","SCS level","Male","10","10","[c]","[c]"
"In post","2023","40-49","Tax","SEO/HEO","Female","805","760","37980","35000"
"In post","2023","40-49","Tax","SEO/HEO","Male","950","945","37710","35000"
"In post","2023","40-49","Unknown","AA/AO","Female","455","405","24340","24890"
"In post","2023","40-49","Unknown","AA/AO","Male","340","330","25820","24890"
"In post","2023","40-49","Unknown","EO","Female","675","620","29780","29450"
"In post","2023","40-49","Unknown","EO","Male","460","450","30460","29450"
"In post","2023","40-49","Unknown","G6/G7","Female","1160","1085","65150","65280"
"In post","2023","40-49","Unknown","G6/G7","Male","990","980","64980","65280"
"In post","2023","40-49","Unknown","SCS level","Female","185","175","88260","83530"
"In post","2023","40-49","Unknown","SCS level","Male","165","165","92360","85200"
"In post","2023","40-49","Unknown","SEO/HEO","Female","1485","1395","40820","39790"
"In post","2023","40-49","Unknown","SEO/HEO","Male","1145","1140","41480","41510"
"In post","2023","40-49","Unknown","Unknown","Female","25","25","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","Male","40","40","[c]","[c]"
"In post","2023","40-49","Veterinarian","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Veterinarian","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Veterinarian","G6/G7","Female","45","40","53700","53110"
"In post","2023","40-49","Veterinarian","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","40-49","Veterinarian","SEO/HEO","Female","40","40","39360","38210"
"In post","2023","40-49","Veterinarian","SEO/HEO","Male","35","35","38320","38400"
"In post","2023","50-59","Commercial","AA/AO","Female","65","55","23820","22500"
"In post","2023","50-59","Commercial","AA/AO","Male","35","35","24520","22500"
"In post","2023","50-59","Commercial","EO","Female","105","95","28950","28120"
"In post","2023","50-59","Commercial","EO","Male","65","65","28750","28120"
"In post","2023","50-59","Commercial","G6/G7","Female","345","335","63270","60310"
"In post","2023","50-59","Commercial","G6/G7","Male","400","395","66010","66270"
"In post","2023","50-59","Commercial","SCS level","Female","50","50","112140","107200"
"In post","2023","50-59","Commercial","SCS level","Male","90","90","121140","117320"
"In post","2023","50-59","Commercial","SEO/HEO","Female","530","505","39200","38470"
"In post","2023","50-59","Commercial","SEO/HEO","Male","375","370","40990","40660"
"In post","2023","50-59","Commercial","Unknown","Female","20","20","[c]","[c]"
"In post","2023","50-59","Commercial","Unknown","Male","30","30","53410","54510"
"In post","2023","50-59","Communications","AA/AO","Female","30","30","22820","22220"
"In post","2023","50-59","Communications","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","50-59","Communications","EO","Female","60","55","28940","28300"
"In post","2023","50-59","Communications","EO","Male","65","65","29490","29570"
"In post","2023","50-59","Communications","G6/G7","Female","115","115","62130","60310"
"In post","2023","50-59","Communications","G6/G7","Male","80","80","62630","62540"
"In post","2023","50-59","Communications","SCS level","Female","10","10","[c]","[c]"
"In post","2023","50-59","Communications","SCS level","Male","10","10","[c]","[c]"
"In post","2023","50-59","Communications","SEO/HEO","Female","215","205","39800","39730"
"In post","2023","50-59","Communications","SEO/HEO","Male","170","170","39150","38790"
"In post","2023","50-59","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Corporate Finance","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","50-59","Corporate Finance","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","50-59","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Corporate Finance","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","50-59","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","AA/AO","Female","385","320","23060","21690"
"In post","2023","50-59","Counter Fraud","AA/AO","Male","170","160","22780","21690"
"In post","2023","50-59","Counter Fraud","EO","Female","895","825","29090","28120"
"In post","2023","50-59","Counter Fraud","EO","Male","600","580","29210","28120"
"In post","2023","50-59","Counter Fraud","G6/G7","Female","35","35","61820","59440"
"In post","2023","50-59","Counter Fraud","G6/G7","Male","110","105","62960","61160"
"In post","2023","50-59","Counter Fraud","SCS level","Female","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","SCS level","Male","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","SEO/HEO","Female","470","450","37380","35330"
"In post","2023","50-59","Counter Fraud","SEO/HEO","Male","500","495","38410","37520"
"In post","2023","50-59","Digital, Data and Technology","AA/AO","Female","45","40","23420","22220"
"In post","2023","50-59","Digital, Data and Technology","AA/AO","Male","55","55","23660","22220"
"In post","2023","50-59","Digital, Data and Technology","EO","Female","300","275","29060","28120"
"In post","2023","50-59","Digital, Data and Technology","EO","Male","490","480","29480","28120"
"In post","2023","50-59","Digital, Data and Technology","G6/G7","Female","700","680","59120","57970"
"In post","2023","50-59","Digital, Data and Technology","G6/G7","Male","1425","1415","61420","60050"
"In post","2023","50-59","Digital, Data and Technology","SCS level","Female","50","50","89960","85680"
"In post","2023","50-59","Digital, Data and Technology","SCS level","Male","105","105","102040","96910"
"In post","2023","50-59","Digital, Data and Technology","SEO/HEO","Female","920","875","38760","38470"
"In post","2023","50-59","Digital, Data and Technology","SEO/HEO","Male","1885","1865","40170","39500"
"In post","2023","50-59","Digital, Data and Technology","Unknown","Female","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data and Technology","Unknown","Male","15","15","[c]","[c]"
"In post","2023","50-59","Economics","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Economics","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Economics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Economics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Economics","G6/G7","Female","20","15","[c]","[c]"
"In post","2023","50-59","Economics","G6/G7","Male","50","50","70820","71380"
"In post","2023","50-59","Economics","SCS level","Female","5","5","[c]","[c]"
"In post","2023","50-59","Economics","SCS level","Male","20","20","[c]","[c]"
"In post","2023","50-59","Economics","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","50-59","Economics","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","50-59","Finance","AA/AO","Female","170","150","23240","22330"
"In post","2023","50-59","Finance","AA/AO","Male","80","75","23620","22520"
"In post","2023","50-59","Finance","EO","Female","300","280","28520","27740"
"In post","2023","50-59","Finance","EO","Male","155","150","28890","28120"
"In post","2023","50-59","Finance","G6/G7","Female","410","400","60650","59270"
"In post","2023","50-59","Finance","G6/G7","Male","445","440","61850","59790"
"In post","2023","50-59","Finance","SCS level","Female","50","50","93520","84350"
"In post","2023","50-59","Finance","SCS level","Male","65","65","101590","95630"
"In post","2023","50-59","Finance","SEO/HEO","Female","735","705","39200","38470"
"In post","2023","50-59","Finance","SEO/HEO","Male","545","540","40870","41000"
"In post","2023","50-59","Finance","Unknown","Female","10","10","[c]","[c]"
"In post","2023","50-59","Finance","Unknown","Male","10","10","[c]","[c]"
"In post","2023","50-59","Geography","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Geography","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Geography","EO","Female","15","10","[c]","[c]"
"In post","2023","50-59","Geography","EO","Male","30","30","[c]","[c]"
"In post","2023","50-59","Geography","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Geography","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Geography","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","50-59","Geography","SEO/HEO","Male","35","35","37060","34370"
"In post","2023","50-59","Human Resources","AA/AO","Female","240","225","22690","22220"
"In post","2023","50-59","Human Resources","AA/AO","Male","80","80","22750","22220"
"In post","2023","50-59","Human Resources","EO","Female","385","365","28580","27710"
"In post","2023","50-59","Human Resources","EO","Male","515","510","29640","29270"
"In post","2023","50-59","Human Resources","G6/G7","Female","625","610","60210","58190"
"In post","2023","50-59","Human Resources","G6/G7","Male","300","295","60890","59290"
"In post","2023","50-59","Human Resources","SCS level","Female","70","65","91230","82030"
"In post","2023","50-59","Human Resources","SCS level","Male","35","35","91280","85340"
"In post","2023","50-59","Human Resources","SEO/HEO","Female","1020","980","39080","38470"
"In post","2023","50-59","Human Resources","SEO/HEO","Male","720","715","39700","38470"
"In post","2023","50-59","Human Resources","Unknown","Female","10","10","[c]","[c]"
"In post","2023","50-59","Human Resources","Unknown","Male","10","10","[c]","[c]"
"In post","2023","50-59","Inspector of Education and Training","G6/G7","Female","185","185","76950","77470"
"In post","2023","50-59","Inspector of Education and Training","G6/G7","Male","100","100","78810","77470"
"In post","2023","50-59","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Inspector of Education and Training","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Inspector of Education and Training","SEO/HEO","Female","145","140","51390","52750"
"In post","2023","50-59","Inspector of Education and Training","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","50-59","Intelligence Analysis","AA/AO","Female","20","15","[c]","[c]"
"In post","2023","50-59","Intelligence Analysis","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","50-59","Intelligence Analysis","EO","Female","215","200","28580","28480"
"In post","2023","50-59","Intelligence Analysis","EO","Male","245","240","29030","27650"
"In post","2023","50-59","Intelligence Analysis","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","50-59","Intelligence Analysis","G6/G7","Male","55","55","63210","61440"
"In post","2023","50-59","Intelligence Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Intelligence Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Intelligence Analysis","SEO/HEO","Female","95","90","38480","38540"
"In post","2023","50-59","Intelligence Analysis","SEO/HEO","Male","190","190","38730","38060"
"In post","2023","50-59","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","50-59","Internal Audit","EO","Female","10","10","[c]","[c]"
"In post","2023","50-59","Internal Audit","EO","Male","5","5","[c]","[c]"
"In post","2023","50-59","Internal Audit","G6/G7","Female","40","35","61480","59300"
"In post","2023","50-59","Internal Audit","G6/G7","Male","50","50","61660","60560"
"In post","2023","50-59","Internal Audit","SCS level","Female","10","10","[c]","[c]"
"In post","2023","50-59","Internal Audit","SCS level","Male","5","5","[c]","[c]"
"In post","2023","50-59","Internal Audit","SEO/HEO","Female","90","85","43370","43070"
"In post","2023","50-59","Internal Audit","SEO/HEO","Male","65","65","43660","44110"
"In post","2023","50-59","International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","International Trade","EO","Female","15","15","[c]","[c]"
"In post","2023","50-59","International Trade","EO","Male","10","10","[c]","[c]"
"In post","2023","50-59","International Trade","G6/G7","Female","60","55","57580","55500"
"In post","2023","50-59","International Trade","G6/G7","Male","100","100","60630","59610"
"In post","2023","50-59","International Trade","SCS level","Female","20","20","[c]","[c]"
"In post","2023","50-59","International Trade","SCS level","Male","20","20","[c]","[c]"
"In post","2023","50-59","International Trade","SEO/HEO","Female","80","80","40400","41770"
"In post","2023","50-59","International Trade","SEO/HEO","Male","100","100","40410","41750"
"In post","2023","50-59","Knowledge and Information Management","AA/AO","Female","80","75","23210","22220"
"In post","2023","50-59","Knowledge and Information Management","AA/AO","Male","60","60","23710","22220"
"In post","2023","50-59","Knowledge and Information Management","EO","Female","140","130","28940","28120"
"In post","2023","50-59","Knowledge and Information Management","EO","Male","75","75","28720","28120"
"In post","2023","50-59","Knowledge and Information Management","G6/G7","Female","50","50","57720","56180"
"In post","2023","50-59","Knowledge and Information Management","G6/G7","Male","55","55","59420","58580"
"In post","2023","50-59","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","SEO/HEO","Female","155","150","37190","36000"
"In post","2023","50-59","Knowledge and Information Management","SEO/HEO","Male","145","145","38440","37860"
"In post","2023","50-59","Knowledge and Information Management","Unknown","Female","5","5","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","AA/AO","Female","55","45","23100","22520"
"In post","2023","50-59","Legal","AA/AO","Male","30","30","23530","22520"
"In post","2023","50-59","Legal","EO","Female","160","145","29820","29730"
"In post","2023","50-59","Legal","EO","Male","110","110","30060","29730"
"In post","2023","50-59","Legal","G6/G7","Female","1080","980","62690","61920"
"In post","2023","50-59","Legal","G6/G7","Male","780","765","63250","61980"
"In post","2023","50-59","Legal","SCS level","Female","115","110","93130","86550"
"In post","2023","50-59","Legal","SCS level","Male","95","95","93310","87560"
"In post","2023","50-59","Legal","SEO/HEO","Female","440","400","41650","42510"
"In post","2023","50-59","Legal","SEO/HEO","Male","355","345","40610","40800"
"In post","2023","50-59","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","AA/AO","Female","45","40","24040","24680"
"In post","2023","50-59","Medicine","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","50-59","Medicine","EO","Female","65","60","33620","32930"
"In post","2023","50-59","Medicine","EO","Male","25","25","[c]","[c]"
"In post","2023","50-59","Medicine","G6/G7","Female","160","140","75740","79390"
"In post","2023","50-59","Medicine","G6/G7","Male","85","75","81990","85070"
"In post","2023","50-59","Medicine","SCS level","Female","65","60","114810","119130"
"In post","2023","50-59","Medicine","SCS level","Male","40","35","120550","119130"
"In post","2023","50-59","Medicine","SEO/HEO","Female","165","150","42310","41190"
"In post","2023","50-59","Medicine","SEO/HEO","Male","50","50","42040","40590"
"In post","2023","50-59","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Delivery","AA/AO","Female","18100","15515","23060","22400"
"In post","2023","50-59","Operational Delivery","AA/AO","Male","10985","10395","25180","22520"
"In post","2023","50-59","Operational Delivery","EO","Female","16260","14555","28740","28120"
"In post","2023","50-59","Operational Delivery","EO","Male","10735","10340","30070","28120"
"In post","2023","50-59","Operational Delivery","G6/G7","Female","1660","1620","59980","57970"
"In post","2023","50-59","Operational Delivery","G6/G7","Male","1725","1715","62800","59890"
"In post","2023","50-59","Operational Delivery","SCS level","Female","205","200","90830","84750"
"In post","2023","50-59","Operational Delivery","SCS level","Male","215","210","96870","91330"
"In post","2023","50-59","Operational Delivery","SEO/HEO","Female","7695","7350","37770","36180"
"In post","2023","50-59","Operational Delivery","SEO/HEO","Male","6740","6615","40160","39190"
"In post","2023","50-59","Operational Delivery","Unknown","Female","3365","3135","32120","29050"
"In post","2023","50-59","Operational Delivery","Unknown","Male","1530","1450","33240","29050"
"In post","2023","50-59","Operational Research","AA/AO","Female","15","10","[c]","[c]"
"In post","2023","50-59","Operational Research","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","50-59","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Research","G6/G7","Female","20","15","[c]","[c]"
"In post","2023","50-59","Operational Research","G6/G7","Male","65","60","56460","56450"
"In post","2023","50-59","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Research","SCS level","Male","5","5","[c]","[c]"
"In post","2023","50-59","Operational Research","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","50-59","Operational Research","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","50-59","Other","AA/AO","Female","880","770","22210","21690"
"In post","2023","50-59","Other","AA/AO","Male","1045","1020","21710","21580"
"In post","2023","50-59","Other","EO","Female","630","580","28630","28120"
"In post","2023","50-59","Other","EO","Male","405","395","29190","28120"
"In post","2023","50-59","Other","G6/G7","Female","220","210","61490","59290"
"In post","2023","50-59","Other","G6/G7","Male","320","315","63470","60780"
"In post","2023","50-59","Other","SCS level","Female","45","45","101090","89000"
"In post","2023","50-59","Other","SCS level","Male","55","55","112550","108950"
"In post","2023","50-59","Other","SEO/HEO","Female","690","655","38400","38400"
"In post","2023","50-59","Other","SEO/HEO","Male","450","440","39610","39000"
"In post","2023","50-59","Other","Unknown","Female","15","15","[c]","[c]"
"In post","2023","50-59","Other","Unknown","Male","430","430","47640","43140"
"In post","2023","50-59","Planning","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","50-59","Planning","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","50-59","Planning","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","50-59","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","50-59","Planning","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","50-59","Planning Inspectors","G6/G7","Female","70","60","61170","60050"
"In post","2023","50-59","Planning Inspectors","G6/G7","Male","75","70","62850","60050"
"In post","2023","50-59","Planning Inspectors","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning Inspectors","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Policy","AA/AO","Female","105","100","24990","25480"
"In post","2023","50-59","Policy","AA/AO","Male","50","50","25200","25620"
"In post","2023","50-59","Policy","EO","Female","310","295","29650","29670"
"In post","2023","50-59","Policy","EO","Male","170","165","30300","30540"
"In post","2023","50-59","Policy","G6/G7","Female","1145","1095","61160","59600"
"In post","2023","50-59","Policy","G6/G7","Male","1300","1290","62170","61150"
"In post","2023","50-59","Policy","SCS level","Female","255","250","90900","81670"
"In post","2023","50-59","Policy","SCS level","Male","310","310","92100","83300"
"In post","2023","50-59","Policy","SEO/HEO","Female","1160","1110","39650","39690"
"In post","2023","50-59","Policy","SEO/HEO","Male","1030","1020","39810","39580"
"In post","2023","50-59","Policy","Unknown","Female","5","5","[c]","[c]"
"In post","2023","50-59","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Project Delivery","AA/AO","Female","30","30","23580","23390"
"In post","2023","50-59","Project Delivery","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","50-59","Project Delivery","EO","Female","200","185","28390","28120"
"In post","2023","50-59","Project Delivery","EO","Male","100","95","28730","28120"
"In post","2023","50-59","Project Delivery","G6/G7","Female","905","880","60040","57970"
"In post","2023","50-59","Project Delivery","G6/G7","Male","1105","1090","60720","57970"
"In post","2023","50-59","Project Delivery","SCS level","Female","75","75","91090","82000"
"In post","2023","50-59","Project Delivery","SCS level","Male","135","135","94510","87200"
"In post","2023","50-59","Project Delivery","SEO/HEO","Female","1350","1300","38700","38790"
"In post","2023","50-59","Project Delivery","SEO/HEO","Male","1060","1045","39960","41000"
"In post","2023","50-59","Project Delivery","Unknown","Female","35","35","50510","42620"
"In post","2023","50-59","Project Delivery","Unknown","Male","110","110","56230","55930"
"In post","2023","50-59","Property","AA/AO","Female","135","120","21790","22150"
"In post","2023","50-59","Property","AA/AO","Male","190","190","20790","19770"
"In post","2023","50-59","Property","EO","Female","215","200","28720","27810"
"In post","2023","50-59","Property","EO","Male","205","200","28380","27810"
"In post","2023","50-59","Property","G6/G7","Female","175","170","58460","57650"
"In post","2023","50-59","Property","G6/G7","Male","375","370","60290","59290"
"In post","2023","50-59","Property","SCS level","Female","15","15","[c]","[c]"
"In post","2023","50-59","Property","SCS level","Male","30","30","98080","91210"
"In post","2023","50-59","Property","SEO/HEO","Female","430","410","38510","36660"
"In post","2023","50-59","Property","SEO/HEO","Male","665","660","40090","40190"
"In post","2023","50-59","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Psychology","AA/AO","Female","15","10","[c]","[c]"
"In post","2023","50-59","Psychology","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Psychology","EO","Female","30","25","[c]","[c]"
"In post","2023","50-59","Psychology","EO","Male","20","15","[c]","[c]"
"In post","2023","50-59","Psychology","G6/G7","Female","25","20","[c]","[c]"
"In post","2023","50-59","Psychology","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","50-59","Psychology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Psychology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Psychology","SEO/HEO","Female","45","40","45400","46410"
"In post","2023","50-59","Psychology","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","50-59","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Science and Engineering","AA/AO","Female","45","40","23320","23470"
"In post","2023","50-59","Science and Engineering","AA/AO","Male","165","165","23140","23430"
"In post","2023","50-59","Science and Engineering","EO","Female","60","55","27160","26400"
"In post","2023","50-59","Science and Engineering","EO","Male","215","210","28230","27810"
"In post","2023","50-59","Science and Engineering","G6/G7","Female","280","265","58310","56180"
"In post","2023","50-59","Science and Engineering","G6/G7","Male","820","800","58600","58690"
"In post","2023","50-59","Science and Engineering","SCS level","Female","15","15","[c]","[c]"
"In post","2023","50-59","Science and Engineering","SCS level","Male","25","25","[c]","[c]"
"In post","2023","50-59","Science and Engineering","SEO/HEO","Female","335","305","39150","39890"
"In post","2023","50-59","Science and Engineering","SEO/HEO","Male","1075","1060","41060","41780"
"In post","2023","50-59","Science and Engineering","Unknown","Female","15","15","[c]","[c]"
"In post","2023","50-59","Science and Engineering","Unknown","Male","135","135","58430","54510"
"In post","2023","50-59","Security","AA/AO","Female","275","265","25290","22220"
"In post","2023","50-59","Security","AA/AO","Male","1515","1505","29310","22970"
"In post","2023","50-59","Security","EO","Female","115","110","30630","28840"
"In post","2023","50-59","Security","EO","Male","335","330","37490","34370"
"In post","2023","50-59","Security","G6/G7","Female","85","85","58940","57970"
"In post","2023","50-59","Security","G6/G7","Male","195","195","63780","61180"
"In post","2023","50-59","Security","SCS level","Female","20","20","[c]","[c]"
"In post","2023","50-59","Security","SCS level","Male","20","20","[c]","[c]"
"In post","2023","50-59","Security","SEO/HEO","Female","280","265","38920","38470"
"In post","2023","50-59","Security","SEO/HEO","Male","475","470","43010","39890"
"In post","2023","50-59","Security","Unknown","Female","5","5","[c]","[c]"
"In post","2023","50-59","Security","Unknown","Male","10","10","[c]","[c]"
"In post","2023","50-59","Social Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Social Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Social Research","G6/G7","Female","45","40","63100","62540"
"In post","2023","50-59","Social Research","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","50-59","Social Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Social Research","SEO/HEO","Female","45","40","41080","42150"
"In post","2023","50-59","Social Research","SEO/HEO","Male","15","10","[c]","[c]"
"In post","2023","50-59","Statistics","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Statistics","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Statistics","EO","Female","15","15","[c]","[c]"
"In post","2023","50-59","Statistics","EO","Male","15","15","[c]","[c]"
"In post","2023","50-59","Statistics","G6/G7","Female","55","55","60810","60760"
"In post","2023","50-59","Statistics","G6/G7","Male","90","90","63320","64050"
"In post","2023","50-59","Statistics","SCS level","Female","10","10","[c]","[c]"
"In post","2023","50-59","Statistics","SCS level","Male","15","15","[c]","[c]"
"In post","2023","50-59","Statistics","SEO/HEO","Female","55","50","39240","39610"
"In post","2023","50-59","Statistics","SEO/HEO","Male","110","110","39920","39730"
"In post","2023","50-59","Tax","AA/AO","Female","215","195","22770","22520"
"In post","2023","50-59","Tax","AA/AO","Male","130","125","22830","22520"
"In post","2023","50-59","Tax","EO","Female","475","430","29760","28130"
"In post","2023","50-59","Tax","EO","Male","340","330","29550","28130"
"In post","2023","50-59","Tax","G6/G7","Female","360","345","62600","57970"
"In post","2023","50-59","Tax","G6/G7","Male","485","475","64170","59290"
"In post","2023","50-59","Tax","SCS level","Female","15","15","[c]","[c]"
"In post","2023","50-59","Tax","SCS level","Male","15","15","[c]","[c]"
"In post","2023","50-59","Tax","SEO/HEO","Female","1095","1040","39120","39790"
"In post","2023","50-59","Tax","SEO/HEO","Male","980","965","39280","39790"
"In post","2023","50-59","Unknown","AA/AO","Female","540","490","24670","24890"
"In post","2023","50-59","Unknown","AA/AO","Male","440","425","26020","24890"
"In post","2023","50-59","Unknown","EO","Female","595","565","29920","29450"
"In post","2023","50-59","Unknown","EO","Male","410","405","31180","30980"
"In post","2023","50-59","Unknown","G6/G7","Female","955","910","66490","65280"
"In post","2023","50-59","Unknown","G6/G7","Male","775","765","67890","65280"
"In post","2023","50-59","Unknown","SCS level","Female","135","130","97260","85790"
"In post","2023","50-59","Unknown","SCS level","Male","170","170","103640","96380"
"In post","2023","50-59","Unknown","SEO/HEO","Female","1100","1050","41580","41640"
"In post","2023","50-59","Unknown","SEO/HEO","Male","935","920","42540","41870"
"In post","2023","50-59","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Unknown","Male","20","20","[c]","[c]"
"In post","2023","50-59","Veterinarian","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Veterinarian","EO","Male","5","5","[c]","[c]"
