"Status","Year","Organisation","Region_ITL1","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Active Travel England","Yorkshire and The Humber","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Yorkshire and The Humber","West Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Derbyshire and Nottinghamshire","AO","15","10","20930","20790"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Derbyshire and Nottinghamshire","EO","35","35","25290","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Derbyshire and Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Derbyshire and Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Derbyshire and Nottinghamshire","HEO","40","35","32820","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Derbyshire and Nottinghamshire","SEO","10","10","41830","41070"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East of England","East Anglia","AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East of England","East Anglia","EO","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East of England","East Anglia","G6","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East of England","East Anglia","G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East of England","East Anglia","HEO","20","20","33370","33680"
"In post","2023","Advisory, Conciliation and Arbitration Service","East of England","East Anglia","SEO","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East of England","Essex","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","Inner London - West","AO","10","10","24420","24960"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","Inner London - West","EO","25","25","29650","29900"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","Inner London - West","G6","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","Inner London - West","G7","20","20","61060","59400"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","Inner London - West","HEO","65","60","38410","39360"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","Inner London - West","SEO","45","45","47980","48480"
"In post","2023","Advisory, Conciliation and Arbitration Service","North East (England)","Northumberland, and Tyne and Wear","AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North East (England)","Northumberland, and Tyne and Wear","EO","55","50","25520","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","North East (England)","Northumberland, and Tyne and Wear","G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North East (England)","Northumberland, and Tyne and Wear","HEO","60","55","33070","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","North East (England)","Northumberland, and Tyne and Wear","SEO","15","15","41690","41070"
"In post","2023","Advisory, Conciliation and Arbitration Service","North East (England)","Tees Valley and Durham","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester","AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester","EO","55","55","25520","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester","G6","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester","G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester","HEO","60","55","33470","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester","SEO","20","15","42250","41330"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Lancashire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Merseyside","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Scotland","Eastern Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Scotland","West Central Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Scotland","West Central Scotland","EO","30","30","25530","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","Scotland","West Central Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Scotland","West Central Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Scotland","West Central Scotland","HEO","45","40","33110","32200"
"In post","2023","Advisory, Conciliation and Arbitration Service","Scotland","West Central Scotland","SEO","15","10","43780","44310"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Hampshire and Isle of Wight","AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Hampshire and Isle of Wight","G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Hampshire and Isle of Wight","HEO","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Hampshire and Isle of Wight","SEO","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Kent","HEO","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Kent","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Devon","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Devon","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Dorset and Somerset","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","20","20","33040","32130"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","East Wales","AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","East Wales","EO","30","30","25600","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","East Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","East Wales","HEO","40","35","32840","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","East Wales","SEO","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","West Wales and The Valleys","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","West Wales and The Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Shropshire and Staffordshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","West Midlands","AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","West Midlands","EO","20","20","25590","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","West Midlands","G6","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","West Midlands","HEO","35","35","32980","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","West Midlands","SEO","15","15","41710","41070"
"In post","2023","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","West Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","West Yorkshire","EO","20","20","25650","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","West Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","West Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","West Yorkshire","HEO","35","30","33280","32310"
"In post","2023","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","West Yorkshire","SEO","10","10","42190","41240"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Derbyshire and Nottinghamshire","AO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Derbyshire and Nottinghamshire","EO","10","10","25930","25920"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Derbyshire and Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Derbyshire and Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Derbyshire and Nottinghamshire","HEO","10","10","30660","30320"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Derbyshire and Nottinghamshire","SEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire","HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire","SEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Bedfordshire and Hertfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Bedfordshire and Hertfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Bedfordshire and Hertfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","East Anglia","AO","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","East Anglia","EO","20","20","26770","25920"
"In post","2023","Animal and Plant Health Agency","East of England","East Anglia","G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","East Anglia","HEO","35","35","31440","30320"
"In post","2023","Animal and Plant Health Agency","East of England","East Anglia","SEO","30","25","40320","37300"
"In post","2023","Animal and Plant Health Agency","East of England","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Essex","AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Essex","EO","15","15","27990","29050"
"In post","2023","Animal and Plant Health Agency","East of England","Essex","G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Essex","HEO","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Essex","SEO","10","10","39310","37300"
"In post","2023","Animal and Plant Health Agency","London","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Inner London - East","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Inner London - West","AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Inner London - West","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Inner London - West","G7","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Inner London - West","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Inner London - West","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Outer London - East and North East","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Outer London - West and North West","AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Outer London - West and North West","EO","30","30","32070","32720"
"In post","2023","Animal and Plant Health Agency","London","Outer London - West and North West","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Outer London - West and North West","G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Outer London - West and North West","HEO","10","10","35950","37970"
"In post","2023","Animal and Plant Health Agency","London","Outer London - West and North West","SEO","10","10","43290","40990"
"In post","2023","Animal and Plant Health Agency","North East (England)","Northumberland, and Tyne and Wear","AO","15","10","22150","22150"
"In post","2023","Animal and Plant Health Agency","North East (England)","Northumberland, and Tyne and Wear","EO","15","10","26510","26280"
"In post","2023","Animal and Plant Health Agency","North East (England)","Northumberland, and Tyne and Wear","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North East (England)","Northumberland, and Tyne and Wear","G7","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North East (England)","Northumberland, and Tyne and Wear","HEO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North East (England)","Northumberland, and Tyne and Wear","SEO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Cheshire","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Cheshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Cheshire","HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Cheshire","SEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Cumbria","AO","125","120","22280","22150"
"In post","2023","Animal and Plant Health Agency","North West (England)","Cumbria","EO","35","30","26380","25920"
"In post","2023","Animal and Plant Health Agency","North West (England)","Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Cumbria","G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Cumbria","HEO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Cumbria","SEO","15","15","39510","38200"
"In post","2023","Animal and Plant Health Agency","North West (England)","Greater Manchester","AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Greater Manchester","EO","10","10","26890","25920"
"In post","2023","Animal and Plant Health Agency","North West (England)","Greater Manchester","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Greater Manchester","G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Greater Manchester","HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Greater Manchester","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Lancashire","AO","30","25","22210","22150"
"In post","2023","Animal and Plant Health Agency","North West (England)","Lancashire","EO","30","30","26450","25920"
"In post","2023","Animal and Plant Health Agency","North West (England)","Lancashire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Lancashire","G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Lancashire","HEO","15","15","30950","30320"
"In post","2023","Animal and Plant Health Agency","North West (England)","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Lancashire","SEO","10","10","39220","37300"
"In post","2023","Animal and Plant Health Agency","Scotland","Eastern Scotland","AO","20","20","22300","22150"
"In post","2023","Animal and Plant Health Agency","Scotland","Eastern Scotland","EO","10","10","26270","25920"
"In post","2023","Animal and Plant Health Agency","Scotland","Eastern Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Eastern Scotland","G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Eastern Scotland","HEO","10","10","31020","30320"
"In post","2023","Animal and Plant Health Agency","Scotland","Eastern Scotland","SEO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Highlands and Islands","AO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Highlands and Islands","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Highlands and Islands","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Highlands and Islands","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Highlands and Islands","SEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","North Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","North Eastern Scotland","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","North Eastern Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","North Eastern Scotland","SEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Southern Scotland","AO","15","10","22150","22150"
"In post","2023","Animal and Plant Health Agency","Scotland","Southern Scotland","EO","10","10","26510","25920"
"In post","2023","Animal and Plant Health Agency","Scotland","Southern Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Southern Scotland","G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Southern Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Southern Scotland","SEO","15","15","39380","37300"
"In post","2023","Animal and Plant Health Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Hampshire and Isle of Wight","EO","15","15","27290","25920"
"In post","2023","Animal and Plant Health Agency","South East (England)","Hampshire and Isle of Wight","G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Hampshire and Isle of Wight","HEO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Hampshire and Isle of Wight","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Kent","EO","35","35","28580","29150"
"In post","2023","Animal and Plant Health Agency","South East (England)","Kent","HEO","15","15","32210","32370"
"In post","2023","Animal and Plant Health Agency","South East (England)","Kent","SEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Kent","Unknown","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","AA","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","AO","185","175","25330","25340"
"In post","2023","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","EO","165","155","29010","29080"
"In post","2023","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","G6","20","15","67620","67320"
"In post","2023","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","G7","45","45","54350","54330"
"In post","2023","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","HEO","140","135","33940","33830"
"In post","2023","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","SEO","120","115","40860","40260"
"In post","2023","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","AO","15","10","22150","22150"
"In post","2023","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","EO","15","15","26040","25920"
"In post","2023","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","HEO","10","10","31080","30320"
"In post","2023","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","SEO","15","15","40740","38630"
"In post","2023","Animal and Plant Health Agency","South West (England)","Devon","AO","110","105","22180","22150"
"In post","2023","Animal and Plant Health Agency","South West (England)","Devon","EO","45","45","26270","25920"
"In post","2023","Animal and Plant Health Agency","South West (England)","Devon","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Devon","G7","10","10","51970","49400"
"In post","2023","Animal and Plant Health Agency","South West (England)","Devon","HEO","20","20","30810","30320"
"In post","2023","Animal and Plant Health Agency","South West (England)","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Devon","SEO","25","25","40560","38210"
"In post","2023","Animal and Plant Health Agency","South West (England)","Dorset and Somerset","EO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Dorset and Somerset","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Dorset and Somerset","G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Dorset and Somerset","HEO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Dorset and Somerset","SEO","15","10","38910","37300"
"In post","2023","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AO","60","60","22150","22150"
"In post","2023","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","55","50","26120","25920"
"In post","2023","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G7","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","20","20","30450","30320"
