"Status","Year","Organisation","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Statistics","Outside London","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Commercial","Outside London","70","65","40360","42140"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Communications","London","85","80","53640","46810"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Communications","Outside London","150","145","46490","42510"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Counter Fraud","London","575","555","40550","39450"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Counter Fraud","Outside London","1730","1660","34080","29730"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Digital, Data and Technology","London","375","370","49600","45170"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Digital, Data and Technology","Outside London","2335","2260","42770","41780"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Economics","London","110","105","54220","45560"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Economics","Outside London","60","60","40520","34700"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Finance","London","310","295","53210","45960"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Finance","Outside London","795","735","39620","35330"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Human Resources","London","120","110","56900","48570"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Human Resources","Outside London","745","700","40730","35330"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Intelligence Analysis","London","90","85","45950","39790"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Intelligence Analysis","Outside London","140","135","37580","35000"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Internal Audit","London","15","15","51430","46950"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Internal Audit","Outside London","40","40","49500","44930"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","International Trade","London","30","30","43820","39790"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","International Trade","Outside London","85","85","37540","35000"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Knowledge and Information Management","London","15","15","47550","45560"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Knowledge and Information Management","Outside London","25","20","45660","42510"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","London","855","825","46090","39790"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","Outside London","1640","1550","34930","34700"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","London","1985","1840","35670","32540"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","Outside London","28205","25430","27960","22520"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Research","London","45","40","50900","45760"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Research","Outside London","195","185","36930","34700"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Other","London","85","80","49100","45560"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Other","Outside London","325","295","48760","44040"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Policy","London","720","685","62150","65230"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Policy","Outside London","420","395","50960","55780"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","London","450","430","54670","46320"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","Outside London","2540","2450","47200","42510"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","London","35","35","42400","39790"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","Outside London","235","225","43330","41780"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Security","London","45","45","51090","46340"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Security","Outside London","165","160","43410","42510"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Social Research","London","70","65","55170","53460"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Social Research","Outside London","65","60","44730","41780"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Statistics","London","175","170","54570","45990"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Statistics","Outside London","150","145","44410","42140"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","London","2340","2210","45910","39880"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","Outside London","15040","14250","36690","34700"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","London","1095","1080","51510","45560"
"In post","2023","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Outside London","3620","3520","36500","34700"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Communications","London","35","35","45520","39980"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Communications","Outside London","5","5","[c]","[c]"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Digital, Data and Technology","London","15","15","54230","54090"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Economics","London","155","155","45890","40330"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Economics","Outside London","15","15","38320","32790"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Finance","London","65","60","51200","54090"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Finance","Outside London","15","15","33680","29970"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Human Resources","London","55","50","49530","53550"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Human Resources","Outside London","40","40","32160","25500"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Knowledge and Information Management","London","10","10","41710","38660"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Operational Delivery","London","110","110","33240","29140"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Operational Delivery","Outside London","25","25","29340","25460"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Policy","London","1265","1245","50960","54090"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Policy","Outside London","145","140","43680","31660"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Project Delivery","London","15","15","43060","35590"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Statistics","London","10","10","[c]","[c]"
"In post","2023","HM Treasury (excl. agencies)","HM Treasury","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Commercial","Outside London","40","35","48170","46780"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Communications","Outside London","45","45","42230","40790"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Digital, Data and Technology","Outside London","95","90","40380","35230"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Economics","Outside London","5","5","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Finance","Outside London","30","25","52210","52280"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Human Resources","Outside London","55","55","49840","55250"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Knowledge and Information Management","Outside London","25","20","29960","29930"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Legal","Outside London","30","30","55130","57570"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","London","115","110","48560","46080"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","Outside London","1720","1630","43660","41650"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Policy","London","25","20","56710","59700"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Policy","Outside London","45","45","49380","46780"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Project Delivery","Outside London","45","45","43590","40840"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Property","Outside London","15","15","32890","30340"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","Outside London","515","485","39890","36630"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Department for Work and Pensions","Statistics","Outside London","15","15","50100","59400"
"In post","2023","Home Office","Home Office","Commercial","London","75","70","43490","43210"
"In post","2023","Home Office","Home Office","Commercial","Outside London","60","60","38220","39190"
"In post","2023","Home Office","Home Office","Communications","London","125","125","51980","47010"
"In post","2023","Home Office","Home Office","Communications","Outside London","20","20","43000","41730"
"In post","2023","Home Office","Home Office","Counter Fraud","London","30","25","34460","30930"
"In post","2023","Home Office","Home Office","Counter Fraud","Outside London","170","155","27000","26040"
"In post","2023","Home Office","Home Office","Digital, Data and Technology","London","1130","1110","54730","59000"
"In post","2023","Home Office","Home Office","Digital, Data and Technology","Outside London","685","675","47810","42620"
"In post","2023","Home Office","Home Office","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Home Office","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2023","Home Office","Home Office","Economics","London","150","150","49990","44170"
"In post","2023","Home Office","Home Office","Economics","Outside London","10","10","41890","39370"
"In post","2023","Home Office","Home Office","Finance","London","185","180","52940","48700"
"In post","2023","Home Office","Home Office","Finance","Outside London","130","125","40960","39190"
"In post","2023","Home Office","Home Office","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Home Office","Human Resources","London","380","365","45990","43210"
"In post","2023","Home Office","Home Office","Human Resources","Outside London","265","255","39930","37710"
"In post","2023","Home Office","Home Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Home Office","Intelligence Analysis","London","420","395","33910","31230"
"In post","2023","Home Office","Home Office","Intelligence Analysis","Outside London","1045","990","28870","26780"
"In post","2023","Home Office","Home Office","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Home Office","Knowledge and Information Management","London","75","70","42750","38150"
"In post","2023","Home Office","Home Office","Knowledge and Information Management","Outside London","25","20","42070","39190"
"In post","2023","Home Office","Home Office","Operational Delivery","London","7310","6820","33510","30040"
"In post","2023","Home Office","Home Office","Operational Delivery","Outside London","23490","21830","27500","25880"
"In post","2023","Home Office","Home Office","Operational Delivery","Overseas","20","20","35850","26880"
"In post","2023","Home Office","Home Office","Operational Delivery","Unknown","200","180","28340","26370"
"In post","2023","Home Office","Home Office","Operational Research","London","85","80","50170","44330"
"In post","2023","Home Office","Home Office","Operational Research","Outside London","20","20","46830","42410"
"In post","2023","Home Office","Home Office","Other","London","840","810","38120","36180"
"In post","2023","Home Office","Home Office","Other","Outside London","810","765","30850","26380"
"In post","2023","Home Office","Home Office","Policy","London","2150","2110","53390","59000"
"In post","2023","Home Office","Home Office","Policy","Outside London","420","410","43590","39190"
"In post","2023","Home Office","Home Office","Policy","Overseas","5","5","[c]","[c]"
"In post","2023","Home Office","Home Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Home Office","Project Delivery","London","995","980","49950","43330"
"In post","2023","Home Office","Home Office","Project Delivery","Outside London","795","775","42280","39190"
"In post","2023","Home Office","Home Office","Property","London","15","15","51240","59000"
"In post","2023","Home Office","Home Office","Property","Outside London","10","10","38960","35580"
"In post","2023","Home Office","Home Office","Science and Engineering","London","60","60","54320","45790"
"In post","2023","Home Office","Home Office","Science and Engineering","Outside London","50","45","47060","39750"
"In post","2023","Home Office","Home Office","Security","London","240","235","34080","29980"
"In post","2023","Home Office","Home Office","Security","Outside London","115","110","31700","32000"
"In post","2023","Home Office","Home Office","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Home Office","Social Research","London","150","145","49240","44710"
"In post","2023","Home Office","Home Office","Social Research","Outside London","30","25","40940","39690"
"In post","2023","Home Office","Home Office","Statistics","London","125","125","38560","36310"
"In post","2023","Home Office","Home Office","Statistics","Outside London","10","10","39140","36130"
"In post","2023","Home Office","Home Office","Unknown","London","50","50","55490","59290"
"In post","2023","Home Office","Home Office","Unknown","Outside London","15","15","41920","32160"
"In post","2023","Home Office","Home Office","Unknown","Overseas","125","120","[c]","[c]"
"In post","2023","Institute for Apprenticeships and Technical Education","Department for Education","Commercial","London","10","10","[c]","[c]"
"In post","2023","Institute for Apprenticeships and Technical Education","Department for Education","Commercial","Outside London","10","10","46170","51460"
"In post","2023","Institute for Apprenticeships and Technical Education","Department for Education","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Institute for Apprenticeships and Technical Education","Department for Education","Communications","Outside London","5","5","[c]","[c]"
"In post","2023","Institute for Apprenticeships and Technical Education","Department for Education","Digital, Data and Technology","London","20","20","50640","55290"
"In post","2023","Institute for Apprenticeships and Technical Education","Department for Education","Digital, Data and Technology","Outside London","10","10","46840","51460"
"In post","2023","Institute for Apprenticeships and Technical Education","Department for Education","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Institute for Apprenticeships and Technical Education","Department for Education","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Institute for Apprenticeships and Technical Education","Department for Education","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Institute for Apprenticeships and Technical Education","Department for Education","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2023","Institute for Apprenticeships and Technical Education","Department for Education","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Institute for Apprenticeships and Technical Education","Department for Education","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Institute for Apprenticeships and Technical Education","Department for Education","Legal","Outside London","5","5","[c]","[c]"
"In post","2023","Institute for Apprenticeships and Technical Education","Department for Education","Operational Delivery","London","50","50","54450","55290"
"In post","2023","Institute for Apprenticeships and Technical Education","Department for Education","Operational Delivery","Outside London","115","115","45430","51460"
"In post","2023","Institute for Apprenticeships and Technical Education","Department for Education","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Institute for Apprenticeships and Technical Education","Department for Education","Policy","Outside London","15","15","47720","51460"
"In post","2023","Institute for Apprenticeships and Technical Education","Department for Education","Project Delivery","London","15","15","52840","55290"
"In post","2023","Institute for Apprenticeships and Technical Education","Department for Education","Project Delivery","Outside London","25","25","45550","51460"
"In post","2023","Institute for Apprenticeships and Technical Education","Department for Education","Unknown","London","5","5","[c]","[c]"
"In post","2023","Institute for Apprenticeships and Technical Education","Department for Education","Unknown","Outside London","20","20","43850","37920"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","15","15","37010","29680"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Communications","Outside London","40","35","39530","36990"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","245","240","48930","48810"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Economics","London","5","5","[c]","[c]"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Economics","Outside London","5","5","[c]","[c]"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Finance","Outside London","30","25","43540","42620"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","55","50","38850","32590"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Outside London","30","30","34840","31750"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","International Trade","London","5","5","[c]","[c]"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Legal","Outside London","60","55","52250","57860"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","630","585","28900","25040"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Other","Outside London","20","20","46520","41470"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Policy","London","30","30","53970","45040"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Policy","Outside London","80","75","48430","42400"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","35","35","42990","41240"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","365","340","51010","45240"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Security","Outside London","15","15","43890","46180"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Statistics","Outside London","5","5","[c]","[c]"
"In post","2023","Legal Aid Agency","Ministry of Justice","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Legal Aid Agency","Ministry of Justice","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal Aid Agency","Ministry of Justice","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Legal Aid Agency","Ministry of Justice","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal Aid Agency","Ministry of Justice","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal Aid Agency","Ministry of Justice","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal Aid Agency","Ministry of Justice","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Legal Aid Agency","Ministry of Justice","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal Aid Agency","Ministry of Justice","Legal","London","10","10","66130","64140"
"In post","2023","Legal Aid Agency","Ministry of Justice","Legal","Outside London","30","30","53460","51770"
"In post","2023","Legal Aid Agency","Ministry of Justice","Operational Delivery","London","105","100","44600","43650"
"In post","2023","Legal Aid Agency","Ministry of Justice","Operational Delivery","Outside London","975","900","27630","25830"
"In post","2023","Legal Aid Agency","Ministry of Justice","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal Aid Agency","Ministry of Justice","Policy","London","10","10","49050","45350"
"In post","2023","Legal Aid Agency","Ministry of Justice","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal Aid Agency","Ministry of Justice","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Legal Aid Agency","Ministry of Justice","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal Aid Agency","Ministry of Justice","Security","Outside London","5","5","[c]","[c]"
"In post","2023","Legal Aid Agency","Ministry of Justice","Unknown","London","10","10","33540","33140"
"In post","2023","Legal Aid Agency","Ministry of Justice","Unknown","Outside London","5","5","[c]","[c]"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","Commercial","Outside London","20","20","40730","40180"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","Communications","Outside London","20","15","35880","31660"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","Digital, Data and Technology","Outside London","85","85","38400","31940"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","Finance","Outside London","40","40","38250","31950"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","Human Resources","Outside London","35","30","34400","31660"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","Internal Audit","Outside London","20","20","39210","32950"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","Legal","Outside London","5","5","[c]","[c]"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","Operational Delivery","London","5","5","[c]","[c]"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","Operational Delivery","Outside London","760","740","33590","31350"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","Policy","Outside London","190","185","40210","39820"
"In post","2023","Maritime and Coastguard Agency","Department for Transport","Property","Outside London","10","10","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Commercial","London","10","10","40140","33720"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Communications","London","65","65","44450","41190"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Communications","Outside London","5","5","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Digital, Data and Technology","London","65","65","51430","54090"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Finance","London","35","35","43680","41480"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Finance","Outside London","5","5","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Human Resources","London","25","25","46600","41690"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Knowledge and Information Management","London","25","25","42990","41190"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Legal","London","10","10","45460","42130"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Legal","Outside London","20","20","42240","41330"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Medicine","London","80","75","70430","69480"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Operational Delivery","London","195","190","43000","33940"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Operational Delivery","Outside London","50","50","40360","34110"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Operational Research","London","35","35","49970","41890"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Other","London","50","50","45400","41190"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Other","Outside London","35","35","55270","51050"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Policy","London","45","45","51490","54090"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Policy","Outside London","5","5","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Project Delivery","London","10","10","43760","41190"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Property","Outside London","15","15","40090","34280"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Science and Engineering","London","185","175","55140","54270"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Science and Engineering","Outside London","165","165","50730","46550"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Statistics","London","5","5","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Tax","London","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","20","20","45170","42460"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Communications","Outside London","30","30","35780","35110"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","335","325","39070","35550"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Finance","Outside London","25","20","36410","33050"
