"Status","Year","Disability","Ethnicity","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Asian","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","G6","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","AO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","AA","10","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","AO","320","265","22510","21690"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","EO","725","650","29760","28120"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","HEO","100","95","36950","38340"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","SEO","35","35","41890","43760"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Estyn","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Estyn","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Estyn","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Estyn","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Estyn","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Estyn","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office","AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","AO","135","120","23330","22520"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","EO","100","90","29990","28130"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","G6","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","G7","40","40","59970","57970"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","HEO","115","110","36850","35000"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","SEO","75","70","44050","42510"
"In post","2023","Declared disabled","Asian","HM Treasury","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury","G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury","HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","AA","10","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","AO","75","70","25040","26400"
"In post","2023","Declared disabled","Asian","Home Office","EO","145","130","29150","29890"
"In post","2023","Declared disabled","Asian","Home Office","G6","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","G7","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","HEO","65","60","35470","36180"
"In post","2023","Declared disabled","Asian","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","SEO","45","45","43310","43210"
"In post","2023","Declared disabled","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","AO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","EO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","G6","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","HEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","SEO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Justice","AA","40","35","22800","23000"
"In post","2023","Declared disabled","Asian","Ministry of Justice","AO","230","210","24800","21780"
"In post","2023","Declared disabled","Asian","Ministry of Justice","EO","65","65","28400","28480"
"In post","2023","Declared disabled","Asian","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Justice","G7","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Justice","HEO","55","55","35580","35410"
"In post","2023","Declared disabled","Asian","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Justice","SEO","65","65","44800","43650"
"In post","2023","Declared disabled","Asian","Ministry of Justice","Unknown","160","150","30860","29050"
"In post","2023","Declared disabled","Asian","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland Office","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Government","AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Government","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","The National Archives","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","The National Archives","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","The National Archives","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","The National Archives","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","The National Archives","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","The National Archives","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Export Finance","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Supreme Court","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Supreme Court","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Supreme Court","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Water Services Regulation Authority","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Welsh Government","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Welsh Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Welsh Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Welsh Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Welsh Government","SEO","[c]","[c]","[c]","[c]"
