"Status","Year","Age","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Ministry of Justice","10","10","[c]","[c]"
"In post","2023","16-19","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Cabinet Office","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Environment, Food and Rural Affairs","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Department for Transport","40","35","21650","20750"
"In post","2023","16-19","Unknown","Department for Work and Pensions","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Foreign, Commonwealth and Development Office","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","HM Revenue and Customs","80","75","23290","22520"
"In post","2023","16-19","Unknown","Home Office","110","100","23780","22400"
"In post","2023","16-19","Unknown","Ministry of Defence","115","115","19640","18660"
"In post","2023","16-19","Unknown","Ministry of Justice","130","120","25430","23230"
"In post","2023","16-19","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Scottish Government","50","45","22810","22180"
"In post","2023","16-19","Unknown","UK Statistics Authority","10","5","[c]","[c]"
"In post","2023","16-19","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Attorney General's Departments","40","40","21620","20980"
"In post","2023","16-19","White","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Department for Business, Energy and Industrial Strategy","15","15","[c]","[c]"
"In post","2023","16-19","White","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Department for Environment, Food and Rural Affairs","20","20","[c]","[c]"
"In post","2023","16-19","White","Department for International Trade","5","5","[c]","[c]"
"In post","2023","16-19","White","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Department for Transport","50","50","21960","22500"
"In post","2023","16-19","White","Department for Work and Pensions","60","60","23140","21690"
"In post","2023","16-19","White","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Foreign, Commonwealth and Development Office","20","20","[c]","[c]"
"In post","2023","16-19","White","HM Land Registry","5","5","[c]","[c]"
"In post","2023","16-19","White","HM Revenue and Customs","75","75","23230","22520"
"In post","2023","16-19","White","HM Treasury","5","5","[c]","[c]"
"In post","2023","16-19","White","Home Office","25","20","[c]","[c]"
"In post","2023","16-19","White","Ministry of Defence","110","110","20640","19460"
"In post","2023","16-19","White","Ministry of Justice","200","195","25830","24070"
"In post","2023","16-19","White","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Scottish Government","25","25","[c]","[c]"
"In post","2023","16-19","White","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","UK Statistics Authority","20","20","[c]","[c]"
"In post","2023","16-19","White","Welsh Government","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Attorney General's Departments","245","245","29260","27760"
"In post","2023","20-29","Asian","Cabinet Office","290","285","33400","30130"
"In post","2023","20-29","Asian","Chancellor's other departments","20","20","[c]","[c]"
"In post","2023","20-29","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Competition and Markets Authority","35","35","33520","28850"
"In post","2023","20-29","Asian","Department for Business, Energy and Industrial Strategy","250","250","38550","37260"
"In post","2023","20-29","Asian","Department for Digital, Culture, Media and Sport","50","50","40870","37320"
"In post","2023","20-29","Asian","Department for Education","185","185","35960","30710"
"In post","2023","20-29","Asian","Department for Environment, Food and Rural Affairs","130","125","32670","33700"
"In post","2023","20-29","Asian","Department for International Trade","90","90","37780","35220"
"In post","2023","20-29","Asian","Department for Levelling Up, Housing and Communities","85","80","35970","34310"
"In post","2023","20-29","Asian","Department for Transport","175","175","34190","31660"
"In post","2023","20-29","Asian","Department for Work and Pensions","1475","1440","28180","28120"
"In post","2023","20-29","Asian","Department of Health and Social Care","265","255","33360","32980"
"In post","2023","20-29","Asian","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Food Standards Agency","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Foreign, Commonwealth and Development Office","100","100","37220","36620"
"In post","2023","20-29","Asian","HM Land Registry","35","35","28920","28080"
"In post","2023","20-29","Asian","HM Revenue and Customs","1470","1435","29530","27890"
"In post","2023","20-29","Asian","HM Treasury","130","125","36710","33630"
"In post","2023","20-29","Asian","Home Office","480","465","31350","29890"
"In post","2023","20-29","Asian","Ministry of Defence","245","245","32870","31920"
"In post","2023","20-29","Asian","Ministry of Justice","965","940","27440","25480"
"In post","2023","20-29","Asian","National Crime Agency","45","45","34690","34340"
"In post","2023","20-29","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Office for Standards in Education, Children's Services and Skills","25","25","[c]","[c]"
"In post","2023","20-29","Asian","Office of Gas and Electricity Markets","65","65","31730","28590"
"In post","2023","20-29","Asian","Office of Qualifications and Examinations Regulation","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Office of Rail and Road","5","5","[c]","[c]"
"In post","2023","20-29","Asian","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Scottish Government","65","65","32580","29100"
"In post","2023","20-29","Asian","The National Archives","5","5","[c]","[c]"
"In post","2023","20-29","Asian","UK Export Finance","30","30","[c]","[c]"
"In post","2023","20-29","Asian","UK Statistics Authority","80","75","32620","31560"
"In post","2023","20-29","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Water Services Regulation Authority","10","10","[c]","[c]"
"In post","2023","20-29","Asian","Welsh Government","5","5","[c]","[c]"
"In post","2023","20-29","Black","Attorney General's Departments","100","100","28940","27760"
"In post","2023","20-29","Black","Cabinet Office","90","90","32320","30130"
"In post","2023","20-29","Black","Chancellor's other departments","5","5","[c]","[c]"
"In post","2023","20-29","Black","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Competition and Markets Authority","10","10","[c]","[c]"
"In post","2023","20-29","Black","Department for Business, Energy and Industrial Strategy","90","90","39010","37470"
"In post","2023","20-29","Black","Department for Digital, Culture, Media and Sport","40","40","35310","35040"
"In post","2023","20-29","Black","Department for Education","50","50","35880","32260"
"In post","2023","20-29","Black","Department for Environment, Food and Rural Affairs","45","45","32380","33830"
"In post","2023","20-29","Black","Department for International Trade","45","45","36180","35010"
"In post","2023","20-29","Black","Department for Levelling Up, Housing and Communities","35","35","35370","34310"
"In post","2023","20-29","Black","Department for Transport","45","45","33880","33030"
"In post","2023","20-29","Black","Department for Work and Pensions","410","405","30450","32520"
"In post","2023","20-29","Black","Department of Health and Social Care","85","85","33010","32980"
"In post","2023","20-29","Black","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Food Standards Agency","5","5","[c]","[c]"
"In post","2023","20-29","Black","Foreign, Commonwealth and Development Office","45","45","34890","34930"
"In post","2023","20-29","Black","HM Land Registry","10","10","[c]","[c]"
"In post","2023","20-29","Black","HM Revenue and Customs","285","280","33150","32260"
"In post","2023","20-29","Black","HM Treasury","15","15","[c]","[c]"
"In post","2023","20-29","Black","Home Office","125","125","31820","29890"
"In post","2023","20-29","Black","Ministry of Defence","60","60","31800","30950"
"In post","2023","20-29","Black","Ministry of Justice","525","515","29550","28880"
"In post","2023","20-29","Black","National Crime Agency","15","15","[c]","[c]"
"In post","2023","20-29","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Office for Standards in Education, Children's Services and Skills","5","5","[c]","[c]"
"In post","2023","20-29","Black","Office of Gas and Electricity Markets","15","15","[c]","[c]"
"In post","2023","20-29","Black","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2023","20-29","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Scottish Government","10","10","[c]","[c]"
"In post","2023","20-29","Black","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","UK Export Finance","10","10","[c]","[c]"
"In post","2023","20-29","Black","UK Statistics Authority","30","25","[c]","[c]"
"In post","2023","20-29","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Attorney General's Departments","85","85","31160","28200"
"In post","2023","20-29","Mixed","Cabinet Office","165","165","34250","32210"
"In post","2023","20-29","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Competition and Markets Authority","10","10","[c]","[c]"
"In post","2023","20-29","Mixed","Department for Business, Energy and Industrial Strategy","125","125","41120","41060"
"In post","2023","20-29","Mixed","Department for Digital, Culture, Media and Sport","25","25","[c]","[c]"
"In post","2023","20-29","Mixed","Department for Education","70","70","36360","31320"
"In post","2023","20-29","Mixed","Department for Environment, Food and Rural Affairs","75","75","34310","33830"
"In post","2023","20-29","Mixed","Department for International Trade","40","40","40950","41310"
"In post","2023","20-29","Mixed","Department for Levelling Up, Housing and Communities","35","35","42650","40590"
"In post","2023","20-29","Mixed","Department for Transport","65","65","34070","31350"
"In post","2023","20-29","Mixed","Department for Work and Pensions","310","300","28380","28120"
"In post","2023","20-29","Mixed","Department of Health and Social Care","75","70","34260","32980"
"In post","2023","20-29","Mixed","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Food Standards Agency","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Foreign, Commonwealth and Development Office","90","85","35730","33710"
"In post","2023","20-29","Mixed","HM Land Registry","20","20","[c]","[c]"
"In post","2023","20-29","Mixed","HM Revenue and Customs","245","240","31640","28130"
"In post","2023","20-29","Mixed","HM Treasury","45","45","37330","33630"
"In post","2023","20-29","Mixed","Home Office","120","120","32770","29890"
"In post","2023","20-29","Mixed","Ministry of Defence","145","145","32480","30900"
"In post","2023","20-29","Mixed","Ministry of Justice","570","555","28770","28880"
"In post","2023","20-29","Mixed","National Crime Agency","25","25","[c]","[c]"
"In post","2023","20-29","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Office for Standards in Education, Children's Services and Skills","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Office of Gas and Electricity Markets","20","20","[c]","[c]"
"In post","2023","20-29","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Scottish Government","35","30","31280","29100"
"In post","2023","20-29","Mixed","The National Archives","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","UK Export Finance","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","UK Statistics Authority","35","35","33860","31560"
"In post","2023","20-29","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Water Services Regulation Authority","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Welsh Government","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Attorney General's Departments","25","25","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Cabinet Office","40","40","35100","32990"
"In post","2023","20-29","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Department for Education","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Department for International Trade","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Department for Levelling Up, Housing and Communities","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Department for Transport","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Department for Work and Pensions","70","70","29820","28120"
"In post","2023","20-29","Other ethnicity","Department of Health and Social Care","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Foreign, Commonwealth and Development Office","30","30","37010","36620"
"In post","2023","20-29","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","HM Revenue and Customs","45","40","32830","32540"
"In post","2023","20-29","Other ethnicity","HM Treasury","60","60","39280","34690"
"In post","2023","20-29","Other ethnicity","Home Office","45","40","32290","29890"
"In post","2023","20-29","Other ethnicity","Ministry of Defence","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Ministry of Justice","95","95","28810","28880"
"In post","2023","20-29","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Scottish Government","20","20","[c]","[c]"
"In post","2023","20-29","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","UK Export Finance","10","10","[c]","[c]"
