"Status","Year","Age","Disability","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice (excl. agencies)","EO","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice (excl. agencies)","G7","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice (excl. agencies)","HEO","50","45","34050","35410"
"In post","2023","20-29","Declared disabled","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Ministry of Justice (excl. agencies)","SEO","35","35","41700","43650"
"In post","2023","20-29","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Crime Agency","EO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Crime Agency","HEO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Infrastructure Commission","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Infrastructure Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Records of Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Records of Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Records of Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Records of Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Records of Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Savings and Investments","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Savings and Investments","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","National Savings and Investments","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Northern Ireland Office","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Northern Ireland Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office for Budget Responsibility","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office for Budget Responsibility","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office for Budget Responsibility","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","AO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Gas and Electricity Markets","EO","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Gas and Electricity Markets","HEO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Public Guardian","AO","30","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Public Guardian","EO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Public Guardian","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Public Guardian","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Public Guardian","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Scottish Charity Regulator","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Scottish Charity Regulator","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Planning Inspectorate","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Planning Inspectorate","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Planning Inspectorate","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Planning Inspectorate","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Queen Elizabeth II Centre","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Queen Elizabeth II Centre","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Registers of Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Registers of Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Registers of Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Revenue Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Revenue Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Revenue Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Revenue Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Revenue Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Revenue Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Rural Payments Agency","AO","45","45","22150","22150"
"In post","2023","20-29","Declared disabled","Rural Payments Agency","EO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Rural Payments Agency","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Rural Payments Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Courts and Tribunals Service","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Courts and Tribunals Service","AO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Fiscal Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Fiscal Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Forestry","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Forestry","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Forestry","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Forestry","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Government (excl. agencies)","AA","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Government (excl. agencies)","AO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Government (excl. agencies)","EO","35","35","30100","29450"
"In post","2023","20-29","Declared disabled","Scottish Government (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Government (excl. agencies)","G7","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Government (excl. agencies)","HEO","45","40","36330","34730"
"In post","2023","20-29","Declared disabled","Scottish Government (excl. agencies)","SEO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Prison Service","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Prison Service","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Prison Service","EO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Prison Service","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Prison Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Public Pensions Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Public Pensions Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Public Pensions Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Public Pensions Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Serious Fraud Office","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Serious Fraud Office","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Serious Fraud Office","EO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Serious Fraud Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Serious Fraud Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Serious Fraud Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Serious Fraud Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Social Security Scotland","AA","30","30","23150","23340"
"In post","2023","20-29","Declared disabled","Social Security Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Social Security Scotland","EO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Social Security Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Social Security Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Social Security Scotland","HEO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Social Security Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Standards and Testing Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Standards and Testing Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Standards and Testing Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Standards and Testing Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Student Awards Agency for Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Student Awards Agency for Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Student Awards Agency for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Student Awards Agency for Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Submarine Delivery Agency","Unknown","45","45","32240","31920"
"In post","2023","20-29","Declared disabled","Teaching Regulation Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Teaching Regulation Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Teaching Regulation Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Teaching Regulation Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","The Insolvency Service","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","The Insolvency Service","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","The Insolvency Service","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","The Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","The National Archives","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","The National Archives","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","The National Archives","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","The National Archives","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","The National Archives","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Transport Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Transport Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Transport Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Transport Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Transport Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Transport Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Debt Management Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Debt Management Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Debt Management Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Health Security Agency","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Health Security Agency","AO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Health Security Agency","EO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Health Security Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Health Security Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Health Security Agency","HEO","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Health Security Agency","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Hydrographic Office","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Hydrographic Office","EO","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Hydrographic Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Hydrographic Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Hydrographic Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Space Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Space Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Space Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Space Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","AO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","EO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","G7","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","HEO","50","50","31680","31560"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","SEO","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Supreme Court","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Valuation Office Agency","AO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Valuation Office Agency","EO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Valuation Office Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Valuation Office Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Valuation Office Agency","HEO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Valuation Office Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Vehicle Certification Agency","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Vehicle Certification Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Vehicle Certification Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Vehicle Certification Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Veterinary Medicines Directorate","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Veterinary Medicines Directorate","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Veterinary Medicines Directorate","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Veterinary Medicines Directorate","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Water Services Regulation Authority","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Welsh Government (excl. agencies)","AO","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Welsh Government (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Welsh Government (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Welsh Government (excl. agencies)","HEO","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Welsh Government (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Welsh Revenue Authority","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Welsh Revenue Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Welsh Revenue Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Wilton Park","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Wilton Park","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Wilton Park","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Accountant in Bankruptcy","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Accountant in Bankruptcy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Active Travel England","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Active Travel England","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Active Travel England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Active Travel England","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Advisory, Conciliation and Arbitration Service","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Advisory, Conciliation and Arbitration Service","EO","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Advisory, Conciliation and Arbitration Service","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Advisory, Conciliation and Arbitration Service","HEO","10","10","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Advisory, Conciliation and Arbitration Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Animal and Plant Health Agency","AO","160","155","23430","22150"
"In post","2023","20-29","Declared non-disabled","Animal and Plant Health Agency","EO","170","170","27610","25920"
"In post","2023","20-29","Declared non-disabled","Animal and Plant Health Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Animal and Plant Health Agency","HEO","65","65","32170","31830"
"In post","2023","20-29","Declared non-disabled","Animal and Plant Health Agency","SEO","25","25","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Attorney General's Office","AO","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Attorney General's Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Attorney General's Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Attorney General's Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Building Digital UK","EO","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Building Digital UK","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Building Digital UK","G7","15","15","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Building Digital UK","HEO","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Cabinet Office (excl. agencies)","AO","85","80","22630","21720"
"In post","2023","20-29","Declared non-disabled","Cabinet Office (excl. agencies)","EO","155","155","27250","28370"
"In post","2023","20-29","Declared non-disabled","Cabinet Office (excl. agencies)","G6","15","15","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Cabinet Office (excl. agencies)","G7","165","165","55690","56430"
"In post","2023","20-29","Declared non-disabled","Cabinet Office (excl. agencies)","HEO","225","225","34510","35240"
"In post","2023","20-29","Declared non-disabled","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Cabinet Office (excl. agencies)","SEO","125","125","41180","41870"
"In post","2023","20-29","Declared non-disabled","Central Civil Service Fast Stream","HEO","75","75","30590","30130"
"In post","2023","20-29","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","AO","15","15","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","EO","45","45","25950","25920"
