"Status","Year","Age","Function_of_post","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Finance","Department for Levelling Up, Housing and Communities","London","10","10","45690","54630"
"In post","2023","20-29","Finance","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Department for Levelling Up, Housing and Communities","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Department for Transport","London","10","10","53110","56240"
"In post","2023","20-29","Finance","Department for Transport","South East (England)","10","10","28320","26960"
"In post","2023","20-29","Finance","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Department for Transport","Wales","15","15","27460","26960"
"In post","2023","20-29","Finance","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Department for Work and Pensions","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Department for Work and Pensions","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Department for Work and Pensions","London","50","50","41670","39150"
"In post","2023","20-29","Finance","Department for Work and Pensions","North East (England)","30","30","33250","34170"
"In post","2023","20-29","Finance","Department for Work and Pensions","North West (England)","80","80","32950","34170"
"In post","2023","20-29","Finance","Department for Work and Pensions","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Department for Work and Pensions","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Department for Work and Pensions","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","20-29","Finance","Department for Work and Pensions","Yorkshire and The Humber","45","40","31170","28120"
"In post","2023","20-29","Finance","Department of Health and Social Care","London","50","50","39530","34190"
"In post","2023","20-29","Finance","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Department of Health and Social Care","Yorkshire and The Humber","25","25","31300","30370"
"In post","2023","20-29","Finance","Estyn","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Foreign, Commonwealth and Development Office","London","40","40","44500","43000"
"In post","2023","20-29","Finance","Foreign, Commonwealth and Development Office","Scotland","25","25","27970","23950"
"In post","2023","20-29","Finance","Foreign, Commonwealth and Development Office","South East (England)","65","65","26680","25700"
"In post","2023","20-29","Finance","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","HM Revenue and Customs","East Midlands (England)","20","20","34160","34400"
"In post","2023","20-29","Finance","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","HM Revenue and Customs","London","65","65","41930","39450"
"In post","2023","20-29","Finance","HM Revenue and Customs","North East (England)","35","35","35410","34700"
"In post","2023","20-29","Finance","HM Revenue and Customs","North West (England)","30","30","30460","28010"
"In post","2023","20-29","Finance","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","HM Revenue and Customs","Scotland","100","90","24020","22520"
"In post","2023","20-29","Finance","HM Revenue and Customs","South East (England)","10","10","27380","24720"
"In post","2023","20-29","Finance","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","HM Revenue and Customs","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","HM Revenue and Customs","Yorkshire and The Humber","75","75","25860","22520"
"In post","2023","20-29","Finance","HM Treasury","London","20","20","38410","33630"
"In post","2023","20-29","Finance","Home Office","London","10","10","50040","59000"
"In post","2023","20-29","Finance","Home Office","North West (England)","5","5","[c]","[c]"
"In post","2023","20-29","Finance","Home Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Ministry of Defence","East of England","20","20","36430","38020"
"In post","2023","20-29","Finance","Ministry of Defence","London","35","35","39930","37850"
"In post","2023","20-29","Finance","Ministry of Defence","North West (England)","10","10","32170","33830"
"In post","2023","20-29","Finance","Ministry of Defence","Overseas","5","5","[c]","[c]"
"In post","2023","20-29","Finance","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Ministry of Defence","South East (England)","55","55","32680","33830"
"In post","2023","20-29","Finance","Ministry of Defence","South West (England)","225","225","29530","27140"
"In post","2023","20-29","Finance","Ministry of Defence","West Midlands (England)","15","15","29790","27470"
"In post","2023","20-29","Finance","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Ministry of Justice","London","35","35","43140","43650"
"In post","2023","20-29","Finance","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Ministry of Justice","West Midlands (England)","10","10","26340","25830"
"In post","2023","20-29","Finance","Ministry of Justice","Yorkshire and The Humber","10","10","33070","31270"
"In post","2023","20-29","Finance","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Scottish Government","Scotland","25","25","29570","29400"
"In post","2023","20-29","Finance","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","UK Export Finance","London","5","5","[c]","[c]"
"In post","2023","20-29","Finance","UK Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","UK Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Welsh Government","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Grants Management","Department for Environment, Food and Rural Affairs","East Midlands (England)","20","20","22990","22150"
"In post","2023","20-29","Grants Management","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Grants Management","Department for Environment, Food and Rural Affairs","North East (England)","110","110","23550","22150"
"In post","2023","20-29","Grants Management","Department for Environment, Food and Rural Affairs","North West (England)","150","145","22940","22150"
"In post","2023","20-29","Grants Management","Department for Environment, Food and Rural Affairs","South East (England)","15","15","24290","22150"
"In post","2023","20-29","Grants Management","Department for Environment, Food and Rural Affairs","South West (England)","20","20","23400","22150"
"In post","2023","20-29","Grants Management","Department for Environment, Food and Rural Affairs","West Midlands (England)","35","35","24310","22150"
"In post","2023","20-29","Grants Management","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","55","55","24660","22150"
"In post","2023","20-29","Grants Management","Home Office","London","15","15","46190","43210"
"In post","2023","20-29","Grants Management","Home Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Grants Management","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Attorney General's Departments","London","30","30","32900","31640"
"In post","2023","20-29","Human Resources","Attorney General's Departments","North West (England)","15","15","29240","26900"
"In post","2023","20-29","Human Resources","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Attorney General's Departments","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Attorney General's Departments","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","20-29","Human Resources","Cabinet Office","London","55","55","35180","30770"
"In post","2023","20-29","Human Resources","Cabinet Office","North East (England)","50","45","23910","21720"
"In post","2023","20-29","Human Resources","Cabinet Office","North West (England)","15","15","31370","26780"
"In post","2023","20-29","Human Resources","Cabinet Office","Scotland","10","10","31520","30510"
"In post","2023","20-29","Human Resources","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Cabinet Office","Yorkshire and The Humber","15","15","34630","33020"
"In post","2023","20-29","Human Resources","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Competition and Markets Authority","London","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","London","20","20","43570","41880"
"In post","2023","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","South West (England)","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","Wales","20","20","32390","28570"
"In post","2023","20-29","Human Resources","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Digital, Culture, Media and Sport","London","10","10","37700","35830"
"In post","2023","20-29","Human Resources","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Education","North East (England)","10","10","28000","25900"
"In post","2023","20-29","Human Resources","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Education","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Education","Yorkshire and The Humber","10","10","30000","28120"
"In post","2023","20-29","Human Resources","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Environment, Food and Rural Affairs","London","10","10","38530","33830"
"In post","2023","20-29","Human Resources","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Environment, Food and Rural Affairs","South West (England)","10","10","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for International Trade","London","30","30","37990","35010"
"In post","2023","20-29","Human Resources","Department for International Trade","North East (England)","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Levelling Up, Housing and Communities","London","10","10","47700","49010"
"In post","2023","20-29","Human Resources","Department for Levelling Up, Housing and Communities","North West (England)","10","10","29940","28770"
"In post","2023","20-29","Human Resources","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Levelling Up, Housing and Communities","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Transport","London","15","15","43400","43320"
"In post","2023","20-29","Human Resources","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Transport","Wales","20","20","28710","31350"
"In post","2023","20-29","Human Resources","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Work and Pensions","East Midlands (England)","10","10","28080","28120"
"In post","2023","20-29","Human Resources","Department for Work and Pensions","London","40","40","38820","32520"
"In post","2023","20-29","Human Resources","Department for Work and Pensions","North East (England)","15","10","33670","34170"
"In post","2023","20-29","Human Resources","Department for Work and Pensions","North West (England)","30","30","28900","28120"
"In post","2023","20-29","Human Resources","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Work and Pensions","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Work and Pensions","Wales","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Department for Work and Pensions","West Midlands (England)","15","15","32930","28120"
"In post","2023","20-29","Human Resources","Department for Work and Pensions","Yorkshire and The Humber","35","35","33530","28120"
"In post","2023","20-29","Human Resources","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department of Health and Social Care","London","55","55","34550","32980"
"In post","2023","20-29","Human Resources","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Department of Health and Social Care","Yorkshire and The Humber","20","20","34940","30370"
"In post","2023","20-29","Human Resources","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Foreign, Commonwealth and Development Office","London","60","60","37970","37310"
"In post","2023","20-29","Human Resources","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Foreign, Commonwealth and Development Office","Scotland","15","15","29660","26120"
"In post","2023","20-29","Human Resources","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","HM Land Registry","East Midlands (England)","10","10","28910","28080"
"In post","2023","20-29","Human Resources","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","HM Revenue and Customs","East Midlands (England)","35","35","35400","34700"
"In post","2023","20-29","Human Resources","HM Revenue and Customs","London","15","15","54330","61530"
"In post","2023","20-29","Human Resources","HM Revenue and Customs","North East (England)","30","30","30460","28010"
"In post","2023","20-29","Human Resources","HM Revenue and Customs","North West (England)","70","70","30830","28130"
"In post","2023","20-29","Human Resources","HM Revenue and Customs","Northern Ireland","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","HM Revenue and Customs","Scotland","20","20","28860","27890"
"In post","2023","20-29","Human Resources","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","HM Revenue and Customs","Wales","10","10","35740","32260"
"In post","2023","20-29","Human Resources","HM Revenue and Customs","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","20-29","Human Resources","HM Revenue and Customs","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","20-29","Human Resources","HM Treasury","East of England","10","10","24810","24820"
"In post","2023","20-29","Human Resources","HM Treasury","London","20","20","38820","35710"
"In post","2023","20-29","Human Resources","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Home Office","London","30","30","47310","43000"
"In post","2023","20-29","Human Resources","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Home Office","North West (England)","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Home Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Home Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Home Office","Wales","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Home Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Home Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Ministry of Defence","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Ministry of Defence","East of England","20","20","29350","27300"
"In post","2023","20-29","Human Resources","Ministry of Defence","London","40","40","39900","37850"
"In post","2023","20-29","Human Resources","Ministry of Defence","North West (England)","20","20","25400","22220"
"In post","2023","20-29","Human Resources","Ministry of Defence","Overseas","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Ministry of Defence","Scotland","20","20","24850","22220"
"In post","2023","20-29","Human Resources","Ministry of Defence","South East (England)","50","50","30190","27470"
"In post","2023","20-29","Human Resources","Ministry of Defence","South West (England)","100","95","27360","25540"
"In post","2023","20-29","Human Resources","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Ministry of Defence","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","20-29","Human Resources","Ministry of Defence","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Ministry of Justice","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","20-29","Human Resources","Ministry of Justice","East of England","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Ministry of Justice","London","45","45","39960","35410"
"In post","2023","20-29","Human Resources","Ministry of Justice","North East (England)","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Ministry of Justice","North West (England)","20","20","30070","31100"
"In post","2023","20-29","Human Resources","Ministry of Justice","Scotland","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Ministry of Justice","South East (England)","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Ministry of Justice","South West (England)","10","10","[c]","[c]"
"In post","2023","20-29","Human Resources","Ministry of Justice","Wales","10","10","27740","28380"
"In post","2023","20-29","Human Resources","Ministry of Justice","West Midlands (England)","15","15","28570","31270"
"In post","2023","20-29","Human Resources","Ministry of Justice","Yorkshire and The Humber","20","20","32740","31270"
"In post","2023","20-29","Human Resources","National Crime Agency","London","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","National Crime Agency","North West (England)","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","National Crime Agency","South West (England)","10","10","27830","28440"
"In post","2023","20-29","Human Resources","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Office for Standards in Education, Children's Services and Skills","North West (England)","10","10","[c]","[c]"
"In post","2023","20-29","Human Resources","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Office of Gas and Electricity Markets","Scotland","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Office of the Secretary of State for Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Scottish Government","Scotland","45","45","30190","29450"
"In post","2023","20-29","Human Resources","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","UK Export Finance","London","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","UK Statistics Authority","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","UK Statistics Authority","South East (England)","10","10","[c]","[c]"
"In post","2023","20-29","Human Resources","UK Statistics Authority","Wales","20","15","28670","29590"
"In post","2023","20-29","Human Resources","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Foreign, Commonwealth and Development Office","Scotland","5","5","[c]","[c]"
"In post","2023","20-29","Internal Audit","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","HM Treasury","London","15","15","38280","35500"
"In post","2023","20-29","Internal Audit","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","HM Treasury","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Ministry of Defence","South West (England)","5","5","[c]","[c]"
"In post","2023","20-29","Internal Audit","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Attorney General's Departments","East Midlands (England)","90","90","26140","22870"
"In post","2023","20-29","Legal","Attorney General's Departments","East of England","85","85","29530","25600"
"In post","2023","20-29","Legal","Attorney General's Departments","London","610","605","33510","28200"
"In post","2023","20-29","Legal","Attorney General's Departments","North East (England)","55","50","28820","26900"
"In post","2023","20-29","Legal","Attorney General's Departments","North West (England)","145","145","28480","26900"
"In post","2023","20-29","Legal","Attorney General's Departments","South East (England)","160","160","28330","28200"
"In post","2023","20-29","Legal","Attorney General's Departments","South West (England)","70","70","26790","26160"
"In post","2023","20-29","Legal","Attorney General's Departments","Wales","45","45","29090","24430"
"In post","2023","20-29","Legal","Attorney General's Departments","West Midlands (England)","80","80","28060","26900"
"In post","2023","20-29","Legal","Attorney General's Departments","Yorkshire and The Humber","150","150","29810","26900"
"In post","2023","20-29","Legal","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Competition and Markets Authority","London","25","25","41970","34540"
"In post","2023","20-29","Legal","Competition and Markets Authority","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
