"Status","Year","Function_of_post","Profession_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","Planning Inspectors","North East (England)","Heterosexual / straight","40","35","57150","60050"
"In post","2023","No function","Planning Inspectors","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","North West (England)","Heterosexual / straight","35","35","60500","60050"
"In post","2023","No function","Planning Inspectors","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","North West (England)","Unknown","10","5","[c]","[c]"
"In post","2023","No function","Planning Inspectors","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","South East (England)","Heterosexual / straight","40","30","60340","60050"
"In post","2023","No function","Planning Inspectors","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","No function","Planning Inspectors","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","South West (England)","Heterosexual / straight","75","65","55480","60050"
"In post","2023","No function","Planning Inspectors","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Planning Inspectors","South West (England)","Undeclared","10","5","[c]","[c]"
"In post","2023","No function","Planning Inspectors","South West (England)","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Planning Inspectors","Wales","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","No function","Planning Inspectors","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","Wales","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Planning Inspectors","West Midlands (England)","Heterosexual / straight","35","30","55540","48660"
"In post","2023","No function","Planning Inspectors","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","Yorkshire and The Humber","Heterosexual / straight","30","30","60140","60050"
"In post","2023","No function","Planning Inspectors","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectors","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Policy","East Midlands (England)","Heterosexual / straight","205","195","41040","37590"
"In post","2023","No function","Policy","East Midlands (England)","LGBO","15","15","[c]","[c]"
"In post","2023","No function","Policy","East Midlands (England)","Undeclared","20","20","[c]","[c]"
"In post","2023","No function","Policy","East Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2023","No function","Policy","East of England","Heterosexual / straight","180","170","43500","40540"
"In post","2023","No function","Policy","East of England","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Policy","East of England","Undeclared","20","20","[c]","[c]"
"In post","2023","No function","Policy","East of England","Unknown","25","25","[c]","[c]"
"In post","2023","No function","Policy","London","Heterosexual / straight","12260","11945","52300","54330"
"In post","2023","No function","Policy","London","LGBO","1505","1490","50050","52520"
"In post","2023","No function","Policy","London","Undeclared","1435","1410","50960","54090"
"In post","2023","No function","Policy","London","Unknown","3065","3015","50000","45540"
"In post","2023","No function","Policy","North East (England)","Heterosexual / straight","510","495","42130","37590"
"In post","2023","No function","Policy","North East (England)","LGBO","45","45","42410","37570"
"In post","2023","No function","Policy","North East (England)","Undeclared","40","40","41980","38210"
"In post","2023","No function","Policy","North East (England)","Unknown","60","60","39700","37330"
"In post","2023","No function","Policy","North West (England)","Heterosexual / straight","935","915","42190","37750"
"In post","2023","No function","Policy","North West (England)","LGBO","110","110","40750","37540"
"In post","2023","No function","Policy","North West (England)","Undeclared","105","105","42810","39000"
"In post","2023","No function","Policy","North West (England)","Unknown","155","155","39410","37470"
"In post","2023","No function","Policy","Northern Ireland","Heterosexual / straight","65","65","41600","38100"
"In post","2023","No function","Policy","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Policy","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Policy","Northern Ireland","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Policy","Overseas","Heterosexual / straight","1325","1320","53450","53970"
"In post","2023","No function","Policy","Overseas","LGBO","125","125","53070","54000"
"In post","2023","No function","Policy","Overseas","Undeclared","20","20","[c]","[c]"
"In post","2023","No function","Policy","Overseas","Unknown","545","545","54410","55070"
"In post","2023","No function","Policy","Scotland","Heterosexual / straight","335","325","46690","47350"
"In post","2023","No function","Policy","Scotland","LGBO","40","35","42710","39530"
"In post","2023","No function","Policy","Scotland","Undeclared","30","30","49150","43410"
"In post","2023","No function","Policy","Scotland","Unknown","135","130","42870","38170"
"In post","2023","No function","Policy","South East (England)","Heterosexual / straight","400","390","39600","37300"
"In post","2023","No function","Policy","South East (England)","LGBO","20","20","[c]","[c]"
"In post","2023","No function","Policy","South East (England)","Undeclared","65","60","42850","39820"
"In post","2023","No function","Policy","South East (England)","Unknown","50","45","39000","38250"
"In post","2023","No function","Policy","South West (England)","Heterosexual / straight","680","655","43500","37980"
"In post","2023","No function","Policy","South West (England)","LGBO","70","65","42400","37590"
"In post","2023","No function","Policy","South West (England)","Undeclared","75","70","43580","39840"
"In post","2023","No function","Policy","South West (England)","Unknown","90","85","43830","41050"
"In post","2023","No function","Policy","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","No function","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Policy","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Policy","Wales","Heterosexual / straight","375","360","41060","38670"
"In post","2023","No function","Policy","Wales","LGBO","35","35","38650","37300"
"In post","2023","No function","Policy","Wales","Undeclared","60","60","36620","33850"
"In post","2023","No function","Policy","Wales","Unknown","100","100","42410","38640"
"In post","2023","No function","Policy","West Midlands (England)","Heterosexual / straight","595","580","42510","37750"
"In post","2023","No function","Policy","West Midlands (England)","LGBO","65","65","42350","39160"
"In post","2023","No function","Policy","West Midlands (England)","Undeclared","55","55","44430","39190"
"In post","2023","No function","Policy","West Midlands (England)","Unknown","95","95","37630","32000"
"In post","2023","No function","Policy","Yorkshire and The Humber","Heterosexual / straight","1000","960","43860","38210"
"In post","2023","No function","Policy","Yorkshire and The Humber","LGBO","115","110","42690","38610"
"In post","2023","No function","Policy","Yorkshire and The Humber","Undeclared","115","115","41490","37880"
"In post","2023","No function","Policy","Yorkshire and The Humber","Unknown","155","150","40240","37300"
"In post","2023","No function","Project Delivery","East Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","No function","Project Delivery","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Project Delivery","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Project Delivery","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Project Delivery","East of England","Heterosexual / straight","40","40","41680","39190"
"In post","2023","No function","Project Delivery","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Project Delivery","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Project Delivery","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Project Delivery","London","Heterosexual / straight","695","680","51810","47300"
"In post","2023","No function","Project Delivery","London","LGBO","55","55","50570","53030"
"In post","2023","No function","Project Delivery","London","Undeclared","85","80","55720","59290"
"In post","2023","No function","Project Delivery","London","Unknown","190","190","46460","43000"
"In post","2023","No function","Project Delivery","North East (England)","Heterosexual / straight","50","45","38200","32310"
"In post","2023","No function","Project Delivery","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Project Delivery","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Project Delivery","North East (England)","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Project Delivery","North West (England)","Heterosexual / straight","215","205","42120","39190"
"In post","2023","No function","Project Delivery","North West (England)","LGBO","15","15","[c]","[c]"
"In post","2023","No function","Project Delivery","North West (England)","Undeclared","20","20","[c]","[c]"
"In post","2023","No function","Project Delivery","North West (England)","Unknown","35","35","38130","34950"
"In post","2023","No function","Project Delivery","Northern Ireland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","No function","Project Delivery","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Project Delivery","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Project Delivery","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Project Delivery","Scotland","Heterosexual / straight","35","35","41450","39190"
"In post","2023","No function","Project Delivery","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Project Delivery","Scotland","Undeclared","5","5","[c]","[c]"
"In post","2023","No function","Project Delivery","Scotland","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Project Delivery","South East (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","No function","Project Delivery","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Project Delivery","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","No function","Project Delivery","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Project Delivery","South West (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","No function","Project Delivery","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Project Delivery","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Project Delivery","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Project Delivery","Wales","Heterosexual / straight","35","30","47820","42050"
"In post","2023","No function","Project Delivery","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Project Delivery","Wales","Undeclared","5","5","[c]","[c]"
"In post","2023","No function","Project Delivery","Wales","Unknown","15","10","[c]","[c]"
"In post","2023","No function","Project Delivery","West Midlands (England)","Heterosexual / straight","60","55","43960","39190"
"In post","2023","No function","Project Delivery","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Project Delivery","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","No function","Project Delivery","West Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Project Delivery","Yorkshire and The Humber","Heterosexual / straight","125","120","42830","39190"
"In post","2023","No function","Project Delivery","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Project Delivery","Yorkshire and The Humber","Undeclared","25","25","[c]","[c]"
"In post","2023","No function","Project Delivery","Yorkshire and The Humber","Unknown","20","20","[c]","[c]"
"In post","2023","No function","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Property","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Property","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Property","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Property","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Property","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Property","Yorkshire and The Humber","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","No function","Property","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Psychology","East Midlands (England)","Heterosexual / straight","150","140","37370","32420"
"In post","2023","No function","Psychology","East Midlands (England)","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Psychology","East Midlands (England)","Undeclared","15","15","[c]","[c]"
"In post","2023","No function","Psychology","East Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Psychology","East of England","Heterosexual / straight","145","140","38560","32420"
"In post","2023","No function","Psychology","East of England","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Psychology","East of England","Undeclared","5","5","[c]","[c]"
"In post","2023","No function","Psychology","East of England","Unknown","15","15","[c]","[c]"
"In post","2023","No function","Psychology","London","Heterosexual / straight","60","60","42450","35260"
"In post","2023","No function","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Psychology","London","Undeclared","10","5","[c]","[c]"
"In post","2023","No function","Psychology","London","Unknown","15","15","[c]","[c]"
"In post","2023","No function","Psychology","North East (England)","Heterosexual / straight","75","75","40990","32420"
"In post","2023","No function","Psychology","North East (England)","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Psychology","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Psychology","North East (England)","Unknown","15","15","[c]","[c]"
"In post","2023","No function","Psychology","North West (England)","Heterosexual / straight","145","140","37890","31670"
"In post","2023","No function","Psychology","North West (England)","LGBO","10","5","[c]","[c]"
"In post","2023","No function","Psychology","North West (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Psychology","North West (England)","Unknown","20","20","[c]","[c]"
"In post","2023","No function","Psychology","Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","No function","Psychology","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Psychology","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Psychology","Scotland","Unknown","55","55","42480","37060"
"In post","2023","No function","Psychology","South East (England)","Heterosexual / straight","165","160","37560","32050"
"In post","2023","No function","Psychology","South East (England)","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Psychology","South East (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Psychology","South East (England)","Unknown","50","45","36580","31310"
"In post","2023","No function","Psychology","South West (England)","Heterosexual / straight","80","75","39400","32420"
"In post","2023","No function","Psychology","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Psychology","South West (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Psychology","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Psychology","Wales","Heterosexual / straight","50","45","37010","31670"
"In post","2023","No function","Psychology","Wales","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Psychology","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Psychology","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Psychology","West Midlands (England)","Heterosexual / straight","125","120","36310","31670"
"In post","2023","No function","Psychology","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Psychology","West Midlands (England)","Undeclared","15","15","[c]","[c]"
"In post","2023","No function","Psychology","West Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2023","No function","Psychology","Yorkshire and The Humber","Heterosexual / straight","155","150","37030","32420"
"In post","2023","No function","Psychology","Yorkshire and The Humber","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Psychology","Yorkshire and The Humber","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Psychology","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Science and Engineering","East Midlands (England)","Heterosexual / straight","300","290","40830","38940"
"In post","2023","No function","Science and Engineering","East Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Science and Engineering","East Midlands (England)","Undeclared","60","55","46680","45820"
"In post","2023","No function","Science and Engineering","East Midlands (England)","Unknown","35","35","44780","43400"
"In post","2023","No function","Science and Engineering","East of England","Heterosexual / straight","205","200","37020","34170"
"In post","2023","No function","Science and Engineering","East of England","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Science and Engineering","East of England","Undeclared","30","30","36430","35620"
"In post","2023","No function","Science and Engineering","East of England","Unknown","45","45","40140","35570"
"In post","2023","No function","Science and Engineering","London","Heterosexual / straight","545","525","47020","43320"
"In post","2023","No function","Science and Engineering","London","LGBO","40","40","50330","45640"
"In post","2023","No function","Science and Engineering","London","Undeclared","80","75","50020","47220"
"In post","2023","No function","Science and Engineering","London","Unknown","180","175","50660","45870"
"In post","2023","No function","Science and Engineering","North East (England)","Heterosexual / straight","40","35","37210","30320"
"In post","2023","No function","Science and Engineering","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Science and Engineering","North East (England)","Undeclared","10","5","[c]","[c]"
"In post","2023","No function","Science and Engineering","North East (England)","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Science and Engineering","North West (England)","Heterosexual / straight","215","205","36530","32800"
"In post","2023","No function","Science and Engineering","North West (England)","LGBO","25","25","[c]","[c]"
"In post","2023","No function","Science and Engineering","North West (England)","Undeclared","20","20","[c]","[c]"
"In post","2023","No function","Science and Engineering","North West (England)","Unknown","35","35","36390","34530"
"In post","2023","No function","Science and Engineering","Northern Ireland","Heterosexual / straight","30","30","30200","24590"
"In post","2023","No function","Science and Engineering","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Science and Engineering","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Science and Engineering","Overseas","Heterosexual / straight","50","50","57840","59270"
"In post","2023","No function","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Science and Engineering","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Science and Engineering","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Science and Engineering","Scotland","Heterosexual / straight","230","225","40490","38480"
"In post","2023","No function","Science and Engineering","Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Science and Engineering","Scotland","Undeclared","35","30","45240","43400"
"In post","2023","No function","Science and Engineering","Scotland","Unknown","35","35","37250","32910"
"In post","2023","No function","Science and Engineering","South East (England)","Heterosexual / straight","710","690","38400","34300"
"In post","2023","No function","Science and Engineering","South East (England)","LGBO","60","60","32640","29080"
"In post","2023","No function","Science and Engineering","South East (England)","Undeclared","130","120","39710","35280"
"In post","2023","No function","Science and Engineering","South East (England)","Unknown","140","135","40930","40260"
"In post","2023","No function","Science and Engineering","South West (England)","Heterosexual / straight","2415","2355","41250","42620"
"In post","2023","No function","Science and Engineering","South West (England)","LGBO","85","85","37510","34000"
"In post","2023","No function","Science and Engineering","South West (England)","Undeclared","375","360","43440","43360"
"In post","2023","No function","Science and Engineering","South West (England)","Unknown","360","350","36100","32910"
"In post","2023","No function","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Science and Engineering","Wales","Heterosexual / straight","320","300","43330","42770"
"In post","2023","No function","Science and Engineering","Wales","LGBO","20","20","[c]","[c]"
"In post","2023","No function","Science and Engineering","Wales","Undeclared","190","180","33110","30060"
"In post","2023","No function","Science and Engineering","Wales","Unknown","125","115","49060","45090"
"In post","2023","No function","Science and Engineering","West Midlands (England)","Heterosexual / straight","180","175","35880","32310"
"In post","2023","No function","Science and Engineering","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Science and Engineering","West Midlands (England)","Undeclared","30","30","36620","34000"
"In post","2023","No function","Science and Engineering","West Midlands (England)","Unknown","50","45","37190","35570"
"In post","2023","No function","Science and Engineering","Yorkshire and The Humber","Heterosexual / straight","275","265","36360","32800"
"In post","2023","No function","Science and Engineering","Yorkshire and The Humber","LGBO","25","25","[c]","[c]"
"In post","2023","No function","Science and Engineering","Yorkshire and The Humber","Undeclared","40","40","36090","33410"
"In post","2023","No function","Science and Engineering","Yorkshire and The Humber","Unknown","50","45","36850","30470"
"In post","2023","No function","Security","London","Heterosexual / straight","70","70","53460","56430"
"In post","2023","No function","Security","London","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Security","London","Undeclared","5","5","[c]","[c]"
"In post","2023","No function","Security","London","Unknown","35","35","51990","41870"
"In post","2023","No function","Security","North East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","No function","Security","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Security","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Security","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Security","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Security","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Security","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Security","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Security","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Security","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Security","West Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","No function","Security","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Security","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Security","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Security","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Social Research","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","No function","Social Research","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Social Research","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Social Research","London","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Social Research","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Social Research","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Social Research","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Social Research","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Social Research","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Statistics","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","No function","Statistics","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Statistics","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Statistics","London","Unknown","25","25","[c]","[c]"
"In post","2023","No function","Statistics","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Statistics","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Statistics","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Statistics","West Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","No function","Statistics","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Statistics","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Statistics","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Statistics","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Tax","East Midlands (England)","Heterosexual / straight","685","655","39490","35000"
"In post","2023","No function","Tax","East Midlands (England)","LGBO","50","50","35440","34700"
"In post","2023","No function","Tax","East Midlands (England)","Undeclared","75","70","42430","36990"
"In post","2023","No function","Tax","East Midlands (England)","Unknown","315","300","34390","34700"
"In post","2023","No function","Tax","East of England","Heterosexual / straight","45","40","41350","36280"
"In post","2023","No function","Tax","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Tax","East of England","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Tax","East of England","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Tax","London","Heterosexual / straight","1045","990","47390","42060"
"In post","2023","No function","Tax","London","LGBO","55","50","46840","39910"
"In post","2023","No function","Tax","London","Undeclared","145","135","47080","40330"
"In post","2023","No function","Tax","London","Unknown","500","470","43410","39790"
"In post","2023","No function","Tax","North East (England)","Heterosexual / straight","1080","1025","35220","34700"
"In post","2023","No function","Tax","North East (England)","LGBO","90","90","35380","34700"
"In post","2023","No function","Tax","North East (England)","Undeclared","85","80","37610","35000"
"In post","2023","No function","Tax","North East (England)","Unknown","470","445","30210","28130"
"In post","2023","No function","Tax","North West (England)","Heterosexual / straight","1500","1425","37670","35000"
"In post","2023","No function","Tax","North West (England)","LGBO","135","130","35110","34400"
"In post","2023","No function","Tax","North West (England)","Undeclared","160","150","41380","36350"
"In post","2023","No function","Tax","North West (England)","Unknown","705","670","32960","29730"
"In post","2023","No function","Tax","Northern Ireland","Heterosexual / straight","440","420","38260","35000"
"In post","2023","No function","Tax","Northern Ireland","LGBO","30","30","[c]","[c]"
"In post","2023","No function","Tax","Northern Ireland","Undeclared","30","30","37060","34700"
"In post","2023","No function","Tax","Northern Ireland","Unknown","145","140","30910","27890"
"In post","2023","No function","Tax","Scotland","Heterosexual / straight","900","850","38290","35000"
"In post","2023","No function","Tax","Scotland","LGBO","65","60","35250","34700"
"In post","2023","No function","Tax","Scotland","Undeclared","105","95","41280","35000"
"In post","2023","No function","Tax","Scotland","Unknown","305","285","35150","34700"
"In post","2023","No function","Tax","South East (England)","Heterosexual / straight","210","190","37990","35000"
"In post","2023","No function","Tax","South East (England)","LGBO","15","10","[c]","[c]"
"In post","2023","No function","Tax","South East (England)","Undeclared","55","50","38950","36990"
"In post","2023","No function","Tax","South East (England)","Unknown","80","70","36740","34550"
"In post","2023","No function","Tax","South West (England)","Heterosexual / straight","260","245","45080","42140"
"In post","2023","No function","Tax","South West (England)","LGBO","25","25","[c]","[c]"
"In post","2023","No function","Tax","South West (England)","Undeclared","30","30","40740","35000"
"In post","2023","No function","Tax","South West (England)","Unknown","65","65","41640","35000"
"In post","2023","No function","Tax","Wales","Heterosexual / straight","835","795","35820","34700"
"In post","2023","No function","Tax","Wales","LGBO","80","80","35010","34400"
