"Status","Year","Age","Function_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","65+","No function","Unknown","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","AA","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","AA","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","AA","Heterosexual / straight","50","[c]","22230","21380"
"Leaver CS","2023","65+","Security","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","AA","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","AA","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","AA","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Legal","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Legal","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","No function","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","No function","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","No function","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","No function","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","No function","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","No function","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","No function","AO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","HEO","Heterosexual / straight","75","[c]","33130","33270"
"Leaver Dept.","2023","20-29","Analysis","HEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","HEO","Unknown","90","[c]","32620","32000"
"Leaver Dept.","2023","20-29","Analysis","SEO","Heterosexual / straight","35","[c]","42660","42540"
"Leaver Dept.","2023","20-29","Analysis","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","HEO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","EO","Heterosexual / straight","30","[c]","29080","28120"
"Leaver Dept.","2023","20-29","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","EO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Debt","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Debt","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Debt","AO","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Debt","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","HEO","Unknown","40","[c]","30930","32000"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
