"Status","Year","Ethnicity","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","No function","Somerset CC","240","225","32130","28120"
"In post","2023","Unknown","No function","South Ayrshire","30","30","27010","25060"
"In post","2023","Unknown","No function","South Hampshire","340","265","25840","22500"
"In post","2023","Unknown","No function","South Lanarkshire","610","545","26990","25030"
"In post","2023","Unknown","No function","South Nottinghamshire","115","110","33370","28880"
"In post","2023","Unknown","No function","South Teesside","90","85","25250","23640"
"In post","2023","Unknown","No function","South West Wales","80","75","26240","25160"
"In post","2023","Unknown","No function","South and West Derbyshire","90","80","37230","31510"
"In post","2023","Unknown","No function","Southampton","75","70","30860","26330"
"In post","2023","Unknown","No function","Southend-on-Sea","35","30","31200","29390"
"In post","2023","Unknown","No function","Staffordshire CC","390","380","29890","28880"
"In post","2023","Unknown","No function","Stoke-on-Trent","135","130","26350","25750"
"In post","2023","Unknown","No function","Suffolk CC","295","270","28150","26070"
"In post","2023","Unknown","No function","Sunderland","435","380","25300","22520"
"In post","2023","Unknown","No function","Swansea","840","765","24880","22500"
"In post","2023","Unknown","No function","Swindon","30","25","[c]","[c]"
"In post","2023","Unknown","No function","Telford and Wrekin","110","100","27410","24570"
"In post","2023","Unknown","No function","Thurrock","80","80","24400","22400"
"In post","2023","Unknown","No function","Torbay","25","20","[c]","[c]"
"In post","2023","Unknown","No function","Tower Hamlets","135","125","37010","32520"
"In post","2023","Unknown","No function","Tyneside","1665","1500","27270","25750"
"In post","2023","Unknown","No function","Unknown","140","125","34050","28120"
"In post","2023","Unknown","No function","Wakefield","195","190","29410","28880"
"In post","2023","Unknown","No function","Walsall","25","20","[c]","[c]"
"In post","2023","Unknown","No function","Wandsworth","170","165","33730","33800"
"In post","2023","Unknown","No function","Warrington","240","230","32450","30440"
"In post","2023","Unknown","No function","Warwickshire CC","75","70","28810","26780"
"In post","2023","Unknown","No function","West Cumbria","40","35","31470","29050"
"In post","2023","Unknown","No function","West Essex","70","60","29310","25880"
"In post","2023","Unknown","No function","West Kent","15","15","[c]","[c]"
"In post","2023","Unknown","No function","West Lothian","20","20","[c]","[c]"
"In post","2023","Unknown","No function","West Northamptonshire","155","140","27280","25830"
"In post","2023","Unknown","No function","West Surrey","140","125","33120","30880"
"In post","2023","Unknown","No function","West Sussex (North East)","210","190","29670","26880"
"In post","2023","Unknown","No function","West Sussex (South West)","65","60","29110","28120"
"In post","2023","Unknown","No function","Westminster","5320","5225","48450","43650"
"In post","2023","Unknown","No function","Wiltshire","180","165","34370","28680"
"In post","2023","Unknown","No function","Wirral","255","235","25900","23390"
"In post","2023","Unknown","No function","Wolverhampton","85","80","27890","28120"
"In post","2023","Unknown","No function","Worcestershire CC","205","195","29230","28880"
"In post","2023","Unknown","No function","York","140","135","34600","30320"
"In post","2023","Unknown","Project Delivery","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","255","250","37450","33690"
"In post","2023","Unknown","Project Delivery","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Belfast","10","10","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Berkshire","15","15","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Birmingham","70","70","40610","38560"
"In post","2023","Unknown","Project Delivery","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Blackpool","10","10","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Bristol, City of","20","20","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Bromley","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Buckinghamshire","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Cambridgeshire CC","10","10","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Cardiff and Vale of Glamorgan","30","30","40230","41780"
"In post","2023","Unknown","Project Delivery","Central Hampshire","70","70","37830","34140"
"In post","2023","Unknown","Project Delivery","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","City of Edinburgh","25","25","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Coventry","15","15","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Croydon","60","60","55710","47870"
"In post","2023","Unknown","Project Delivery","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Devon CC","35","35","36080","37420"
"In post","2023","Unknown","Project Delivery","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Durham","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","East Cumbria","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","10","10","[c]","[c]"
"In post","2023","Unknown","Project Delivery","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Glasgow City","30","30","38510","35000"
"In post","2023","Unknown","Project Delivery","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Greater Manchester South West","65","65","41520","41780"
"In post","2023","Unknown","Project Delivery","Hackney and Newham","125","120","49970","45560"
"In post","2023","Unknown","Project Delivery","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Hertfordshire CC","10","10","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Leeds","45","45","41490","38470"
"In post","2023","Unknown","Project Delivery","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Lincolnshire CC","10","10","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Liverpool","90","90","43420","42140"
"In post","2023","Unknown","Project Delivery","Manchester","25","25","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Mid Lancashire","30","25","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Monmouthshire and Newport","20","20","[c]","[c]"
"In post","2023","Unknown","Project Delivery","North Yorkshire CC","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Nottingham","30","30","41040","35000"
"In post","2023","Unknown","Project Delivery","Overseas","20","20","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Plymouth","25","25","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Portsmouth","20","20","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Sefton","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Sheffield","15","15","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","South Hampshire","15","15","[c]","[c]"
"In post","2023","Unknown","Project Delivery","South Lanarkshire","45","45","42750","39550"
"In post","2023","Unknown","Project Delivery","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Staffordshire CC","20","20","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Suffolk CC","10","10","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Sunderland","10","10","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Swansea","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Swindon","15","15","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Telford and Wrekin","20","20","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Tower Hamlets","65","65","60780","43650"
"In post","2023","Unknown","Project Delivery","Tyneside","130","125","42530","42140"
"In post","2023","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","West Cumbria","15","10","[c]","[c]"
"In post","2023","Unknown","Project Delivery","West Essex","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Westminster","520","510","51950","53500"
"In post","2023","Unknown","Project Delivery","Wiltshire","120","115","38710","34420"
"In post","2023","Unknown","Project Delivery","Wirral","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Worcestershire CC","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","York","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Aberdeen City and Aberdeenshire","15","15","[c]","[c]"
"In post","2023","Unknown","Property","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Berkshire","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Birmingham","70","65","35490","29160"
"In post","2023","Unknown","Property","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Brent","40","40","34710","31080"
"In post","2023","Unknown","Property","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Bristol, City of","35","35","35600","32260"
"In post","2023","Unknown","Property","Bromley","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Buckinghamshire","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Cambridgeshire CC","20","20","[c]","[c]"
"In post","2023","Unknown","Property","Cardiff and Vale of Glamorgan","25","25","[c]","[c]"
"In post","2023","Unknown","Property","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Central Hampshire","20","20","[c]","[c]"
"In post","2023","Unknown","Property","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","City of Edinburgh","35","35","40440","37370"
"In post","2023","Unknown","Property","Clackmannanshire and Fife","15","15","[c]","[c]"
"In post","2023","Unknown","Property","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Cornwall and Isles of Scilly","10","5","[c]","[c]"
"In post","2023","Unknown","Property","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Croydon","70","70","38570","32160"
"In post","2023","Unknown","Property","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Devon CC","15","10","[c]","[c]"
"In post","2023","Unknown","Property","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Dumfries and Galloway","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Durham","130","130","24810","22520"
"In post","2023","Unknown","Property","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","15","15","[c]","[c]"
"In post","2023","Unknown","Property","East Kent","10","10","[c]","[c]"
"In post","2023","Unknown","Property","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","East Riding of Yorkshire","5","5","[c]","[c]"
"In post","2023","Unknown","Property","East Sussex CC","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Essex Haven Gateway","15","15","[c]","[c]"
"In post","2023","Unknown","Property","Falkirk","15","15","[c]","[c]"
"In post","2023","Unknown","Property","Flintshire and Wrexham","10","5","[c]","[c]"
"In post","2023","Unknown","Property","Glasgow City","20","20","[c]","[c]"
"In post","2023","Unknown","Property","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Greater Manchester South West","40","40","34930","32970"
"In post","2023","Unknown","Property","Hackney and Newham","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Inverclyde, East Renfrewshire, and Renfrewshire","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Inverness and Nairn, Moray, and Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Kingston upon Hull, City of","15","15","[c]","[c]"
"In post","2023","Unknown","Property","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Lancaster and Wyre","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Leeds","55","55","32720","28720"
"In post","2023","Unknown","Property","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Leicestershire CC and Rutland","40","35","21570","19770"
"In post","2023","Unknown","Property","Lincolnshire CC","10","10","[c]","[c]"
"In post","2023","Unknown","Property","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Liverpool","10","10","[c]","[c]"
"In post","2023","Unknown","Property","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Manchester","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Mid Lancashire","15","15","[c]","[c]"
"In post","2023","Unknown","Property","Milton Keynes","15","15","[c]","[c]"
"In post","2023","Unknown","Property","Monmouthshire and Newport","10","10","[c]","[c]"
"In post","2023","Unknown","Property","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","North Lanarkshire","20","15","[c]","[c]"
"In post","2023","Unknown","Property","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","North Yorkshire CC","10","10","[c]","[c]"
"In post","2023","Unknown","Property","North and West Norfolk","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Norwich and East Norfolk","10","10","[c]","[c]"
"In post","2023","Unknown","Property","Nottingham","55","50","31040","27570"
"In post","2023","Unknown","Property","Overseas","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Oxfordshire CC","15","15","[c]","[c]"
"In post","2023","Unknown","Property","Perth and Kinross, and Stirling","30","25","[c]","[c]"
"In post","2023","Unknown","Property","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Plymouth","130","125","24500","22520"
"In post","2023","Unknown","Property","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Sefton","40","40","31130","27940"
"In post","2023","Unknown","Property","Sheffield","15","10","[c]","[c]"
"In post","2023","Unknown","Property","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","South West Wales","5","5","[c]","[c]"
"In post","2023","Unknown","Property","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Southampton","15","10","[c]","[c]"
"In post","2023","Unknown","Property","Staffordshire CC","10","10","[c]","[c]"
"In post","2023","Unknown","Property","Stoke-on-Trent","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Suffolk CC","15","15","[c]","[c]"
"In post","2023","Unknown","Property","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Swansea","20","20","[c]","[c]"
"In post","2023","Unknown","Property","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Tower Hamlets","60","55","43340","40070"
"In post","2023","Unknown","Property","Tyneside","55","50","30090","26020"
"In post","2023","Unknown","Property","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","West Essex","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","West Surrey","5","5","[c]","[c]"
"In post","2023","Unknown","Property","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Westminster","70","70","47100","43650"
"In post","2023","Unknown","Property","Wiltshire","15","15","[c]","[c]"
"In post","2023","Unknown","Property","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","York","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Aberdeen City and Aberdeenshire","15","15","[c]","[c]"
"In post","2023","Unknown","Security","Antrim and Newtownabbey","10","10","[c]","[c]"
"In post","2023","Unknown","Security","Ards and North Down","5","5","[c]","[c]"
"In post","2023","Unknown","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","30","30","33680","29120"
"In post","2023","Unknown","Security","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Berkshire","120","120","35630","32700"
"In post","2023","Unknown","Security","Bexley and Greenwich","5","5","[c]","[c]"
"In post","2023","Unknown","Security","Birmingham","10","10","[c]","[c]"
"In post","2023","Unknown","Security","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Caithness and Sutherland, and Ross and Cromarty","5","5","[c]","[c]"
"In post","2023","Unknown","Security","Cambridgeshire CC","25","25","[c]","[c]"
"In post","2023","Unknown","Security","Camden and City of London","5","5","[c]","[c]"
"In post","2023","Unknown","Security","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2023","Unknown","Security","Causeway Coast and Glens","5","5","[c]","[c]"
"In post","2023","Unknown","Security","Central Bedfordshire","5","5","[c]","[c]"
"In post","2023","Unknown","Security","Central Hampshire","20","20","[c]","[c]"
"In post","2023","Unknown","Security","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","City of Edinburgh","5","5","[c]","[c]"
"In post","2023","Unknown","Security","Clackmannanshire and Fife","10","10","[c]","[c]"
"In post","2023","Unknown","Security","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2023","Unknown","Security","Croydon","5","5","[c]","[c]"
"In post","2023","Unknown","Security","Derby","10","10","[c]","[c]"
"In post","2023","Unknown","Security","Devon CC","25","25","[c]","[c]"
"In post","2023","Unknown","Security","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","230","225","29880","26410"
"In post","2023","Unknown","Security","East Kent","5","5","[c]","[c]"
"In post","2023","Unknown","Security","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","East Riding of Yorkshire","10","10","[c]","[c]"
"In post","2023","Unknown","Security","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Essex Haven Gateway","5","5","[c]","[c]"
"In post","2023","Unknown","Security","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Glasgow City","20","20","[c]","[c]"
"In post","2023","Unknown","Security","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Greater Manchester South West","10","10","[c]","[c]"
"In post","2023","Unknown","Security","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Herefordshire, County of","15","15","[c]","[c]"
"In post","2023","Unknown","Security","Hertfordshire CC","5","5","[c]","[c]"
"In post","2023","Unknown","Security","Hounslow and Richmond upon Thames","5","5","[c]","[c]"
"In post","2023","Unknown","Security","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Inverness and Nairn, Moray, and Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2023","Unknown","Security","Lancaster and Wyre","10","5","[c]","[c]"
"In post","2023","Unknown","Security","Leeds","15","15","[c]","[c]"
"In post","2023","Unknown","Security","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Liverpool","10","10","[c]","[c]"
"In post","2023","Unknown","Security","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Milton Keynes","25","25","[c]","[c]"
"In post","2023","Unknown","Security","Monmouthshire and Newport","10","10","[c]","[c]"
"In post","2023","Unknown","Security","Newry, Mourne and Down","5","5","[c]","[c]"
"In post","2023","Unknown","Security","North Hampshire","5","5","[c]","[c]"
"In post","2023","Unknown","Security","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","North Yorkshire CC","55","55","31100","27500"
"In post","2023","Unknown","Security","North and West Norfolk","15","15","[c]","[c]"
"In post","2023","Unknown","Security","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Overseas","15","15","[c]","[c]"
"In post","2023","Unknown","Security","Oxfordshire CC","10","10","[c]","[c]"
"In post","2023","Unknown","Security","Plymouth","70","70","29580","27500"
"In post","2023","Unknown","Security","Portsmouth","65","65","32460","27500"
"In post","2023","Unknown","Security","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Sheffield","10","10","[c]","[c]"
"In post","2023","Unknown","Security","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Somerset CC","10","10","[c]","[c]"
"In post","2023","Unknown","Security","South Hampshire","15","15","[c]","[c]"
"In post","2023","Unknown","Security","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Staffordshire CC","[c]","[c]","[c]","[c]"
