"Status","Year","Function_of_post","Region_ITL3","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Digital, Data & Technology","Barnet","London","LGBO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Barnet","London","Undeclared","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Barnet","London","Unknown","35","35","38700","36180"
"In post","2023","Digital, Data & Technology","Barnsley, Doncaster and Rotherham","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Barnsley, Doncaster and Rotherham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Barnsley, Doncaster and Rotherham","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Barnsley, Doncaster and Rotherham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Heterosexual / straight","555","545","40540","38790"
"In post","2023","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Undeclared","90","85","36760","34640"
"In post","2023","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","70","70","34250","33830"
"In post","2023","Digital, Data & Technology","Bedford","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bedford","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bedford","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bedford","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Belfast","Outside London","Heterosexual / straight","40","40","39680","35000"
"In post","2023","Digital, Data & Technology","Belfast","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Belfast","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Belfast","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Berkshire","Outside London","Heterosexual / straight","105","100","40900","38930"
"In post","2023","Digital, Data & Technology","Berkshire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Berkshire","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Berkshire","Outside London","Unknown","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bexley and Greenwich","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bexley and Greenwich","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bexley and Greenwich","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bexley and Greenwich","London","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Birmingham","Outside London","Heterosexual / straight","285","280","42670","39650"
"In post","2023","Digital, Data & Technology","Birmingham","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Birmingham","Outside London","Undeclared","30","30","[c]","[c]"
"In post","2023","Digital, Data & Technology","Birmingham","Outside London","Unknown","95","95","40370","36420"
"In post","2023","Digital, Data & Technology","Blackburn with Darwen","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Blackburn with Darwen","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Blackburn with Darwen","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Blackpool","Outside London","Heterosexual / straight","655","625","44250","38470"
"In post","2023","Digital, Data & Technology","Blackpool","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Blackpool","Outside London","Undeclared","75","75","43200","38470"
"In post","2023","Digital, Data & Technology","Blackpool","Outside London","Unknown","145","140","43880","38470"
"In post","2023","Digital, Data & Technology","Bournemouth, Christchurch and Poole","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bournemouth, Christchurch and Poole","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bournemouth, Christchurch and Poole","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bradford","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bradford","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bradford","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Breckland and South Norfolk","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Breckland and South Norfolk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Breckland and South Norfolk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Brent","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Brent","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bridgend and Neath Port Talbot","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bridgend and Neath Port Talbot","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bridgend and Neath Port Talbot","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bridgend and Neath Port Talbot","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Brighton and Hove","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Brighton and Hove","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Brighton and Hove","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bristol, City of","Outside London","Heterosexual / straight","375","365","45130","42510"
"In post","2023","Digital, Data & Technology","Bristol, City of","Outside London","LGBO","45","45","40370","37680"
"In post","2023","Digital, Data & Technology","Bristol, City of","Outside London","Undeclared","55","55","43740","42140"
"In post","2023","Digital, Data & Technology","Bristol, City of","Outside London","Unknown","100","95","42110","37710"
"In post","2023","Digital, Data & Technology","Bromley","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bromley","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bromley","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bromley","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Buckinghamshire","Outside London","Heterosexual / straight","30","30","37970","35990"
"In post","2023","Digital, Data & Technology","Buckinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Buckinghamshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Buckinghamshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Calderdale and Kirklees","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Calderdale and Kirklees","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Calderdale and Kirklees","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Calderdale and Kirklees","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cambridgeshire CC","Outside London","Heterosexual / straight","100","95","35290","34170"
"In post","2023","Digital, Data & Technology","Cambridgeshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cambridgeshire CC","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cambridgeshire CC","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Camden and City of London","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Camden and City of London","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Camden and City of London","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Camden and City of London","London","Unknown","35","35","54400","52200"
"In post","2023","Digital, Data & Technology","Cardiff and Vale of Glamorgan","Outside London","Heterosexual / straight","340","330","41470","38000"
"In post","2023","Digital, Data & Technology","Cardiff and Vale of Glamorgan","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cardiff and Vale of Glamorgan","Outside London","Undeclared","45","45","45850","42510"
"In post","2023","Digital, Data & Technology","Cardiff and Vale of Glamorgan","Outside London","Unknown","80","75","38390","37320"
"In post","2023","Digital, Data & Technology","Causeway Coast and Glens","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Causeway Coast and Glens","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Central Bedfordshire","Outside London","Heterosexual / straight","45","45","35140","37300"
"In post","2023","Digital, Data & Technology","Central Bedfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Central Bedfordshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Central Bedfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Central Hampshire","Outside London","Heterosexual / straight","125","120","33500","33990"
"In post","2023","Digital, Data & Technology","Central Hampshire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Central Hampshire","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Central Hampshire","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Central Valleys","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Central Valleys","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Central Valleys","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Central Valleys","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cheshire East","Outside London","Heterosexual / straight","85","85","36650","33990"
"In post","2023","Digital, Data & Technology","Cheshire East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cheshire East","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cheshire East","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cheshire West and Chester","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cheshire West and Chester","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Chorley and West Lancashire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Chorley and West Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","City of Edinburgh","Outside London","Heterosexual / straight","205","200","42240","39620"
"In post","2023","Digital, Data & Technology","City of Edinburgh","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","City of Edinburgh","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","City of Edinburgh","Outside London","Unknown","130","130","40960","38170"
"In post","2023","Digital, Data & Technology","Clackmannanshire and Fife","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Clackmannanshire and Fife","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Clackmannanshire and Fife","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Conwy and Denbighshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Conwy and Denbighshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Conwy and Denbighshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cornwall and Isles of Scilly","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cornwall and Isles of Scilly","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Coventry","Outside London","Heterosexual / straight","235","230","42950","38210"
"In post","2023","Digital, Data & Technology","Coventry","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Coventry","Outside London","Undeclared","35","35","45580","41510"
"In post","2023","Digital, Data & Technology","Coventry","Outside London","Unknown","75","75","43520","39590"
"In post","2023","Digital, Data & Technology","Croydon","London","Heterosexual / straight","470","455","50240","45560"
"In post","2023","Digital, Data & Technology","Croydon","London","LGBO","35","35","51350","43020"
"In post","2023","Digital, Data & Technology","Croydon","London","Undeclared","65","65","52920","48720"
"In post","2023","Digital, Data & Technology","Croydon","London","Unknown","280","275","45290","39450"
"In post","2023","Digital, Data & Technology","Darlington","Outside London","Heterosexual / straight","115","110","36980","37470"
"In post","2023","Digital, Data & Technology","Darlington","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Darlington","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Darlington","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Derby","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Derby","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Derby","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Derby","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Devon CC","Outside London","Heterosexual / straight","905","860","39860","39650"
"In post","2023","Digital, Data & Technology","Devon CC","Outside London","LGBO","70","70","35170","37360"
"In post","2023","Digital, Data & Technology","Devon CC","Outside London","Undeclared","240","225","39560","39650"
"In post","2023","Digital, Data & Technology","Devon CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Dorset","Outside London","Heterosexual / straight","45","45","32550","30470"
"In post","2023","Digital, Data & Technology","Dorset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Dorset","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Dorset","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Dudley","Outside London","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Dudley","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Dudley","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Dudley","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Dumfries and Galloway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Dumfries and Galloway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Dumfries and Galloway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Durham","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Durham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Durham","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Durham","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ealing","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ealing","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ealing","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Ayrshire and North Ayrshire mainland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Ayrshire and North Ayrshire mainland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Ayrshire and North Ayrshire mainland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Cumbria","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Derbyshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Derbyshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Derbyshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Kent","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Kent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Lancashire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Lothian and Midlothian","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Lothian and Midlothian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Lothian and Midlothian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Merseyside","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Merseyside","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Merseyside","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Riding of Yorkshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Riding of Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Riding of Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Surrey","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Surrey","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Surrey","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Sussex CC","Outside London","Heterosexual / straight","40","40","36520","33050"
"In post","2023","Digital, Data & Technology","East Sussex CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Sussex CC","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Sussex CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Enfield","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Enfield","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Essex Haven Gateway","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Essex Haven Gateway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Essex Haven Gateway","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Essex Haven Gateway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Essex Thames Gateway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Essex Thames Gateway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Essex Thames Gateway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Falkirk","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Falkirk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Falkirk","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Falkirk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Fermanagh and Omagh","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Fermanagh and Omagh","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Fermanagh and Omagh","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Flintshire and Wrexham","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Flintshire and Wrexham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Flintshire and Wrexham","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Flintshire and Wrexham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Glasgow City","Outside London","Heterosexual / straight","240","235","40460","37350"
"In post","2023","Digital, Data & Technology","Glasgow City","Outside London","LGBO","20","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Glasgow City","Outside London","Undeclared","30","30","38330","34590"
"In post","2023","Digital, Data & Technology","Glasgow City","Outside London","Unknown","60","60","40080","37330"
"In post","2023","Digital, Data & Technology","Gloucestershire CC","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Gloucestershire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Gloucestershire CC","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Greater Manchester North East","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Greater Manchester North East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Greater Manchester North East","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Greater Manchester North West","Outside London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Greater Manchester North West","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Greater Manchester North West","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Greater Manchester South East","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Greater Manchester South East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Greater Manchester South East","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Greater Manchester South West","Outside London","Heterosexual / straight","380","375","43610","41780"
"In post","2023","Digital, Data & Technology","Greater Manchester South West","Outside London","LGBO","40","40","39610","38440"
"In post","2023","Digital, Data & Technology","Greater Manchester South West","Outside London","Undeclared","40","40","44000","38310"
"In post","2023","Digital, Data & Technology","Greater Manchester South West","Outside London","Unknown","195","195","41490","35000"
"In post","2023","Digital, Data & Technology","Gwent Valleys","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Gwent Valleys","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Gwent Valleys","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Gwent Valleys","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Gwynedd","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Gwynedd","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Gwynedd","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Hackney and Newham","London","Heterosexual / straight","265","265","49650","45560"
"In post","2023","Digital, Data & Technology","Hackney and Newham","London","LGBO","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Hackney and Newham","London","Undeclared","40","40","47310","43840"
"In post","2023","Digital, Data & Technology","Hackney and Newham","London","Unknown","120","120","48200","40880"
"In post","2023","Digital, Data & Technology","Haringey and Islington","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Haringey and Islington","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Haringey and Islington","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Harrow and Hillingdon","London","Heterosexual / straight","40","40","36800","33670"
"In post","2023","Digital, Data & Technology","Harrow and Hillingdon","London","LGBO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Harrow and Hillingdon","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Harrow and Hillingdon","London","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Hartlepool and Stockton-on-Tees","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Hartlepool and Stockton-on-Tees","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Hartlepool and Stockton-on-Tees","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Hartlepool and Stockton-on-Tees","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Heart of Essex","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Heart of Essex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Heart of Essex","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Heart of Essex","Outside London","Unknown","[c]","[c]","[c]","[c]"
