"Status","Year","Disability","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Department for International Trade","Operational Delivery","90","85","39530","35150"
"In post","2023","Declared non-disabled","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for International Trade","Other","75","75","49120","41550"
"In post","2023","Declared non-disabled","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for International Trade","Policy","125","125","50420","45620"
"In post","2023","Declared non-disabled","Department for International Trade","Project Delivery","60","55","50620","55370"
"In post","2023","Declared non-disabled","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for International Trade","Security","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Department for International Trade","Social Research","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Department for International Trade","Statistics","40","40","50580","55370"
"In post","2023","Declared non-disabled","Department for International Trade","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Commercial","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Communications","65","65","45840","42690"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","125","120","52090","54630"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Economics","50","50","49990","54630"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Finance","105","105","50250","49700"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Human Resources","80","80","43620","40000"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","50","50","38300","33450"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Operational Delivery","575","545","37730","34310"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Planning","80","80","48780","46740"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Planning Inspectors","370","335","58320","60050"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Policy","1215","1180","50700","54630"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Project Delivery","125","120","49980","49700"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Security","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Social Research","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Statistics","125","120","46860","44180"
"In post","2023","Declared non-disabled","Department for Transport","Commercial","275","260","41190","35950"
"In post","2023","Declared non-disabled","Department for Transport","Communications","150","140","38570","35280"
"In post","2023","Declared non-disabled","Department for Transport","Corporate Finance","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport","Counter Fraud","35","35","33450","31660"
"In post","2023","Declared non-disabled","Department for Transport","Digital, Data and Technology","835","820","41560","39820"
"In post","2023","Declared non-disabled","Department for Transport","Economics","105","105","52820","55740"
"In post","2023","Declared non-disabled","Department for Transport","Finance","365","350","42440","39820"
"In post","2023","Declared non-disabled","Department for Transport","Human Resources","340","320","38400","33850"
"In post","2023","Declared non-disabled","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport","Internal Audit","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport","International Trade","40","35","61530","58020"
"In post","2023","Declared non-disabled","Department for Transport","Knowledge and Information Management","45","45","38740","35400"
"In post","2023","Declared non-disabled","Department for Transport","Legal","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport","Medicine","35","30","78240","86720"
"In post","2023","Declared non-disabled","Department for Transport","Operational Delivery","6240","5620","27180","26960"
"In post","2023","Declared non-disabled","Department for Transport","Operational Research","45","45","39400","36160"
"In post","2023","Declared non-disabled","Department for Transport","Other","30","30","56880","56340"
"In post","2023","Declared non-disabled","Department for Transport","Planning","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport","Policy","1065","1030","48350","44570"
"In post","2023","Declared non-disabled","Department for Transport","Project Delivery","395","385","52450","54110"
"In post","2023","Declared non-disabled","Department for Transport","Property","110","105","35420","31660"
"In post","2023","Declared non-disabled","Department for Transport","Science and Engineering","150","145","48600","44570"
"In post","2023","Declared non-disabled","Department for Transport","Security","190","185","39400","37730"
"In post","2023","Declared non-disabled","Department for Transport","Social Research","40","35","51880","50700"
"In post","2023","Declared non-disabled","Department for Transport","Statistics","60","55","46410","43750"
"In post","2023","Declared non-disabled","Department for Transport","Unknown","445","430","53540","43320"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Commercial","580","550","39610","38470"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Communications","110","100","44750","43100"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Counter Fraud","4590","4145","29250","28120"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Digital, Data and Technology","3200","3070","43700","38470"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Economics","35","35","48660","43760"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Finance","855","800","40570","38470"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Human Resources","495","465","42210","38470"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Knowledge and Information Management","325","305","36230","34170"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Legal","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Operational Delivery","46350","41130","27990","28120"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Operational Research","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Other","3440","3055","27590","25610"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Policy","860","820","46740","43760"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Project Delivery","1150","1050","40180","35700"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Property","225","215","43690","39150"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Psychology","45","45","36310","36690"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Science and Engineering","415","390","40220","36630"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Security","390","370","41470","38470"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Social Research","40","35","48010","43760"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Statistics","185","175","46410","39780"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Unknown","275","255","32240","28120"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Commercial","75","70","49240","46000"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Communications","70","65","49370","44760"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Digital, Data and Technology","150","145","48580","44590"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Economics","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Finance","125","120","44790","42550"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Human Resources","135","130","45510","40880"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Knowledge and Information Management","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Legal","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Medicine","260","230","81790","84650"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Operational Delivery","1255","1180","40360","35120"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Operational Research","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Other","55","50","50750","51320"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Policy","190","180","55030","54690"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Project Delivery","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Property","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Science and Engineering","920","885","42950","40290"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Social Research","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Statistics","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department of Health and Social Care","Unknown","540","510","52450","50830"
"In post","2023","Declared non-disabled","Estyn","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","Communications","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","Inspector of Education and Training","60","55","78360","78500"
"In post","2023","Declared non-disabled","Estyn","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","Operational Delivery","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","Project Delivery","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Estyn","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Commercial","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Communications","30","30","41380","38100"
"In post","2023","Declared non-disabled","Food Standards Agency","Counter Fraud","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Digital, Data and Technology","35","35","47350","41160"
"In post","2023","Declared non-disabled","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Finance","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Human Resources","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Intelligence Analysis","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Internal Audit","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","International Trade","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Legal","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Operational Delivery","460","435","34020","29430"
"In post","2023","Declared non-disabled","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Policy","180","175","42330","38670"
"In post","2023","Declared non-disabled","Food Standards Agency","Project Delivery","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Science and Engineering","80","75","42950","41160"
"In post","2023","Declared non-disabled","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Social Research","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Food Standards Agency","Veterinarian","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Commercial","80","80","48830","44700"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Communications","55","55","49840","47650"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Digital, Data and Technology","175","170","45070","42410"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Economics","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Finance","250","240","38890","33680"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Human Resources","215","205","49190","43980"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Intelligence Analysis","105","105","48900","44450"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Internal Audit","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Knowledge and Information Management","50","35","52110","57910"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Legal","55","55","66240","68470"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Operational Delivery","150","145","44080","39220"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Other","105","105","43000","36620"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Policy","2180","2155","52510","52400"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Project Delivery","205","195","49630","48440"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Property","180","180","45790","43320"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Security","475","470","44370","39360"
"In post","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","110","105","51130","51110"
"In post","2023","Declared non-disabled","HM Land Registry","Commercial","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","Communications","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","Digital, Data and Technology","385","365","41490","39460"
"In post","2023","Declared non-disabled","HM Land Registry","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","Finance","50","50","48560","45900"
"In post","2023","Declared non-disabled","HM Land Registry","Human Resources","70","65","42650","39520"
"In post","2023","Declared non-disabled","HM Land Registry","Internal Audit","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","Legal","165","150","51690","57880"
"In post","2023","Declared non-disabled","HM Land Registry","Operational Delivery","3130","2745","31270","28080"
"In post","2023","Declared non-disabled","HM Land Registry","Other","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","Project Delivery","105","105","40930","39520"
"In post","2023","Declared non-disabled","HM Land Registry","Property","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Commercial","45","45","42150","42140"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Communications","190","185","48770","43450"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Counter Fraud","1425","1370","36020","34700"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Digital, Data and Technology","1715","1665","44630","42140"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Economics","125","125","50810","45170"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Finance","755","710","44960","42140"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Human Resources","635","600","44610","42140"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Intelligence Analysis","155","150","42090","39450"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Internal Audit","45","45","50800","44930"
"In post","2023","Declared non-disabled","HM Revenue and Customs","International Trade","70","70","38750","35000"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Knowledge and Information Management","35","35","45430","42330"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Legal","1505","1440","39420","35000"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Operational Delivery","17770","16155","29660","27890"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Operational Research","120","115","48440","45170"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Other","270","245","51360","54680"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Policy","765","730","59110","58970"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Project Delivery","2075","2005","48890","42510"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Property","1675","1550","37890","34400"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Security","115","110","45500","42510"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Social Research","110","105","51970","46320"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Statistics","240","235","50740","45950"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Tax","10610","10070","39160","35000"
"In post","2023","Declared non-disabled","HM Revenue and Customs","Unknown","2695","2640","40690","35000"
"In post","2023","Declared non-disabled","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Treasury","Communications","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Treasury","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","HM Treasury","Economics","145","140","47950","53550"
"In post","2023","Declared non-disabled","HM Treasury","Finance","65","65","47640","51350"
"In post","2023","Declared non-disabled","HM Treasury","Human Resources","70","65","44400","42700"
"In post","2023","Declared non-disabled","HM Treasury","Internal Audit","260","245","51880","49300"
"In post","2023","Declared non-disabled","HM Treasury","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Treasury","Operational Delivery","115","110","33540","29790"
"In post","2023","Declared non-disabled","HM Treasury","Other","35","35","43410","42700"
"In post","2023","Declared non-disabled","HM Treasury","Policy","975","955","51580","54090"
"In post","2023","Declared non-disabled","HM Treasury","Project Delivery","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","HM Treasury","Property","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","HM Treasury","Statistics","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Commercial","70","70","42050","43210"
"In post","2023","Declared non-disabled","Home Office","Communications","80","80","55700","59290"
"In post","2023","Declared non-disabled","Home Office","Counter Fraud","155","140","27860","26180"
"In post","2023","Declared non-disabled","Home Office","Digital, Data and Technology","970","950","53710","54260"
"In post","2023","Declared non-disabled","Home Office","Economics","70","70","58190","61270"
"In post","2023","Declared non-disabled","Home Office","Finance","210","200","50140","46910"
"In post","2023","Declared non-disabled","Home Office","Human Resources","405","385","43070","39190"
"In post","2023","Declared non-disabled","Home Office","Intelligence Analysis","1055","990","30440","27650"
"In post","2023","Declared non-disabled","Home Office","Knowledge and Information Management","65","65","42650","39190"
"In post","2023","Declared non-disabled","Home Office","Operational Delivery","17385","15905","30290","27330"
"In post","2023","Declared non-disabled","Home Office","Operational Research","50","45","54680","57970"
"In post","2023","Declared non-disabled","Home Office","Other","990","940","35840","32160"
"In post","2023","Declared non-disabled","Home Office","Policy","1525","1485","54150","59000"
"In post","2023","Declared non-disabled","Home Office","Project Delivery","1085","1060","48000","43210"
"In post","2023","Declared non-disabled","Home Office","Property","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Science and Engineering","75","65","49320","44260"
"In post","2023","Declared non-disabled","Home Office","Security","260","250","31950","29890"
"In post","2023","Declared non-disabled","Home Office","Social Research","70","70","54400","60020"
"In post","2023","Declared non-disabled","Home Office","Statistics","50","50","47260","44910"
"In post","2023","Declared non-disabled","Home Office","Unknown","155","155","51740","56960"
"In post","2023","Declared non-disabled","Ministry of Defence","Commercial","1420","1360","40460","38660"
"In post","2023","Declared non-disabled","Ministry of Defence","Communications","385","365","37080","34300"
"In post","2023","Declared non-disabled","Ministry of Defence","Corporate Finance","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Counter Fraud","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Digital, Data and Technology","1530","1500","38830","34370"
"In post","2023","Declared non-disabled","Ministry of Defence","Finance","1640","1580","41670","36920"
"In post","2023","Declared non-disabled","Ministry of Defence","Geography","290","275","33790","34370"
"In post","2023","Declared non-disabled","Ministry of Defence","Human Resources","2595","2515","35280","33740"
"In post","2023","Declared non-disabled","Ministry of Defence","Intelligence Analysis","495","485","39750","37850"
"In post","2023","Declared non-disabled","Ministry of Defence","Internal Audit","75","70","39390","36470"
"In post","2023","Declared non-disabled","Ministry of Defence","Knowledge and Information Management","505","485","31900","28390"
"In post","2023","Declared non-disabled","Ministry of Defence","Legal","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Medicine","890","785","50130","40590"
"In post","2023","Declared non-disabled","Ministry of Defence","Operational Delivery","7330","7010","30890","27470"
"In post","2023","Declared non-disabled","Ministry of Defence","Operational Research","155","150","46190","49260"
"In post","2023","Declared non-disabled","Ministry of Defence","Other","2790","2700","32030","26000"
"In post","2023","Declared non-disabled","Ministry of Defence","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Policy","820","805","49020","45750"
"In post","2023","Declared non-disabled","Ministry of Defence","Project Delivery","3980","3855","44730","41370"
"In post","2023","Declared non-disabled","Ministry of Defence","Property","1285","1250","35070","34300"
"In post","2023","Declared non-disabled","Ministry of Defence","Psychology","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Science and Engineering","4845","4715","42360","42220"
"In post","2023","Declared non-disabled","Ministry of Defence","Security","3650","3570","31830","27500"
"In post","2023","Declared non-disabled","Ministry of Defence","Statistics","205","200","44080","41200"
"In post","2023","Declared non-disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Commercial","500","490","45490","42250"
"In post","2023","Declared non-disabled","Ministry of Justice","Communications","165","165","46280","43650"
"In post","2023","Declared non-disabled","Ministry of Justice","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Digital, Data and Technology","935","915","48100","47100"
"In post","2023","Declared non-disabled","Ministry of Justice","Economics","40","40","51080","51770"
"In post","2023","Declared non-disabled","Ministry of Justice","Finance","470","460","44760","41510"
"In post","2023","Declared non-disabled","Ministry of Justice","Human Resources","855","830","42390","37680"
"In post","2023","Declared non-disabled","Ministry of Justice","Intelligence Analysis","305","295","32370","28480"
"In post","2023","Declared non-disabled","Ministry of Justice","Internal Audit","45","45","50230","52360"
"In post","2023","Declared non-disabled","Ministry of Justice","Knowledge and Information Management","100","95","30800","25830"
"In post","2023","Declared non-disabled","Ministry of Justice","Legal","865","780","46770","45450"
"In post","2023","Declared non-disabled","Ministry of Justice","Operational Delivery","52800","49465","31010","29150"
"In post","2023","Declared non-disabled","Ministry of Justice","Operational Research","65","65","52780","55720"
"In post","2023","Declared non-disabled","Ministry of Justice","Other","100","100","39490","37680"
"In post","2023","Declared non-disabled","Ministry of Justice","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Policy","755","735","48670","43650"
"In post","2023","Declared non-disabled","Ministry of Justice","Project Delivery","265","260","44870","43650"
"In post","2023","Declared non-disabled","Ministry of Justice","Property","345","335","44960","41510"
"In post","2023","Declared non-disabled","Ministry of Justice","Psychology","1070","1030","38250","32420"
"In post","2023","Declared non-disabled","Ministry of Justice","Security","65","65","45410","43650"
"In post","2023","Declared non-disabled","Ministry of Justice","Social Research","75","75","52250","51770"
"In post","2023","Declared non-disabled","Ministry of Justice","Statistics","115","110","48650","43990"
"In post","2023","Declared non-disabled","Ministry of Justice","Unknown","90","90","41510","35410"
"In post","2023","Declared non-disabled","National Crime Agency","Commercial","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Communications","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Digital, Data and Technology","80","75","48050","47380"
"In post","2023","Declared non-disabled","National Crime Agency","Finance","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Human Resources","65","60","44890","42240"
"In post","2023","Declared non-disabled","National Crime Agency","Legal","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Operational Delivery","1275","1235","45170","44270"
"In post","2023","Declared non-disabled","National Crime Agency","Project Delivery","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Property","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Security","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Communications","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Finance","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Operational Delivery","35","35","39780","37680"
"In post","2023","Declared non-disabled","Northern Ireland Office","Other","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Policy","35","35","49870","43650"
"In post","2023","Declared non-disabled","Northern Ireland Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Commercial","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Communications","30","30","46130","41050"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","95","95","45360","41050"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Finance","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Human Resources","50","50","41710","36890"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","860","850","67360","72470"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Legal","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Operational Delivery","165","150","31300","27140"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Other","225","215","31680","27140"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Policy","80","75","52150","43850"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Property","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Social Research","35","35","44560","36330"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Statistics","100","95","42260","40650"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Communications","55","55","47320","43560"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Corporate Finance","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Digital, Data and Technology","175","175","51460","46250"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Economics","35","35","51480","48330"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Finance","30","30","50040","48230"
