"Status","Year","Disability","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Wales","EO","6570","6075","28190","28120"
"In post","2023","Declared non-disabled","Wales","G6/G7","3060","2940","60980","60460"
"In post","2023","Declared non-disabled","Wales","SCS level","280","270","87860","81600"
"In post","2023","Declared non-disabled","Wales","SEO/HEO","7695","7345","38980","39300"
"In post","2023","Declared non-disabled","Wales","Unknown","1020","965","30860","29050"
"In post","2023","Declared non-disabled","West Midlands (England)","AA/AO","6540","5910","23770","21780"
"In post","2023","Declared non-disabled","West Midlands (England)","EO","6060","5565","28210","28120"
"In post","2023","Declared non-disabled","West Midlands (England)","G6/G7","2270","2200","58900","56830"
"In post","2023","Declared non-disabled","West Midlands (England)","SCS level","180","175","97210","85540"
"In post","2023","Declared non-disabled","West Midlands (England)","SEO/HEO","5660","5430","37670","36560"
"In post","2023","Declared non-disabled","West Midlands (England)","Unknown","1425","1330","30600","29050"
"In post","2023","Declared non-disabled","Yorkshire and The Humber","AA/AO","6915","6185","24650","22520"
"In post","2023","Declared non-disabled","Yorkshire and The Humber","EO","6910","6310","28370","28120"
"In post","2023","Declared non-disabled","Yorkshire and The Humber","G6/G7","3480","3340","58360","56100"
"In post","2023","Declared non-disabled","Yorkshire and The Humber","SCS level","205","200","87790","79590"
"In post","2023","Declared non-disabled","Yorkshire and The Humber","SEO/HEO","7075","6730","37100","35650"
"In post","2023","Declared non-disabled","Yorkshire and The Humber","Unknown","1570","1455","30470","29050"
"In post","2023","Undeclared","East Midlands (England)","AA/AO","505","450","25190","22520"
"In post","2023","Undeclared","East Midlands (England)","EO","395","370","29290","28120"
"In post","2023","Undeclared","East Midlands (England)","G6/G7","95","95","60770","57970"
"In post","2023","Undeclared","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","East Midlands (England)","SEO/HEO","380","365","38310","36990"
"In post","2023","Undeclared","East Midlands (England)","Unknown","80","75","31630","29170"
"In post","2023","Undeclared","East of England","AA/AO","515","460","26940","24920"
"In post","2023","Undeclared","East of England","EO","415","385","30110","28480"
"In post","2023","Undeclared","East of England","G6/G7","100","100","60200","58520"
"In post","2023","Undeclared","East of England","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","East of England","SEO/HEO","405","385","39410","37970"
"In post","2023","Undeclared","East of England","Unknown","60","55","29300","29050"
"In post","2023","Undeclared","London","AA/AO","820","745","27970","26400"
"In post","2023","Undeclared","London","EO","1040","985","32010","31950"
"In post","2023","Undeclared","London","G6/G7","1760","1715","63090","61530"
"In post","2023","Undeclared","London","SCS level","235","230","95380","84990"
"In post","2023","Undeclared","London","SEO/HEO","1910","1860","40920","40710"
"In post","2023","Undeclared","London","Unknown","120","115","36250","33820"
"In post","2023","Undeclared","North East (England)","AA/AO","710","605","24870","22520"
"In post","2023","Undeclared","North East (England)","EO","420","385","29050","28120"
"In post","2023","Undeclared","North East (England)","G6/G7","155","150","57590","57420"
"In post","2023","Undeclared","North East (England)","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","North East (England)","SEO/HEO","435","420","37840","35200"
"In post","2023","Undeclared","North East (England)","Unknown","70","60","30970","29050"
"In post","2023","Undeclared","North West (England)","AA/AO","1235","1100","24680","22400"
"In post","2023","Undeclared","North West (England)","EO","865","790","28930","28120"
"In post","2023","Undeclared","North West (England)","G6/G7","320","315","58910","57970"
"In post","2023","Undeclared","North West (England)","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","North West (England)","SEO/HEO","895","855","37880","37130"
"In post","2023","Undeclared","North West (England)","Unknown","150","140","31180","29050"
"In post","2023","Undeclared","Northern Ireland","AA/AO","85","80","22350","22520"
"In post","2023","Undeclared","Northern Ireland","EO","30","30","28200","28110"
"In post","2023","Undeclared","Northern Ireland","G6/G7","20","20","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland","SEO/HEO","80","75","36390","35000"
"In post","2023","Undeclared","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Overseas","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Overseas","G6/G7","50","50","63170","59530"
"In post","2023","Undeclared","Overseas","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Overseas","SEO/HEO","55","55","44600","41120"
"In post","2023","Undeclared","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Scotland","AA/AO","515","465","23310","22220"
"In post","2023","Undeclared","Scotland","EO","410","380","28890","28120"
"In post","2023","Undeclared","Scotland","G6/G7","175","165","64330","65280"
"In post","2023","Undeclared","Scotland","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Scotland","SEO/HEO","425","410","39270","36990"
"In post","2023","Undeclared","Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","South East (England)","AA/AO","1005","900","27080","24910"
"In post","2023","Undeclared","South East (England)","EO","765","710","30790","28480"
"In post","2023","Undeclared","South East (England)","G6/G7","250","245","60420","57770"
"In post","2023","Undeclared","South East (England)","SCS level","20","15","[c]","[c]"
"In post","2023","Undeclared","South East (England)","SEO/HEO","830","795","39630","39350"
"In post","2023","Undeclared","South East (England)","Unknown","105","95","32590","29050"
"In post","2023","Undeclared","South West (England)","AA/AO","565","510","25110","22330"
"In post","2023","Undeclared","South West (England)","EO","510","470","28580","28120"
"In post","2023","Undeclared","South West (England)","G6/G7","445","425","58570","56180"
"In post","2023","Undeclared","South West (England)","SCS level","25","20","[c]","[c]"
"In post","2023","Undeclared","South West (England)","SEO/HEO","995","940","38690","38670"
"In post","2023","Undeclared","South West (England)","Unknown","155","150","41230","40170"
"In post","2023","Undeclared","Unknown","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","EO","20","15","[c]","[c]"
"In post","2023","Undeclared","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Wales","AA/AO","655","570","23230","22500"
"In post","2023","Undeclared","Wales","EO","460","430","28660","28120"
"In post","2023","Undeclared","Wales","G6/G7","135","130","61240","59480"
"In post","2023","Undeclared","Wales","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Wales","SEO/HEO","500","475","39010","38000"
"In post","2023","Undeclared","Wales","Unknown","60","55","30130","29050"
"In post","2023","Undeclared","West Midlands (England)","AA/AO","655","590","24830","22500"
"In post","2023","Undeclared","West Midlands (England)","EO","550","515","29070","28120"
"In post","2023","Undeclared","West Midlands (England)","G6/G7","185","180","59000","57100"
"In post","2023","Undeclared","West Midlands (England)","SCS level","15","15","[c]","[c]"
"In post","2023","Undeclared","West Midlands (England)","SEO/HEO","505","490","37960","37060"
"In post","2023","Undeclared","West Midlands (England)","Unknown","85","75","30950","29050"
"In post","2023","Undeclared","Yorkshire and The Humber","AA/AO","685","615","26160","23230"
"In post","2023","Undeclared","Yorkshire and The Humber","EO","570","520","29780","28120"
"In post","2023","Undeclared","Yorkshire and The Humber","G6/G7","260","250","57970","55260"
"In post","2023","Undeclared","Yorkshire and The Humber","SCS level","20","20","[c]","[c]"
"In post","2023","Undeclared","Yorkshire and The Humber","SEO/HEO","715","690","37600","37400"
"In post","2023","Undeclared","Yorkshire and The Humber","Unknown","100","90","30400","29050"
"In post","2023","Unknown","East Midlands (England)","AA/AO","1520","1430","24040","22520"
"In post","2023","Unknown","East Midlands (England)","EO","845","815","28340","28080"
"In post","2023","Unknown","East Midlands (England)","G6/G7","240","230","57780","56440"
"In post","2023","Unknown","East Midlands (England)","SCS level","10","10","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","SEO/HEO","810","785","37040","35000"
"In post","2023","Unknown","East Midlands (England)","Unknown","255","230","27420","26840"
"In post","2023","Unknown","East of England","AA/AO","1195","1130","24840","22520"
"In post","2023","Unknown","East of England","EO","810","770","28820","27650"
"In post","2023","Unknown","East of England","G6/G7","285","275","59320","55220"
"In post","2023","Unknown","East of England","SCS level","20","20","[c]","[c]"
"In post","2023","Unknown","East of England","SEO/HEO","700","675","37960","37310"
"In post","2023","Unknown","East of England","Unknown","340","310","26870","26840"
"In post","2023","Unknown","London","AA/AO","2695","2595","27900","26400"
"In post","2023","Unknown","London","EO","4350","4240","31310","29890"
"In post","2023","Unknown","London","G6/G7","6310","6140","61610","59290"
"In post","2023","Unknown","London","SCS level","825","795","96360","86460"
"In post","2023","Unknown","London","SEO/HEO","9240","9105","39350","39790"
"In post","2023","Unknown","London","Unknown","390","360","31010","28580"
"In post","2023","Unknown","North East (England)","AA/AO","2640","2320","23130","22520"
"In post","2023","Unknown","North East (England)","EO","1430","1365","27690","27890"
"In post","2023","Unknown","North East (England)","G6/G7","420","415","57860","56870"
"In post","2023","Unknown","North East (England)","SCS level","20","20","[c]","[c]"
"In post","2023","Unknown","North East (England)","SEO/HEO","1315","1270","36540","35000"
"In post","2023","Unknown","North East (England)","Unknown","90","80","27500","24570"
"In post","2023","Unknown","North West (England)","AA/AO","4670","4350","23210","22520"
"In post","2023","Unknown","North West (England)","EO","3590","3465","28090","27650"
"In post","2023","Unknown","North West (England)","G6/G7","930","905","57580","56870"
"In post","2023","Unknown","North West (England)","SCS level","45","45","94470","90350"
"In post","2023","Unknown","North West (England)","SEO/HEO","2995","2930","36860","35000"
"In post","2023","Unknown","North West (England)","Unknown","620","580","27400","24570"
"In post","2023","Unknown","Northern Ireland","AA/AO","580","540","22400","22520"
"In post","2023","Unknown","Northern Ireland","EO","405","390","28070","27890"
"In post","2023","Unknown","Northern Ireland","G6/G7","60","60","62400","58740"
"In post","2023","Unknown","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland","SEO/HEO","290","285","37640","35000"
"In post","2023","Unknown","Overseas","AA/AO","5","5","[c]","[c]"
"In post","2023","Unknown","Overseas","EO","50","50","34200","32960"
"In post","2023","Unknown","Overseas","G6/G7","625","625","61290","58700"
"In post","2023","Unknown","Overseas","SCS level","85","85","85030","77480"
"In post","2023","Unknown","Overseas","SEO/HEO","460","460","47620","45000"
"In post","2023","Unknown","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Scotland","AA/AO","6275","5855","24830","23340"
"In post","2023","Unknown","Scotland","EO","5005","4745","32010","31290"
"In post","2023","Unknown","Scotland","G6/G7","1830","1770","63440","62390"
"In post","2023","Unknown","Scotland","SCS level","110","105","90120","85200"
"In post","2023","Unknown","Scotland","SEO/HEO","4325","4130","40610","39590"
"In post","2023","Unknown","Scotland","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","South East (England)","AA/AO","2735","2500","25100","22520"
"In post","2023","Unknown","South East (England)","EO","2195","2100","28800","27080"
"In post","2023","Unknown","South East (England)","G6/G7","735","705","58600","55110"
"In post","2023","Unknown","South East (England)","SCS level","50","45","100740","94780"
"In post","2023","Unknown","South East (England)","SEO/HEO","1795","1735","37030","36300"
"In post","2023","Unknown","South East (England)","Unknown","455","415","27290","25300"
"In post","2023","Unknown","South West (England)","AA/AO","2125","2035","23810","22490"
"In post","2023","Unknown","South West (England)","EO","1350","1290","28370","27610"
"In post","2023","Unknown","South West (England)","G6/G7","1135","1080","57500","55470"
"In post","2023","Unknown","South West (England)","SCS level","55","55","102040","99430"
"In post","2023","Unknown","South West (England)","SEO/HEO","2610","2525","36970","36170"
"In post","2023","Unknown","South West (England)","Unknown","545","510","34280","28370"
"In post","2023","Unknown","Unknown","AA/AO","55","50","23390","22400"
"In post","2023","Unknown","Unknown","EO","85","75","27700","25750"
"In post","2023","Unknown","Unknown","G6/G7","25","25","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO/HEO","85","80","44110","45610"
"In post","2023","Unknown","Unknown","Unknown","1705","1705","41910","39940"
"In post","2023","Unknown","Wales","AA/AO","2125","1935","22760","22500"
"In post","2023","Unknown","Wales","EO","1375","1320","27490","27890"
"In post","2023","Unknown","Wales","G6/G7","620","600","58780","57580"
"In post","2023","Unknown","Wales","SCS level","30","30","90680","81860"
"In post","2023","Unknown","Wales","SEO/HEO","1745","1705","36940","35170"
"In post","2023","Unknown","Wales","Unknown","275","255","26610","24570"
"In post","2023","Unknown","West Midlands (England)","AA/AO","1950","1845","23660","22520"
"In post","2023","Unknown","West Midlands (England)","EO","1495","1445","28390","27890"
"In post","2023","Unknown","West Midlands (England)","G6/G7","505","485","58080","56870"
"In post","2023","Unknown","West Midlands (England)","SCS level","30","30","104360","100140"
"In post","2023","Unknown","West Midlands (England)","SEO/HEO","1550","1510","36920","35000"
"In post","2023","Unknown","West Midlands (England)","Unknown","330","285","26980","24570"
"In post","2023","Unknown","Yorkshire and The Humber","AA/AO","2390","2275","24040","22520"
"In post","2023","Unknown","Yorkshire and The Humber","EO","2120","2050","27390","26910"
"In post","2023","Unknown","Yorkshire and The Humber","G6/G7","725","700","56820","54260"
"In post","2023","Unknown","Yorkshire and The Humber","SCS level","50","50","87110","83160"
"In post","2023","Unknown","Yorkshire and The Humber","SEO/HEO","1765","1715","36080","35000"
"In post","2023","Unknown","Yorkshire and The Humber","Unknown","305","280","26700","25270"
"Leaver CS","2023","Declared disabled","East Midlands (England)","AA/AO","110","[c]","21860","21690"
"Leaver CS","2023","Declared disabled","East Midlands (England)","EO","85","[c]","27510","27570"
"Leaver CS","2023","Declared disabled","East Midlands (England)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East Midlands (England)","SEO/HEO","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East Midlands (England)","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East of England","AA/AO","115","[c]","23340","22400"
"Leaver CS","2023","Declared disabled","East of England","EO","100","[c]","28760","28120"
"Leaver CS","2023","Declared disabled","East of England","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East of England","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East of England","SEO/HEO","45","[c]","38580","36330"
"Leaver CS","2023","Declared disabled","East of England","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","AA/AO","155","[c]","24460","25110"
"Leaver CS","2023","Declared disabled","London","EO","245","[c]","30690","31060"
"Leaver CS","2023","Declared disabled","London","G6/G7","190","[c]","61140","58310"
"Leaver CS","2023","Declared disabled","London","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","SEO/HEO","245","[c]","38530","37900"
"Leaver CS","2023","Declared disabled","London","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North East (England)","AA/AO","155","[c]","21520","21690"
"Leaver CS","2023","Declared disabled","North East (England)","EO","75","[c]","27160","28080"
"Leaver CS","2023","Declared disabled","North East (England)","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North East (England)","SEO/HEO","50","[c]","35350","34290"
"Leaver CS","2023","Declared disabled","North East (England)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North West (England)","AA/AO","315","[c]","21520","21690"
"Leaver CS","2023","Declared disabled","North West (England)","EO","155","[c]","27510","28120"
"Leaver CS","2023","Declared disabled","North West (England)","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North West (England)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North West (England)","SEO/HEO","105","[c]","36290","34700"
"Leaver CS","2023","Declared disabled","North West (England)","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
