"Status","Year","Ethnicity","Region_ITL3","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Brighton and Hove","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bristol, City of","Outside London","AA/AO","55","50","22630","22320"
"In post","2023","Asian","Bristol, City of","Outside London","EO","60","55","27820","28120"
"In post","2023","Asian","Bristol, City of","Outside London","G6/G7","35","35","56890","53410"
"In post","2023","Asian","Bristol, City of","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bristol, City of","Outside London","SEO/HEO","70","65","36490","35000"
"In post","2023","Asian","Bristol, City of","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bromley","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bromley","London","EO","25","20","[c]","[c]"
"In post","2023","Asian","Bromley","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bromley","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Asian","Bromley","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","Outside London","AA/AO","30","30","27350","24360"
"In post","2023","Asian","Buckinghamshire","Outside London","EO","40","40","28210","28120"
"In post","2023","Asian","Buckinghamshire","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","Outside London","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","Outside London","AA/AO","15","15","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","Outside London","EO","120","115","28020","28120"
"In post","2023","Asian","Calderdale and Kirklees","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","Outside London","Unknown","25","20","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","Outside London","AA/AO","25","25","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","Outside London","EO","20","20","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","Outside London","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Camden and City of London","London","AA/AO","115","105","25360","25480"
"In post","2023","Asian","Camden and City of London","London","EO","75","75","30370","30040"
"In post","2023","Asian","Camden and City of London","London","G6/G7","20","20","[c]","[c]"
"In post","2023","Asian","Camden and City of London","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Camden and City of London","London","SEO/HEO","70","65","40670","41280"
"In post","2023","Asian","Camden and City of London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","Outside London","AA/AO","100","95","23000","22520"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","Outside London","EO","85","80","27940","28120"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","Outside London","G6/G7","30","30","61760","59480"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","Outside London","SEO/HEO","95","90","37430","35000"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Causeway Coast and Glens","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Causeway Coast and Glens","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Causeway Coast and Glens","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Causeway Coast and Glens","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Hampshire","Outside London","AA/AO","25","25","[c]","[c]"
"In post","2023","Asian","Central Hampshire","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Asian","Central Hampshire","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2023","Asian","Central Hampshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Hampshire","Outside London","SEO/HEO","30","30","[c]","[c]"
"In post","2023","Asian","Central Hampshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Valleys","Outside London","AA/AO","10","5","[c]","[c]"
"In post","2023","Asian","Central Valleys","Outside London","EO","25","25","[c]","[c]"
"In post","2023","Asian","Central Valleys","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Valleys","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Valleys","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Asian","Central Valleys","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire East","Outside London","AA/AO","20","15","[c]","[c]"
"In post","2023","Asian","Cheshire East","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Asian","Cheshire East","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire East","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire East","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Asian","Cheshire East","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","Outside London","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","City of Edinburgh","Outside London","AA/AO","55","50","24140","22520"
"In post","2023","Asian","City of Edinburgh","Outside London","EO","40","40","29330","28620"
"In post","2023","Asian","City of Edinburgh","Outside London","G6/G7","30","30","[c]","[c]"
"In post","2023","Asian","City of Edinburgh","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","City of Edinburgh","Outside London","SEO/HEO","85","85","40340","39590"
"In post","2023","Asian","Clackmannanshire and Fife","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Clackmannanshire and Fife","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Clackmannanshire and Fife","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Clackmannanshire and Fife","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Clackmannanshire and Fife","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Clackmannanshire and Fife","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Coventry","Outside London","AA/AO","45","40","21860","21690"
"In post","2023","Asian","Coventry","Outside London","EO","125","115","27420","28080"
"In post","2023","Asian","Coventry","Outside London","G6/G7","85","85","55140","51640"
"In post","2023","Asian","Coventry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Coventry","Outside London","SEO/HEO","200","190","35500","37590"
"In post","2023","Asian","Coventry","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Croydon","London","AA/AO","405","360","26220","26400"
"In post","2023","Asian","Croydon","London","EO","500","465","30850","30410"
"In post","2023","Asian","Croydon","London","G6/G7","215","210","63830","62550"
"In post","2023","Asian","Croydon","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Croydon","London","SEO/HEO","655","635","40560","39790"
"In post","2023","Asian","Croydon","London","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Darlington","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Asian","Darlington","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Asian","Darlington","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2023","Asian","Darlington","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Darlington","Outside London","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Asian","Darlington","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derby","Outside London","AA/AO","45","35","22270","21690"
"In post","2023","Asian","Derby","Outside London","EO","55","50","28140","28120"
"In post","2023","Asian","Derby","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derby","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derby","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Asian","Derby","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Derry City and Strabane","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derry City and Strabane","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derry City and Strabane","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon CC","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Asian","Devon CC","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Asian","Devon CC","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","Devon CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon CC","Outside London","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Asian","Devon CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Asian","Dorset","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Asian","Dorset","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dudley","Outside London","AA/AO","70","60","21770","21690"
"In post","2023","Asian","Dudley","Outside London","EO","25","25","[c]","[c]"
"In post","2023","Asian","Dudley","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dudley","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dudley","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Asian","Dudley","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Dumfries and Galloway","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dumfries and Galloway","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dumfries and Galloway","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dumfries and Galloway","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Durham","Outside London","AA/AO","30","25","23660","22400"
"In post","2023","Asian","Durham","Outside London","EO","10","5","[c]","[c]"
"In post","2023","Asian","Durham","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Durham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Durham","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Asian","Durham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ealing","London","AA/AO","15","15","[c]","[c]"
"In post","2023","Asian","Ealing","London","EO","115","105","32420","32520"
"In post","2023","Asian","Ealing","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","Ealing","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Asian","Ealing","London","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","East Ayrshire and North Ayrshire mainland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Ayrshire and North Ayrshire mainland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Ayrshire and North Ayrshire mainland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Ayrshire and North Ayrshire mainland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Ayrshire and North Ayrshire mainland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Cumbria","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Asian","East Cumbria","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Cumbria","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Cumbria","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Cumbria","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Derbyshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Derbyshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Derbyshire","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Derbyshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
