"Status","Year","Age","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","20-29","National Crime Agency","AA/AO","20","[c]","25490","24650"
"Leaver CS","2023","20-29","National Crime Agency","EO","50","[c]","35450","34670"
"Leaver CS","2023","20-29","National Crime Agency","SEO/HEO","10","[c]","43410","42240"
"Leaver CS","2023","20-29","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Records of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Records of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Savings and Investments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Budget Responsibility","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Budget Responsibility","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Budget Responsibility","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","AA/AO","20","[c]","18080","18300"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","SEO/HEO","10","[c]","37650","36330"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","AA/AO","15","[c]","20650","20970"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","EO","30","[c]","26410","25750"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","G6/G7","10","[c]","49510","46250"
"Leaver CS","2023","20-29","Office of Gas and Electricity Markets","SEO/HEO","25","[c]","35520","34900"
"Leaver CS","2023","20-29","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Public Guardian","AA/AO","25","[c]","21430","21780"
"Leaver CS","2023","20-29","Office of the Public Guardian","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Public Guardian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Scottish Charity Regulator","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Planning Inspectorate","AA/AO","10","[c]","20310","20310"
"Leaver CS","2023","20-29","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Registers of Scotland","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Royal Fleet Auxiliary","Unknown","50","[c]","27940","29530"
"Leaver CS","2023","20-29","Rural Payments Agency","AA/AO","30","[c]","21670","21300"
"Leaver CS","2023","20-29","Rural Payments Agency","EO","15","[c]","23930","24920"
"Leaver CS","2023","20-29","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Courts and Tribunals Service","AA/AO","35","[c]","23630","23190"
"Leaver CS","2023","20-29","Scottish Courts and Tribunals Service","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Fiscal Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Forestry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government (excl. agencies)","AA/AO","45","[c]","24280","23340"
"Leaver CS","2023","20-29","Scottish Government (excl. agencies)","EO","35","[c]","29740","29450"
"Leaver CS","2023","20-29","Scottish Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Scottish Government (excl. agencies)","SEO/HEO","40","[c]","36720","34730"
"Leaver CS","2023","20-29","Scottish Prison Service","AA/AO","55","[c]","25000","24710"
"Leaver CS","2023","20-29","Scottish Prison Service","EO","15","[c]","32630","31290"
"Leaver CS","2023","20-29","Serious Fraud Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Serious Fraud Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Social Security Scotland","AA/AO","20","[c]","23000","23340"
"Leaver CS","2023","20-29","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Social Security Scotland","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Standards and Testing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Student Awards Agency for Scotland","AA/AO","15","[c]","22260","22180"
"Leaver CS","2023","20-29","Student Awards Agency for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Submarine Delivery Agency","Unknown","40","[c]","30510","31920"
"Leaver CS","2023","20-29","Teaching Regulation Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","The Insolvency Service","AA/AO","20","[c]","21790","22180"
"Leaver CS","2023","20-29","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","The National Archives","AA/AO","10","[c]","23080","23460"
"Leaver CS","2023","20-29","The National Archives","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Transport Scotland","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Transport Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Debt Management Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Export Finance","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Export Finance","SEO/HEO","15","[c]","38930","41000"
"Leaver CS","2023","20-29","UK Health Security Agency","AA/AO","140","[c]","21370","20880"
"Leaver CS","2023","20-29","UK Health Security Agency","EO","145","[c]","25980","26880"
"Leaver CS","2023","20-29","UK Health Security Agency","G6/G7","45","[c]","56030","53920"
"Leaver CS","2023","20-29","UK Health Security Agency","SEO/HEO","250","[c]","34330","33330"
"Leaver CS","2023","20-29","UK Hydrographic Office","AA/AO","10","[c]","21190","20830"
"Leaver CS","2023","20-29","UK Hydrographic Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Hydrographic Office","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","AA/AO","110","[c]","20120","19860"
"Leaver CS","2023","20-29","UK Statistics Authority","EO","20","[c]","24980","24840"
"Leaver CS","2023","20-29","UK Statistics Authority","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Statistics Authority","SEO/HEO","55","[c]","34020","33000"
"Leaver CS","2023","20-29","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","UK Supreme Court","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Valuation Office Agency","AA/AO","25","[c]","22660","22520"
"Leaver CS","2023","20-29","Valuation Office Agency","EO","25","[c]","27240","26030"
"Leaver CS","2023","20-29","Valuation Office Agency","SEO/HEO","25","[c]","39850","42840"
"Leaver CS","2023","20-29","Vehicle Certification Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Vehicle Certification Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Veterinary Medicines Directorate","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Veterinary Medicines Directorate","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Welsh Government (excl. agencies)","AA/AO","15","[c]","21960","21300"
"Leaver CS","2023","20-29","Welsh Government (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Welsh Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Wilton Park","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Wilton Park","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Accountant in Bankruptcy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Advisory, Conciliation and Arbitration Service","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Advisory, Conciliation and Arbitration Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Animal and Plant Health Agency","AA/AO","15","[c]","22260","22150"
"Leaver CS","2023","30-39","Animal and Plant Health Agency","EO","10","[c]","27510","27500"
"Leaver CS","2023","30-39","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Animal and Plant Health Agency","SEO/HEO","20","[c]","36350","37730"
"Leaver CS","2023","30-39","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Attorney General's Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Building Digital UK","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Building Digital UK","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Cabinet Office (excl. agencies)","AA/AO","10","[c]","21200","21720"
"Leaver CS","2023","30-39","Cabinet Office (excl. agencies)","EO","15","[c]","26560","27040"
"Leaver CS","2023","30-39","Cabinet Office (excl. agencies)","G6/G7","125","[c]","58450","56430"
"Leaver CS","2023","30-39","Cabinet Office (excl. agencies)","SCS level","10","[c]","80880","79660"
"Leaver CS","2023","30-39","Cabinet Office (excl. agencies)","SEO/HEO","65","[c]","37580","37300"
"Leaver CS","2023","30-39","Central Civil Service Fast Stream","SEO/HEO","15","[c]","32250","32960"
"Leaver CS","2023","30-39","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Charity Commission","SEO/HEO","10","[c]","32170","30170"
"Leaver CS","2023","30-39","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Companies House","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Companies House","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Competition and Markets Authority","G6/G7","30","[c]","65370","59870"
"Leaver CS","2023","30-39","Competition and Markets Authority","SEO/HEO","20","[c]","39640","39240"
"Leaver CS","2023","30-39","Criminal Injuries Compensation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Crown Commercial Service","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Crown Commercial Service","SEO/HEO","15","[c]","37530","38330"
"Leaver CS","2023","30-39","Crown Office and Procurator Fiscal Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Crown Office and Procurator Fiscal Service","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Crown Office and Procurator Fiscal Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Crown Prosecution Service","AA/AO","20","[c]","23310","24460"
"Leaver CS","2023","30-39","Crown Prosecution Service","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Crown Prosecution Service","G6/G7","30","[c]","55050","54100"
"Leaver CS","2023","30-39","Crown Prosecution Service","SEO/HEO","20","[c]","38170","38760"
"Leaver CS","2023","30-39","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Defence Electronics and Components Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Defence Equipment and Support","AA/AO","25","[c]","22760","21790"
"Leaver CS","2023","30-39","Defence Equipment and Support","EO","15","[c]","26770","25740"
"Leaver CS","2023","30-39","Defence Equipment and Support","G6/G7","20","[c]","61000","56650"
"Leaver CS","2023","30-39","Defence Equipment and Support","SEO/HEO","120","[c]","38190","38790"
"Leaver CS","2023","30-39","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Defence Science and Technology Laboratory","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Defence Science and Technology Laboratory","G6/G7","35","[c]","50950","49260"
"Leaver CS","2023","30-39","Defence Science and Technology Laboratory","SEO/HEO","35","[c]","37350","39890"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","105","[c]","56140","53600"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","70","[c]","37010","40050"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","45","[c]","56120","53300"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","25","[c]","35540","35040"
"Leaver CS","2023","30-39","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Education (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Education (excl. agencies)","G6/G7","45","[c]","57020","55020"
"Leaver CS","2023","30-39","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Education (excl. agencies)","SEO/HEO","65","[c]","37620","37590"
"Leaver CS","2023","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","70","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for International Trade","G6/G7","45","[c]","55660","54900"
"Leaver CS","2023","30-39","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for International Trade","SEO/HEO","25","[c]","36150","38160"
"Leaver CS","2023","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","35","[c]","55630","54630"
"Leaver CS","2023","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","45","[c]","36600","36820"
"Leaver CS","2023","30-39","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Transport (excl. agencies)","G6/G7","40","[c]","61290","58550"
"Leaver CS","2023","30-39","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Transport (excl. agencies)","SEO/HEO","35","[c]","40530","42470"
"Leaver CS","2023","30-39","Department for Work and Pensions (excl. agencies)","AA/AO","360","[c]","21790","21690"
"Leaver CS","2023","30-39","Department for Work and Pensions (excl. agencies)","EO","760","[c]","29000","28120"
"Leaver CS","2023","30-39","Department for Work and Pensions (excl. agencies)","G6/G7","55","[c]","60630","56790"
"Leaver CS","2023","30-39","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department for Work and Pensions (excl. agencies)","SEO/HEO","95","[c]","38830","38800"
"Leaver CS","2023","30-39","Department of Health and Social Care (excl. agencies)","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department of Health and Social Care (excl. agencies)","G6/G7","60","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Department of Health and Social Care (excl. agencies)","SEO/HEO","50","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Disclosure Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Driver and Vehicle Licensing Agency","AA/AO","110","[c]","21480","21840"
"Leaver CS","2023","30-39","Driver and Vehicle Licensing Agency","EO","10","[c]","27370","26960"
"Leaver CS","2023","30-39","Driver and Vehicle Licensing Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Driver and Vehicle Licensing Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Driver and Vehicle Standards Agency","AA/AO","20","[c]","24320","22500"
"Leaver CS","2023","30-39","Driver and Vehicle Standards Agency","EO","40","[c]","28010","26960"
"Leaver CS","2023","30-39","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Driver and Vehicle Standards Agency","SEO/HEO","15","[c]","36850","35660"
"Leaver CS","2023","30-39","Education Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Education Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Education and Skills Funding Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Education and Skills Funding Agency","SEO/HEO","10","[c]","34860","34470"
"Leaver CS","2023","30-39","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","FCDO Services","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","FCDO Services","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","FCDO Services","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Food Standards Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Food Standards Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Food Standards Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","35","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Forestry and Land Scotland","AA/AO","20","[c]","25990","26220"
"Leaver CS","2023","30-39","Forestry and Land Scotland","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Forestry and Land Scotland","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Government Actuary's Department","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Government Commercial Organisation","G6/G7","25","[c]","69570","67390"
"Leaver CS","2023","30-39","Government Commercial Organisation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Government Commercial Organisation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Government Internal Audit Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Government Legal Department","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Government Legal Department","G6/G7","65","[c]","56420","52790"
"Leaver CS","2023","30-39","Government Legal Department","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Government Legal Department","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Courts and Tribunals Service","AA/AO","205","[c]","22070","21780"
"Leaver CS","2023","30-39","HM Courts and Tribunals Service","EO","40","[c]","26940","25830"
"Leaver CS","2023","30-39","HM Courts and Tribunals Service","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Courts and Tribunals Service","SEO/HEO","45","[c]","37500","36050"
"Leaver CS","2023","30-39","HM Land Registry","AA/AO","20","[c]","23450","23390"
"Leaver CS","2023","30-39","HM Land Registry","EO","25","[c]","28510","28080"
"Leaver CS","2023","30-39","HM Land Registry","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Land Registry","SEO/HEO","30","[c]","40660","39520"
"Leaver CS","2023","30-39","HM Prison and Probation Service","AA/AO","1145","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Prison and Probation Service","EO","110","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Prison and Probation Service","SEO/HEO","85","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Prison and Probation Service","Unknown","395","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Revenue and Customs (excl. agencies)","AA/AO","350","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Revenue and Customs (excl. agencies)","EO","135","[c]","[c]","[c]"
"Leaver CS","2023","30-39","HM Revenue and Customs (excl. agencies)","G6/G7","60","[c]","[c]","[c]"
