"Status","Year","Age","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Department for Education","London","G6/G7","400","385","59320","55780"
"In post","2023","30-39","Department for Education","London","SCS level","40","35","79660","75430"
"In post","2023","30-39","Department for Education","London","SEO/HEO","225","215","40570","41440"
"In post","2023","30-39","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Education","Outside London","AA/AO","20","15","21930","22020"
"In post","2023","30-39","Department for Education","Outside London","EO","135","130","26700","25900"
"In post","2023","30-39","Department for Education","Outside London","G6/G7","595","570","54170","51460"
"In post","2023","30-39","Department for Education","Outside London","SCS level","20","15","78330","76200"
"In post","2023","30-39","Department for Education","Outside London","SEO/HEO","925","895","35940","37590"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","London","EO","30","30","29800","29080"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","London","G6/G7","350","340","57120","54330"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","London","SCS level","20","20","79590","75950"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","London","SEO/HEO","280","275","38450","40260"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","465","430","22450","22150"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Outside London","EO","395","380","26310","25920"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","445","430","51750","49400"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","1005","965","34890","37300"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Environment, Food and Rural Affairs","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for International Trade","London","EO","25","25","29550","29280"
"In post","2023","30-39","Department for International Trade","London","G6/G7","425","420","59600","55660"
"In post","2023","30-39","Department for International Trade","London","SCS level","45","45","79270","75240"
"In post","2023","30-39","Department for International Trade","London","SEO/HEO","285","280","40160","41550"
"In post","2023","30-39","Department for International Trade","Outside London","EO","15","15","25840","25660"
"In post","2023","30-39","Department for International Trade","Outside London","G6/G7","55","55","55950","52140"
"In post","2023","30-39","Department for International Trade","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Outside London","SEO/HEO","70","70","36630","38050"
"In post","2023","30-39","Department for International Trade","Overseas","G6/G7","45","45","57890","56190"
"In post","2023","30-39","Department for International Trade","Overseas","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Department for International Trade","Overseas","SEO/HEO","20","20","38960","37630"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","London","EO","20","20","29510","28850"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","London","G6/G7","420","410","58850","55260"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","London","SCS level","35","35","80080","75360"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","London","SEO/HEO","175","175","39000","40390"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Outside London","AA/AO","35","30","22660","21960"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Outside London","EO","35","35","26420","26590"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","200","195","53700","49700"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","190","185","35490","37060"
"In post","2023","30-39","Department for Transport","London","AA/AO","10","10","31370","31490"
"In post","2023","30-39","Department for Transport","London","EO","60","60","31720","31210"
"In post","2023","30-39","Department for Transport","London","G6/G7","495","485","60420","56340"
"In post","2023","30-39","Department for Transport","London","SCS level","50","50","78920","75660"
"In post","2023","30-39","Department for Transport","London","SEO/HEO","255","255","41230","43650"
"In post","2023","30-39","Department for Transport","Outside London","AA/AO","1230","1080","22400","22500"
"In post","2023","30-39","Department for Transport","Outside London","EO","675","655","27710","26960"
"In post","2023","30-39","Department for Transport","Outside London","G6/G7","180","175","58820","56340"
"In post","2023","30-39","Department for Transport","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Department for Transport","Outside London","SEO/HEO","725","715","36820","34970"
"In post","2023","30-39","Department for Transport","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","London","AA/AO","105","90","25540","25610"
"In post","2023","30-39","Department for Work and Pensions","London","EO","930","880","32480","32520"
"In post","2023","30-39","Department for Work and Pensions","London","G6/G7","185","180","61690","58370"
"In post","2023","30-39","Department for Work and Pensions","London","SCS level","15","15","81270","77100"
"In post","2023","30-39","Department for Work and Pensions","London","SEO/HEO","340","330","40930","39150"
"In post","2023","30-39","Department for Work and Pensions","Outside London","AA/AO","3475","3050","21840","21690"
"In post","2023","30-39","Department for Work and Pensions","Outside London","EO","6600","6110","28330","28120"
"In post","2023","30-39","Department for Work and Pensions","Outside London","G6/G7","505","495","56570","54030"
"In post","2023","30-39","Department for Work and Pensions","Outside London","SCS level","10","10","80920","75780"
"In post","2023","30-39","Department for Work and Pensions","Outside London","SEO/HEO","2085","2015","36480","34170"
"In post","2023","30-39","Department for Work and Pensions","Unknown","AA/AO","10","10","21430","21690"
"In post","2023","30-39","Department for Work and Pensions","Unknown","EO","35","35","28240","28120"
"In post","2023","30-39","Department for Work and Pensions","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","London","AA/AO","35","30","24750","24780"
"In post","2023","30-39","Department of Health and Social Care","London","EO","125","120","28730","28620"
"In post","2023","30-39","Department of Health and Social Care","London","G6/G7","710","690","60100","54690"
"In post","2023","30-39","Department of Health and Social Care","London","SCS level","80","75","81500","76950"
"In post","2023","30-39","Department of Health and Social Care","London","SEO/HEO","595","580","39240","41190"
"In post","2023","30-39","Department of Health and Social Care","Outside London","AA/AO","100","85","21920","21480"
"In post","2023","30-39","Department of Health and Social Care","Outside London","EO","130","125","25880","25190"
"In post","2023","30-39","Department of Health and Social Care","Outside London","G6/G7","345","330","55430","51910"
"In post","2023","30-39","Department of Health and Social Care","Outside London","SCS level","30","25","90480","93320"
"In post","2023","30-39","Department of Health and Social Care","Outside London","SEO/HEO","535","515","36380","37420"
"In post","2023","30-39","Department of Health and Social Care","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Estyn","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Estyn","Outside London","EO","10","5","[c]","[c]"
"In post","2023","30-39","Estyn","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Estyn","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","London","G6/G7","15","15","59680","57250"
"In post","2023","30-39","Food Standards Agency","London","SEO/HEO","30","30","37980","40750"
"In post","2023","30-39","Food Standards Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Outside London","EO","50","45","27790","28090"
"In post","2023","30-39","Food Standards Agency","Outside London","G6/G7","50","50","55430","53110"
"In post","2023","30-39","Food Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Outside London","SEO/HEO","205","200","35650","37720"
"In post","2023","30-39","Food Standards Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","London","AA/AO","15","15","28750","28950"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","London","EO","60","60","32310","31460"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","London","G6/G7","710","700","59660","57620"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","London","SCS level","30","30","76830","78000"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","London","SEO/HEO","385","380","41300","40600"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Outside London","AA/AO","50","50","25560","25900"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Outside London","EO","70","65","28710","28540"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Outside London","G6/G7","115","115","54190","52300"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","195","190","38630","37960"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Overseas","EO","10","10","[c]","[c]"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Overseas","G6/G7","375","375","56960","55520"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Overseas","SCS level","15","15","74790","74330"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","290","290","36660","35810"
"In post","2023","30-39","HM Land Registry","London","AA/AO","10","10","26760","26760"
"In post","2023","30-39","HM Land Registry","London","EO","20","20","32040","31680"
"In post","2023","30-39","HM Land Registry","London","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Land Registry","London","SEO/HEO","35","35","42630","43020"
"In post","2023","30-39","HM Land Registry","Outside London","AA/AO","415","385","23410","23390"
"In post","2023","30-39","HM Land Registry","Outside London","EO","440","420","28250","28080"
"In post","2023","30-39","HM Land Registry","Outside London","G6/G7","65","60","59440","58140"
"In post","2023","30-39","HM Land Registry","Outside London","SEO/HEO","225","215","38240","34850"
"In post","2023","30-39","HM Revenue and Customs","London","AA/AO","105","95","26850","26920"
"In post","2023","30-39","HM Revenue and Customs","London","EO","375","365","32310","32540"
"In post","2023","30-39","HM Revenue and Customs","London","G6/G7","650","640","67430","65230"
"In post","2023","30-39","HM Revenue and Customs","London","SCS level","30","30","84210","84160"
"In post","2023","30-39","HM Revenue and Customs","London","SEO/HEO","840","825","41900","39790"
"In post","2023","30-39","HM Revenue and Customs","Outside London","AA/AO","3660","3325","22530","22520"
"In post","2023","30-39","HM Revenue and Customs","Outside London","EO","3800","3665","27980","28130"
"In post","2023","30-39","HM Revenue and Customs","Outside London","G6/G7","1625","1580","58910","57970"
"In post","2023","30-39","HM Revenue and Customs","Outside London","SCS level","20","20","87070","78430"
"In post","2023","30-39","HM Revenue and Customs","Outside London","SEO/HEO","6300","6155","37000","35000"
"In post","2023","30-39","HM Treasury","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Treasury","London","EO","20","20","29630","28590"
"In post","2023","30-39","HM Treasury","London","G6/G7","490","485","59700","56610"
"In post","2023","30-39","HM Treasury","London","SCS level","50","50","78480","76230"
"In post","2023","30-39","HM Treasury","London","SEO/HEO","130","130","37780","38660"
"In post","2023","30-39","HM Treasury","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Treasury","Outside London","EO","15","15","25640","24820"
"In post","2023","30-39","HM Treasury","Outside London","G6/G7","50","50","55040","52220"
"In post","2023","30-39","HM Treasury","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Treasury","Outside London","SEO/HEO","45","45","33860","31660"
"In post","2023","30-39","HM Treasury","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Home Office","London","AA/AO","260","235","26220","26400"
"In post","2023","30-39","Home Office","London","EO","870","835","30030","29890"
"In post","2023","30-39","Home Office","London","G6/G7","880","865","62990","59290"
"In post","2023","30-39","Home Office","London","SCS level","35","35","80690","78180"
"In post","2023","30-39","Home Office","London","SEO/HEO","1145","1125","40110","43000"
"In post","2023","30-39","Home Office","London","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Home Office","Outside London","AA/AO","1590","1420","22310","22400"
"In post","2023","30-39","Home Office","Outside London","EO","3305","3160","26160","25880"
"In post","2023","30-39","Home Office","Outside London","G6/G7","320","315","56870","54260"
"In post","2023","30-39","Home Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Home Office","Outside London","SEO/HEO","1785","1735","34560","32160"
"In post","2023","30-39","Home Office","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Home Office","Overseas","EO","5","5","[c]","[c]"
"In post","2023","30-39","Home Office","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Home Office","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Home Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Home Office","Overseas","Unknown","25","25","[c]","[c]"
"In post","2023","30-39","Home Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Home Office","Unknown","EO","30","30","26060","25880"
"In post","2023","30-39","Home Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Home Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Ministry of Defence","London","AA/AO","85","80","28490","26560"
"In post","2023","30-39","Ministry of Defence","London","EO","65","65","31280","30950"
"In post","2023","30-39","Ministry of Defence","London","G6/G7","310","305","62090","60220"
"In post","2023","30-39","Ministry of Defence","London","SCS level","30","30","83390","78320"
"In post","2023","30-39","Ministry of Defence","London","SEO/HEO","445","440","43290","45540"
"In post","2023","30-39","Ministry of Defence","Outside London","AA/AO","2060","1970","26110","22220"
"In post","2023","30-39","Ministry of Defence","Outside London","EO","1190","1145","28630","27470"
"In post","2023","30-39","Ministry of Defence","Outside London","G6/G7","1340","1300","55270","54490"
"In post","2023","30-39","Ministry of Defence","Outside London","SCS level","15","15","85510","88360"
"In post","2023","30-39","Ministry of Defence","Outside London","SEO/HEO","4380","4235","37850","38790"
"In post","2023","30-39","Ministry of Defence","Outside London","Unknown","465","455","41740","42000"
"In post","2023","30-39","Ministry of Defence","Overseas","AA/AO","5","5","[c]","[c]"
"In post","2023","30-39","Ministry of Defence","Overseas","EO","25","25","40120","39110"
"In post","2023","30-39","Ministry of Defence","Overseas","G6/G7","30","30","75590","73740"
"In post","2023","30-39","Ministry of Defence","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Ministry of Defence","Overseas","SEO/HEO","105","105","54470","54350"
"In post","2023","30-39","Ministry of Defence","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Ministry of Defence","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Ministry of Defence","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Ministry of Defence","Unknown","Unknown","375","375","42160","41300"
"In post","2023","30-39","Ministry of Justice","London","AA/AO","1055","1010","31140","33800"
"In post","2023","30-39","Ministry of Justice","London","EO","470","460","33110","31310"
"In post","2023","30-39","Ministry of Justice","London","G6/G7","575","560","61300","60000"
"In post","2023","30-39","Ministry of Justice","London","SCS level","45","45","81040","77910"
"In post","2023","30-39","Ministry of Justice","London","SEO/HEO","1050","1025","41720","43650"
"In post","2023","30-39","Ministry of Justice","London","Unknown","485","465","34390","34520"
"In post","2023","30-39","Ministry of Justice","Outside London","AA/AO","7990","7545","27880","28880"
"In post","2023","30-39","Ministry of Justice","Outside London","EO","2370","2295","30940","28480"
"In post","2023","30-39","Ministry of Justice","Outside London","G6/G7","330","325","57190","54050"
"In post","2023","30-39","Ministry of Justice","Outside London","SCS level","10","10","81850","80000"
"In post","2023","30-39","Ministry of Justice","Outside London","SEO/HEO","2730","2650","37820","37680"
"In post","2023","30-39","Ministry of Justice","Outside London","Unknown","4450","4125","29260","26840"
"In post","2023","30-39","Ministry of Justice","Unknown","AA/AO","25","25","25910","24070"
"In post","2023","30-39","Ministry of Justice","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Ministry of Justice","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","National Crime Agency","London","AA/AO","10","10","[c]","[c]"
"In post","2023","30-39","National Crime Agency","London","EO","155","150","38410","39630"
"In post","2023","30-39","National Crime Agency","London","G6/G7","45","45","64740","63040"
"In post","2023","30-39","National Crime Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","National Crime Agency","London","SEO/HEO","190","185","47160","49200"
"In post","2023","30-39","National Crime Agency","Outside London","AA/AO","25","20","23690","22950"
"In post","2023","30-39","National Crime Agency","Outside London","EO","565","550","35110","36040"
"In post","2023","30-39","National Crime Agency","Outside London","G6/G7","35","35","60390","57640"
"In post","2023","30-39","National Crime Agency","Outside London","SEO/HEO","365","355","42920","42110"
"In post","2023","30-39","National Crime Agency","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","National Crime Agency","Overseas","SEO/HEO","20","20","40970","38640"
"In post","2023","30-39","National Crime Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","National Crime Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","London","G6/G7","15","15","60030","56080"
"In post","2023","30-39","Northern Ireland Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","London","SEO/HEO","10","10","42520","43650"
"In post","2023","30-39","Northern Ireland Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","Outside London","SEO/HEO","10","10","35350","37680"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","London","EO","5","5","[c]","[c]"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","London","G6/G7","25","20","73610","76140"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","35","30","43390","44250"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","35","35","22340","22490"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","Outside London","EO","50","45","27020","27140"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","75","75","69970","72470"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","210","205","42120","41050"
"In post","2023","30-39","Office of Gas and Electricity Markets","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of Gas and Electricity Markets","London","EO","40","40","28100","26950"
"In post","2023","30-39","Office of Gas and Electricity Markets","London","G6/G7","180","175","59420","60000"
"In post","2023","30-39","Office of Gas and Electricity Markets","London","SCS level","10","10","87740","85430"
"In post","2023","30-39","Office of Gas and Electricity Markets","London","SEO/HEO","70","70","39010","39350"
"In post","2023","30-39","Office of Gas and Electricity Markets","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of Gas and Electricity Markets","Outside London","EO","60","60","25630","25000"
"In post","2023","30-39","Office of Gas and Electricity Markets","Outside London","G6/G7","115","115","54670","55000"
"In post","2023","30-39","Office of Gas and Electricity Markets","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of Gas and Electricity Markets","Outside London","SEO/HEO","85","85","34760","33150"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","Outside London","EO","5","5","[c]","[c]"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","30","30","53080","48060"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","50","45","36730","38380"
"In post","2023","30-39","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of Rail and Road","London","G6/G7","25","25","61640","57700"
"In post","2023","30-39","Office of Rail and Road","London","SEO/HEO","15","15","40210","37310"
"In post","2023","30-39","Office of Rail and Road","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of Rail and Road","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of Rail and Road","Outside London","G6/G7","25","25","57570","54650"
"In post","2023","30-39","Office of Rail and Road","Outside London","SEO/HEO","15","15","38320","39430"
"In post","2023","30-39","Office of the Secretary of State for Scotland","London","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","Outside London","G6/G7","20","20","59290","54870"
"In post","2023","30-39","Office of the Secretary of State for Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Scottish Government","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Scottish Government","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Scottish Government","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Scottish Government","Outside London","AA/AO","1675","1585","25250","24890"
"In post","2023","30-39","Scottish Government","Outside London","EO","1995","1925","32190","31290"
"In post","2023","30-39","Scottish Government","Outside London","G6/G7","1060","1030","61400","58850"
"In post","2023","30-39","Scottish Government","Outside London","SCS level","15","15","84310","83530"
"In post","2023","30-39","Scottish Government","Outside London","SEO/HEO","2560","2475","40660","39730"
"In post","2023","30-39","Scottish Government","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Scottish Government","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","The National Archives","London","AA/AO","5","5","[c]","[c]"
"In post","2023","30-39","The National Archives","London","EO","10","10","[c]","[c]"
"In post","2023","30-39","The National Archives","London","G6/G7","15","15","49730","46730"
"In post","2023","30-39","The National Archives","London","SEO/HEO","95","90","36160","35200"
"In post","2023","30-39","The National Archives","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","UK Export Finance","London","EO","10","10","[c]","[c]"
"In post","2023","30-39","UK Export Finance","London","G6/G7","50","50","65880","67360"
"In post","2023","30-39","UK Export Finance","London","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","UK Export Finance","London","SEO/HEO","50","50","44060","44680"
"In post","2023","30-39","UK Export Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","UK Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","UK Statistics Authority","London","G6/G7","35","35","59610","57530"
"In post","2023","30-39","UK Statistics Authority","London","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","UK Statistics Authority","London","SEO/HEO","40","40","38240","39300"
"In post","2023","30-39","UK Statistics Authority","Outside London","AA/AO","170","125","21290","21200"
"In post","2023","30-39","UK Statistics Authority","Outside London","EO","170","160","24930","24840"
"In post","2023","30-39","UK Statistics Authority","Outside London","G6/G7","380","365","53510","51460"
"In post","2023","30-39","UK Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","UK Statistics Authority","Outside London","SEO/HEO","745","715","35640","37760"
"In post","2023","30-39","UK Supreme Court","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","UK Supreme Court","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","UK Supreme Court","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","30-39","Water Services Regulation Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Water Services Regulation Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Water Services Regulation Authority","London","SEO/HEO","10","10","52150","49500"
"In post","2023","30-39","Water Services Regulation Authority","Outside London","EO","5","5","[c]","[c]"
"In post","2023","30-39","Water Services Regulation Authority","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","30-39","Water Services Regulation Authority","Outside London","SEO/HEO","25","25","46220","45000"
"In post","2023","30-39","Welsh Government","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Welsh Government","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Welsh Government","Outside London","AA/AO","170","160","25140","25620"
"In post","2023","30-39","Welsh Government","Outside London","EO","255","245","29620","30610"
"In post","2023","30-39","Welsh Government","Outside London","G6/G7","195","185","61440","63900"
"In post","2023","30-39","Welsh Government","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","30-39","Welsh Government","Outside London","SEO/HEO","595","565","41060","39690"
"In post","2023","30-39","Welsh Government","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Welsh Government","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Attorney General's Departments","London","AA/AO","55","50","24420","24480"
"In post","2023","40-49","Attorney General's Departments","London","EO","125","115","29270","28870"
"In post","2023","40-49","Attorney General's Departments","London","G6/G7","870","785","62640","65650"
"In post","2023","40-49","Attorney General's Departments","London","SCS level","95","90","82490","78640"
"In post","2023","40-49","Attorney General's Departments","London","SEO/HEO","155","150","38770","40310"
"In post","2023","40-49","Attorney General's Departments","Outside London","AA/AO","220","190","23070","22870"
"In post","2023","40-49","Attorney General's Departments","Outside London","EO","255","230","28280","28200"
"In post","2023","40-49","Attorney General's Departments","Outside London","G6/G7","810","750","56890","55170"
"In post","2023","40-49","Attorney General's Departments","Outside London","SCS level","15","15","86420","85000"
"In post","2023","40-49","Attorney General's Departments","Outside London","SEO/HEO","240","230","36290","35550"
"In post","2023","40-49","Attorney General's Departments","Overseas","G6/G7","[c]","[c]","[c]","[c]"
