"Status","Year","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Security","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Transport","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Foreign, Commonwealth and Development Office","15","[c]","34090","30020"
"Leaver CS","2023","Security","HM Revenue and Customs","20","[c]","[c]","[c]"
"Leaver CS","2023","Security","Home Office","15","[c]","34190","26400"
"Leaver CS","2023","Security","Ministry of Defence","695","[c]","31860","27500"
"Leaver CS","2023","Security","Ministry of Justice","30","[c]","[c]","[c]"
"Leaver CS","2023","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Cabinet Office","45","[c]","30190","29250"
"Leaver CS","2023","Unknown","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Education","10","[c]","43040","39690"
"Leaver CS","2023","Unknown","Department for Environment, Food and Rural Affairs","15","[c]","25080","22150"
"Leaver CS","2023","Unknown","Department for International Trade","35","[c]","24910","18300"
"Leaver CS","2023","Unknown","Department for Work and Pensions","140","[c]","38610","34970"
"Leaver CS","2023","Unknown","Department of Health and Social Care","640","[c]","51440","42080"
"Leaver CS","2023","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office","350","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence","280","[c]","37590","34410"
"Leaver CS","2023","Unknown","Northern Ireland Office","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Gas and Electricity Markets","155","[c]","43130","37960"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland","10","[c]","39660","30800"
"Leaver CS","2023","Unknown","Scottish Government","985","[c]","38720","33520"
"Leaver CS","2023","Unknown","Welsh Government","210","[c]","41790","38160"
"Leaver Dept.","2023","Analysis","Cabinet Office","60","[c]","32940","32000"
"Leaver Dept.","2023","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Business, Energy and Industrial Strategy","20","[c]","36760","32710"
"Leaver Dept.","2023","Analysis","Department for Digital, Culture, Media and Sport","20","[c]","46710","39620"
"Leaver Dept.","2023","Analysis","Department for Education","50","[c]","45270","43490"
"Leaver Dept.","2023","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for International Trade","20","[c]","43990","38350"
"Leaver Dept.","2023","Analysis","Department for Levelling Up, Housing and Communities","30","[c]","36500","34000"
"Leaver Dept.","2023","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Food Standards Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Revenue and Customs","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Treasury","30","[c]","54250","39160"
"Leaver Dept.","2023","Analysis","Home Office","40","[c]","44160","42240"
"Leaver Dept.","2023","Analysis","Ministry of Defence","60","[c]","43130","45000"
"Leaver Dept.","2023","Analysis","Ministry of Justice","50","[c]","43590","40360"
"Leaver Dept.","2023","Analysis","Office for Standards in Education, Children's Services and Skills","10","[c]","44190","33130"
"Leaver Dept.","2023","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","85","[c]","35340","33710"
"Leaver Dept.","2023","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office","80","[c]","41700","38980"
"Leaver Dept.","2023","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Education","40","[c]","38190","39400"
"Leaver Dept.","2023","Commercial","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Transport","15","[c]","34640","31660"
"Leaver Dept.","2023","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Home Office","10","[c]","41550","43620"
"Leaver Dept.","2023","Commercial","Ministry of Defence","60","[c]","38480","40600"
"Leaver Dept.","2023","Commercial","Ministry of Justice","20","[c]","39350","37680"
"Leaver Dept.","2023","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Cabinet Office","90","[c]","41120","35740"
"Leaver Dept.","2023","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Business, Energy and Industrial Strategy","20","[c]","34210","33570"
"Leaver Dept.","2023","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Education","30","[c]","39370","38350"
"Leaver Dept.","2023","Communications","Department for Environment, Food and Rural Affairs","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for International Trade","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Levelling Up, Housing and Communities","15","[c]","39300","34310"
"Leaver Dept.","2023","Communications","Department for Transport","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Home Office","15","[c]","54490","57430"
"Leaver Dept.","2023","Communications","Ministry of Defence","10","[c]","38980","40000"
"Leaver Dept.","2023","Communications","Ministry of Justice","15","[c]","45040","42700"
"Leaver Dept.","2023","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Attorney General's Departments","10","[c]","47760","40000"
"Leaver Dept.","2023","Counter Fraud","Cabinet Office","15","[c]","36770","36680"
"Leaver Dept.","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Department for Work and Pensions","170","[c]","29040","28120"
"Leaver Dept.","2023","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","HM Revenue and Customs","120","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Department for Work and Pensions","60","[c]","23340","21690"
"Leaver Dept.","2023","Debt","HM Revenue and Customs","135","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Cabinet Office","130","[c]","41090","34240"
"Leaver Dept.","2023","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","35","[c]","43180","42990"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Education","75","[c]","43570","37980"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for International Trade","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","10","[c]","46740","45630"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Transport","25","[c]","34120","32300"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Work and Pensions","115","[c]","41380","38470"
"Leaver Dept.","2023","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HM Revenue and Customs","65","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","45","[c]","44270","42190"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Defence","65","[c]","38500","37640"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Justice","60","[c]","43540","37480"
"Leaver Dept.","2023","Digital, Data & Technology","National Crime Agency","15","[c]","48350","47380"
"Leaver Dept.","2023","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","The National Archives","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","UK Statistics Authority","30","[c]","39300","38210"
"Leaver Dept.","2023","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Cabinet Office","60","[c]","37650","33250"
"Leaver Dept.","2023","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Business, Energy and Industrial Strategy","15","[c]","51290","42110"
"Leaver Dept.","2023","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Education","30","[c]","47920","51580"
"Leaver Dept.","2023","Finance","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for International Trade","10","[c]","44710","40190"
"Leaver Dept.","2023","Finance","Department for Levelling Up, Housing and Communities","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Transport","20","[c]","46110","44980"
"Leaver Dept.","2023","Finance","Department for Work and Pensions","105","[c]","42840","37110"
"Leaver Dept.","2023","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Revenue and Customs","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Treasury","10","[c]","48380","54680"
"Leaver Dept.","2023","Finance","Home Office","30","[c]","45210","36310"
"Leaver Dept.","2023","Finance","Ministry of Defence","45","[c]","45730","41800"
"Leaver Dept.","2023","Finance","Ministry of Justice","40","[c]","40590","35410"
"Leaver Dept.","2023","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Department for Environment, Food and Rural Affairs","60","[c]","24890","22150"
"Leaver Dept.","2023","Grants Management","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Attorney General's Departments","10","[c]","38160","32330"
"Leaver Dept.","2023","Human Resources","Cabinet Office","145","[c]","38490","34550"
"Leaver Dept.","2023","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Business, Energy and Industrial Strategy","25","[c]","40080","35790"
"Leaver Dept.","2023","Human Resources","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Education","15","[c]","37230","30950"
"Leaver Dept.","2023","Human Resources","Department for Environment, Food and Rural Affairs","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for International Trade","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Levelling Up, Housing and Communities","10","[c]","38100","33710"
"Leaver Dept.","2023","Human Resources","Department for Transport","60","[c]","33690","31660"
"Leaver Dept.","2023","Human Resources","Department for Work and Pensions","110","[c]","35060","32000"
"Leaver Dept.","2023","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Revenue and Customs","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HM Treasury","15","[c]","41820","35960"
"Leaver Dept.","2023","Human Resources","Home Office","40","[c]","47110","39190"
"Leaver Dept.","2023","Human Resources","Ministry of Defence","90","[c]","29160","23490"
"Leaver Dept.","2023","Human Resources","Ministry of Justice","90","[c]","41690","41140"
"Leaver Dept.","2023","Human Resources","National Crime Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Scottish Government","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","UK Statistics Authority","15","[c]","34120","31310"
"Leaver Dept.","2023","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","HM Treasury","15","[c]","42910","42520"
"Leaver Dept.","2023","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Attorney General's Departments","225","[c]","43740","38940"
"Leaver Dept.","2023","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","HM Revenue and Customs","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Scottish Government","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Cabinet Office","600","[c]","49000","43890"
"Leaver Dept.","2023","No function","Charity Commission","15","[c]","30360","29250"
"Leaver Dept.","2023","No function","Department for Business, Energy and Industrial Strategy","535","[c]","41920","40050"
"Leaver Dept.","2023","No function","Department for Digital, Culture, Media and Sport","170","[c]","45870","38280"
"Leaver Dept.","2023","No function","Department for Education","230","[c]","44900","37880"
"Leaver Dept.","2023","No function","Department for Environment, Food and Rural Affairs","395","[c]","28640","25920"
"Leaver Dept.","2023","No function","Department for International Trade","145","[c]","43100","38160"
"Leaver Dept.","2023","No function","Department for Levelling Up, Housing and Communities","365","[c]","42500","37350"
"Leaver Dept.","2023","No function","Department for Transport","430","[c]","35810","31660"
"Leaver Dept.","2023","No function","Department for Work and Pensions","1990","[c]","27920","28120"
"Leaver Dept.","2023","No function","Department of Health and Social Care","245","[c]","42920","37490"
"Leaver Dept.","2023","No function","Food Standards Agency","35","[c]","35250","33320"
"Leaver Dept.","2023","No function","HM Revenue and Customs","745","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","HM Treasury","205","[c]","47490","39050"
"Leaver Dept.","2023","No function","Home Office","1005","[c]","37020","32000"
"Leaver Dept.","2023","No function","Ministry of Defence","205","[c]","36780","34300"
"Leaver Dept.","2023","No function","Ministry of Justice","1455","[c]","30710","25480"
"Leaver Dept.","2023","No function","National Crime Agency","70","[c]","39970","38020"
"Leaver Dept.","2023","No function","Office for Standards in Education, Children's Services and Skills","15","[c]","40030","30340"
"Leaver Dept.","2023","No function","Office of Gas and Electricity Markets","10","[c]","29040","25760"
"Leaver Dept.","2023","No function","Office of Qualifications and Examinations Regulation","10","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office of Rail and Road","5","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Office of the Secretary of State for Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Scottish Government","40","[c]","32560","28540"
"Leaver Dept.","2023","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","UK Statistics Authority","90","[c]","32260","27700"
"Leaver Dept.","2023","No function","Water Services Regulation Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Cabinet Office","80","[c]","37450","32480"
"Leaver Dept.","2023","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Competition and Markets Authority","15","[c]","44880","34570"
"Leaver Dept.","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","25","[c]","43960","45630"
"Leaver Dept.","2023","Project Delivery","Department for Digital, Culture, Media and Sport","30","[c]","43270","35620"
"Leaver Dept.","2023","Project Delivery","Department for Education","55","[c]","41710","38070"
"Leaver Dept.","2023","Project Delivery","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for International Trade","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Department for Levelling Up, Housing and Communities","10","[c]","38930","34310"
"Leaver Dept.","2023","Project Delivery","Department for Transport","20","[c]","33080","31040"
"Leaver Dept.","2023","Project Delivery","Department for Work and Pensions","40","[c]","36840","35310"
"Leaver Dept.","2023","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Revenue and Customs","95","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Defence","90","[c]","41320","40580"
"Leaver Dept.","2023","Project Delivery","Ministry of Justice","20","[c]","41170","37680"
"Leaver Dept.","2023","Project Delivery","National Crime Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","UK Statistics Authority","15","[c]","35800","36840"
"Leaver Dept.","2023","Project Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Cabinet Office","45","[c]","46120","40250"
"Leaver Dept.","2023","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Transport","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Work and Pensions","10","[c]","39780","38470"
"Leaver Dept.","2023","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Revenue and Customs","75","[c]","27630","22520"
"Leaver Dept.","2023","Property","Ministry of Defence","20","[c]","36920","33650"
"Leaver Dept.","2023","Property","Ministry of Justice","30","[c]","42210","37680"
"Leaver Dept.","2023","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Cabinet Office","110","[c]","34970","33020"
"Leaver Dept.","2023","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Transport","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Home Office","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Defence","55","[c]","29540","27260"
"Leaver Dept.","2023","Security","Ministry of Justice","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Cabinet Office","290","[c]","31770","32000"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Education","10","[c]","42280","37710"
"Leaver Dept.","2023","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions","125","[c]","43180","38470"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care","375","[c]","49930","41890"
