"Status","Year","Region_ITL2","Region_ITL3","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Bedfordshire and Hertfordshire","Bedford","Outside London","Heterosexual / straight","615","580","32310","30810"
"In post","2023","Bedfordshire and Hertfordshire","Bedford","Outside London","LGBO","50","45","31530","30880"
"In post","2023","Bedfordshire and Hertfordshire","Bedford","Outside London","Undeclared","90","85","34320","31270"
"In post","2023","Bedfordshire and Hertfordshire","Bedford","Outside London","Unknown","150","135","30820","29120"
"In post","2023","Bedfordshire and Hertfordshire","Central Bedfordshire","Outside London","Heterosexual / straight","340","330","33460","29850"
"In post","2023","Bedfordshire and Hertfordshire","Central Bedfordshire","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","Central Bedfordshire","Outside London","Undeclared","55","50","35130","33740"
"In post","2023","Bedfordshire and Hertfordshire","Central Bedfordshire","Outside London","Unknown","45","40","29550","27470"
"In post","2023","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","Heterosexual / straight","2055","1935","37630","32520"
"In post","2023","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","LGBO","105","100","37090","32520"
"In post","2023","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","Undeclared","235","220","36950","32520"
"In post","2023","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","Unknown","435","400","36380","31280"
"In post","2023","Bedfordshire and Hertfordshire","Luton","Outside London","Heterosexual / straight","410","370","28920","27650"
"In post","2023","Bedfordshire and Hertfordshire","Luton","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","Luton","Outside London","Undeclared","50","45","29480","28120"
"In post","2023","Bedfordshire and Hertfordshire","Luton","Outside London","Unknown","100","85","27480","25880"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","Heterosexual / straight","1900","1805","36550","32700"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","LGBO","95","95","34020","31280"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","Undeclared","270","260","37170","34310"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","Unknown","575","545","35060","31280"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Outside London","Heterosexual / straight","1280","1220","35280","32380"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Outside London","LGBO","70","70","32230","32380"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Outside London","Undeclared","145","135","34170","34080"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Outside London","Unknown","210","190","34610","30940"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Outside London","Heterosexual / straight","1570","1495","35800","32380"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Outside London","LGBO","105","105","32100","29400"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Outside London","Undeclared","120","115","38130","35250"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Outside London","Unknown","345","335","32140","28480"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Outside London","Heterosexual / straight","1820","1715","34520","32050"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Outside London","LGBO","100","100","36890","34080"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Outside London","Undeclared","270","250","37620","34300"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Outside London","Unknown","405","370","35810","33390"
"In post","2023","Cheshire","Cheshire East","Outside London","Heterosexual / straight","900","845","33120","28880"
"In post","2023","Cheshire","Cheshire East","Outside London","LGBO","85","85","33260","29600"
"In post","2023","Cheshire","Cheshire East","Outside London","Undeclared","135","120","32430","29050"
"In post","2023","Cheshire","Cheshire East","Outside London","Unknown","185","170","30220","28880"
"In post","2023","Cheshire","Cheshire West and Chester","Outside London","Heterosexual / straight","400","370","30250","28120"
"In post","2023","Cheshire","Cheshire West and Chester","Outside London","LGBO","35","35","28920","25590"
"In post","2023","Cheshire","Cheshire West and Chester","Outside London","Undeclared","40","40","29790","27780"
"In post","2023","Cheshire","Cheshire West and Chester","Outside London","Unknown","55","50","31720","28120"
"In post","2023","Cheshire","Warrington","Outside London","Heterosexual / straight","1970","1875","36340","34670"
"In post","2023","Cheshire","Warrington","Outside London","LGBO","125","125","36380","33090"
"In post","2023","Cheshire","Warrington","Outside London","Undeclared","175","165","36140","35710"
"In post","2023","Cheshire","Warrington","Outside London","Unknown","395","360","32690","30440"
"In post","2023","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","1235","1125","29260","28120"
"In post","2023","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","LGBO","65","60","28130","28120"
"In post","2023","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","Undeclared","165","150","29250","27600"
"In post","2023","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","Unknown","260","230","27930","25300"
"In post","2023","Cumbria","East Cumbria","Outside London","Heterosexual / straight","790","730","30240","26340"
"In post","2023","Cumbria","East Cumbria","Outside London","LGBO","60","60","28380","25870"
"In post","2023","Cumbria","East Cumbria","Outside London","Undeclared","110","100","28620","25920"
"In post","2023","Cumbria","East Cumbria","Outside London","Unknown","145","125","31080","27120"
"In post","2023","Cumbria","West Cumbria","Outside London","Heterosexual / straight","930","850","30840","26850"
"In post","2023","Cumbria","West Cumbria","Outside London","LGBO","55","55","30360","28300"
"In post","2023","Cumbria","West Cumbria","Outside London","Undeclared","100","90","32090","28120"
"In post","2023","Cumbria","West Cumbria","Outside London","Unknown","280","255","27570","25350"
"In post","2023","Derbyshire and Nottinghamshire","Derby","Outside London","Heterosexual / straight","760","685","28840","28120"
"In post","2023","Derbyshire and Nottinghamshire","Derby","Outside London","LGBO","55","50","28160","26840"
"In post","2023","Derbyshire and Nottinghamshire","Derby","Outside London","Undeclared","95","80","29620","24470"
"In post","2023","Derbyshire and Nottinghamshire","Derby","Outside London","Unknown","220","195","26920","24930"
"In post","2023","Derbyshire and Nottinghamshire","East Derbyshire","Outside London","Heterosexual / straight","280","250","29760","28120"
"In post","2023","Derbyshire and Nottinghamshire","East Derbyshire","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Derbyshire and Nottinghamshire","East Derbyshire","Outside London","Undeclared","40","35","29570","28120"
"In post","2023","Derbyshire and Nottinghamshire","East Derbyshire","Outside London","Unknown","50","45","30030","28120"
"In post","2023","Derbyshire and Nottinghamshire","North Nottinghamshire","Outside London","Heterosexual / straight","820","770","32730","28880"
"In post","2023","Derbyshire and Nottinghamshire","North Nottinghamshire","Outside London","LGBO","35","35","32480","28120"
"In post","2023","Derbyshire and Nottinghamshire","North Nottinghamshire","Outside London","Undeclared","75","70","33090","28120"
"In post","2023","Derbyshire and Nottinghamshire","North Nottinghamshire","Outside London","Unknown","215","200","29020","28880"
"In post","2023","Derbyshire and Nottinghamshire","Nottingham","Outside London","Heterosexual / straight","6060","5710","35060","31510"
"In post","2023","Derbyshire and Nottinghamshire","Nottingham","Outside London","LGBO","475","460","32520","28130"
"In post","2023","Derbyshire and Nottinghamshire","Nottingham","Outside London","Undeclared","705","645","34120","31940"
"In post","2023","Derbyshire and Nottinghamshire","Nottingham","Outside London","Unknown","2165","2025","30820","28080"
"In post","2023","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","Heterosexual / straight","770","725","34950","31410"
"In post","2023","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","LGBO","35","35","36520","32920"
"In post","2023","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","Undeclared","95","90","33320","30320"
"In post","2023","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","Unknown","160","150","32890","28880"
"In post","2023","Derbyshire and Nottinghamshire","South and West Derbyshire","Outside London","Heterosexual / straight","865","795","35990","31510"
"In post","2023","Derbyshire and Nottinghamshire","South and West Derbyshire","Outside London","LGBO","60","60","33380","32420"
"In post","2023","Derbyshire and Nottinghamshire","South and West Derbyshire","Outside London","Undeclared","125","110","38770","32920"
"In post","2023","Derbyshire and Nottinghamshire","South and West Derbyshire","Outside London","Unknown","180","155","34030","29740"
"In post","2023","Devon","Devon CC","Outside London","Heterosexual / straight","4300","3975","34800","32000"
"In post","2023","Devon","Devon CC","Outside London","LGBO","265","255","31950","28160"
"In post","2023","Devon","Devon CC","Outside London","Undeclared","670","615","35280","33700"
"In post","2023","Devon","Devon CC","Outside London","Unknown","620","550","28820","28120"
"In post","2023","Devon","Plymouth","Outside London","Heterosexual / straight","2205","2050","33960","29240"
"In post","2023","Devon","Plymouth","Outside London","LGBO","120","115","30200","28120"
"In post","2023","Devon","Plymouth","Outside London","Undeclared","290","265","35490","34080"
"In post","2023","Devon","Plymouth","Outside London","Unknown","705","660","30380","28080"
"In post","2023","Devon","Torbay","Outside London","Heterosexual / straight","245","205","28570","28120"
"In post","2023","Devon","Torbay","Outside London","LGBO","25","20","[c]","[c]"
"In post","2023","Devon","Torbay","Outside London","Undeclared","35","30","28040","28120"
"In post","2023","Devon","Torbay","Outside London","Unknown","60","50","26520","23640"
