"Status","Year","Age","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Overseas","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Overseas","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Overseas","SEO/HEO","Heterosexual / straight","175","175","36470","33540"
"In post","2023","20-29","Overseas","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2023","20-29","Overseas","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Overseas","SEO/HEO","Unknown","65","65","39270","38600"
"In post","2023","20-29","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","EO","Heterosexual / straight","35","35","26590","27080"
"In post","2023","20-29","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","EO","Unknown","30","30","[c]","[c]"
"In post","2023","20-29","Unknown","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Unknown","375","375","32290","33280"
"In post","2023","30-39","London","AA/AO","Heterosexual / straight","1125","1050","29170","26630"
"In post","2023","30-39","London","AA/AO","LGBO","85","85","30480","28950"
"In post","2023","30-39","London","AA/AO","Undeclared","105","100","28150","25610"
"In post","2023","30-39","London","AA/AO","Unknown","480","455","29090","26760"
"In post","2023","30-39","London","EO","Heterosexual / straight","2420","2320","31670","31520"
"In post","2023","30-39","London","EO","LGBO","160","155","32460","32260"
"In post","2023","30-39","London","EO","Undeclared","230","220","31370","31020"
"In post","2023","30-39","London","EO","Unknown","795","770","31240","31060"
"In post","2023","30-39","London","G6/G7","Heterosexual / straight","6925","6745","60820","59290"
"In post","2023","30-39","London","G6/G7","LGBO","765","760","60290","58880"
"In post","2023","30-39","London","G6/G7","Undeclared","885","870","60260","57770"
"In post","2023","30-39","London","G6/G7","Unknown","1785","1750","61120","59290"
"In post","2023","30-39","London","SCS level","Heterosexual / straight","540","520","81660","77500"
"In post","2023","30-39","London","SCS level","LGBO","65","65","79560","75710"
"In post","2023","30-39","London","SCS level","Undeclared","45","45","79980","77870"
"In post","2023","30-39","London","SCS level","Unknown","140","140","83300","78000"
"In post","2023","30-39","London","SEO/HEO","Heterosexual / straight","5270","5165","40660","41020"
"In post","2023","30-39","London","SEO/HEO","LGBO","585","580","40280","40800"
"In post","2023","30-39","London","SEO/HEO","Undeclared","610","600","40680","41360"
"In post","2023","30-39","London","SEO/HEO","Unknown","1690","1665","40520","40600"
"In post","2023","30-39","London","Unknown","Heterosexual / straight","370","355","35150","34820"
"In post","2023","30-39","London","Unknown","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","London","Unknown","Undeclared","35","35","35570","34820"
"In post","2023","30-39","London","Unknown","Unknown","70","65","31370","29300"
"In post","2023","30-39","Outside London","AA/AO","Heterosexual / straight","14635","13445","24900","22520"
"In post","2023","30-39","Outside London","AA/AO","LGBO","1370","1320","25040","22520"
"In post","2023","30-39","Outside London","AA/AO","Undeclared","1240","1135","24690","22500"
"In post","2023","30-39","Outside London","AA/AO","Unknown","6370","5835","24350","22520"
"In post","2023","30-39","Outside London","EO","Heterosexual / straight","15045","14250","28540","28120"
"In post","2023","30-39","Outside London","EO","LGBO","1475","1445","28590","28120"
"In post","2023","30-39","Outside London","EO","Undeclared","1245","1185","28850","28120"
"In post","2023","30-39","Outside London","EO","Unknown","5310","5070","28640","28120"
"In post","2023","30-39","Outside London","G6/G7","Heterosexual / straight","6810","6590","56790","55110"
"In post","2023","30-39","Outside London","G6/G7","LGBO","645","635","56290","54650"
"In post","2023","30-39","Outside London","G6/G7","Undeclared","605","590","56470","55110"
"In post","2023","30-39","Outside London","G6/G7","Unknown","1590","1550","57300","55780"
"In post","2023","30-39","Outside London","SCS level","Heterosexual / straight","145","140","83880","78680"
"In post","2023","30-39","Outside London","SCS level","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","Outside London","SCS level","Undeclared","15","10","[c]","[c]"
"In post","2023","30-39","Outside London","SCS level","Unknown","35","30","79630","76750"
"In post","2023","30-39","Outside London","SEO/HEO","Heterosexual / straight","19750","19110","37400","36590"
"In post","2023","30-39","Outside London","SEO/HEO","LGBO","1825","1795","37130","36330"
"In post","2023","30-39","Outside London","SEO/HEO","Undeclared","1715","1675","37610","37300"
"In post","2023","30-39","Outside London","SEO/HEO","Unknown","4765","4640","37150","35000"
"In post","2023","30-39","Outside London","Unknown","Heterosexual / straight","3625","3385","31010","30810"
"In post","2023","30-39","Outside London","Unknown","LGBO","340","330","29020","26840"
"In post","2023","30-39","Outside London","Unknown","Undeclared","215","200","31940","31920"
"In post","2023","30-39","Outside London","Unknown","Unknown","750","675","27870","26280"
"In post","2023","30-39","Overseas","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Overseas","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","30-39","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Overseas","EO","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Overseas","G6/G7","Heterosexual / straight","260","260","59000","56170"
"In post","2023","30-39","Overseas","G6/G7","LGBO","40","40","57350","55490"
"In post","2023","30-39","Overseas","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Overseas","G6/G7","Unknown","150","150","57800","55480"
"In post","2023","30-39","Overseas","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","30-39","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Overseas","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Overseas","SEO/HEO","Heterosexual / straight","270","270","40790","35810"
"In post","2023","30-39","Overseas","SEO/HEO","LGBO","35","35","39890","36610"
"In post","2023","30-39","Overseas","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Overseas","SEO/HEO","Unknown","135","135","42290","39130"
"In post","2023","30-39","Overseas","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","30-39","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Overseas","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","EO","Heterosexual / straight","55","50","27590","28120"
"In post","2023","30-39","Unknown","EO","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","EO","Undeclared","10","5","[c]","[c]"
"In post","2023","30-39","Unknown","EO","Unknown","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","30-39","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","Unknown","380","380","42050","40870"
"In post","2023","40-49","London","AA/AO","Heterosexual / straight","1305","1185","27690","26400"
"In post","2023","40-49","London","AA/AO","LGBO","55","55","28940","26480"
"In post","2023","40-49","London","AA/AO","Undeclared","165","145","26720","26400"
"In post","2023","40-49","London","AA/AO","Unknown","515","460","27450","26400"
"In post","2023","40-49","London","EO","Heterosexual / straight","2455","2295","31580","31310"
"In post","2023","40-49","London","EO","LGBO","110","110","31950","32260"
"In post","2023","40-49","London","EO","Undeclared","280","260","31690","31230"
"In post","2023","40-49","London","EO","Unknown","760","715","31580","31950"
"In post","2023","40-49","London","G6/G7","Heterosexual / straight","5585","5330","63710","62770"
"In post","2023","40-49","London","G6/G7","LGBO","430","420","63700","63810"
"In post","2023","40-49","London","G6/G7","Undeclared","680","655","64030","62770"
"In post","2023","40-49","London","G6/G7","Unknown","1320","1255","63950","64100"
"In post","2023","40-49","London","SCS level","Heterosexual / straight","1405","1345","89480","81600"
"In post","2023","40-49","London","SCS level","LGBO","130","125","90210","80500"
"In post","2023","40-49","London","SCS level","Undeclared","130","125","89830","82300"
"In post","2023","40-49","London","SCS level","Unknown","270","260","92960","85000"
"In post","2023","40-49","London","SEO/HEO","Heterosexual / straight","4520","4380","41290","41360"
"In post","2023","40-49","London","SEO/HEO","LGBO","260","255","41570","41540"
"In post","2023","40-49","London","SEO/HEO","Undeclared","550","535","41450","41620"
"In post","2023","40-49","London","SEO/HEO","Unknown","1010","975","41370","40570"
"In post","2023","40-49","London","Unknown","Heterosexual / straight","385","365","38030","37350"
"In post","2023","40-49","London","Unknown","LGBO","30","30","[c]","[c]"
"In post","2023","40-49","London","Unknown","Undeclared","35","35","37990","33050"
"In post","2023","40-49","London","Unknown","Unknown","80","70","35230","33820"
"In post","2023","40-49","Outside London","AA/AO","Heterosexual / straight","14785","13280","24070","22400"
"In post","2023","40-49","Outside London","AA/AO","LGBO","780","735","24390","22520"
"In post","2023","40-49","Outside London","AA/AO","Undeclared","1845","1655","23730","22400"
"In post","2023","40-49","Outside London","AA/AO","Unknown","5600","4980","23860","22520"
"In post","2023","40-49","Outside London","EO","Heterosexual / straight","15875","14790","28500","28120"
"In post","2023","40-49","Outside London","EO","LGBO","865","840","28570","28120"
"In post","2023","40-49","Outside London","EO","Undeclared","1815","1695","28540","28120"
"In post","2023","40-49","Outside London","EO","Unknown","4525","4170","28770","28120"
"In post","2023","40-49","Outside London","G6/G7","Heterosexual / straight","10795","10445","59610","57970"
"In post","2023","40-49","Outside London","G6/G7","LGBO","550","540","59900","57970"
"In post","2023","40-49","Outside London","G6/G7","Undeclared","1045","1015","59560","57970"
"In post","2023","40-49","Outside London","G6/G7","Unknown","2070","1990","59870","57970"
"In post","2023","40-49","Outside London","SCS level","Heterosexual / straight","705","690","88670","82800"
"In post","2023","40-49","Outside London","SCS level","LGBO","50","50","84830","80540"
"In post","2023","40-49","Outside London","SCS level","Undeclared","55","50","86940","81600"
"In post","2023","40-49","Outside London","SCS level","Unknown","125","120","93110","85000"
"In post","2023","40-49","Outside London","SEO/HEO","Heterosexual / straight","20485","19715","38520","38050"
"In post","2023","40-49","Outside London","SEO/HEO","LGBO","985","965","38280","37680"
"In post","2023","40-49","Outside London","SEO/HEO","Undeclared","2335","2250","38500","37710"
"In post","2023","40-49","Outside London","SEO/HEO","Unknown","4030","3875","38210","37370"
"In post","2023","40-49","Outside London","Unknown","Heterosexual / straight","3825","3545","34330","33260"
"In post","2023","40-49","Outside London","Unknown","LGBO","225","215","33310","30810"
"In post","2023","40-49","Outside London","Unknown","Undeclared","345","320","35830","38290"
"In post","2023","40-49","Outside London","Unknown","Unknown","595","535","31040","29050"
"In post","2023","40-49","Overseas","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Overseas","EO","Heterosexual / straight","35","35","34290","28680"
"In post","2023","40-49","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Overseas","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Overseas","EO","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Overseas","G6/G7","Heterosexual / straight","285","280","62310","60090"
"In post","2023","40-49","Overseas","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2023","40-49","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Overseas","G6/G7","Unknown","140","140","62210","60080"
"In post","2023","40-49","Overseas","SCS level","Heterosexual / straight","85","85","84550","75930"
"In post","2023","40-49","Overseas","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Overseas","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Overseas","SCS level","Unknown","30","30","80210","75330"
"In post","2023","40-49","Overseas","SEO/HEO","Heterosexual / straight","230","230","43550","40410"
"In post","2023","40-49","Overseas","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Overseas","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Overseas","SEO/HEO","Unknown","110","110","50450","50650"
"In post","2023","40-49","Overseas","Unknown","Heterosexual / straight","50","50","[c]","[c]"
"In post","2023","40-49","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Overseas","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2023","40-49","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","EO","Heterosexual / straight","65","60","27860","28120"
"In post","2023","40-49","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","EO","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","G6/G7","Heterosexual / straight","30","30","61980","65610"
"In post","2023","40-49","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","SEO/HEO","Heterosexual / straight","45","40","40230","38470"
"In post","2023","40-49","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","Unknown","320","320","45890","41630"
"In post","2023","50-59","London","AA/AO","Heterosexual / straight","2015","1890","26860","25610"
"In post","2023","50-59","London","AA/AO","LGBO","70","70","26670","25610"
"In post","2023","50-59","London","AA/AO","Undeclared","355","325","26020","25610"
"In post","2023","50-59","London","AA/AO","Unknown","740","685","27100","26400"
"In post","2023","50-59","London","EO","Heterosexual / straight","3580","3410","31810","31580"
"In post","2023","50-59","London","EO","LGBO","135","130","31780","31950"
"In post","2023","50-59","London","EO","Undeclared","620","590","31700","31450"
"In post","2023","50-59","London","EO","Unknown","1060","990","31950","32520"
"In post","2023","50-59","London","G6/G7","Heterosexual / straight","4375","4270","64960","64110"
"In post","2023","50-59","London","G6/G7","LGBO","260","255","65090","64240"
"In post","2023","50-59","London","G6/G7","Undeclared","690","675","65550","65030"
"In post","2023","50-59","London","G6/G7","Unknown","890","860","66110","65230"
"In post","2023","50-59","London","SCS level","Heterosexual / straight","1000","975","98320","88820"
"In post","2023","50-59","London","SCS level","LGBO","65","65","98500","88640"
"In post","2023","50-59","London","SCS level","Undeclared","105","105","93840","86450"
"In post","2023","50-59","London","SCS level","Unknown","210","205","105830","97090"
"In post","2023","50-59","London","SEO/HEO","Heterosexual / straight","4960","4855","41890","41710"
"In post","2023","50-59","London","SEO/HEO","LGBO","225","220","42100","42060"
"In post","2023","50-59","London","SEO/HEO","Undeclared","785","770","42100","41550"
"In post","2023","50-59","London","SEO/HEO","Unknown","1085","1060","41890","41510"
"In post","2023","50-59","London","Unknown","Heterosexual / straight","420","405","37590","34820"
"In post","2023","50-59","London","Unknown","LGBO","30","30","43630","42290"
"In post","2023","50-59","London","Unknown","Undeclared","55","55","38010","39030"
"In post","2023","50-59","London","Unknown","Unknown","70","60","34760","33050"
"In post","2023","50-59","Outside London","AA/AO","Heterosexual / straight","21830","19710","23620","22220"
"In post","2023","50-59","Outside London","AA/AO","LGBO","785","735","24070","22500"
"In post","2023","50-59","Outside London","AA/AO","Undeclared","3350","2980","23690","22220"
"In post","2023","50-59","Outside London","AA/AO","Unknown","7395","6540","23880","22520"
"In post","2023","50-59","Outside London","EO","Heterosexual / straight","21600","20070","28800","28120"
"In post","2023","50-59","Outside London","EO","LGBO","780","740","28830","28120"
"In post","2023","50-59","Outside London","EO","Undeclared","3365","3125","28820","28120"
"In post","2023","50-59","Outside London","EO","Unknown","5605","5125","29460","28120"
"In post","2023","50-59","Outside London","G6/G7","Heterosexual / straight","11040","10780","60970","57990"
"In post","2023","50-59","Outside London","G6/G7","LGBO","345","340","61580","59290"
"In post","2023","50-59","Outside London","G6/G7","Undeclared","1275","1235","61080","58180"
"In post","2023","50-59","Outside London","G6/G7","Unknown","2100","2025","61310","58920"
"In post","2023","50-59","Outside London","SCS level","Heterosexual / straight","980","965","94180","86340"
"In post","2023","50-59","Outside London","SCS level","LGBO","35","35","87480","83140"
"In post","2023","50-59","Outside London","SCS level","Undeclared","75","75","93090","84460"
"In post","2023","50-59","Outside London","SCS level","Unknown","170","165","100950","94500"
"In post","2023","50-59","Outside London","SEO/HEO","Heterosexual / straight","22745","21990","38880","38180"
