"Status","Year","Profession_of_post","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Security","Outside London","AA","Unknown","370","365","24160","24430"
"In post","2023","Security","Outside London","AO","Heterosexual / straight","1695","1660","34420","37010"
"In post","2023","Security","Outside London","AO","LGBO","65","60","34040","32700"
"In post","2023","Security","Outside London","AO","Undeclared","260","250","37120","40880"
"In post","2023","Security","Outside London","AO","Unknown","640","635","33440","30700"
"In post","2023","Security","Outside London","EO","Heterosexual / straight","705","685","33790","28190"
"In post","2023","Security","Outside London","EO","LGBO","35","35","33370","29400"
"In post","2023","Security","Outside London","EO","Undeclared","110","110","38190","37650"
"In post","2023","Security","Outside London","EO","Unknown","115","115","32760","28130"
"In post","2023","Security","Outside London","G6","Heterosexual / straight","45","45","69350","66860"
"In post","2023","Security","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Outside London","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","Security","Outside London","G6","Unknown","20","20","[c]","[c]"
"In post","2023","Security","Outside London","G7","Heterosexual / straight","185","180","55420","55110"
"In post","2023","Security","Outside London","G7","LGBO","10","10","[c]","[c]"
"In post","2023","Security","Outside London","G7","Undeclared","25","25","[c]","[c]"
"In post","2023","Security","Outside London","G7","Unknown","50","50","56250","56810"
"In post","2023","Security","Outside London","HEO","Heterosexual / straight","635","615","37680","34300"
"In post","2023","Security","Outside London","HEO","LGBO","35","35","35110","34170"
"In post","2023","Security","Outside London","HEO","Undeclared","110","110","38580","34320"
"In post","2023","Security","Outside London","HEO","Unknown","95","90","35590","34320"
"In post","2023","Security","Outside London","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Security","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Outside London","SEO","Heterosexual / straight","385","375","42800","41200"
"In post","2023","Security","Outside London","SEO","LGBO","20","20","[c]","[c]"
"In post","2023","Security","Outside London","SEO","Undeclared","60","60","43510","41800"
"In post","2023","Security","Outside London","SEO","Unknown","65","60","42070","41150"
"In post","2023","Security","Outside London","Unknown","Heterosexual / straight","35","35","37510","35250"
"In post","2023","Security","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Outside London","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Security","Outside London","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Security","Overseas","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Security","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Security","Overseas","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Security","Overseas","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Security","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","HEO","Heterosexual / straight","30","30","37830","37170"
"In post","2023","Security","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Security","Overseas","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Security","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Security","Overseas","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Security","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Security","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","G6","Heterosexual / straight","45","40","71440","70840"
"In post","2023","Social Research","London","G6","LGBO","10","10","[c]","[c]"
"In post","2023","Social Research","London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","G7","Heterosexual / straight","150","145","59720","60430"
"In post","2023","Social Research","London","G7","LGBO","5","5","[c]","[c]"
"In post","2023","Social Research","London","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Social Research","London","G7","Unknown","25","25","[c]","[c]"
"In post","2023","Social Research","London","HEO","Heterosexual / straight","90","90","36510","36330"
"In post","2023","Social Research","London","HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Social Research","London","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Social Research","London","HEO","Unknown","40","40","37160","36710"
"In post","2023","Social Research","London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Social Research","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","SEO","Heterosexual / straight","115","115","44260","43760"
"In post","2023","Social Research","London","SEO","LGBO","20","20","[c]","[c]"
"In post","2023","Social Research","London","SEO","Undeclared","15","10","[c]","[c]"
"In post","2023","Social Research","London","SEO","Unknown","25","25","[c]","[c]"
"In post","2023","Social Research","Outside London","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Social Research","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Outside London","EO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Social Research","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Outside London","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Social Research","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Outside London","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Social Research","Outside London","G7","Heterosexual / straight","160","150","54180","52490"
"In post","2023","Social Research","Outside London","G7","LGBO","15","15","[c]","[c]"
"In post","2023","Social Research","Outside London","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Social Research","Outside London","G7","Unknown","20","20","[c]","[c]"
"In post","2023","Social Research","Outside London","HEO","Heterosexual / straight","215","205","32450","31560"
"In post","2023","Social Research","Outside London","HEO","LGBO","55","50","32400","31560"
"In post","2023","Social Research","Outside London","HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Social Research","Outside London","HEO","Unknown","35","35","32810","32460"
"In post","2023","Social Research","Outside London","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Social Research","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Outside London","SEO","Heterosexual / straight","290","270","40950","39300"
"In post","2023","Social Research","Outside London","SEO","LGBO","25","25","[c]","[c]"
"In post","2023","Social Research","Outside London","SEO","Undeclared","30","30","41020","39300"
"In post","2023","Social Research","Outside London","SEO","Unknown","50","50","40230","39300"
"In post","2023","Statistics","London","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Statistics","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","London","AA","Unknown","30","30","23500","23500"
"In post","2023","Statistics","London","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Statistics","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","London","EO","Heterosexual / straight","60","60","31150","30950"
"In post","2023","Statistics","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","London","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Statistics","London","EO","Unknown","20","20","[c]","[c]"
"In post","2023","Statistics","London","G6","Heterosexual / straight","75","75","71980","70670"
"In post","2023","Statistics","London","G6","LGBO","10","10","[c]","[c]"
"In post","2023","Statistics","London","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","Statistics","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","London","G7","Heterosexual / straight","225","215","59820","60430"
"In post","2023","Statistics","London","G7","LGBO","25","25","[c]","[c]"
"In post","2023","Statistics","London","G7","Undeclared","30","30","59200","59190"
"In post","2023","Statistics","London","G7","Unknown","35","30","59170","58570"
"In post","2023","Statistics","London","HEO","Heterosexual / straight","200","195","36400","36000"
"In post","2023","Statistics","London","HEO","LGBO","25","25","[c]","[c]"
"In post","2023","Statistics","London","HEO","Undeclared","25","20","[c]","[c]"
"In post","2023","Statistics","London","HEO","Unknown","100","100","33630","34030"
"In post","2023","Statistics","London","SCS level","Heterosexual / straight","35","35","86880","81750"
"In post","2023","Statistics","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","London","SEO","Heterosexual / straight","215","210","45020","45170"
"In post","2023","Statistics","London","SEO","LGBO","25","25","[c]","[c]"
"In post","2023","Statistics","London","SEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Statistics","London","SEO","Unknown","45","45","45020","45540"
"In post","2023","Statistics","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Outside London","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Statistics","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Outside London","EO","Heterosexual / straight","100","95","27740","27470"
"In post","2023","Statistics","Outside London","EO","LGBO","20","20","[c]","[c]"
"In post","2023","Statistics","Outside London","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Statistics","Outside London","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Statistics","Outside London","G6","Heterosexual / straight","80","75","65990","66410"
"In post","2023","Statistics","Outside London","G6","LGBO","10","10","[c]","[c]"
"In post","2023","Statistics","Outside London","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","Statistics","Outside London","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Statistics","Outside London","G7","Heterosexual / straight","275","260","54590","53190"
"In post","2023","Statistics","Outside London","G7","LGBO","25","25","[c]","[c]"
"In post","2023","Statistics","Outside London","G7","Undeclared","25","25","[c]","[c]"
"In post","2023","Statistics","Outside London","G7","Unknown","55","55","54170","52490"
"In post","2023","Statistics","Outside London","HEO","Heterosexual / straight","325","315","33480","33130"
"In post","2023","Statistics","Outside London","HEO","LGBO","45","45","33410","33370"
"In post","2023","Statistics","Outside London","HEO","Undeclared","45","45","33320","32960"
"In post","2023","Statistics","Outside London","HEO","Unknown","65","65","32070","31560"
"In post","2023","Statistics","Outside London","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Statistics","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Outside London","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Statistics","Outside London","SEO","Heterosexual / straight","385","365","41150","41000"
"In post","2023","Statistics","Outside London","SEO","LGBO","45","45","40230","39300"
"In post","2023","Statistics","Outside London","SEO","Undeclared","35","35","41220","41830"
"In post","2023","Statistics","Outside London","SEO","Unknown","75","75","40570","39450"
"In post","2023","Statistics","Overseas","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Tax","London","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Tax","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Tax","London","AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Tax","London","AO","Unknown","20","15","[c]","[c]"
"In post","2023","Tax","London","EO","Heterosexual / straight","250","235","32990","32540"
"In post","2023","Tax","London","EO","LGBO","20","20","[c]","[c]"
"In post","2023","Tax","London","EO","Undeclared","40","35","33130","34370"
"In post","2023","Tax","London","EO","Unknown","165","155","33070","32540"
"In post","2023","Tax","London","G6","Heterosexual / straight","95","90","78440","78600"
"In post","2023","Tax","London","G6","LGBO","5","5","[c]","[c]"
"In post","2023","Tax","London","G6","Undeclared","15","15","[c]","[c]"
"In post","2023","Tax","London","G6","Unknown","20","20","[c]","[c]"
"In post","2023","Tax","London","G7","Heterosexual / straight","250","240","64890","65230"
"In post","2023","Tax","London","G7","LGBO","15","15","[c]","[c]"
"In post","2023","Tax","London","G7","Undeclared","30","30","[c]","[c]"
"In post","2023","Tax","London","G7","Unknown","70","70","64810","65230"
"In post","2023","Tax","London","HEO","Heterosexual / straight","530","500","40160","39790"
"In post","2023","Tax","London","HEO","LGBO","25","25","[c]","[c]"
"In post","2023","Tax","London","HEO","Undeclared","75","70","40300","39790"
"In post","2023","Tax","London","HEO","Unknown","300","280","40080","39790"
"In post","2023","Tax","London","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Tax","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Tax","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Tax","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Tax","London","SEO","Heterosexual / straight","225","220","46530","45960"
"In post","2023","Tax","London","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","Tax","London","SEO","Undeclared","30","30","46950","46260"
"In post","2023","Tax","London","SEO","Unknown","90","85","46510","45960"
"In post","2023","Tax","Outside London","AO","Heterosexual / straight","950","870","22530","22520"
"In post","2023","Tax","Outside London","AO","LGBO","105","95","22520","22520"
"In post","2023","Tax","Outside London","AO","Undeclared","70","65","22520","22520"
"In post","2023","Tax","Outside London","AO","Unknown","875","805","22520","22520"
"In post","2023","Tax","Outside London","EO","Heterosexual / straight","2225","2100","28240","28130"
"In post","2023","Tax","Outside London","EO","LGBO","200","195","28060","27890"
"In post","2023","Tax","Outside London","EO","Undeclared","205","190","28650","28130"
"In post","2023","Tax","Outside London","EO","Unknown","1290","1225","28170","28130"
"In post","2023","Tax","Outside London","G6","Heterosexual / straight","385","365","71150","71300"
"In post","2023","Tax","Outside London","G6","LGBO","20","20","[c]","[c]"
"In post","2023","Tax","Outside London","G6","Undeclared","65","60","71590","71300"
"In post","2023","Tax","Outside London","G6","Unknown","65","65","71380","71300"
"In post","2023","Tax","Outside London","G7","Heterosexual / straight","1265","1210","57660","57970"
"In post","2023","Tax","Outside London","G7","LGBO","95","90","57580","57970"
"In post","2023","Tax","Outside London","G7","Undeclared","195","185","57770","57970"
"In post","2023","Tax","Outside London","G7","Unknown","290","275","57600","57970"
"In post","2023","Tax","Outside London","HEO","Heterosexual / straight","3030","2890","35010","35000"
"In post","2023","Tax","Outside London","HEO","LGBO","250","245","34900","35000"
"In post","2023","Tax","Outside London","HEO","Undeclared","340","315","35220","35000"
"In post","2023","Tax","Outside London","HEO","Unknown","1245","1195","35000","35000"
"In post","2023","Tax","Outside London","SCS level","Heterosexual / straight","35","35","80680","78250"
"In post","2023","Tax","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Tax","Outside London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Tax","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Tax","Outside London","SEO","Heterosexual / straight","1325","1265","42460","42510"
"In post","2023","Tax","Outside London","SEO","LGBO","55","50","42390","42140"
"In post","2023","Tax","Outside London","SEO","Undeclared","160","150","42600","42510"
"In post","2023","Tax","Outside London","SEO","Unknown","295","280","42460","42510"
"In post","2023","Unknown","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","AA","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","London","AO","Heterosexual / straight","100","95","26700","25280"
"In post","2023","Unknown","London","AO","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","London","AO","Undeclared","25","25","[c]","[c]"
"In post","2023","Unknown","London","AO","Unknown","65","60","28690","26920"
"In post","2023","Unknown","London","EO","Heterosexual / straight","425","410","30160","30720"
"In post","2023","Unknown","London","EO","LGBO","40","40","29620","28870"
"In post","2023","Unknown","London","EO","Undeclared","125","120","29220","28770"
"In post","2023","Unknown","London","EO","Unknown","180","180","30960","31530"
"In post","2023","Unknown","London","G6","Heterosexual / straight","440","430","70550","68150"
"In post","2023","Unknown","London","G6","LGBO","40","40","70780","68180"
"In post","2023","Unknown","London","G6","Undeclared","130","125","69290","67890"
"In post","2023","Unknown","London","G6","Unknown","120","120","70430","69640"
"In post","2023","Unknown","London","G7","Heterosexual / straight","790","770","57820","56430"
"In post","2023","Unknown","London","G7","LGBO","105","105","57780","56430"
"In post","2023","Unknown","London","G7","Undeclared","275","265","56050","54690"
"In post","2023","Unknown","London","G7","Unknown","255","250","59350","58910"
"In post","2023","Unknown","London","HEO","Heterosexual / straight","725","715","35830","35400"
"In post","2023","Unknown","London","HEO","LGBO","90","90","34990","34190"
"In post","2023","Unknown","London","HEO","Undeclared","190","185","34670","34190"
"In post","2023","Unknown","London","HEO","Unknown","620","615","32380","30130"
"In post","2023","Unknown","London","SCS level","Heterosexual / straight","260","250","93580","82020"
"In post","2023","Unknown","London","SCS level","LGBO","35","35","98770","87220"
"In post","2023","Unknown","London","SCS level","Undeclared","55","55","88920","82490"
"In post","2023","Unknown","London","SCS level","Unknown","90","90","98840","88170"
"In post","2023","Unknown","London","SEO","Heterosexual / straight","480","470","43310","41950"
"In post","2023","Unknown","London","SEO","LGBO","65","65","42860","41950"
"In post","2023","Unknown","London","SEO","Undeclared","175","170","42640","41950"
"In post","2023","Unknown","London","SEO","Unknown","140","135","44130","44380"
"In post","2023","Unknown","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","AA","Heterosexual / straight","815","765","23830","23340"
"In post","2023","Unknown","Outside London","AA","LGBO","120","115","23350","23340"
"In post","2023","Unknown","Outside London","AA","Undeclared","50","50","23780","23340"
"In post","2023","Unknown","Outside London","AA","Unknown","1245","1165","23250","22180"
"In post","2023","Unknown","Outside London","AO","Heterosexual / straight","1180","1120","25090","25010"
"In post","2023","Unknown","Outside London","AO","LGBO","130","125","24260","22520"
"In post","2023","Unknown","Outside London","AO","Undeclared","85","80","24310","22520"
"In post","2023","Unknown","Outside London","AO","Unknown","1045","1000","26430","26220"
"In post","2023","Unknown","Outside London","EO","Heterosexual / straight","2705","2590","29830","29450"
"In post","2023","Unknown","Outside London","EO","LGBO","315","310","29070","29100"
"In post","2023","Unknown","Outside London","EO","Undeclared","185","180","28870","29100"
"In post","2023","Unknown","Outside London","EO","Unknown","1645","1580","30040","29100"
"In post","2023","Unknown","Outside London","G6","Heterosexual / straight","1050","1015","75250","76170"
"In post","2023","Unknown","Outside London","G6","LGBO","70","70","75200","79110"
"In post","2023","Unknown","Outside London","G6","Undeclared","105","100","73530","71300"
"In post","2023","Unknown","Outside London","G6","Unknown","325","315","75650","79110"
"In post","2023","Unknown","Outside London","G7","Heterosexual / straight","1975","1895","59820","58850"
"In post","2023","Unknown","Outside London","G7","LGBO","165","160","57620","54870"
"In post","2023","Unknown","Outside London","G7","Undeclared","250","240","58130","54870"
"In post","2023","Unknown","Outside London","G7","Unknown","735","710","59050","57970"
"In post","2023","Unknown","Outside London","HEO","Heterosexual / straight","3010","2915","35840","34730"
"In post","2023","Unknown","Outside London","HEO","LGBO","315","310","35480","34730"
"In post","2023","Unknown","Outside London","HEO","Undeclared","245","235","34960","34730"
"In post","2023","Unknown","Outside London","HEO","Unknown","1630","1575","35620","34730"
"In post","2023","Unknown","Outside London","SCS level","Heterosexual / straight","260","255","92280","85200"
"In post","2023","Unknown","Outside London","SCS level","LGBO","20","20","[c]","[c]"
"In post","2023","Unknown","Outside London","SCS level","Undeclared","25","25","[c]","[c]"
"In post","2023","Unknown","Outside London","SCS level","Unknown","100","95","95200","85200"
"In post","2023","Unknown","Outside London","SEO","Heterosexual / straight","2660","2565","45720","44890"
"In post","2023","Unknown","Outside London","SEO","LGBO","220","215","44520","42860"
"In post","2023","Unknown","Outside London","SEO","Undeclared","240","230","43810","42860"
"In post","2023","Unknown","Outside London","SEO","Unknown","990","950","46100","44930"
"In post","2023","Unknown","Outside London","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Overseas","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Overseas","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","Unknown","Heterosexual / straight","95","95","[c]","[c]"
"In post","2023","Unknown","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2023","Unknown","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Unknown","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","EO","Unknown","30","30","25210","24470"
"In post","2023","Unknown","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","London","G7","Undeclared","[c]","[c]","[c]","[c]"
