"Status","Year","Age","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Asian","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Digital, Data & Technology","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Finance","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Legal","Attorney General's Departments","10","10","[c]","[c]"
"In post","2023","16-19","Asian","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","No function","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","No function","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","No function","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","No function","HM Revenue and Customs","20","15","[c]","[c]"
"In post","2023","16-19","Asian","No function","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","No function","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","No function","Ministry of Justice","10","5","[c]","[c]"
"In post","2023","16-19","Asian","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","No function","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","No function","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","No function","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Property","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Asian","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Analysis","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Analysis","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Analysis","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Commercial","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Communications","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Counter Fraud","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Debt","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Debt","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Digital, Data & Technology","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Finance","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","No function","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Property","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Black","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Analysis","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Commercial","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Communications","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Counter Fraud","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Debt","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Debt","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data & Technology","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Finance","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","No function","Department for Transport","[c]","[c]","[c]","[c]"
