"Status","Year","Region_ITL3","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Herefordshire, County of","Outside London","AA/AO","Female","90","85","22480","22220"
"In post","2023","Herefordshire, County of","Outside London","AA/AO","Male","120","120","28360","22220"
"In post","2023","Herefordshire, County of","Outside London","EO","Female","90","85","28040","28120"
"In post","2023","Herefordshire, County of","Outside London","EO","Male","55","55","29620","27470"
"In post","2023","Herefordshire, County of","Outside London","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","SEO/HEO","Female","35","35","37040","34300"
"In post","2023","Herefordshire, County of","Outside London","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","Unknown","Female","25","25","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Hertfordshire CC","Outside London","AA/AO","Female","395","345","25810","25610"
"In post","2023","Hertfordshire CC","Outside London","AA/AO","Male","290","285","28290","26530"
"In post","2023","Hertfordshire CC","Outside London","EO","Female","495","445","31110","31280"
"In post","2023","Hertfordshire CC","Outside London","EO","Male","315","310","31880","31280"
"In post","2023","Hertfordshire CC","Outside London","G6/G7","Female","205","195","61430","60220"
"In post","2023","Hertfordshire CC","Outside London","G6/G7","Male","165","160","62520","61440"
"In post","2023","Hertfordshire CC","Outside London","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Hertfordshire CC","Outside London","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Hertfordshire CC","Outside London","SEO/HEO","Female","410","390","40440","39190"
"In post","2023","Hertfordshire CC","Outside London","SEO/HEO","Male","290","285","41430","41190"
"In post","2023","Hertfordshire CC","Outside London","Unknown","Female","185","170","31570","30810"
"In post","2023","Hertfordshire CC","Outside London","Unknown","Male","40","40","29810","29050"
"In post","2023","Hounslow and Richmond upon Thames","London","AA/AO","Female","450","405","28240","26400"
"In post","2023","Hounslow and Richmond upon Thames","London","AA/AO","Male","435","420","29850","27830"
"In post","2023","Hounslow and Richmond upon Thames","London","EO","Female","495","455","31190","30200"
"In post","2023","Hounslow and Richmond upon Thames","London","EO","Male","410","400","31970","30940"
"In post","2023","Hounslow and Richmond upon Thames","London","G6/G7","Female","90","85","56760","55350"
"In post","2023","Hounslow and Richmond upon Thames","London","G6/G7","Male","100","100","58160","57590"
"In post","2023","Hounslow and Richmond upon Thames","London","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Hounslow and Richmond upon Thames","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Hounslow and Richmond upon Thames","London","SEO/HEO","Female","445","425","38110","36350"
"In post","2023","Hounslow and Richmond upon Thames","London","SEO/HEO","Male","390","385","39890","38150"
"In post","2023","Hounslow and Richmond upon Thames","London","Unknown","Female","65","65","33250","30840"
"In post","2023","Hounslow and Richmond upon Thames","London","Unknown","Male","25","25","[c]","[c]"
"In post","2023","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","AA/AO","Female","200","165","22900","21880"
"In post","2023","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","AA/AO","Male","130","120","24420","22950"
"In post","2023","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","EO","Female","280","245","29570","28120"
"In post","2023","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","EO","Male","220","205","30800","28120"
"In post","2023","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","G6/G7","Female","60","50","60280","55990"
"In post","2023","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","G6/G7","Male","30","30","61020","58110"
"In post","2023","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","SEO/HEO","Female","85","80","38470","36330"
"In post","2023","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","SEO/HEO","Male","95","90","40130","42110"
"In post","2023","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","AA/AO","Female","250","230","23340","22220"
"In post","2023","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","AA/AO","Male","240","240","23700","22220"
"In post","2023","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","EO","Female","220","195","29520","28120"
"In post","2023","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","EO","Male","180","170","31040","30440"
"In post","2023","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","G6/G7","Female","40","35","62860","56080"
"In post","2023","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","G6/G7","Male","30","30","63450","60760"
"In post","2023","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","SEO/HEO","Female","150","140","38950","38330"
"In post","2023","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","SEO/HEO","Male","125","120","40100","40440"
"In post","2023","Isle of Anglesey","Outside London","AA/AO","Female","40","40","22460","22220"
"In post","2023","Isle of Anglesey","Outside London","AA/AO","Male","30","30","22690","22450"
"In post","2023","Isle of Anglesey","Outside London","EO","Female","65","60","27390","28120"
"In post","2023","Isle of Anglesey","Outside London","EO","Male","55","50","27560","27450"
"In post","2023","Isle of Anglesey","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Isle of Anglesey","Outside London","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Isle of Anglesey","Outside London","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","Isle of Anglesey","Outside London","SEO/HEO","Male","40","40","35810","34300"
"In post","2023","Isle of Anglesey","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Isle of Anglesey","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Isle of Wight","Outside London","AA/AO","Female","225","200","25190","23230"
"In post","2023","Isle of Wight","Outside London","AA/AO","Male","345","325","28380","30440"
"In post","2023","Isle of Wight","Outside London","EO","Female","115","100","28380","28120"
"In post","2023","Isle of Wight","Outside London","EO","Male","95","85","30920","28480"
"In post","2023","Isle of Wight","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Isle of Wight","Outside London","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Isle of Wight","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Isle of Wight","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Isle of Wight","Outside London","SEO/HEO","Female","50","45","37030","34170"
"In post","2023","Isle of Wight","Outside London","SEO/HEO","Male","45","45","42190","40660"
"In post","2023","Isle of Wight","Outside London","Unknown","Female","30","30","31830","29050"
"In post","2023","Isle of Wight","Outside London","Unknown","Male","15","15","[c]","[c]"
"In post","2023","Kensington & Chelsea and Hammersmith & Fulham","London","AA/AO","Female","200","190","31960","33800"
"In post","2023","Kensington & Chelsea and Hammersmith & Fulham","London","AA/AO","Male","260","250","32860","33800"
"In post","2023","Kensington & Chelsea and Hammersmith & Fulham","London","EO","Female","120","110","33430","32520"
"In post","2023","Kensington & Chelsea and Hammersmith & Fulham","London","EO","Male","95","95","35740","32520"
"In post","2023","Kensington & Chelsea and Hammersmith & Fulham","London","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Kensington & Chelsea and Hammersmith & Fulham","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Kensington & Chelsea and Hammersmith & Fulham","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Kensington & Chelsea and Hammersmith & Fulham","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Kensington & Chelsea and Hammersmith & Fulham","London","SEO/HEO","Female","45","45","42480","39780"
"In post","2023","Kensington & Chelsea and Hammersmith & Fulham","London","SEO/HEO","Male","50","50","45160","44090"
"In post","2023","Kensington & Chelsea and Hammersmith & Fulham","London","Unknown","Female","55","55","34520","34820"
"In post","2023","Kensington & Chelsea and Hammersmith & Fulham","London","Unknown","Male","25","25","[c]","[c]"
"In post","2023","Kent Thames Gateway","Outside London","AA/AO","Female","375","340","26860","25340"
"In post","2023","Kent Thames Gateway","Outside London","AA/AO","Male","435","420","31100","32410"
"In post","2023","Kent Thames Gateway","Outside London","EO","Female","190","175","31420","31280"
"In post","2023","Kent Thames Gateway","Outside London","EO","Male","165","160","33030","32520"
"In post","2023","Kent Thames Gateway","Outside London","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Kent Thames Gateway","Outside London","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Kent Thames Gateway","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Kent Thames Gateway","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Kent Thames Gateway","Outside London","SEO/HEO","Female","115","110","39060","37520"
"In post","2023","Kent Thames Gateway","Outside London","SEO/HEO","Male","110","105","42400","40660"
"In post","2023","Kent Thames Gateway","Outside London","Unknown","Female","90","85","30120","29050"
"In post","2023","Kent Thames Gateway","Outside London","Unknown","Male","25","20","[c]","[c]"
"In post","2023","Kingston upon Hull, City of","Outside London","AA/AO","Female","420","355","24080","22870"
"In post","2023","Kingston upon Hull, City of","Outside London","AA/AO","Male","435","415","27350","28880"
"In post","2023","Kingston upon Hull, City of","Outside London","EO","Female","390","335","28120","28120"
"In post","2023","Kingston upon Hull, City of","Outside London","EO","Male","285","265","28660","28080"
"In post","2023","Kingston upon Hull, City of","Outside London","G6/G7","Female","50","45","57610","55870"
"In post","2023","Kingston upon Hull, City of","Outside London","G6/G7","Male","30","30","60300","57300"
"In post","2023","Kingston upon Hull, City of","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Kingston upon Hull, City of","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Kingston upon Hull, City of","Outside London","SEO/HEO","Female","180","165","36580","34850"
"In post","2023","Kingston upon Hull, City of","Outside London","SEO/HEO","Male","150","140","37630","34890"
"In post","2023","Kingston upon Hull, City of","Outside London","Unknown","Female","180","160","29680","29050"
"In post","2023","Kingston upon Hull, City of","Outside London","Unknown","Male","60","60","31130","27530"
"In post","2023","Lambeth","London","AA/AO","Female","185","175","29410","28400"
"In post","2023","Lambeth","London","AA/AO","Male","190","185","32160","33800"
"In post","2023","Lambeth","London","EO","Female","520","490","35250","34340"
"In post","2023","Lambeth","London","EO","Male","355","350","36660","36140"
"In post","2023","Lambeth","London","G6/G7","Female","90","85","65390","63040"
"In post","2023","Lambeth","London","G6/G7","Male","145","140","69540","71430"
"In post","2023","Lambeth","London","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Lambeth","London","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Lambeth","London","SEO/HEO","Female","390","375","46370","45700"
"In post","2023","Lambeth","London","SEO/HEO","Male","395","395","47820","49200"
"In post","2023","Lambeth","London","Unknown","Female","100","95","39390","33930"
"In post","2023","Lambeth","London","Unknown","Male","35","35","46380","34820"
"In post","2023","Lancaster and Wyre","Outside London","AA/AO","Female","295","260","23960","22220"
"In post","2023","Lancaster and Wyre","Outside London","AA/AO","Male","240","230","26000","23230"
"In post","2023","Lancaster and Wyre","Outside London","EO","Female","215","195","27890","27740"
"In post","2023","Lancaster and Wyre","Outside London","EO","Male","130","120","28940","27910"
"In post","2023","Lancaster and Wyre","Outside London","G6/G7","Female","35","30","60310","56180"
"In post","2023","Lancaster and Wyre","Outside London","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Lancaster and Wyre","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Lancaster and Wyre","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Lancaster and Wyre","Outside London","SEO/HEO","Female","130","120","36720","34300"
"In post","2023","Lancaster and Wyre","Outside London","SEO/HEO","Male","80","75","38990","39720"
"In post","2023","Lancaster and Wyre","Outside London","Unknown","Female","40","35","29290","26840"
"In post","2023","Lancaster and Wyre","Outside London","Unknown","Male","15","15","[c]","[c]"
"In post","2023","Leeds","Outside London","AA/AO","Female","1475","1305","23560","22520"
"In post","2023","Leeds","Outside London","AA/AO","Male","1250","1205","24810","22520"
"In post","2023","Leeds","Outside London","EO","Female","1845","1675","27950","28120"
"In post","2023","Leeds","Outside London","EO","Male","1650","1600","28390","28120"
"In post","2023","Leeds","Outside London","G6/G7","Female","1260","1190","57520","55780"
"In post","2023","Leeds","Outside London","G6/G7","Male","1155","1135","58660","57650"
"In post","2023","Leeds","Outside London","SCS level","Female","70","65","88660","78100"
"In post","2023","Leeds","Outside London","SCS level","Male","90","90","89780","81820"
"In post","2023","Leeds","Outside London","SEO/HEO","Female","2530","2385","36830","35000"
"In post","2023","Leeds","Outside London","SEO/HEO","Male","2190","2140","37120","35000"
"In post","2023","Leeds","Outside London","Unknown","Female","290","270","29990","29050"
"In post","2023","Leeds","Outside London","Unknown","Male","115","110","30550","29050"
"In post","2023","Leicester","Outside London","AA/AO","Female","585","495","22570","21780"
"In post","2023","Leicester","Outside London","AA/AO","Male","395","375","23800","21780"
"In post","2023","Leicester","Outside London","EO","Female","355","310","27990","28120"
"In post","2023","Leicester","Outside London","EO","Male","285","275","28290","28120"
"In post","2023","Leicester","Outside London","G6/G7","Female","65","60","54340","52460"
"In post","2023","Leicester","Outside London","G6/G7","Male","35","35","56810","55100"
"In post","2023","Leicester","Outside London","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Leicester","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Leicester","Outside London","SEO/HEO","Female","185","175","36780","34850"
"In post","2023","Leicester","Outside London","SEO/HEO","Male","125","120","37900","34850"
"In post","2023","Leicester","Outside London","Unknown","Female","250","230","29420","28630"
"In post","2023","Leicester","Outside London","Unknown","Male","85","80","30370","26070"
"In post","2023","Leicestershire CC and Rutland","Outside London","AA/AO","Female","500","435","24010","22220"
"In post","2023","Leicestershire CC and Rutland","Outside London","AA/AO","Male","390","375","27410","28880"
"In post","2023","Leicestershire CC and Rutland","Outside London","EO","Female","320","285","28360","28120"
"In post","2023","Leicestershire CC and Rutland","Outside London","EO","Male","295","280","29660","28120"
"In post","2023","Leicestershire CC and Rutland","Outside London","G6/G7","Female","45","45","62760","59590"
"In post","2023","Leicestershire CC and Rutland","Outside London","G6/G7","Male","55","55","62770","59440"
"In post","2023","Leicestershire CC and Rutland","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Leicestershire CC and Rutland","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Leicestershire CC and Rutland","Outside London","SEO/HEO","Female","200","190","37540","34970"
"In post","2023","Leicestershire CC and Rutland","Outside London","SEO/HEO","Male","220","220","40280","39720"
"In post","2023","Leicestershire CC and Rutland","Outside London","Unknown","Female","55","50","32770","31510"
"In post","2023","Leicestershire CC and Rutland","Outside London","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Lewisham and Southwark","London","AA/AO","Female","85","75","25350","25480"
"In post","2023","Lewisham and Southwark","London","AA/AO","Male","130","115","30930","34390"
"In post","2023","Lewisham and Southwark","London","EO","Female","220","205","31740","32520"
"In post","2023","Lewisham and Southwark","London","EO","Male","120","115","31870","32520"
"In post","2023","Lewisham and Southwark","London","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Lewisham and Southwark","London","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Lewisham and Southwark","London","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Lewisham and Southwark","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Lewisham and Southwark","London","SEO/HEO","Female","55","55","41340","39150"
"In post","2023","Lewisham and Southwark","London","SEO/HEO","Male","40","35","38840","39150"
"In post","2023","Lewisham and Southwark","London","Unknown","Female","365","350","36270","33820"
"In post","2023","Lewisham and Southwark","London","Unknown","Male","145","140","36020","33820"
"In post","2023","Lincolnshire CC","Outside London","AA/AO","Female","680","615","23470","22220"
"In post","2023","Lincolnshire CC","Outside London","AA/AO","Male","615","590","26020","23920"
"In post","2023","Lincolnshire CC","Outside London","EO","Female","390","350","28180","28120"
"In post","2023","Lincolnshire CC","Outside London","EO","Male","345","330","29440","28120"
"In post","2023","Lincolnshire CC","Outside London","G6/G7","Female","60","55","59950","55110"
"In post","2023","Lincolnshire CC","Outside London","G6/G7","Male","80","75","62760","59890"
"In post","2023","Lincolnshire CC","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Lincolnshire CC","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Lincolnshire CC","Outside London","SEO/HEO","Female","295","285","37610","34970"
"In post","2023","Lincolnshire CC","Outside London","SEO/HEO","Male","360","350","38820","37840"
"In post","2023","Lincolnshire CC","Outside London","Unknown","Female","195","185","29810","26840"
"In post","2023","Lincolnshire CC","Outside London","Unknown","Male","60","60","29410","26840"
"In post","2023","Lisburn and Castlereagh","Outside London","AA/AO","Female","90","85","22730","22970"
"In post","2023","Lisburn and Castlereagh","Outside London","AA/AO","Male","110","100","22010","22130"
"In post","2023","Lisburn and Castlereagh","Outside London","EO","Female","105","100","26710","25880"
"In post","2023","Lisburn and Castlereagh","Outside London","EO","Male","75","75","27150","26380"
"In post","2023","Lisburn and Castlereagh","Outside London","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Lisburn and Castlereagh","Outside London","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Lisburn and Castlereagh","Outside London","SEO/HEO","Female","60","60","35150","34580"
"In post","2023","Lisburn and Castlereagh","Outside London","SEO/HEO","Male","80","80","37950","37670"
"In post","2023","Liverpool","Outside London","AA/AO","Female","3005","2595","22520","22400"
"In post","2023","Liverpool","Outside London","AA/AO","Male","2020","1935","23130","22520"
"In post","2023","Liverpool","Outside London","EO","Female","2490","2270","27060","26780"
"In post","2023","Liverpool","Outside London","EO","Male","1690","1640","27170","26780"
"In post","2023","Liverpool","Outside London","G6/G7","Female","665","640","58380","57970"
"In post","2023","Liverpool","Outside London","G6/G7","Male","590","580","59180","57970"
"In post","2023","Liverpool","Outside London","SCS level","Female","30","30","87720","79570"
"In post","2023","Liverpool","Outside London","SCS level","Male","35","35","93460","85780"
"In post","2023","Liverpool","Outside London","SEO/HEO","Female","2140","2040","36370","35000"
"In post","2023","Liverpool","Outside London","SEO/HEO","Male","1655","1625","36800","35000"
"In post","2023","Liverpool","Outside London","Unknown","Female","325","310","28570","26840"
"In post","2023","Liverpool","Outside London","Unknown","Male","120","115","30030","26840"
"In post","2023","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","AA/AO","Female","65","55","25190","25010"
"In post","2023","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","AA/AO","Male","65","65","26040","26220"
"In post","2023","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","EO","Female","70","60","30620","31180"
"In post","2023","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","EO","Male","50","45","31600","31940"
"In post","2023","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","SEO/HEO","Male","35","35","40080","38530"
"In post","2023","Luton","Outside London","AA/AO","Female","75","60","21640","21780"
"In post","2023","Luton","Outside London","AA/AO","Male","35","30","21800","21780"
"In post","2023","Luton","Outside London","EO","Female","145","130","27870","28120"
"In post","2023","Luton","Outside London","EO","Male","155","140","28410","27650"
"In post","2023","Luton","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Luton","Outside London","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Luton","Outside London","SEO/HEO","Female","30","30","[c]","[c]"
"In post","2023","Luton","Outside London","SEO/HEO","Male","30","30","[c]","[c]"
"In post","2023","Luton","Outside London","Unknown","Female","85","80","29160","29050"
"In post","2023","Luton","Outside London","Unknown","Male","20","15","[c]","[c]"
"In post","2023","Manchester","Outside London","AA/AO","Female","715","650","23240","22180"
"In post","2023","Manchester","Outside London","AA/AO","Male","590","560","25420","22870"
"In post","2023","Manchester","Outside London","EO","Female","940","880","27160","27060"
"In post","2023","Manchester","Outside London","EO","Male","880","845","27900","27260"
"In post","2023","Manchester","Outside London","G6/G7","Female","730","700","56380","53030"
"In post","2023","Manchester","Outside London","G6/G7","Male","740","725","58940","55610"
"In post","2023","Manchester","Outside London","SCS level","Female","55","50","92870","87180"
"In post","2023","Manchester","Outside London","SCS level","Male","45","45","98310","92570"
"In post","2023","Manchester","Outside London","SEO/HEO","Female","1375","1320","36010","35190"
"In post","2023","Manchester","Outside London","SEO/HEO","Male","1185","1170","36610","36400"
"In post","2023","Manchester","Outside London","Unknown","Female","360","340","29300","26840"
"In post","2023","Manchester","Outside London","Unknown","Male","160","160","30950","26840"
"In post","2023","Medway","Outside London","AA/AO","Female","330","300","26150","25340"
"In post","2023","Medway","Outside London","AA/AO","Male","255","250","27960","29890"
"In post","2023","Medway","Outside London","EO","Female","230","210","32040","31280"
"In post","2023","Medway","Outside London","EO","Male","160","160","33730","34170"
"In post","2023","Medway","Outside London","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Medway","Outside London","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Medway","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Medway","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Medway","Outside London","SEO/HEO","Female","145","140","40490","38910"
"In post","2023","Medway","Outside London","SEO/HEO","Male","145","140","43280","41200"
"In post","2023","Medway","Outside London","Unknown","Female","75","70","28120","25300"
"In post","2023","Medway","Outside London","Unknown","Male","20","15","[c]","[c]"
"In post","2023","Merton, Kingston upon Thames and Sutton","London","AA/AO","Female","70","65","25080","25480"
"In post","2023","Merton, Kingston upon Thames and Sutton","London","AA/AO","Male","35","30","24780","25480"
"In post","2023","Merton, Kingston upon Thames and Sutton","London","EO","Female","190","170","32550","32520"
"In post","2023","Merton, Kingston upon Thames and Sutton","London","EO","Male","145","145","34610","32520"
"In post","2023","Merton, Kingston upon Thames and Sutton","London","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Merton, Kingston upon Thames and Sutton","London","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Merton, Kingston upon Thames and Sutton","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Merton, Kingston upon Thames and Sutton","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Merton, Kingston upon Thames and Sutton","London","SEO/HEO","Female","65","60","41740","40240"
"In post","2023","Merton, Kingston upon Thames and Sutton","London","SEO/HEO","Male","55","55","43730","43650"
"In post","2023","Merton, Kingston upon Thames and Sutton","London","Unknown","Female","70","60","34920","33820"
"In post","2023","Merton, Kingston upon Thames and Sutton","London","Unknown","Male","15","15","[c]","[c]"
"In post","2023","Mid Kent","Outside London","AA/AO","Female","160","145","25590","24270"
"In post","2023","Mid Kent","Outside London","AA/AO","Male","165","160","28800","28880"
"In post","2023","Mid Kent","Outside London","EO","Female","145","135","30320","31280"
"In post","2023","Mid Kent","Outside London","EO","Male","115","115","31680","31280"
"In post","2023","Mid Kent","Outside London","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Mid Kent","Outside London","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Mid Kent","Outside London","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Mid Kent","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mid Kent","Outside London","SEO/HEO","Female","80","75","39500","39060"
"In post","2023","Mid Kent","Outside London","SEO/HEO","Male","80","75","40820","40180"
"In post","2023","Mid Kent","Outside London","Unknown","Female","140","130","30050","27940"
"In post","2023","Mid Kent","Outside London","Unknown","Male","50","45","31490","28710"
"In post","2023","Mid Lancashire","Outside London","AA/AO","Female","1465","1215","22560","21690"
"In post","2023","Mid Lancashire","Outside London","AA/AO","Male","1205","1130","23590","22520"
"In post","2023","Mid Lancashire","Outside London","EO","Female","870","770","28180","28120"
"In post","2023","Mid Lancashire","Outside London","EO","Male","615","585","28920","28120"
"In post","2023","Mid Lancashire","Outside London","G6/G7","Female","205","195","59120","57970"
"In post","2023","Mid Lancashire","Outside London","G6/G7","Male","170","165","59560","57970"
"In post","2023","Mid Lancashire","Outside London","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Mid Lancashire","Outside London","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Mid Lancashire","Outside London","SEO/HEO","Female","585","540","37650","35000"
"In post","2023","Mid Lancashire","Outside London","SEO/HEO","Male","435","410","38460","36990"
"In post","2023","Mid Lancashire","Outside London","Unknown","Female","185","170","29650","26840"
"In post","2023","Mid Lancashire","Outside London","Unknown","Male","55","50","31020","29050"
"In post","2023","Mid Ulster","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mid Ulster","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mid Ulster","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mid Ulster","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mid Ulster","Outside London","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Mid Ulster","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mid and East Antrim","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mid and East Antrim","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mid and East Antrim","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mid and East Antrim","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mid and East Antrim","Outside London","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Mid and East Antrim","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Milton Keynes","Outside London","AA/AO","Female","345","320","25880","25700"
"In post","2023","Milton Keynes","Outside London","AA/AO","Male","345","345","28150","26100"
"In post","2023","Milton Keynes","Outside London","EO","Female","275","255","29230","28480"
"In post","2023","Milton Keynes","Outside London","EO","Male","255","250","30670","29400"
"In post","2023","Milton Keynes","Outside London","G6/G7","Female","65","60","63080","60470"
"In post","2023","Milton Keynes","Outside London","G6/G7","Male","125","115","62990","61170"
"In post","2023","Milton Keynes","Outside London","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Milton Keynes","Outside London","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Milton Keynes","Outside London","SEO/HEO","Female","235","225","38420","36630"
