"Status","Year","Age","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","40-49","Office for Standards in Education, Children's Services and Skills","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Office of Gas and Electricity Markets","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Office of Gas and Electricity Markets","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Office of Gas and Electricity Markets","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Office of Gas and Electricity Markets","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Office of Rail and Road","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Scottish Government","Outside London","Female","125","[c]","38060","33520"
"Leaver CS","2023","40-49","Scottish Government","Outside London","Male","85","[c]","41170","37060"
"Leaver CS","2023","40-49","The National Archives","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","The National Archives","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","UK Export Finance","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","UK Export Finance","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","UK Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","UK Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","UK Statistics Authority","Outside London","Female","35","[c]","32030","24840"
"Leaver CS","2023","40-49","UK Statistics Authority","Outside London","Male","40","[c]","42840","38490"
"Leaver CS","2023","40-49","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Water Services Regulation Authority","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Welsh Government","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Welsh Government","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Attorney General's Departments","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Attorney General's Departments","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Attorney General's Departments","Outside London","Female","70","[c]","46590","52510"
"Leaver CS","2023","50-59","Attorney General's Departments","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Cabinet Office","London","Female","40","[c]","71970","62570"
"Leaver CS","2023","50-59","Cabinet Office","London","Male","35","[c]","82330","68490"
"Leaver CS","2023","50-59","Cabinet Office","Outside London","Female","45","[c]","46390","37300"
"Leaver CS","2023","50-59","Cabinet Office","Outside London","Male","40","[c]","43240","34320"
"Leaver CS","2023","50-59","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Cabinet Office","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Chancellor's other departments","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Chancellor's other departments","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Chancellor's other departments","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Competition and Markets Authority","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department for Business, Energy and Industrial Strategy","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department for Business, Energy and Industrial Strategy","London","Male","35","[c]","60630","61710"
"Leaver CS","2023","50-59","Department for Business, Energy and Industrial Strategy","Outside London","Female","45","[c]","36250","32110"
"Leaver CS","2023","50-59","Department for Business, Energy and Industrial Strategy","Outside London","Male","55","[c]","42060","42220"
"Leaver CS","2023","50-59","Department for Digital, Culture, Media and Sport","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department for Digital, Culture, Media and Sport","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department for Education","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department for Education","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department for Education","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department for Education","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department for Environment, Food and Rural Affairs","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department for Environment, Food and Rural Affairs","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department for Environment, Food and Rural Affairs","Outside London","Female","70","[c]","28940","25780"
"Leaver CS","2023","50-59","Department for Environment, Food and Rural Affairs","Outside London","Male","45","[c]","30980","26050"
"Leaver CS","2023","50-59","Department for International Trade","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department for International Trade","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department for International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department for International Trade","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department for Levelling Up, Housing and Communities","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department for Levelling Up, Housing and Communities","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department for Levelling Up, Housing and Communities","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department for Levelling Up, Housing and Communities","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department for Transport","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department for Transport","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department for Transport","Outside London","Female","85","[c]","28370","26700"
"Leaver CS","2023","50-59","Department for Transport","Outside London","Male","160","[c]","31360","26960"
"Leaver CS","2023","50-59","Department for Work and Pensions","London","Female","85","[c]","32800","31060"
"Leaver CS","2023","50-59","Department for Work and Pensions","London","Male","50","[c]","36360","31120"
"Leaver CS","2023","50-59","Department for Work and Pensions","Outside London","Female","1145","[c]","27140","27570"
"Leaver CS","2023","50-59","Department for Work and Pensions","Outside London","Male","495","[c]","30690","27570"
"Leaver CS","2023","50-59","Department for Work and Pensions","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department for Work and Pensions","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department of Health and Social Care","London","Female","110","[c]","52020","41770"
"Leaver CS","2023","50-59","Department of Health and Social Care","London","Male","60","[c]","59500","53360"
"Leaver CS","2023","50-59","Department of Health and Social Care","Outside London","Female","155","[c]","43740","39540"
"Leaver CS","2023","50-59","Department of Health and Social Care","Outside London","Male","80","[c]","52930","41890"
"Leaver CS","2023","50-59","Department of Health and Social Care","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Department of Health and Social Care","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Food Standards Agency","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Food Standards Agency","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Foreign, Commonwealth and Development Office","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Foreign, Commonwealth and Development Office","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Foreign, Commonwealth and Development Office","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Foreign, Commonwealth and Development Office","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Foreign, Commonwealth and Development Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Foreign, Commonwealth and Development Office","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","HM Land Registry","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","HM Land Registry","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","HM Land Registry","Outside London","Female","55","[c]","33010","28080"
"Leaver CS","2023","50-59","HM Land Registry","Outside London","Male","40","[c]","36980","34850"
"Leaver CS","2023","50-59","HM Revenue and Customs","London","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","50-59","HM Revenue and Customs","London","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","50-59","HM Revenue and Customs","Outside London","Female","435","[c]","[c]","[c]"
"Leaver CS","2023","50-59","HM Revenue and Customs","Outside London","Male","325","[c]","[c]","[c]"
"Leaver CS","2023","50-59","HM Treasury","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","HM Treasury","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","HM Treasury","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","HM Treasury","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","HM Treasury","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","HM Treasury","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Home Office","London","Female","65","[c]","42660","35200"
"Leaver CS","2023","50-59","Home Office","London","Male","70","[c]","42870","37750"
"Leaver CS","2023","50-59","Home Office","Outside London","Female","135","[c]","28420","25880"
"Leaver CS","2023","50-59","Home Office","Outside London","Male","170","[c]","29830","26750"
"Leaver CS","2023","50-59","Home Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Home Office","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Ministry of Defence","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Ministry of Defence","London","Male","30","[c]","50030","42200"
"Leaver CS","2023","50-59","Ministry of Defence","Outside London","Female","345","[c]","36420","33660"
"Leaver CS","2023","50-59","Ministry of Defence","Outside London","Male","565","[c]","38450","34350"
"Leaver CS","2023","50-59","Ministry of Defence","Overseas","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Ministry of Defence","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Ministry of Defence","Unknown","Male","30","[c]","40400","39320"
"Leaver CS","2023","50-59","Ministry of Justice","London","Female","120","[c]","37550","29660"
"Leaver CS","2023","50-59","Ministry of Justice","London","Male","115","[c]","44330","41750"
"Leaver CS","2023","50-59","Ministry of Justice","Outside London","Female","690","[c]","26490","21780"
"Leaver CS","2023","50-59","Ministry of Justice","Outside London","Male","735","[c]","32370","25830"
"Leaver CS","2023","50-59","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","National Crime Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","National Crime Agency","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","National Crime Agency","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","National Crime Agency","Outside London","Male","40","[c]","41700","39320"
"Leaver CS","2023","50-59","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","National Crime Agency","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Office for Standards in Education, Children's Services and Skills","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Office for Standards in Education, Children's Services and Skills","Outside London","Female","45","[c]","62470","52750"
"Leaver CS","2023","50-59","Office for Standards in Education, Children's Services and Skills","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Office of Gas and Electricity Markets","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Office of Gas and Electricity Markets","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Office of Gas and Electricity Markets","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Office of Gas and Electricity Markets","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Office of the Secretary of State for Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Office of the Secretary of State for Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Office of the Secretary of State for Wales","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Scottish Government","Outside London","Female","140","[c]","42270","38170"
"Leaver CS","2023","50-59","Scottish Government","Outside London","Male","175","[c]","40270","37060"
"Leaver CS","2023","50-59","The National Archives","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","The National Archives","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","UK Export Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","UK Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","UK Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","UK Statistics Authority","Outside London","Female","75","[c]","26950","21200"
"Leaver CS","2023","50-59","UK Statistics Authority","Outside London","Male","60","[c]","34360","22030"
"Leaver CS","2023","50-59","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Water Services Regulation Authority","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Welsh Government","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Welsh Government","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Attorney General's Departments","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Attorney General's Departments","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Attorney General's Departments","Outside London","Female","30","[c]","39060","33810"
"Leaver CS","2023","60-64","Attorney General's Departments","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Cabinet Office","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Cabinet Office","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Cabinet Office","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Cabinet Office","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Chancellor's other departments","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Chancellor's other departments","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Chancellor's other departments","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Competition and Markets Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Business, Energy and Industrial Strategy","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Business, Energy and Industrial Strategy","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Business, Energy and Industrial Strategy","Outside London","Female","40","[c]","39510","40590"
"Leaver CS","2023","60-64","Department for Business, Energy and Industrial Strategy","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Digital, Culture, Media and Sport","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Digital, Culture, Media and Sport","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Education","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Education","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Education","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Education","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Environment, Food and Rural Affairs","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Environment, Food and Rural Affairs","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Environment, Food and Rural Affairs","Outside London","Female","40","[c]","29000","25900"
"Leaver CS","2023","60-64","Department for Environment, Food and Rural Affairs","Outside London","Male","40","[c]","34560","31510"
"Leaver CS","2023","60-64","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for International Trade","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for International Trade","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for International Trade","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Levelling Up, Housing and Communities","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Levelling Up, Housing and Communities","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Levelling Up, Housing and Communities","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Levelling Up, Housing and Communities","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Transport","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Transport","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Transport","Outside London","Female","50","[c]","29800","22500"
"Leaver CS","2023","60-64","Department for Transport","Outside London","Male","80","[c]","35980","27470"
"Leaver CS","2023","60-64","Department for Work and Pensions","London","Female","55","[c]","37460","32520"
"Leaver CS","2023","60-64","Department for Work and Pensions","London","Male","35","[c]","39890","32520"
"Leaver CS","2023","60-64","Department for Work and Pensions","Outside London","Female","900","[c]","27150","27570"
"Leaver CS","2023","60-64","Department for Work and Pensions","Outside London","Male","395","[c]","30150","28120"
"Leaver CS","2023","60-64","Department for Work and Pensions","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department for Work and Pensions","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department of Health and Social Care","London","Female","45","[c]","53640","41570"
"Leaver CS","2023","60-64","Department of Health and Social Care","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department of Health and Social Care","Outside London","Female","65","[c]","46230","37570"
"Leaver CS","2023","60-64","Department of Health and Social Care","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department of Health and Social Care","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Department of Health and Social Care","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Food Standards Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Foreign, Commonwealth and Development Office","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Foreign, Commonwealth and Development Office","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Foreign, Commonwealth and Development Office","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Foreign, Commonwealth and Development Office","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Foreign, Commonwealth and Development Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Foreign, Commonwealth and Development Office","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","HM Land Registry","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","HM Land Registry","Outside London","Female","40","[c]","31880","28080"
"Leaver CS","2023","60-64","HM Land Registry","Outside London","Male","30","[c]","38700","34850"
"Leaver CS","2023","60-64","HM Revenue and Customs","London","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","60-64","HM Revenue and Customs","London","Male","55","[c]","[c]","[c]"
"Leaver CS","2023","60-64","HM Revenue and Customs","Outside London","Female","460","[c]","[c]","[c]"
"Leaver CS","2023","60-64","HM Revenue and Customs","Outside London","Male","290","[c]","[c]","[c]"
"Leaver CS","2023","60-64","HM Treasury","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","HM Treasury","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","HM Treasury","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","HM Treasury","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","HM Treasury","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","HM Treasury","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Home Office","London","Female","55","[c]","41540","31740"
"Leaver CS","2023","60-64","Home Office","London","Male","75","[c]","45420","33800"
"Leaver CS","2023","60-64","Home Office","Outside London","Female","85","[c]","26940","25880"
"Leaver CS","2023","60-64","Home Office","Outside London","Male","90","[c]","29360","27370"
"Leaver CS","2023","60-64","Home Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Home Office","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Ministry of Defence","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Ministry of Defence","London","Male","35","[c]","40750","33370"
"Leaver CS","2023","60-64","Ministry of Defence","Outside London","Female","245","[c]","30850","26670"
"Leaver CS","2023","60-64","Ministry of Defence","Outside London","Male","530","[c]","39780","36460"
"Leaver CS","2023","60-64","Ministry of Defence","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Ministry of Defence","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Ministry of Defence","Unknown","Male","30","[c]","47240","38730"
"Leaver CS","2023","60-64","Ministry of Justice","London","Female","65","[c]","39470","30880"
"Leaver CS","2023","60-64","Ministry of Justice","London","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Ministry of Justice","Outside London","Female","400","[c]","26920","21780"
"Leaver CS","2023","60-64","Ministry of Justice","Outside London","Male","380","[c]","32160","25440"
"Leaver CS","2023","60-64","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","National Crime Agency","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","National Crime Agency","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","National Crime Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","National Crime Agency","Outside London","Male","25","[c]","[c]","[c]"
