"Status","Year","Region_ITL1","Region_ITL2","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","North West (England)","Greater Manchester","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Lancashire","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Lancashire","Outside London","AO","80","[c]","21630","21690"
"Leaver Dept.","2023","North West (England)","Lancashire","Outside London","EO","55","[c]","27980","28120"
"Leaver Dept.","2023","North West (England)","Lancashire","Outside London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Lancashire","Outside London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Lancashire","Outside London","HEO","15","[c]","33630","34170"
"Leaver Dept.","2023","North West (England)","Lancashire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Lancashire","Outside London","SEO","35","[c]","39160","38470"
"Leaver Dept.","2023","North West (England)","Lancashire","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Merseyside","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Merseyside","Outside London","AO","200","[c]","21920","21780"
"Leaver Dept.","2023","North West (England)","Merseyside","Outside London","EO","150","[c]","27210","27570"
"Leaver Dept.","2023","North West (England)","Merseyside","Outside London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Merseyside","Outside London","G7","15","[c]","50950","53360"
"Leaver Dept.","2023","North West (England)","Merseyside","Outside London","HEO","75","[c]","31750","32000"
"Leaver Dept.","2023","North West (England)","Merseyside","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North West (England)","Merseyside","Outside London","SEO","50","[c]","39780","39250"
"Leaver Dept.","2023","North West (England)","Merseyside","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","Northern Ireland","Outside London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","Northern Ireland","Outside London","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","Northern Ireland","Outside London","EO","30","[c]","27120","26750"
"Leaver Dept.","2023","Northern Ireland","Northern Ireland","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","Northern Ireland","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","Northern Ireland","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Overseas","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Overseas","Overseas","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Overseas","Overseas","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Overseas","Overseas","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Overseas","Overseas","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Eastern Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Eastern Scotland","Outside London","AO","165","[c]","22050","21690"
"Leaver Dept.","2023","Scotland","Eastern Scotland","Outside London","EO","140","[c]","28230","27570"
"Leaver Dept.","2023","Scotland","Eastern Scotland","Outside London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Eastern Scotland","Outside London","G7","30","[c]","57100","57230"
"Leaver Dept.","2023","Scotland","Eastern Scotland","Outside London","HEO","60","[c]","35060","34310"
"Leaver Dept.","2023","Scotland","Eastern Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Eastern Scotland","Outside London","SEO","30","[c]","45530","45570"
"Leaver Dept.","2023","Scotland","Highlands and Islands","Outside London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Highlands and Islands","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Highlands and Islands","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Highlands and Islands","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","North Eastern Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","North Eastern Scotland","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","North Eastern Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","North Eastern Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Southern Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Southern Scotland","Outside London","AO","45","[c]","23240","21980"
"Leaver Dept.","2023","Scotland","Southern Scotland","Outside London","EO","45","[c]","27720","27570"
"Leaver Dept.","2023","Scotland","Southern Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Southern Scotland","Outside London","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Southern Scotland","Outside London","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Southern Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Southern Scotland","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","West Central Scotland","Outside London","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","West Central Scotland","Outside London","AO","170","[c]","22130","21690"
"Leaver Dept.","2023","Scotland","West Central Scotland","Outside London","EO","200","[c]","27200","27570"
"Leaver Dept.","2023","Scotland","West Central Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","West Central Scotland","Outside London","G7","25","[c]","53390","51810"
"Leaver Dept.","2023","Scotland","West Central Scotland","Outside London","HEO","75","[c]","32720","33010"
"Leaver Dept.","2023","Scotland","West Central Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","West Central Scotland","Outside London","SEO","35","[c]","41370","40000"
"Leaver Dept.","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AO","35","[c]","24370","23690"
"Leaver Dept.","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","45","[c]","28230","28120"
"Leaver Dept.","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","HEO","25","[c]","33220","33110"
"Leaver Dept.","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO","10","[c]","41140","42000"
"Leaver Dept.","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Hampshire and Isle of Wight","Outside London","AA","15","[c]","22230","21290"
"Leaver Dept.","2023","South East (England)","Hampshire and Isle of Wight","Outside London","AO","50","[c]","21690","21200"
"Leaver Dept.","2023","South East (England)","Hampshire and Isle of Wight","Outside London","EO","40","[c]","26650","26670"
"Leaver Dept.","2023","South East (England)","Hampshire and Isle of Wight","Outside London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Hampshire and Isle of Wight","Outside London","G7","25","[c]","49570","49260"
"Leaver Dept.","2023","South East (England)","Hampshire and Isle of Wight","Outside London","HEO","60","[c]","32430","31940"
"Leaver Dept.","2023","South East (England)","Hampshire and Isle of Wight","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Hampshire and Isle of Wight","Outside London","SEO","45","[c]","39610","39890"
"Leaver Dept.","2023","South East (England)","Hampshire and Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Kent","Outside London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Kent","Outside London","AO","70","[c]","23140","22500"
"Leaver Dept.","2023","South East (England)","Kent","Outside London","EO","65","[c]","30110","31280"
"Leaver Dept.","2023","South East (England)","Kent","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Kent","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Surrey, East and West Sussex","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Surrey, East and West Sussex","Outside London","AO","45","[c]","22350","21690"
"Leaver Dept.","2023","South East (England)","Surrey, East and West Sussex","Outside London","EO","50","[c]","28130","28120"
"Leaver Dept.","2023","South East (England)","Surrey, East and West Sussex","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Surrey, East and West Sussex","Outside London","G7","10","[c]","57180","55610"
"Leaver Dept.","2023","South East (England)","Surrey, East and West Sussex","Outside London","HEO","15","[c]","33760","34000"
"Leaver Dept.","2023","South East (England)","Surrey, East and West Sussex","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","South East (England)","Surrey, East and West Sussex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","Cornwall and Isles of Scilly","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","Cornwall and Isles of Scilly","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","Cornwall and Isles of Scilly","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","Cornwall and Isles of Scilly","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","Cornwall and Isles of Scilly","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","Devon","Outside London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","Devon","Outside London","AO","55","[c]","21890","21690"
"Leaver Dept.","2023","South West (England)","Devon","Outside London","EO","35","[c]","26990","27570"
"Leaver Dept.","2023","South West (England)","Devon","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","Devon","Outside London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","Devon","Outside London","HEO","20","[c]","32900","33020"
"Leaver Dept.","2023","South West (England)","Devon","Outside London","SEO","15","[c]","40220","40000"
"Leaver Dept.","2023","South West (England)","Devon","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","Dorset and Somerset","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","Dorset and Somerset","Outside London","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","Dorset and Somerset","Outside London","EO","15","[c]","28060","28120"
"Leaver Dept.","2023","South West (England)","Dorset and Somerset","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","Dorset and Somerset","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","Dorset and Somerset","Outside London","SEO","10","[c]","40760","41870"
"Leaver Dept.","2023","South West (England)","Dorset and Somerset","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AO","60","[c]","22120","21780"
"Leaver Dept.","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","80","[c]","27350","27570"
"Leaver Dept.","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G6","30","[c]","68930","68190"
"Leaver Dept.","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","G7","90","[c]","53270","53410"
"Leaver Dept.","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","HEO","135","[c]","32980","33000"
"Leaver Dept.","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","SEO","115","[c]","41120","40760"
"Leaver Dept.","2023","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","20","[c]","40510","38790"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","EO","40","[c]","28140","28120"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","HEO","60","[c]","32000","32000"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","SEO","20","[c]","40650","40340"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Wales","East Wales","Outside London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Wales","East Wales","Outside London","AO","95","[c]","21750","21690"
"Leaver Dept.","2023","Wales","East Wales","Outside London","EO","125","[c]","26630","26820"
"Leaver Dept.","2023","Wales","East Wales","Outside London","G6","15","[c]","64090","63350"
"Leaver Dept.","2023","Wales","East Wales","Outside London","G7","50","[c]","53810","51460"
"Leaver Dept.","2023","Wales","East Wales","Outside London","HEO","125","[c]","32210","31560"
"Leaver Dept.","2023","Wales","East Wales","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Wales","East Wales","Outside London","SEO","95","[c]","41060","40420"
"Leaver Dept.","2023","Wales","East Wales","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Wales","West Wales and The Valleys","Outside London","AA","15","[c]","19760","19000"
"Leaver Dept.","2023","Wales","West Wales and The Valleys","Outside London","AO","85","[c]","22270","22500"
"Leaver Dept.","2023","Wales","West Wales and The Valleys","Outside London","EO","110","[c]","27490","27570"
"Leaver Dept.","2023","Wales","West Wales and The Valleys","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wales","West Wales and The Valleys","Outside London","G7","15","[c]","53240","50340"
"Leaver Dept.","2023","Wales","West Wales and The Valleys","Outside London","HEO","75","[c]","32200","31660"
"Leaver Dept.","2023","Wales","West Wales and The Valleys","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wales","West Wales and The Valleys","Outside London","SEO","40","[c]","41740","40180"
"Leaver Dept.","2023","Wales","West Wales and The Valleys","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","AO","25","[c]","21870","21780"
"Leaver Dept.","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","AO","75","[c]","21730","21690"
"Leaver Dept.","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","EO","65","[c]","27500","28120"
"Leaver Dept.","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","HEO","25","[c]","33590","34170"
"Leaver Dept.","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","SEO","20","[c]","40420","40620"
"Leaver Dept.","2023","West Midlands (England)","West Midlands","Outside London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2023","West Midlands (England)","West Midlands","Outside London","AO","125","[c]","21790","21690"
"Leaver Dept.","2023","West Midlands (England)","West Midlands","Outside London","EO","210","[c]","27300","27570"
"Leaver Dept.","2023","West Midlands (England)","West Midlands","Outside London","G6","15","[c]","66020","63220"
"Leaver Dept.","2023","West Midlands (England)","West Midlands","Outside London","G7","50","[c]","52600","51360"
"Leaver Dept.","2023","West Midlands (England)","West Midlands","Outside London","HEO","130","[c]","32510","32000"
"Leaver Dept.","2023","West Midlands (England)","West Midlands","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","West Midlands (England)","West Midlands","Outside London","SEO","85","[c]","40360","39140"
"Leaver Dept.","2023","West Midlands (England)","West Midlands","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","EO","15","[c]","27400","27570"
"Leaver Dept.","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Yorkshire and The Humber","North Yorkshire","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Yorkshire and The Humber","North Yorkshire","Outside London","AO","15","[c]","21940","21990"
"Leaver Dept.","2023","Yorkshire and The Humber","North Yorkshire","Outside London","EO","25","[c]","25770","25550"
"Leaver Dept.","2023","Yorkshire and The Humber","North Yorkshire","Outside London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Yorkshire and The Humber","North Yorkshire","Outside London","G7","20","[c]","52490","51290"
"Leaver Dept.","2023","Yorkshire and The Humber","North Yorkshire","Outside London","HEO","30","[c]","33410","33300"
"Leaver Dept.","2023","Yorkshire and The Humber","North Yorkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Yorkshire and The Humber","North Yorkshire","Outside London","SEO","25","[c]","39050","39050"
"Leaver Dept.","2023","Yorkshire and The Humber","North Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Yorkshire and The Humber","South Yorkshire","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Yorkshire and The Humber","South Yorkshire","Outside London","AO","40","[c]","21900","21690"
"Leaver Dept.","2023","Yorkshire and The Humber","South Yorkshire","Outside London","EO","95","[c]","27180","27570"
"Leaver Dept.","2023","Yorkshire and The Humber","South Yorkshire","Outside London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Yorkshire and The Humber","South Yorkshire","Outside London","G7","30","[c]","53890","53190"
"Leaver Dept.","2023","Yorkshire and The Humber","South Yorkshire","Outside London","HEO","55","[c]","32780","32160"
"Leaver Dept.","2023","Yorkshire and The Humber","South Yorkshire","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Yorkshire and The Humber","South Yorkshire","Outside London","SEO","50","[c]","39700","38560"
"Leaver Dept.","2023","Yorkshire and The Humber","South Yorkshire","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Yorkshire and The Humber","West Yorkshire","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Yorkshire and The Humber","West Yorkshire","Outside London","AO","90","[c]","22280","21690"
"Leaver Dept.","2023","Yorkshire and The Humber","West Yorkshire","Outside London","EO","190","[c]","27400","27570"
"Leaver Dept.","2023","Yorkshire and The Humber","West Yorkshire","Outside London","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Yorkshire and The Humber","West Yorkshire","Outside London","G7","60","[c]","52560","51360"
"Leaver Dept.","2023","Yorkshire and The Humber","West Yorkshire","Outside London","HEO","130","[c]","32310","32000"
"Leaver Dept.","2023","Yorkshire and The Humber","West Yorkshire","Outside London","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Yorkshire and The Humber","West Yorkshire","Outside London","SEO","105","[c]","38610","38470"
"Leaver Dept.","2023","Yorkshire and The Humber","West Yorkshire","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","AA","90","[c]","22230","23230"
"New entrant CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","AO","855","[c]","23880","22520"
"New entrant CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","EO","190","[c]","27630","27650"
"New entrant CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","G6","10","[c]","70190","65850"
"New entrant CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","G7","60","[c]","55490","53360"
"New entrant CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","HEO","135","[c]","33500","33710"
"New entrant CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","SEO","85","[c]","43530","41880"
"New entrant CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","Unknown","175","[c]","22730","23640"
"New entrant CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","AA","110","[c]","22290","23230"
"New entrant CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","AO","435","[c]","24090","21780"
"New entrant CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","EO","70","[c]","27840","26780"
"New entrant CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","G7","15","[c]","55900","54000"
"New entrant CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","HEO","35","[c]","33410","33200"
"New entrant CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","SEO","15","[c]","41270","38760"
"New entrant CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","130","[c]","22760","23640"
"New entrant CS","2023","East Midlands (England)","Lincolnshire","Outside London","AA","70","[c]","22240","23230"
"New entrant CS","2023","East Midlands (England)","Lincolnshire","Outside London","AO","145","[c]","26460","28880"
"New entrant CS","2023","East Midlands (England)","Lincolnshire","Outside London","EO","40","[c]","27330","27080"
"New entrant CS","2023","East Midlands (England)","Lincolnshire","Outside London","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","East Midlands (England)","Lincolnshire","Outside London","G7","10","[c]","64840","72470"
"New entrant CS","2023","East Midlands (England)","Lincolnshire","Outside London","HEO","35","[c]","32610","33000"
"New entrant CS","2023","East Midlands (England)","Lincolnshire","Outside London","SEO","20","[c]","42020","41000"
"New entrant CS","2023","East Midlands (England)","Lincolnshire","Outside London","Unknown","60","[c]","22990","23640"
"New entrant CS","2023","East of England","Bedfordshire and Hertfordshire","Outside London","AA","80","[c]","22130","23230"
"New entrant CS","2023","East of England","Bedfordshire and Hertfordshire","Outside London","AO","190","[c]","27240","28880"
"New entrant CS","2023","East of England","Bedfordshire and Hertfordshire","Outside London","EO","90","[c]","28070","27230"
"New entrant CS","2023","East of England","Bedfordshire and Hertfordshire","Outside London","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","East of England","Bedfordshire and Hertfordshire","Outside London","G7","15","[c]","61820","56000"
"New entrant CS","2023","East of England","Bedfordshire and Hertfordshire","Outside London","HEO","30","[c]","34600","33500"
"New entrant CS","2023","East of England","Bedfordshire and Hertfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","East of England","Bedfordshire and Hertfordshire","Outside London","SEO","35","[c]","42180","41190"
"New entrant CS","2023","East of England","Bedfordshire and Hertfordshire","Outside London","Unknown","90","[c]","22750","23640"
"New entrant CS","2023","East of England","East Anglia","Outside London","AA","205","[c]","22440","23230"
"New entrant CS","2023","East of England","East Anglia","Outside London","AO","680","[c]","25630","24070"
"New entrant CS","2023","East of England","East Anglia","Outside London","EO","155","[c]","26950","27080"
"New entrant CS","2023","East of England","East Anglia","Outside London","G6","15","[c]","72850","66840"
"New entrant CS","2023","East of England","East Anglia","Outside London","G7","35","[c]","58640","54160"
"New entrant CS","2023","East of England","East Anglia","Outside London","HEO","95","[c]","32970","33250"
"New entrant CS","2023","East of England","East Anglia","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","East of England","East Anglia","Outside London","SEO","85","[c]","41970","41000"
"New entrant CS","2023","East of England","East Anglia","Outside London","Unknown","190","[c]","22530","23640"
"New entrant CS","2023","East of England","Essex","Outside London","AA","60","[c]","23120","23230"
"New entrant CS","2023","East of England","Essex","Outside London","AO","180","[c]","24800","22400"
"New entrant CS","2023","East of England","Essex","Outside London","EO","95","[c]","28170","25880"
"New entrant CS","2023","East of England","Essex","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","East of England","Essex","Outside London","G7","15","[c]","57840","54100"
"New entrant CS","2023","East of England","Essex","Outside London","HEO","20","[c]","34370","33000"
"New entrant CS","2023","East of England","Essex","Outside London","SEO","15","[c]","43720","41000"
