"Status","Year","Ethnicity","Organisation","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Other ethnicity","Crown Prosecution Service","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Crown Prosecution Service","Inner London - East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Crown Prosecution Service","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Crown Prosecution Service","Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Crown Prosecution Service","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Crown Prosecution Service","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Crown Prosecution Service","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Crown Prosecution Service","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Crown Prosecution Service","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Crown Prosecution Service","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Crown Prosecution Service","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Crown Prosecution Service","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Crown Prosecution Service","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Crown Prosecution Service","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Crown Prosecution Service","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Crown Prosecution Service","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Crown Prosecution Service","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Crown Prosecution Service","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Electronics and Components Agency","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Electronics and Components Agency","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Equipment and Support","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Defence Science and Technology Laboratory","Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Digital, Culture, Media and Sport (excl. agencies)","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Education (excl. agencies)","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Education (excl. agencies)","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Education (excl. agencies)","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Education (excl. agencies)","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Education (excl. agencies)","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Education (excl. agencies)","Inner London - East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Education (excl. agencies)","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Education (excl. agencies)","Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Education (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Education (excl. agencies)","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Education (excl. agencies)","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Education (excl. agencies)","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Education (excl. agencies)","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Education (excl. agencies)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Education (excl. agencies)","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Education (excl. agencies)","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Education (excl. agencies)","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for International Trade","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for International Trade","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for International Trade","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for International Trade","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for International Trade","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for International Trade","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for International Trade","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for International Trade","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for International Trade","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for International Trade","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for International Trade","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for International Trade","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for International Trade","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for International Trade","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","Inner London - West","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Transport (excl. agencies)","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Transport (excl. agencies)","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Transport (excl. agencies)","Inner London - East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Transport (excl. agencies)","Inner London - West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Transport (excl. agencies)","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Transport (excl. agencies)","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Transport (excl. agencies)","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","East Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Essex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Inner London - East","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Inner London - West","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Kent","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Outer London - South","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Work and Pensions (excl. agencies)","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department of Health and Social Care (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department of Health and Social Care (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department of Health and Social Care (excl. agencies)","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department of Health and Social Care (excl. agencies)","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department of Health and Social Care (excl. agencies)","Essex","Outside London","[c]","[c]","[c]","[c]"
