"Status","Year","Ethnicity","Region_ITL2","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Other ethnicity","Derbyshire and Nottinghamshire","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Derbyshire and Nottinghamshire","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Derbyshire and Nottinghamshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Derbyshire and Nottinghamshire","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Derbyshire and Nottinghamshire","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Derbyshire and Nottinghamshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Derbyshire and Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Derbyshire and Nottinghamshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Derbyshire and Nottinghamshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Derbyshire and Nottinghamshire","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Derbyshire and Nottinghamshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Derbyshire and Nottinghamshire","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Derbyshire and Nottinghamshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Derbyshire and Nottinghamshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Dorset and Somerset","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Anglia","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Eastern Scotland","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Essex","HEO","Unknown","[c]","[c]","[c]","[c]"
