"Status","Year","Function_of_post","Region_ITL2","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Finance","North Eastern Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","North Eastern Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","North Eastern Scotland","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","North Eastern Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","North Eastern Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","North Eastern Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","North Yorkshire","AO","Female","5","5","[c]","[c]"
"In post","2023","Finance","North Yorkshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","North Yorkshire","EO","Female","10","10","[c]","[c]"
"In post","2023","Finance","North Yorkshire","EO","Male","10","10","[c]","[c]"
"In post","2023","Finance","North Yorkshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","North Yorkshire","G6","Male","10","10","[c]","[c]"
"In post","2023","Finance","North Yorkshire","G7","Female","10","10","[c]","[c]"
"In post","2023","Finance","North Yorkshire","G7","Male","10","10","[c]","[c]"
"In post","2023","Finance","North Yorkshire","HEO","Female","20","15","[c]","[c]"
"In post","2023","Finance","North Yorkshire","HEO","Male","10","10","[c]","[c]"
"In post","2023","Finance","North Yorkshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","North Yorkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","North Yorkshire","SEO","Female","15","15","[c]","[c]"
"In post","2023","Finance","North Yorkshire","SEO","Male","15","15","[c]","[c]"
"In post","2023","Finance","Northern Ireland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland","EO","Female","10","10","[c]","[c]"
"In post","2023","Finance","Northern Ireland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland","HEO","Female","10","10","[c]","[c]"
"In post","2023","Finance","Northern Ireland","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northern Ireland","SEO","Female","10","10","[c]","[c]"
"In post","2023","Finance","Northern Ireland","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northumberland, and Tyne and Wear","AA","Female","15","10","[c]","[c]"
"In post","2023","Finance","Northumberland, and Tyne and Wear","AA","Male","10","10","[c]","[c]"
"In post","2023","Finance","Northumberland, and Tyne and Wear","AO","Female","50","40","22470","22520"
"In post","2023","Finance","Northumberland, and Tyne and Wear","AO","Male","30","30","22280","22520"
"In post","2023","Finance","Northumberland, and Tyne and Wear","EO","Female","50","45","28140","28120"
"In post","2023","Finance","Northumberland, and Tyne and Wear","EO","Male","45","45","27990","28120"
"In post","2023","Finance","Northumberland, and Tyne and Wear","G6","Female","25","25","[c]","[c]"
"In post","2023","Finance","Northumberland, and Tyne and Wear","G6","Male","20","15","[c]","[c]"
"In post","2023","Finance","Northumberland, and Tyne and Wear","G7","Female","55","55","54160","55780"
"In post","2023","Finance","Northumberland, and Tyne and Wear","G7","Male","75","70","55390","56350"
"In post","2023","Finance","Northumberland, and Tyne and Wear","HEO","Female","115","110","34320","34400"
"In post","2023","Finance","Northumberland, and Tyne and Wear","HEO","Male","80","80","34310","34400"
"In post","2023","Finance","Northumberland, and Tyne and Wear","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Northumberland, and Tyne and Wear","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Finance","Northumberland, and Tyne and Wear","SEO","Female","100","95","40560","41780"
"In post","2023","Finance","Northumberland, and Tyne and Wear","SEO","Male","90","90","41100","42140"
"In post","2023","Finance","Outer London - East and North East","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Outer London - East and North East","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Outer London - East and North East","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Outer London - East and North East","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Outer London - East and North East","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Outer London - East and North East","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Outer London - East and North East","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Outer London - East and North East","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Outer London - South","AO","Female","5","5","[c]","[c]"
"In post","2023","Finance","Outer London - South","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Outer London - South","EO","Female","30","30","32200","32260"
"In post","2023","Finance","Outer London - South","EO","Male","15","15","[c]","[c]"
"In post","2023","Finance","Outer London - South","G6","Female","15","10","[c]","[c]"
"In post","2023","Finance","Outer London - South","G6","Male","20","20","[c]","[c]"
"In post","2023","Finance","Outer London - South","G7","Female","30","30","62450","62830"
"In post","2023","Finance","Outer London - South","G7","Male","25","25","[c]","[c]"
"In post","2023","Finance","Outer London - South","HEO","Female","25","25","[c]","[c]"
"In post","2023","Finance","Outer London - South","HEO","Male","25","25","[c]","[c]"
"In post","2023","Finance","Outer London - South","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Outer London - South","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Outer London - South","SEO","Female","30","30","45670","45170"
"In post","2023","Finance","Outer London - South","SEO","Male","25","25","[c]","[c]"
"In post","2023","Finance","Outer London - West and North West","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Outer London - West and North West","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Outer London - West and North West","EO","Female","5","5","[c]","[c]"
"In post","2023","Finance","Outer London - West and North West","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Outer London - West and North West","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Outer London - West and North West","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Outer London - West and North West","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Outer London - West and North West","G7","Male","5","5","[c]","[c]"
"In post","2023","Finance","Outer London - West and North West","HEO","Female","5","5","[c]","[c]"
"In post","2023","Finance","Outer London - West and North West","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Outer London - West and North West","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Outer London - West and North West","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Outer London - West and North West","SEO","Female","10","10","[c]","[c]"
"In post","2023","Finance","Outer London - West and North West","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","EO","Female","10","10","[c]","[c]"
"In post","2023","Finance","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","G7","Female","5","5","[c]","[c]"
"In post","2023","Finance","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","HEO","Female","5","5","[c]","[c]"
"In post","2023","Finance","Overseas","HEO","Male","10","10","[c]","[c]"
"In post","2023","Finance","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Shropshire and Staffordshire","AO","Female","15","10","[c]","[c]"
"In post","2023","Finance","Shropshire and Staffordshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Shropshire and Staffordshire","EO","Female","15","15","[c]","[c]"
"In post","2023","Finance","Shropshire and Staffordshire","EO","Male","10","10","[c]","[c]"
"In post","2023","Finance","Shropshire and Staffordshire","G6","Female","5","5","[c]","[c]"
"In post","2023","Finance","Shropshire and Staffordshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Shropshire and Staffordshire","G7","Female","20","20","[c]","[c]"
"In post","2023","Finance","Shropshire and Staffordshire","G7","Male","5","5","[c]","[c]"
"In post","2023","Finance","Shropshire and Staffordshire","HEO","Female","20","20","[c]","[c]"
"In post","2023","Finance","Shropshire and Staffordshire","HEO","Male","15","15","[c]","[c]"
"In post","2023","Finance","Shropshire and Staffordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Shropshire and Staffordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Shropshire and Staffordshire","SEO","Female","40","35","42270","41800"
"In post","2023","Finance","Shropshire and Staffordshire","SEO","Male","20","20","[c]","[c]"
"In post","2023","Finance","South Yorkshire","AO","Female","15","10","[c]","[c]"
"In post","2023","Finance","South Yorkshire","AO","Male","10","10","[c]","[c]"
"In post","2023","Finance","South Yorkshire","EO","Female","40","35","27290","28120"
"In post","2023","Finance","South Yorkshire","EO","Male","20","20","[c]","[c]"
"In post","2023","Finance","South Yorkshire","G6","Female","15","15","[c]","[c]"
"In post","2023","Finance","South Yorkshire","G6","Male","20","20","[c]","[c]"
"In post","2023","Finance","South Yorkshire","G7","Female","35","35","51720","51580"
"In post","2023","Finance","South Yorkshire","G7","Male","50","50","52890","51870"
"In post","2023","Finance","South Yorkshire","HEO","Female","65","55","33460","34170"
"In post","2023","Finance","South Yorkshire","HEO","Male","55","55","33330","34170"
"In post","2023","Finance","South Yorkshire","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Finance","South Yorkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","South Yorkshire","SEO","Female","65","60","39160","38470"
"In post","2023","Finance","South Yorkshire","SEO","Male","75","70","39490","38470"
"In post","2023","Finance","Southern Scotland","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Southern Scotland","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Southern Scotland","AO","Female","30","30","23790","23950"
"In post","2023","Finance","Southern Scotland","AO","Male","30","30","23360","23950"
"In post","2023","Finance","Southern Scotland","EO","Female","25","25","[c]","[c]"
"In post","2023","Finance","Southern Scotland","EO","Male","15","15","[c]","[c]"
"In post","2023","Finance","Southern Scotland","G6","Female","10","10","[c]","[c]"
"In post","2023","Finance","Southern Scotland","G6","Male","10","10","[c]","[c]"
"In post","2023","Finance","Southern Scotland","G7","Female","15","15","[c]","[c]"
"In post","2023","Finance","Southern Scotland","G7","Male","10","10","[c]","[c]"
"In post","2023","Finance","Southern Scotland","HEO","Female","20","15","[c]","[c]"
"In post","2023","Finance","Southern Scotland","HEO","Male","15","15","[c]","[c]"
"In post","2023","Finance","Southern Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Southern Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Southern Scotland","SEO","Female","20","20","[c]","[c]"
"In post","2023","Finance","Southern Scotland","SEO","Male","10","10","[c]","[c]"
"In post","2023","Finance","Surrey, East and West Sussex","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Surrey, East and West Sussex","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Surrey, East and West Sussex","AO","Female","55","45","22570","22520"
"In post","2023","Finance","Surrey, East and West Sussex","AO","Male","45","45","22620","22520"
"In post","2023","Finance","Surrey, East and West Sussex","EO","Female","60","50","28630","28130"
"In post","2023","Finance","Surrey, East and West Sussex","EO","Male","30","30","28790","29730"
"In post","2023","Finance","Surrey, East and West Sussex","G6","Female","10","10","[c]","[c]"
"In post","2023","Finance","Surrey, East and West Sussex","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Surrey, East and West Sussex","G7","Female","10","10","[c]","[c]"
"In post","2023","Finance","Surrey, East and West Sussex","G7","Male","15","15","[c]","[c]"
"In post","2023","Finance","Surrey, East and West Sussex","HEO","Female","40","35","34940","35000"
"In post","2023","Finance","Surrey, East and West Sussex","HEO","Male","25","20","[c]","[c]"
"In post","2023","Finance","Surrey, East and West Sussex","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Surrey, East and West Sussex","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Surrey, East and West Sussex","SEO","Female","25","25","[c]","[c]"
"In post","2023","Finance","Surrey, East and West Sussex","SEO","Male","30","30","42060","42510"
"In post","2023","Finance","Tees Valley and Durham","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tees Valley and Durham","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tees Valley and Durham","EO","Female","10","10","[c]","[c]"
"In post","2023","Finance","Tees Valley and Durham","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tees Valley and Durham","G6","Female","5","5","[c]","[c]"
"In post","2023","Finance","Tees Valley and Durham","G6","Male","10","10","[c]","[c]"
"In post","2023","Finance","Tees Valley and Durham","G7","Female","15","15","[c]","[c]"
"In post","2023","Finance","Tees Valley and Durham","G7","Male","15","15","[c]","[c]"
"In post","2023","Finance","Tees Valley and Durham","HEO","Female","20","15","[c]","[c]"
"In post","2023","Finance","Tees Valley and Durham","HEO","Male","15","15","[c]","[c]"
"In post","2023","Finance","Tees Valley and Durham","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tees Valley and Durham","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tees Valley and Durham","SEO","Female","20","15","[c]","[c]"
"In post","2023","Finance","Tees Valley and Durham","SEO","Male","10","10","[c]","[c]"
"In post","2023","Finance","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","West Central Scotland","AA","Female","5","5","[c]","[c]"
"In post","2023","Finance","West Central Scotland","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","West Central Scotland","AO","Female","320","240","22570","22520"
"In post","2023","Finance","West Central Scotland","AO","Male","120","110","22620","22520"
"In post","2023","Finance","West Central Scotland","EO","Female","90","85","28020","27890"
"In post","2023","Finance","West Central Scotland","EO","Male","40","40","28080","28130"
"In post","2023","Finance","West Central Scotland","G6","Female","10","10","[c]","[c]"
"In post","2023","Finance","West Central Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","West Central Scotland","G7","Female","15","15","[c]","[c]"
"In post","2023","Finance","West Central Scotland","G7","Male","10","10","[c]","[c]"
"In post","2023","Finance","West Central Scotland","HEO","Female","40","40","35040","34700"
"In post","2023","Finance","West Central Scotland","HEO","Male","35","35","34450","34700"
"In post","2023","Finance","West Central Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","West Central Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","West Central Scotland","SEO","Female","35","35","42240","42140"
"In post","2023","Finance","West Central Scotland","SEO","Male","10","10","[c]","[c]"
"In post","2023","Finance","West Midlands","AO","Female","10","10","[c]","[c]"
"In post","2023","Finance","West Midlands","AO","Male","5","5","[c]","[c]"
"In post","2023","Finance","West Midlands","EO","Female","50","45","26560","26440"
"In post","2023","Finance","West Midlands","EO","Male","25","25","[c]","[c]"
"In post","2023","Finance","West Midlands","G6","Female","5","5","[c]","[c]"
"In post","2023","Finance","West Midlands","G6","Male","10","10","[c]","[c]"
"In post","2023","Finance","West Midlands","G7","Female","35","30","54240","51580"
"In post","2023","Finance","West Midlands","G7","Male","30","30","[c]","[c]"
"In post","2023","Finance","West Midlands","HEO","Female","55","50","33080","31290"
"In post","2023","Finance","West Midlands","HEO","Male","35","35","33440","33260"
"In post","2023","Finance","West Midlands","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","West Midlands","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","West Midlands","SEO","Female","55","55","41140","38680"
"In post","2023","Finance","West Midlands","SEO","Male","50","50","40340","38340"
"In post","2023","Finance","West Wales and The Valleys","AA","Female","10","5","[c]","[c]"
"In post","2023","Finance","West Wales and The Valleys","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","West Wales and The Valleys","AO","Female","15","15","[c]","[c]"
"In post","2023","Finance","West Wales and The Valleys","AO","Male","5","5","[c]","[c]"
"In post","2023","Finance","West Wales and The Valleys","EO","Female","30","25","[c]","[c]"
"In post","2023","Finance","West Wales and The Valleys","EO","Male","20","20","[c]","[c]"
"In post","2023","Finance","West Wales and The Valleys","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","West Wales and The Valleys","G6","Male","5","5","[c]","[c]"
"In post","2023","Finance","West Wales and The Valleys","G7","Female","20","20","[c]","[c]"
"In post","2023","Finance","West Wales and The Valleys","G7","Male","15","15","[c]","[c]"
"In post","2023","Finance","West Wales and The Valleys","HEO","Female","30","30","32450","31660"
"In post","2023","Finance","West Wales and The Valleys","HEO","Male","15","15","[c]","[c]"
"In post","2023","Finance","West Wales and The Valleys","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","West Wales and The Valleys","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","West Wales and The Valleys","SEO","Female","30","25","[c]","[c]"
"In post","2023","Finance","West Wales and The Valleys","SEO","Male","35","35","42580","42120"
"In post","2023","Finance","West Yorkshire","AA","Female","10","5","[c]","[c]"
"In post","2023","Finance","West Yorkshire","AA","Male","5","5","[c]","[c]"
"In post","2023","Finance","West Yorkshire","AO","Female","185","140","22470","22520"
"In post","2023","Finance","West Yorkshire","AO","Male","110","105","22450","22520"
"In post","2023","Finance","West Yorkshire","EO","Female","95","85","27660","28120"
"In post","2023","Finance","West Yorkshire","EO","Male","60","60","27590","28120"
"In post","2023","Finance","West Yorkshire","G6","Female","30","30","66370","66560"
"In post","2023","Finance","West Yorkshire","G6","Male","25","25","[c]","[c]"
"In post","2023","Finance","West Yorkshire","G7","Female","55","50","53410","52880"
"In post","2023","Finance","West Yorkshire","G7","Male","75","70","53630","53800"
"In post","2023","Finance","West Yorkshire","HEO","Female","65","60","33600","34170"
"In post","2023","Finance","West Yorkshire","HEO","Male","70","70","33760","34170"
"In post","2023","Finance","West Yorkshire","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Finance","West Yorkshire","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Finance","West Yorkshire","SEO","Female","95","90","39650","38470"
"In post","2023","Finance","West Yorkshire","SEO","Male","80","75","40100","38970"
"In post","2023","Grants Management","Bedfordshire and Hertfordshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Bedfordshire and Hertfordshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","AO","Female","55","50","22150","22150"
"In post","2023","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","AO","Male","35","30","22150","22150"
"In post","2023","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","20","15","[c]","[c]"
"In post","2023","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","15","15","[c]","[c]"
"In post","2023","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","HEO","Female","10","10","[c]","[c]"
"In post","2023","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","HEO","Male","20","15","[c]","[c]"
"In post","2023","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","SEO","Female","5","5","[c]","[c]"
"In post","2023","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","SEO","Male","15","15","[c]","[c]"
"In post","2023","Grants Management","Cheshire","AO","Female","55","50","22110","22150"
"In post","2023","Grants Management","Cheshire","AO","Male","40","40","22150","22150"
"In post","2023","Grants Management","Cheshire","EO","Female","20","20","[c]","[c]"
"In post","2023","Grants Management","Cheshire","EO","Male","10","10","[c]","[c]"
"In post","2023","Grants Management","Cheshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Cheshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Cheshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Cheshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Cheshire","HEO","Female","10","10","[c]","[c]"
"In post","2023","Grants Management","Cheshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Cheshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Cheshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Cornwall and Isles of Scilly","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Cornwall and Isles of Scilly","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Cornwall and Isles of Scilly","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Cornwall and Isles of Scilly","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Cumbria","AO","Female","340","280","22100","22150"
"In post","2023","Grants Management","Cumbria","AO","Male","190","185","22140","22150"
"In post","2023","Grants Management","Cumbria","EO","Female","135","120","26050","25920"
"In post","2023","Grants Management","Cumbria","EO","Male","50","50","26040","25920"
"In post","2023","Grants Management","Cumbria","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Cumbria","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Cumbria","G7","Female","10","10","[c]","[c]"
"In post","2023","Grants Management","Cumbria","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Cumbria","HEO","Female","45","40","30470","30320"
"In post","2023","Grants Management","Cumbria","HEO","Male","20","20","[c]","[c]"
"In post","2023","Grants Management","Cumbria","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Cumbria","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Cumbria","SEO","Female","20","20","[c]","[c]"
"In post","2023","Grants Management","Cumbria","SEO","Male","10","10","[c]","[c]"
"In post","2023","Grants Management","Derbyshire and Nottinghamshire","AO","Female","15","15","[c]","[c]"
"In post","2023","Grants Management","Derbyshire and Nottinghamshire","AO","Male","25","25","[c]","[c]"
"In post","2023","Grants Management","Derbyshire and Nottinghamshire","EO","Female","15","15","[c]","[c]"
"In post","2023","Grants Management","Derbyshire and Nottinghamshire","EO","Male","10","10","[c]","[c]"
"In post","2023","Grants Management","Derbyshire and Nottinghamshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Derbyshire and Nottinghamshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Derbyshire and Nottinghamshire","HEO","Female","5","5","[c]","[c]"
"In post","2023","Grants Management","Derbyshire and Nottinghamshire","HEO","Male","5","5","[c]","[c]"
"In post","2023","Grants Management","Derbyshire and Nottinghamshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Derbyshire and Nottinghamshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Devon","AO","Female","55","45","22150","22150"
"In post","2023","Grants Management","Devon","AO","Male","40","40","22150","22150"
"In post","2023","Grants Management","Devon","EO","Female","40","35","26280","26120"
"In post","2023","Grants Management","Devon","EO","Male","30","25","[c]","[c]"
"In post","2023","Grants Management","Devon","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Devon","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Devon","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Devon","G7","Male","5","5","[c]","[c]"
"In post","2023","Grants Management","Devon","HEO","Female","20","15","[c]","[c]"
"In post","2023","Grants Management","Devon","HEO","Male","15","10","[c]","[c]"
"In post","2023","Grants Management","Devon","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Devon","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Devon","SEO","Female","5","5","[c]","[c]"
"In post","2023","Grants Management","Devon","SEO","Male","5","5","[c]","[c]"
"In post","2023","Grants Management","Dorset and Somerset","AO","Female","10","10","[c]","[c]"
"In post","2023","Grants Management","Dorset and Somerset","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Dorset and Somerset","EO","Female","5","5","[c]","[c]"
"In post","2023","Grants Management","Dorset and Somerset","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Dorset and Somerset","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Dorset and Somerset","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Dorset and Somerset","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Dorset and Somerset","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","East Anglia","AO","Female","5","5","[c]","[c]"
"In post","2023","Grants Management","East Anglia","AO","Male","20","20","[c]","[c]"
"In post","2023","Grants Management","East Anglia","EO","Female","10","5","[c]","[c]"
"In post","2023","Grants Management","East Anglia","EO","Male","5","5","[c]","[c]"
"In post","2023","Grants Management","East Anglia","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","East Anglia","G7","Male","[c]","[c]","[c]","[c]"
