"Status","Year","Function_of_post","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Counter Fraud","Torbay","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Torbay","EO","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Torbay","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Tower Hamlets","AA/AO","40","35","25180","25610"
"In post","2023","Counter Fraud","Tower Hamlets","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Tower Hamlets","G6/G7","30","30","61250","60800"
"In post","2023","Counter Fraud","Tower Hamlets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Tower Hamlets","SEO/HEO","15","15","37430","35650"
"In post","2023","Counter Fraud","Tyneside","AA/AO","40","35","22320","22520"
"In post","2023","Counter Fraud","Tyneside","EO","420","400","28120","28120"
"In post","2023","Counter Fraud","Tyneside","G6/G7","70","70","59250","57970"
"In post","2023","Counter Fraud","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Tyneside","SEO/HEO","385","370","36560","35000"
"In post","2023","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","SEO/HEO","10","10","34800","33020"
"In post","2023","Counter Fraud","Wakefield","AA/AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Wakefield","EO","10","10","28120","28120"
"In post","2023","Counter Fraud","Wakefield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Walsall","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Walsall","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Wandsworth","AA/AO","15","10","25310","25610"
"In post","2023","Counter Fraud","Wandsworth","EO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Wandsworth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Warrington","EO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Warrington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Warwickshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Warwickshire CC","EO","25","20","28210","28120"
"In post","2023","Counter Fraud","Warwickshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","West Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","West Cumbria","EO","10","10","28120","28120"
"In post","2023","Counter Fraud","West Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","West Essex","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","West Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","West Kent","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","West Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","West Lothian","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","West Lothian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","West Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","West Northamptonshire","EO","15","15","28300","28120"
"In post","2023","Counter Fraud","West Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","West Surrey","AA/AO","10","10","25610","25610"
"In post","2023","Counter Fraud","West Surrey","EO","20","20","31580","31280"
"In post","2023","Counter Fraud","West Surrey","SEO/HEO","30","30","38860","37520"
"In post","2023","Counter Fraud","West Sussex (North East)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","West Sussex (North East)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","West Sussex (North East)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","West Sussex (South West)","AA/AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","West Sussex (South West)","EO","35","30","28730","28120"
"In post","2023","Counter Fraud","West Sussex (South West)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Westminster","EO","65","65","29070","28020"
"In post","2023","Counter Fraud","Westminster","G6/G7","115","115","65670","65230"
"In post","2023","Counter Fraud","Westminster","SCS level","10","10","98950","85820"
"In post","2023","Counter Fraud","Westminster","SEO/HEO","155","150","40060","40000"
"In post","2023","Counter Fraud","Wiltshire","EO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Wiltshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Wirral","AA/AO","20","15","21680","21690"
"In post","2023","Counter Fraud","Wirral","EO","20","20","28570","28120"
"In post","2023","Counter Fraud","Wirral","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Wirral","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Wolverhampton","AA/AO","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Wolverhampton","EO","35","30","29140","28120"
"In post","2023","Counter Fraud","Wolverhampton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Worcestershire CC","AA/AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Worcestershire CC","EO","15","15","28120","28120"
"In post","2023","Counter Fraud","Worcestershire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","York","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","York","EO","10","10","27930","28120"
"In post","2023","Counter Fraud","York","G6/G7","5","5","[c]","[c]"
"In post","2023","Counter Fraud","York","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","York","SEO/HEO","15","15","36100","38070"
"In post","2023","Debt","Barnsley, Doncaster and Rotherham","AA/AO","170","140","21660","21690"
"In post","2023","Debt","Barnsley, Doncaster and Rotherham","EO","30","25","28120","28120"
"In post","2023","Debt","Barnsley, Doncaster and Rotherham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Barnsley, Doncaster and Rotherham","SEO/HEO","15","15","34200","34170"
"In post","2023","Debt","Belfast","EO","10","10","28400","28130"
"In post","2023","Debt","Belfast","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Berkshire","AA/AO","10","10","26480","26920"
"In post","2023","Debt","Berkshire","EO","10","5","[c]","[c]"
"In post","2023","Debt","Berkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Birmingham","AA/AO","630","565","22300","22520"
"In post","2023","Debt","Birmingham","EO","100","90","28260","28120"
"In post","2023","Debt","Birmingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Birmingham","SEO/HEO","25","25","35920","34700"
"In post","2023","Debt","Blackpool","AA/AO","30","25","21650","21690"
"In post","2023","Debt","Blackpool","EO","5","5","[c]","[c]"
"In post","2023","Debt","Blackpool","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Blackpool","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Debt","Bradford","AA/AO","475","420","22110","22520"
"In post","2023","Debt","Bradford","EO","120","105","28050","28120"
"In post","2023","Debt","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Bradford","SEO/HEO","30","25","35650","34440"
"In post","2023","Debt","Bristol, City of","EO","15","15","29080","29730"
"In post","2023","Debt","Bristol, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Cardiff and Vale of Glamorgan","AA/AO","260","240","22520","22520"
"In post","2023","Debt","Cardiff and Vale of Glamorgan","EO","130","130","28070","28130"
"In post","2023","Debt","Cardiff and Vale of Glamorgan","G6/G7","5","5","[c]","[c]"
"In post","2023","Debt","Cardiff and Vale of Glamorgan","SEO/HEO","35","35","36390","35000"
"In post","2023","Debt","Central Valleys","AA/AO","70","65","21680","21690"
"In post","2023","Debt","Central Valleys","EO","10","10","28120","28120"
"In post","2023","Debt","Central Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","City of Edinburgh","AA/AO","375","350","22520","22520"
"In post","2023","Debt","City of Edinburgh","EO","70","65","28410","28130"
"In post","2023","Debt","City of Edinburgh","SEO/HEO","10","10","37500","35000"
"In post","2023","Debt","Coventry","AA/AO","20","15","21690","21690"
"In post","2023","Debt","Croydon","AA/AO","150","135","26890","26920"
"In post","2023","Debt","Croydon","EO","60","55","33080","33480"
"In post","2023","Debt","Croydon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Croydon","SEO/HEO","10","10","43000","42060"
"In post","2023","Debt","Dudley","AA/AO","225","205","21670","21690"
"In post","2023","Debt","Dudley","EO","35","35","28120","28120"
"In post","2023","Debt","Dudley","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Debt","Durham","AA/AO","5","5","[c]","[c]"
"In post","2023","Debt","Durham","EO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","East Derbyshire","AA/AO","15","15","21650","21690"
"In post","2023","Debt","East Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Glasgow City","AA/AO","355","310","22420","22520"
"In post","2023","Debt","Glasgow City","EO","85","75","28380","28130"
"In post","2023","Debt","Glasgow City","G6/G7","5","5","[c]","[c]"
"In post","2023","Debt","Glasgow City","SEO/HEO","40","35","37380","35000"
"In post","2023","Debt","Greater Manchester South East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Greater Manchester South West","AA/AO","205","180","21640","21690"
"In post","2023","Debt","Greater Manchester South West","EO","45","40","28090","28120"
"In post","2023","Debt","Greater Manchester South West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Greater Manchester South West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Greater Manchester South West","SEO/HEO","15","15","34240","34170"
"In post","2023","Debt","Gwynedd","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Hackney and Newham","AA/AO","275","245","26700","26920"
"In post","2023","Debt","Hackney and Newham","EO","95","90","32480","32540"
"In post","2023","Debt","Hackney and Newham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Hackney and Newham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Hackney and Newham","SEO/HEO","20","20","42040","40930"
"In post","2023","Debt","Harrow and Hillingdon","AA/AO","10","10","25610","25610"
"In post","2023","Debt","Hertfordshire CC","AA/AO","95","75","24970","25610"
"In post","2023","Debt","Hertfordshire CC","EO","20","20","32160","32520"
"In post","2023","Debt","Hertfordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","35","35","21640","21690"
"In post","2023","Debt","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","5","5","[c]","[c]"
"In post","2023","Debt","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Leeds","AA/AO","100","90","22520","22520"
"In post","2023","Debt","Leeds","EO","60","55","28210","28130"
"In post","2023","Debt","Leeds","G6/G7","5","5","[c]","[c]"
"In post","2023","Debt","Leeds","SEO/HEO","30","30","36460","35000"
"In post","2023","Debt","Leicestershire CC and Rutland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Lincolnshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Liverpool","AA/AO","320","295","22520","22520"
"In post","2023","Debt","Liverpool","EO","65","60","28360","28130"
"In post","2023","Debt","Liverpool","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Liverpool","SEO/HEO","35","35","38160","36740"
"In post","2023","Debt","Manchester","AA/AO","5","5","[c]","[c]"
"In post","2023","Debt","Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Mid Lancashire","EO","5","5","[c]","[c]"
"In post","2023","Debt","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Na h-Eileanan Siar","AA/AO","60","55","21670","21690"
"In post","2023","Debt","Na h-Eileanan Siar","EO","10","10","28120","28120"
"In post","2023","Debt","Na h-Eileanan Siar","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","North Northamptonshire","AA/AO","185","155","21680","21690"
"In post","2023","Debt","North Northamptonshire","EO","25","20","28060","28120"
"In post","2023","Debt","North Northamptonshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Debt","North and North East Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Nottingham","AA/AO","365","335","22800","22520"
"In post","2023","Debt","Nottingham","EO","50","50","28350","28120"
"In post","2023","Debt","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Nottingham","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Debt","Portsmouth","EO","10","10","28810","28130"
"In post","2023","Debt","Portsmouth","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Sandwell","EO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Sefton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Sefton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Sheffield","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Sheffield","EO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Somerset CC","AA/AO","115","95","21680","21690"
"In post","2023","Debt","Somerset CC","EO","20","20","27970","28120"
"In post","2023","Debt","Somerset CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","South Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","South Lanarkshire","AA/AO","360","330","22520","22520"
"In post","2023","Debt","South Lanarkshire","EO","50","45","28170","28130"
"In post","2023","Debt","South Lanarkshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Debt","South Lanarkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Debt","South Lanarkshire","SEO/HEO","25","20","36770","35000"
"In post","2023","Debt","Suffolk CC","AA/AO","15","15","22520","22520"
"In post","2023","Debt","Suffolk CC","EO","15","15","29120","29730"
"In post","2023","Debt","Suffolk CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Sunderland","AA/AO","330","280","21650","21690"
"In post","2023","Debt","Sunderland","EO","55","45","28120","28120"
"In post","2023","Debt","Sunderland","SEO/HEO","15","15","34490","34170"
"In post","2023","Debt","Telford and Wrekin","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Telford and Wrekin","EO","10","5","[c]","[c]"
"In post","2023","Debt","Telford and Wrekin","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Telford and Wrekin","SEO/HEO","10","10","39520","42140"
"In post","2023","Debt","Tyneside","AA/AO","510","470","22520","22520"
"In post","2023","Debt","Tyneside","EO","90","85","27980","27890"
"In post","2023","Debt","Tyneside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Tyneside","SEO/HEO","15","15","37870","35000"
"In post","2023","Debt","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Warwickshire CC","AA/AO","145","115","21640","21690"
"In post","2023","Debt","Warwickshire CC","EO","20","20","27980","28120"
"In post","2023","Debt","Warwickshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Debt","West Sussex (South West)","AA/AO","15","10","22520","22520"
"In post","2023","Debt","West Sussex (South West)","EO","20","15","29650","29730"
"In post","2023","Debt","West Sussex (South West)","SEO/HEO","10","5","38570","36990"
"In post","2023","Debt","Westminster","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Aberdeen City and Aberdeenshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Aberdeen City and Aberdeenshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Aberdeen City and Aberdeenshire","SEO/HEO","30","25","36290","37420"
"In post","2023","Digital, Data & Technology","Angus and Dundee City","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Angus and Dundee City","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Antrim and Newtownabbey","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Antrim and Newtownabbey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Antrim and Newtownabbey","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Ards and North Down","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Armagh City, Banbridge and Craigavon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Barking & Dagenham and Havering","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Barking & Dagenham and Havering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Barking & Dagenham and Havering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Barnet","AA/AO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Barnet","EO","40","40","30030","29750"
"In post","2023","Digital, Data & Technology","Barnet","G6/G7","50","45","65140","66370"
"In post","2023","Digital, Data & Technology","Barnet","SEO/HEO","95","95","42030","42550"
"In post","2023","Digital, Data & Technology","Barnsley, Doncaster and Rotherham","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Barnsley, Doncaster and Rotherham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Barnsley, Doncaster and Rotherham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Barnsley, Doncaster and Rotherham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","45","45","23060","22750"
"In post","2023","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","110","105","28140","27750"
"In post","2023","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","110","110","57740","56180"
"In post","2023","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","400","390","38040","38790"
"In post","2023","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","65","65","38310","35700"
"In post","2023","Digital, Data & Technology","Bedford","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bedford","SEO/HEO","10","10","38180","38750"
"In post","2023","Digital, Data & Technology","Belfast","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Belfast","G6/G7","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Belfast","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Belfast","SEO/HEO","45","45","35750","34700"
"In post","2023","Digital, Data & Technology","Berkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Berkshire","EO","25","25","28550","26970"
"In post","2023","Digital, Data & Technology","Berkshire","G6/G7","50","45","52270","50330"
"In post","2023","Digital, Data & Technology","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Berkshire","SEO/HEO","75","70","36710","37300"
"In post","2023","Digital, Data & Technology","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bexley and Greenwich","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bexley and Greenwich","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Birmingham","AA/AO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Birmingham","EO","55","55","28050","27470"
"In post","2023","Digital, Data & Technology","Birmingham","G6/G7","105","105","58210","56870"
"In post","2023","Digital, Data & Technology","Birmingham","SCS level","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Birmingham","SEO/HEO","250","245","38060","37680"
"In post","2023","Digital, Data & Technology","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Blackburn with Darwen","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Blackburn with Darwen","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Blackpool","AA/AO","15","15","21690","21690"
"In post","2023","Digital, Data & Technology","Blackpool","EO","105","95","28110","28120"
"In post","2023","Digital, Data & Technology","Blackpool","G6/G7","330","315","58030","55810"
"In post","2023","Digital, Data & Technology","Blackpool","SCS level","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Blackpool","SEO/HEO","450","435","37480","38470"
"In post","2023","Digital, Data & Technology","Bournemouth, Christchurch and Poole","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bournemouth, Christchurch and Poole","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bournemouth, Christchurch and Poole","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bournemouth, Christchurch and Poole","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bradford","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bradford","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Breckland and South Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Breckland and South Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Breckland and South Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Brent","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bridgend and Neath Port Talbot","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bridgend and Neath Port Talbot","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Brighton and Hove","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Brighton and Hove","G6/G7","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Brighton and Hove","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bristol, City of","EO","70","70","26820","27140"
"In post","2023","Digital, Data & Technology","Bristol, City of","G6/G7","230","225","55030","51360"
"In post","2023","Digital, Data & Technology","Bristol, City of","SCS level","10","10","99560","93270"
"In post","2023","Digital, Data & Technology","Bristol, City of","SEO/HEO","255","250","36600","37070"
"In post","2023","Digital, Data & Technology","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bromley","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bromley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Bromley","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Buckinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Buckinghamshire","EO","10","10","28920","29300"
"In post","2023","Digital, Data & Technology","Buckinghamshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Buckinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Buckinghamshire","SEO/HEO","15","15","37020","36300"
"In post","2023","Digital, Data & Technology","Calderdale and Kirklees","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Calderdale and Kirklees","G6/G7","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Calderdale and Kirklees","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Calderdale and Kirklees","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cambridgeshire CC","AA/AO","15","15","22310","22220"
"In post","2023","Digital, Data & Technology","Cambridgeshire CC","EO","35","35","28030","27470"
"In post","2023","Digital, Data & Technology","Cambridgeshire CC","G6/G7","15","15","54370","53400"
"In post","2023","Digital, Data & Technology","Cambridgeshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cambridgeshire CC","SEO/HEO","70","70","36210","34300"
"In post","2023","Digital, Data & Technology","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Camden and City of London","G6/G7","20","20","68770","69950"
"In post","2023","Digital, Data & Technology","Camden and City of London","SEO/HEO","25","25","43310","40770"
"In post","2023","Digital, Data & Technology","Cardiff and Vale of Glamorgan","AA/AO","20","15","23220","22520"
"In post","2023","Digital, Data & Technology","Cardiff and Vale of Glamorgan","EO","85","80","30400","28130"
"In post","2023","Digital, Data & Technology","Cardiff and Vale of Glamorgan","G6/G7","85","85","58510","57200"
"In post","2023","Digital, Data & Technology","Cardiff and Vale of Glamorgan","SCS level","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cardiff and Vale of Glamorgan","SEO/HEO","295","285","39370","38000"
"In post","2023","Digital, Data & Technology","Causeway Coast and Glens","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Central Bedfordshire","AA/AO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Central Bedfordshire","EO","20","20","29150","30140"
"In post","2023","Digital, Data & Technology","Central Bedfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Central Bedfordshire","SEO/HEO","35","35","38800","37300"
"In post","2023","Digital, Data & Technology","Central Hampshire","AA/AO","15","15","22220","22220"
"In post","2023","Digital, Data & Technology","Central Hampshire","EO","50","50","27500","27470"
"In post","2023","Digital, Data & Technology","Central Hampshire","G6/G7","10","10","51630","55110"
"In post","2023","Digital, Data & Technology","Central Hampshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Central Hampshire","SEO/HEO","85","85","36420","34300"
"In post","2023","Digital, Data & Technology","Central Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Central Valleys","EO","15","10","28290","28120"
"In post","2023","Digital, Data & Technology","Central Valleys","G6/G7","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Central Valleys","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cheshire East","AA/AO","10","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cheshire East","EO","25","25","27310","27140"
"In post","2023","Digital, Data & Technology","Cheshire East","G6/G7","20","20","54420","55110"
