"Status","Year","Age","Ethnicity","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","16-19","Black","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Debt","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","No function","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","No function","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Debt","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","No function","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","No function","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Undeclared","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Undeclared","Debt","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Undeclared","No function","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Analysis","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Debt","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Digital, Data & Technology","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Finance","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Grants Management","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Human Resources","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","No function","AA/AO","340","[c]","23260","22400"
"New entrant CS","2023","16-19","Unknown","No function","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","No function","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Project Delivery","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Property","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Security","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Unknown","AA/AO","35","[c]","22200","22180"
"New entrant CS","2023","16-19","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Unknown","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Analysis","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Analysis","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Debt","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Digital, Data & Technology","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Digital, Data & Technology","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Finance","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Legal","AA/AO","30","[c]","20640","19560"
"New entrant CS","2023","16-19","White","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","No function","AA/AO","320","[c]","24120","23230"
"New entrant CS","2023","16-19","White","No function","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","No function","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Project Delivery","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Project Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Property","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Unknown","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Analysis","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Analysis","EO","30","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Analysis","SEO/HEO","55","[c]","33820","34110"
"New entrant CS","2023","20-29","Asian","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Commercial","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Commercial","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Communications","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Communications","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Counter Fraud","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Counter Fraud","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Counter Fraud","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Debt","AA/AO","205","[c]","23090","22520"
"New entrant CS","2023","20-29","Asian","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Digital, Data & Technology","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Digital, Data & Technology","EO","35","[c]","27820","27650"
"New entrant CS","2023","20-29","Asian","Digital, Data & Technology","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Digital, Data & Technology","SEO/HEO","50","[c]","37010","35950"
"New entrant CS","2023","20-29","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Finance","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Finance","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Finance","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Human Resources","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Human Resources","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Human Resources","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Legal","AA/AO","65","[c]","22080","21890"
"New entrant CS","2023","20-29","Asian","Legal","EO","40","[c]","28000","27760"
"New entrant CS","2023","20-29","Asian","Legal","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Legal","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","No function","AA/AO","525","[c]","23560","22500"
"New entrant CS","2023","20-29","Asian","No function","EO","175","[c]","28020","28120"
"New entrant CS","2023","20-29","Asian","No function","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","No function","SEO/HEO","100","[c]","35390","34400"
"New entrant CS","2023","20-29","Asian","No function","Unknown","105","[c]","22800","23640"
"New entrant CS","2023","20-29","Asian","Project Delivery","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Project Delivery","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Project Delivery","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Project Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Property","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Unknown","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Unknown","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Asian","Unknown","SEO/HEO","50","[c]","30440","28840"
"New entrant CS","2023","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Analysis","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Analysis","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Analysis","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Debt","AA/AO","30","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Digital, Data & Technology","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Digital, Data & Technology","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Digital, Data & Technology","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Finance","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Legal","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Legal","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Legal","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","No function","AA/AO","205","[c]","26760","26010"
"New entrant CS","2023","20-29","Black","No function","EO","60","[c]","27970","28120"
"New entrant CS","2023","20-29","Black","No function","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","No function","SEO/HEO","35","[c]","35670","34310"
"New entrant CS","2023","20-29","Black","No function","Unknown","65","[c]","24800","23640"
"New entrant CS","2023","20-29","Black","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Analysis","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Analysis","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Analysis","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Communications","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Debt","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Digital, Data & Technology","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Digital, Data & Technology","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Digital, Data & Technology","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Finance","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Mixed","Finance","G6/G7","[c]","[c]","[c]","[c]"
