"Status","Year","Age","Ethnicity","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","White","Analysis","EO","25","20","[c]","[c]"
"In post","2023","60-64","White","Analysis","G6/G7","105","95","58890","56390"
"In post","2023","60-64","White","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Analysis","SEO/HEO","80","70","38900","39780"
"In post","2023","60-64","White","Commercial","AA/AO","20","15","[c]","[c]"
"In post","2023","60-64","White","Commercial","EO","35","30","27730","27450"
"In post","2023","60-64","White","Commercial","G6/G7","100","90","64920","65500"
"In post","2023","60-64","White","Commercial","SCS level","15","15","[c]","[c]"
"In post","2023","60-64","White","Commercial","SEO/HEO","160","140","39810","40320"
"In post","2023","60-64","White","Commercial","Unknown","10","10","[c]","[c]"
"In post","2023","60-64","White","Communications","AA/AO","15","10","[c]","[c]"
"In post","2023","60-64","White","Communications","EO","35","30","29190","29570"
"In post","2023","60-64","White","Communications","G6/G7","25","20","[c]","[c]"
"In post","2023","60-64","White","Communications","SCS level","5","5","[c]","[c]"
"In post","2023","60-64","White","Communications","SEO/HEO","70","65","40020","40040"
"In post","2023","60-64","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Counter Fraud","AA/AO","210","155","22660","22520"
"In post","2023","60-64","White","Counter Fraud","EO","595","445","28910","28120"
"In post","2023","60-64","White","Counter Fraud","G6/G7","90","70","64390","60320"
"In post","2023","60-64","White","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Counter Fraud","SEO/HEO","335","265","38320","36990"
"In post","2023","60-64","White","Debt","AA/AO","370","295","22340","21690"
"In post","2023","60-64","White","Debt","EO","120","90","29330","28130"
"In post","2023","60-64","White","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Debt","SEO/HEO","35","25","38050","36990"
"In post","2023","60-64","White","Digital, Data & Technology","AA/AO","80","75","23140","22220"
"In post","2023","60-64","White","Digital, Data & Technology","EO","240","200","28760","28120"
"In post","2023","60-64","White","Digital, Data & Technology","G6/G7","305","280","59460","58260"
"In post","2023","60-64","White","Digital, Data & Technology","SCS level","15","15","[c]","[c]"
"In post","2023","60-64","White","Digital, Data & Technology","SEO/HEO","565","495","39250","38640"
"In post","2023","60-64","White","Digital, Data & Technology","Unknown","5","5","[c]","[c]"
"In post","2023","60-64","White","Finance","AA/AO","200","150","22570","22520"
"In post","2023","60-64","White","Finance","EO","125","105","28730","28130"
"In post","2023","60-64","White","Finance","G6/G7","105","90","60600","59010"
"In post","2023","60-64","White","Finance","SCS level","20","20","[c]","[c]"
"In post","2023","60-64","White","Finance","SEO/HEO","295","255","39980","39120"
"In post","2023","60-64","White","Finance","Unknown","5","5","[c]","[c]"
"In post","2023","60-64","White","Grants Management","AA/AO","80","65","22120","22150"
"In post","2023","60-64","White","Grants Management","EO","40","30","26380","26410"
"In post","2023","60-64","White","Grants Management","G6/G7","5","5","[c]","[c]"
"In post","2023","60-64","White","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Grants Management","SEO/HEO","20","15","[c]","[c]"
"In post","2023","60-64","White","Human Resources","AA/AO","105","95","22360","22220"
"In post","2023","60-64","White","Human Resources","EO","355","315","29380","28120"
"In post","2023","60-64","White","Human Resources","G6/G7","130","120","60510","59320"
"In post","2023","60-64","White","Human Resources","SCS level","15","10","[c]","[c]"
"In post","2023","60-64","White","Human Resources","SEO/HEO","455","400","38670","37300"
"In post","2023","60-64","White","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2023","60-64","White","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Internal Audit","G6/G7","20","15","[c]","[c]"
"In post","2023","60-64","White","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Internal Audit","SEO/HEO","45","35","43790","44000"
"In post","2023","60-64","White","Legal","AA/AO","95","80","23420","22870"
"In post","2023","60-64","White","Legal","EO","90","70","29310","28850"
"In post","2023","60-64","White","Legal","G6/G7","280","230","64080","63500"
"In post","2023","60-64","White","Legal","SCS level","30","25","[c]","[c]"
"In post","2023","60-64","White","Legal","SEO/HEO","75","60","38200","35550"
"In post","2023","60-64","White","No function","AA/AO","9420","7480","23130","22220"
"In post","2023","60-64","White","No function","EO","6865","5390","29010","28120"
"In post","2023","60-64","White","No function","G6/G7","1215","1075","64170","61980"
"In post","2023","60-64","White","No function","SCS level","175","160","103750","97000"
"In post","2023","60-64","White","No function","SEO/HEO","3780","3155","39270","37720"
"In post","2023","60-64","White","No function","Unknown","1145","990","31640","29050"
"In post","2023","60-64","White","Project Delivery","AA/AO","20","20","[c]","[c]"
"In post","2023","60-64","White","Project Delivery","EO","105","85","29040","28130"
"In post","2023","60-64","White","Project Delivery","G6/G7","330","285","61450","59560"
"In post","2023","60-64","White","Project Delivery","SCS level","25","25","[c]","[c]"
"In post","2023","60-64","White","Project Delivery","SEO/HEO","565","470","39300","39620"
"In post","2023","60-64","White","Project Delivery","Unknown","115","105","48940","45730"
"In post","2023","60-64","White","Property","AA/AO","195","175","21060","20330"
"In post","2023","60-64","White","Property","EO","130","115","28580","27810"
"In post","2023","60-64","White","Property","G6/G7","125","110","60430","59290"
"In post","2023","60-64","White","Property","SCS level","10","5","[c]","[c]"
"In post","2023","60-64","White","Property","SEO/HEO","290","255","39240","38470"
"In post","2023","60-64","White","Security","AA/AO","520","465","25350","21380"
"In post","2023","60-64","White","Security","EO","80","70","32180","28130"
"In post","2023","60-64","White","Security","G6/G7","30","25","[c]","[c]"
"In post","2023","60-64","White","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Security","SEO/HEO","125","120","40640","38920"
"In post","2023","60-64","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","White","Unknown","AA/AO","270","240","26490","25620"
"In post","2023","60-64","White","Unknown","EO","215","190","31430","30610"
"In post","2023","60-64","White","Unknown","G6/G7","290","245","66070","65280"
"In post","2023","60-64","White","Unknown","SCS level","40","35","91990","85200"
"In post","2023","60-64","White","Unknown","SEO/HEO","495","430","43110","41500"
"In post","2023","60-64","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Counter Fraud","AA/AO","20","15","[c]","[c]"
"In post","2023","65+","Asian","Counter Fraud","EO","20","15","[c]","[c]"
"In post","2023","65+","Asian","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Counter Fraud","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Asian","Debt","AA/AO","40","30","25280","26270"
"In post","2023","65+","Asian","Debt","EO","5","5","[c]","[c]"
"In post","2023","65+","Asian","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Digital, Data & Technology","EO","10","5","[c]","[c]"
"In post","2023","65+","Asian","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Digital, Data & Technology","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Finance","EO","10","10","[c]","[c]"
"In post","2023","65+","Asian","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2023","65+","Asian","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Human Resources","SEO/HEO","10","5","[c]","[c]"
"In post","2023","65+","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Legal","AA/AO","5","5","[c]","[c]"
"In post","2023","65+","Asian","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Legal","G6/G7","10","10","[c]","[c]"
"In post","2023","65+","Asian","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","No function","AA/AO","290","230","24620","25480"
"In post","2023","65+","Asian","No function","EO","195","140","30730","30850"
"In post","2023","65+","Asian","No function","G6/G7","10","5","[c]","[c]"
"In post","2023","65+","Asian","No function","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","No function","SEO/HEO","70","55","41690","40100"
"In post","2023","65+","Asian","No function","Unknown","15","10","[c]","[c]"
"In post","2023","65+","Asian","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Project Delivery","EO","5","5","[c]","[c]"
"In post","2023","65+","Asian","Project Delivery","G6/G7","5","5","[c]","[c]"
"In post","2023","65+","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Project Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Property","EO","5","5","[c]","[c]"
"In post","2023","65+","Asian","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Security","AA/AO","20","15","[c]","[c]"
"In post","2023","65+","Asian","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","65+","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Counter Fraud","AA/AO","10","10","[c]","[c]"
"In post","2023","65+","Black","Counter Fraud","EO","5","5","[c]","[c]"
"In post","2023","65+","Black","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Debt","AA/AO","5","5","[c]","[c]"
"In post","2023","65+","Black","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Finance","AA/AO","5","5","[c]","[c]"
"In post","2023","65+","Black","Finance","EO","5","5","[c]","[c]"
"In post","2023","65+","Black","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Black","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2023","65+","Black","No function","AA/AO","180","150","25140","25480"
"In post","2023","65+","Black","No function","EO","100","80","31070","31950"
"In post","2023","65+","Black","No function","G6/G7","10","10","[c]","[c]"
"In post","2023","65+","Black","No function","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","No function","SEO/HEO","35","30","41640","40220"
"In post","2023","65+","Black","No function","Unknown","55","50","31660","29050"
"In post","2023","65+","Black","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Security","AA/AO","5","5","[c]","[c]"
"In post","2023","65+","Black","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Debt","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","No function","AA/AO","40","30","23220","22400"
"In post","2023","65+","Mixed","No function","EO","45","35","29840","28660"
"In post","2023","65+","Mixed","No function","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","No function","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","No function","SEO/HEO","15","15","[c]","[c]"
"In post","2023","65+","Mixed","No function","Unknown","15","10","[c]","[c]"
"In post","2023","65+","Mixed","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Debt","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Other ethnicity","Debt","EO","[c]","[c]","[c]","[c]"
