"Status","Year","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","HEO","65","60","32930","32020"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","SCS level","10","10","99110","97290"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","SEO","60","60","39800","39140"
"In post","2023","No function","Office of Rail and Road","AO","10","10","23600","23720"
"In post","2023","No function","Office of Rail and Road","EO","15","15","29550","30160"
"In post","2023","No function","Office of Rail and Road","G6","25","25","74440","74850"
"In post","2023","No function","Office of Rail and Road","G7","125","120","59890","60310"
"In post","2023","No function","Office of Rail and Road","HEO","25","25","35150","35680"
"In post","2023","No function","Office of Rail and Road","SCS level","15","15","107390","96930"
"In post","2023","No function","Office of Rail and Road","SEO","30","30","43770","44810"
"In post","2023","No function","Office of the Public Guardian","AA","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Public Guardian","AO","1010","920","21780","21780"
"In post","2023","No function","Office of the Public Guardian","EO","415","395","25880","25830"
"In post","2023","No function","Office of the Public Guardian","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Public Guardian","G7","20","20","53580","51770"
"In post","2023","No function","Office of the Public Guardian","HEO","125","120","31380","31270"
"In post","2023","No function","Office of the Public Guardian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Public Guardian","SEO","45","45","38410","37680"
"In post","2023","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G7","10","10","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","HEO","5","5","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","EO","5","5","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","G7","10","10","55920","55720"
"In post","2023","No function","Office of the Secretary of State for Wales","HEO","10","10","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","SCS level","5","5","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectorate","AA","5","5","[c]","[c]"
"In post","2023","No function","Planning Inspectorate","AO","130","120","22320","21960"
"In post","2023","No function","Planning Inspectorate","EO","70","65","27100","26590"
"In post","2023","No function","Planning Inspectorate","G6","285","250","67210","66510"
"In post","2023","No function","Planning Inspectorate","G7","180","165","47420","48660"
"In post","2023","No function","Planning Inspectorate","HEO","70","65","33240","33450"
"In post","2023","No function","Planning Inspectorate","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Planning Inspectorate","SEO","15","15","41560","41560"
"In post","2023","No function","Registers of Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","No function","Registers of Scotland","AO","325","310","26150","26410"
"In post","2023","No function","Registers of Scotland","EO","305","290","32150","32510"
"In post","2023","No function","Registers of Scotland","G6","10","10","78350","78140"
"In post","2023","No function","Registers of Scotland","G7","25","25","59620","60860"
"In post","2023","No function","Registers of Scotland","HEO","180","175","38750","39590"
"In post","2023","No function","Registers of Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Registers of Scotland","SEO","85","85","47870","49870"
"In post","2023","No function","Scottish Courts and Tribunals Service","AA","310","255","22090","22080"
"In post","2023","No function","Scottish Courts and Tribunals Service","AO","655","590","24560","25060"
"In post","2023","No function","Scottish Courts and Tribunals Service","EO","480","445","31060","31970"
"In post","2023","No function","Scottish Courts and Tribunals Service","G6","10","10","[c]","[c]"
"In post","2023","No function","Scottish Courts and Tribunals Service","G7","30","30","58130","58770"
"In post","2023","No function","Scottish Courts and Tribunals Service","HEO","165","160","36520","38170"
"In post","2023","No function","Scottish Courts and Tribunals Service","SCS level","5","5","[c]","[c]"
"In post","2023","No function","Scottish Courts and Tribunals Service","SEO","70","65","46010","48410"
"In post","2023","No function","Scottish Prison Service","AA","145","125","23010","22920"
"In post","2023","No function","Scottish Prison Service","AO","1105","1060","26820","26930"
"In post","2023","No function","Scottish Prison Service","EO","2045","1925","36080","37060"
"In post","2023","No function","Scottish Prison Service","G6","35","35","79100","76470"
"In post","2023","No function","Scottish Prison Service","G7","40","40","57610","57260"
"In post","2023","No function","Scottish Prison Service","HEO","375","335","42260","42590"
"In post","2023","No function","Scottish Prison Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Scottish Prison Service","SEO","150","120","48460","48640"
"In post","2023","No function","Serious Fraud Office","AO","5","5","[c]","[c]"
"In post","2023","No function","Serious Fraud Office","EO","15","10","28470","28710"
"In post","2023","No function","Serious Fraud Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Serious Fraud Office","G7","10","10","[c]","[c]"
"In post","2023","No function","Serious Fraud Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Serious Fraud Office","SCS level","5","5","[c]","[c]"
"In post","2023","No function","Serious Fraud Office","SEO","10","10","42120","42140"
"In post","2023","No function","Standards and Testing Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Teaching Regulation Agency","AO","10","10","[c]","[c]"
"In post","2023","No function","Teaching Regulation Agency","EO","30","30","26320","25900"
"In post","2023","No function","Teaching Regulation Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Teaching Regulation Agency","G7","5","5","[c]","[c]"
"In post","2023","No function","Teaching Regulation Agency","HEO","20","20","30690","30330"
"In post","2023","No function","Teaching Regulation Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Teaching Regulation Agency","SEO","15","15","39540","38110"
"In post","2023","No function","The Insolvency Service","AA","40","35","20720","20200"
"In post","2023","No function","The Insolvency Service","AO","445","410","22710","22180"
"In post","2023","No function","The Insolvency Service","EO","160","150","26520","26940"
"In post","2023","No function","The Insolvency Service","G6","15","15","75560","75820"
"In post","2023","No function","The Insolvency Service","G7","40","40","55140","54520"
"In post","2023","No function","The Insolvency Service","HEO","260","245","33860","32710"
"In post","2023","No function","The Insolvency Service","SCS level","10","10","[c]","[c]"
"In post","2023","No function","The Insolvency Service","SEO","125","120","45110","45070"
"In post","2023","No function","The National Archives","AA","[c]","[c]","[c]","[c]"
"In post","2023","No function","The National Archives","AO","55","50","23420","23460"
"In post","2023","No function","The National Archives","EO","40","40","26010","25460"
"In post","2023","No function","The National Archives","G6","15","15","59610","57480"
"In post","2023","No function","The National Archives","G7","30","30","48870","48100"
"In post","2023","No function","The National Archives","HEO","105","100","31360","29840"
"In post","2023","No function","The National Archives","SCS level","10","10","[c]","[c]"
"In post","2023","No function","The National Archives","SEO","85","80","38880","37460"
"In post","2023","No function","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","No function","UK Debt Management Office","G6","5","5","[c]","[c]"
"In post","2023","No function","UK Debt Management Office","G7","5","5","[c]","[c]"
"In post","2023","No function","UK Debt Management Office","HEO","5","5","[c]","[c]"
"In post","2023","No function","UK Debt Management Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","UK Debt Management Office","SEO","5","5","[c]","[c]"
"In post","2023","No function","UK Health Security Agency","AA","70","60","21770","21080"
"In post","2023","No function","UK Health Security Agency","AO","460","415","22710","22480"
"In post","2023","No function","UK Health Security Agency","EO","560","530","27140","27690"
"In post","2023","No function","UK Health Security Agency","G6","440","410","72030","67890"
"In post","2023","No function","UK Health Security Agency","G7","890","855","54200","53400"
"In post","2023","No function","UK Health Security Agency","HEO","865","825","33220","32980"
"In post","2023","No function","UK Health Security Agency","SCS level","310","275","111840","109480"
"In post","2023","No function","UK Health Security Agency","SEO","965","925","41340","40970"
"In post","2023","No function","UK Hydrographic Office","AO","50","50","21720","21690"
"In post","2023","No function","UK Hydrographic Office","EO","220","205","28310","27610"
"In post","2023","No function","UK Hydrographic Office","G6","10","10","[c]","[c]"
"In post","2023","No function","UK Hydrographic Office","G7","35","30","56160","55470"
"In post","2023","No function","UK Hydrographic Office","HEO","225","215","34770","34370"
"In post","2023","No function","UK Hydrographic Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","UK Hydrographic Office","SEO","100","95","44440","43890"
"In post","2023","No function","UK Statistics Authority","AA","295","175","20850","20150"
"In post","2023","No function","UK Statistics Authority","AO","1125","815","21640","21200"
"In post","2023","No function","UK Statistics Authority","EO","355","335","25390","24840"
"In post","2023","No function","UK Statistics Authority","G6","55","55","62700","61240"
"In post","2023","No function","UK Statistics Authority","G7","195","190","52160","51460"
"In post","2023","No function","UK Statistics Authority","HEO","310","295","31630","31060"
"In post","2023","No function","UK Statistics Authority","SCS level","15","15","79350","75080"
"In post","2023","No function","UK Statistics Authority","SEO","225","215","38370","37760"
"In post","2023","No function","Vehicle Certification Agency","AA","[c]","[c]","[c]","[c]"
"In post","2023","No function","Vehicle Certification Agency","AO","40","40","22500","22500"
"In post","2023","No function","Vehicle Certification Agency","EO","35","30","27600","27520"
"In post","2023","No function","Vehicle Certification Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Vehicle Certification Agency","G7","10","10","66980","60900"
"In post","2023","No function","Vehicle Certification Agency","HEO","60","55","39180","37800"
"In post","2023","No function","Vehicle Certification Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Vehicle Certification Agency","SEO","30","30","47730","44820"
"In post","2023","No function","Veterinary Medicines Directorate","AO","25","25","25560","25340"
"In post","2023","No function","Veterinary Medicines Directorate","EO","20","20","29470","29080"
"In post","2023","No function","Veterinary Medicines Directorate","G6","15","15","66830","66010"
"In post","2023","No function","Veterinary Medicines Directorate","G7","45","45","55990","54950"
"In post","2023","No function","Veterinary Medicines Directorate","HEO","25","25","34400","33830"
"In post","2023","No function","Veterinary Medicines Directorate","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Veterinary Medicines Directorate","SEO","30","30","40440","40260"
"In post","2023","No function","Water Services Regulation Authority","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Water Services Regulation Authority","EO","20","15","30010","29500"
"In post","2023","No function","Water Services Regulation Authority","G6","10","10","[c]","[c]"
"In post","2023","No function","Water Services Regulation Authority","G7","15","15","73230","73730"
"In post","2023","No function","Water Services Regulation Authority","HEO","35","35","42700","42450"
"In post","2023","No function","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Water Services Regulation Authority","SEO","20","20","59030","60460"
"In post","2023","No function","Welsh Revenue Authority","AO","5","5","[c]","[c]"
"In post","2023","No function","Welsh Revenue Authority","EO","5","5","[c]","[c]"
"In post","2023","No function","Welsh Revenue Authority","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Welsh Revenue Authority","G7","5","5","[c]","[c]"
"In post","2023","No function","Welsh Revenue Authority","HEO","5","5","[c]","[c]"
"In post","2023","No function","Welsh Revenue Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Welsh Revenue Authority","SEO","10","10","[c]","[c]"
"In post","2023","Project Delivery","Active Travel England","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Active Travel England","G7","5","5","[c]","[c]"
"In post","2023","Project Delivery","Active Travel England","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Active Travel England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Advisory, Conciliation and Arbitration Service","EO","10","10","[c]","[c]"
"In post","2023","Project Delivery","Advisory, Conciliation and Arbitration Service","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Advisory, Conciliation and Arbitration Service","G7","10","10","55400","53420"
"In post","2023","Project Delivery","Advisory, Conciliation and Arbitration Service","HEO","30","25","33770","32230"
"In post","2023","Project Delivery","Advisory, Conciliation and Arbitration Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Advisory, Conciliation and Arbitration Service","SEO","30","30","42640","41330"
"In post","2023","Project Delivery","Animal and Plant Health Agency","AO","40","35","22280","22150"
"In post","2023","Project Delivery","Animal and Plant Health Agency","EO","35","30","26480","25920"
"In post","2023","Project Delivery","Animal and Plant Health Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Animal and Plant Health Agency","G7","5","5","[c]","[c]"
"In post","2023","Project Delivery","Animal and Plant Health Agency","HEO","25","25","31020","30320"
"In post","2023","Project Delivery","Animal and Plant Health Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Animal and Plant Health Agency","SEO","10","10","38570","37300"
"In post","2023","Project Delivery","Attorney General's Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Attorney General's Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Building Digital UK","EO","15","15","26890","27230"
"In post","2023","Project Delivery","Building Digital UK","G6","10","10","64990","64480"
"In post","2023","Project Delivery","Building Digital UK","G7","60","60","53120","53030"
"In post","2023","Project Delivery","Building Digital UK","HEO","25","25","33930","34000"
"In post","2023","Project Delivery","Building Digital UK","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Cabinet Office (excl. agencies)","EO","20","15","27730","28370"
"In post","2023","Project Delivery","Cabinet Office (excl. agencies)","G6","25","25","66750","66530"
"In post","2023","Project Delivery","Cabinet Office (excl. agencies)","G7","40","35","56820","56430"
"In post","2023","Project Delivery","Cabinet Office (excl. agencies)","HEO","25","25","35090","35650"
"In post","2023","Project Delivery","Cabinet Office (excl. agencies)","SCS level","55","55","118100","118450"
"In post","2023","Project Delivery","Cabinet Office (excl. agencies)","SEO","10","10","41300","41870"
"In post","2023","Project Delivery","Central Civil Service Fast Stream","HEO","260","260","30730","30130"
"In post","2023","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","EO","20","15","26020","25970"
"In post","2023","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","G7","10","10","50600","49710"
"In post","2023","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","HEO","10","10","30330","30330"
"In post","2023","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","SEO","15","10","37860","37300"
"In post","2023","Project Delivery","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Charity Commission","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Companies House","AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Companies House","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Companies House","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Companies House","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Companies House","HEO","10","10","[c]","[c]"
"In post","2023","Project Delivery","Companies House","SEO","10","10","47550","47190"
"In post","2023","Project Delivery","Competition and Markets Authority","AO","15","15","23200","23200"
"In post","2023","Project Delivery","Competition and Markets Authority","EO","35","35","28730","28760"
"In post","2023","Project Delivery","Competition and Markets Authority","G6","95","95","77970","77400"
"In post","2023","Project Delivery","Competition and Markets Authority","G7","100","95","58860","57540"
"In post","2023","Project Delivery","Competition and Markets Authority","HEO","90","90","35470","34620"
"In post","2023","Project Delivery","Competition and Markets Authority","SCS level","70","70","111030","102320"
"In post","2023","Project Delivery","Competition and Markets Authority","SEO","20","20","44760","43500"
"In post","2023","Project Delivery","Criminal Injuries Compensation Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Criminal Injuries Compensation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Crown Commercial Service","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Crown Commercial Service","G7","5","5","[c]","[c]"
"In post","2023","Project Delivery","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Crown Commercial Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Defence Electronics and Components Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Defence Electronics and Components Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Defence Electronics and Components Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Defence Electronics and Components Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Defence Equipment and Support","AO","100","100","23090","24750"
"In post","2023","Project Delivery","Defence Equipment and Support","EO","90","85","26400","26000"
"In post","2023","Project Delivery","Defence Equipment and Support","G6","140","135","68380","67860"
"In post","2023","Project Delivery","Defence Equipment and Support","G7","415","400","53650","52690"
"In post","2023","Project Delivery","Defence Equipment and Support","HEO","560","535","32690","32500"
"In post","2023","Project Delivery","Defence Equipment and Support","SCS level","35","35","94060","89990"
"In post","2023","Project Delivery","Defence Equipment and Support","SEO","810","775","41450","41200"
"In post","2023","Project Delivery","Defence Science and Technology Laboratory","AA","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Defence Science and Technology Laboratory","AO","25","25","19430","19430"
"In post","2023","Project Delivery","Defence Science and Technology Laboratory","EO","105","100","24590","24630"
"In post","2023","Project Delivery","Defence Science and Technology Laboratory","G6","40","35","70990","70550"
"In post","2023","Project Delivery","Defence Science and Technology Laboratory","G7","495","475","52070","49260"
"In post","2023","Project Delivery","Defence Science and Technology Laboratory","HEO","275","260","30340","30650"
"In post","2023","Project Delivery","Defence Science and Technology Laboratory","SEO","280","270","39470","39890"
"In post","2023","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2023","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","35","35","56760","57530"
"In post","2023","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","10","10","[c]","[c]"
"In post","2023","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","EO","70","70","27580","26940"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","G6","260","255","66910","66520"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","G7","335","325","53570","51910"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","HEO","140","135","31500","30330"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","SCS level","10","10","80030","76510"
"In post","2023","Project Delivery","Department for Education (excl. agencies)","SEO","220","215","38960","37590"
"In post","2023","Project Delivery","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department for International Trade","EO","10","10","27960","29280"
"In post","2023","Project Delivery","Department for International Trade","G6","10","10","66290","65900"
"In post","2023","Project Delivery","Department for International Trade","G7","30","30","55400","55370"
"In post","2023","Project Delivery","Department for International Trade","HEO","15","15","34360","35010"
"In post","2023","Project Delivery","Department for International Trade","SCS level","5","5","[c]","[c]"
"In post","2023","Project Delivery","Department for International Trade","SEO","15","15","41310","41550"
"In post","2023","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","20","20","63000","64750"
"In post","2023","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","70","65","53520","54630"
"In post","2023","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","25","20","33570","33050"
"In post","2023","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2023","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","35","35","39220","39520"
"In post","2023","Project Delivery","Department for Transport (excl. agencies)","EO","20","20","30980","30920"
"In post","2023","Project Delivery","Department for Transport (excl. agencies)","G6","80","80","68700","68020"
"In post","2023","Project Delivery","Department for Transport (excl. agencies)","G7","155","150","56050","55740"
"In post","2023","Project Delivery","Department for Transport (excl. agencies)","HEO","70","70","35790","35760"
"In post","2023","Project Delivery","Department for Transport (excl. agencies)","SCS level","40","40","90530","83250"
"In post","2023","Project Delivery","Department for Transport (excl. agencies)","SEO","70","70","43790","43750"
"In post","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","AO","35","30","22210","21690"
"In post","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","EO","215","195","28760","28120"
"In post","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","G6","80","75","68750","66860"
"In post","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","G7","190","175","51720","50160"
"In post","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","HEO","545","490","35160","34170"
"In post","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","SCS level","30","30","89460","80880"
"In post","2023","Project Delivery","Department for Work and Pensions (excl. agencies)","SEO","310","290","39550","38470"
"In post","2023","Project Delivery","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department of Health and Social Care (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department of Health and Social Care (excl. agencies)","G7","15","15","53440","54660"
"In post","2023","Project Delivery","Department of Health and Social Care (excl. agencies)","HEO","10","10","[c]","[c]"
"In post","2023","Project Delivery","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Department of Health and Social Care (excl. agencies)","SEO","10","10","[c]","[c]"
"In post","2023","Project Delivery","Driver and Vehicle Licensing Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Driver and Vehicle Licensing Agency","EO","30","30","27020","26960"
"In post","2023","Project Delivery","Driver and Vehicle Licensing Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Driver and Vehicle Licensing Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Driver and Vehicle Licensing Agency","SEO","10","10","[c]","[c]"
"In post","2023","Project Delivery","Driver and Vehicle Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Driver and Vehicle Standards Agency","EO","10","10","27000","26960"
"In post","2023","Project Delivery","Driver and Vehicle Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Driver and Vehicle Standards Agency","G7","10","10","[c]","[c]"
"In post","2023","Project Delivery","Driver and Vehicle Standards Agency","HEO","15","15","32160","31660"
"In post","2023","Project Delivery","Driver and Vehicle Standards Agency","SEO","10","10","40810","40570"
"In post","2023","Project Delivery","Education and Skills Funding Agency","G7","10","10","[c]","[c]"
"In post","2023","Project Delivery","Education and Skills Funding Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Education and Skills Funding Agency","SEO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Estyn","AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Estyn","EO","15","15","29850","30610"
"In post","2023","Project Delivery","Estyn","G6","70","65","78150","78500"
"In post","2023","Project Delivery","Estyn","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Estyn","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Estyn","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Estyn","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","FCDO Services","AO","5","5","[c]","[c]"
"In post","2023","Project Delivery","FCDO Services","EO","20","20","29260","28540"
"In post","2023","Project Delivery","FCDO Services","G6","10","10","71230","67540"
"In post","2023","Project Delivery","FCDO Services","G7","10","10","65650","64200"
"In post","2023","Project Delivery","FCDO Services","HEO","15","15","33850","32750"
"In post","2023","Project Delivery","FCDO Services","SEO","15","15","45910","44000"
"In post","2023","Project Delivery","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Food Standards Agency","EO","10","5","[c]","[c]"
"In post","2023","Project Delivery","Food Standards Agency","G6","5","5","[c]","[c]"
"In post","2023","Project Delivery","Food Standards Agency","G7","10","10","53780","52330"
"In post","2023","Project Delivery","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Food Standards Agency","SEO","10","10","39220","38100"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","AO","20","15","28370","28950"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","EO","60","55","30240","31160"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","G6","170","155","69170","69430"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","G7","360","340","56870","56100"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","220","215","37110","36620"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","50","50","84390","79000"
"In post","2023","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","120","115","44530","44450"
"In post","2023","Project Delivery","Government Actuary's Department","AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Actuary's Department","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Actuary's Department","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Internal Audit Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Internal Audit Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Internal Audit Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Internal Audit Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Legal Department","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Legal Department","G7","5","5","[c]","[c]"
"In post","2023","Project Delivery","Government Legal Department","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Legal Department","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Government Legal Department","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","EO","5","5","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","G7","5","5","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","HEO","5","5","[c]","[c]"
"In post","2023","Project Delivery","HM Courts and Tribunals Service","SEO","15","15","40210","37680"
"In post","2023","Project Delivery","HM Land Registry","AO","30","30","23390","23390"
"In post","2023","Project Delivery","HM Land Registry","EO","20","20","28980","28080"
