"Status","Year","Organisation","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Crown Prosecution Service","Lincolnshire CC","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Lincolnshire CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Lincolnshire CC","G6/G7","G7","15","15","56150","56450"
"In post","2023","Crown Prosecution Service","Liverpool","AA/AO","AO","105","100","22590","22870"
"In post","2023","Crown Prosecution Service","Liverpool","EO","EO","95","90","27670","27150"
"In post","2023","Crown Prosecution Service","Liverpool","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Liverpool","G6/G7","G7","140","135","54440","53750"
"In post","2023","Crown Prosecution Service","Liverpool","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Liverpool","SEO/HEO","HEO","35","35","32210","32000"
"In post","2023","Crown Prosecution Service","Liverpool","SEO/HEO","SEO","35","35","39070","38940"
"In post","2023","Crown Prosecution Service","Luton","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Manchester","AA/AO","AO","80","75","22770","22870"
"In post","2023","Crown Prosecution Service","Manchester","EO","EO","90","85","28190","28850"
"In post","2023","Crown Prosecution Service","Manchester","G6/G7","G6","15","15","72410","72800"
"In post","2023","Crown Prosecution Service","Manchester","G6/G7","G7","145","130","54990","54540"
"In post","2023","Crown Prosecution Service","Manchester","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Manchester","SEO/HEO","HEO","25","25","33100","33050"
"In post","2023","Crown Prosecution Service","Manchester","SEO/HEO","SEO","25","25","39230","38940"
"In post","2023","Crown Prosecution Service","Medway","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Merton, Kingston upon Thames and Sutton","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Merton, Kingston upon Thames and Sutton","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Merton, Kingston upon Thames and Sutton","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Merton, Kingston upon Thames and Sutton","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Mid Kent","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Mid Kent","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Mid Kent","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Mid Lancashire","AA/AO","AO","40","35","22760","22870"
"In post","2023","Crown Prosecution Service","Mid Lancashire","EO","EO","40","35","28280","28850"
"In post","2023","Crown Prosecution Service","Mid Lancashire","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Mid Lancashire","G6/G7","G7","85","80","53810","53750"
"In post","2023","Crown Prosecution Service","Mid Lancashire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Mid Lancashire","SEO/HEO","HEO","15","15","33320","33300"
"In post","2023","Crown Prosecution Service","Mid Lancashire","SEO/HEO","SEO","10","10","39300","38760"
"In post","2023","Crown Prosecution Service","Monmouthshire and Newport","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","North Hampshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","North Hampshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","North Northamptonshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","North Nottinghamshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","North Nottinghamshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","North Nottinghamshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","North Yorkshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","North Yorkshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","North Yorkshire CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","North and North East Lincolnshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Northumberland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Norwich and East Norfolk","AA/AO","AO","30","25","22380","22870"
"In post","2023","Crown Prosecution Service","Norwich and East Norfolk","EO","EO","25","20","27500","26900"
"In post","2023","Crown Prosecution Service","Norwich and East Norfolk","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Norwich and East Norfolk","G6/G7","G7","25","20","56890","56450"
"In post","2023","Crown Prosecution Service","Norwich and East Norfolk","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Norwich and East Norfolk","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Norwich and East Norfolk","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Nottingham","AA/AO","AO","80","75","22390","22870"
"In post","2023","Crown Prosecution Service","Nottingham","EO","EO","70","65","27420","26900"
"In post","2023","Crown Prosecution Service","Nottingham","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Nottingham","G6/G7","G7","105","95","53820","52060"
"In post","2023","Crown Prosecution Service","Nottingham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Nottingham","SEO/HEO","HEO","30","30","32280","31490"
"In post","2023","Crown Prosecution Service","Nottingham","SEO/HEO","SEO","15","15","40180","38940"
"In post","2023","Crown Prosecution Service","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Oxfordshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Oxfordshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Peterborough","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Portsmouth","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Portsmouth","AA/AO","AO","35","35","24030","24480"
"In post","2023","Crown Prosecution Service","Portsmouth","EO","EO","25","25","29030","28200"
"In post","2023","Crown Prosecution Service","Portsmouth","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Portsmouth","G6/G7","G7","50","45","60710","61920"
"In post","2023","Crown Prosecution Service","Portsmouth","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Portsmouth","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Redbridge and Waltham Forest","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Redbridge and Waltham Forest","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Redbridge and Waltham Forest","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Sefton","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Sefton","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Sheffield","AA/AO","AO","50","45","22590","22870"
"In post","2023","Crown Prosecution Service","Sheffield","EO","EO","40","35","27790","27150"
"In post","2023","Crown Prosecution Service","Sheffield","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Sheffield","G6/G7","G7","40","35","54000","52880"
"In post","2023","Crown Prosecution Service","Sheffield","SEO/HEO","HEO","15","15","33300","33460"
"In post","2023","Crown Prosecution Service","Sheffield","SEO/HEO","SEO","10","10","38990","38760"
"In post","2023","Crown Prosecution Service","Shropshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Shropshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Somerset CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","South Hampshire","AA/AO","AO","30","30","23880","24480"
"In post","2023","Crown Prosecution Service","South Hampshire","EO","EO","25","25","28970","28200"
"In post","2023","Crown Prosecution Service","South Hampshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","South Hampshire","G6/G7","G7","70","65","58700","55850"
"In post","2023","Crown Prosecution Service","South Hampshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","South Hampshire","SEO/HEO","HEO","20","20","34550","33970"
"In post","2023","Crown Prosecution Service","South Hampshire","SEO/HEO","SEO","10","10","41970","40800"
"In post","2023","Crown Prosecution Service","South Nottinghamshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","South Teesside","AA/AO","AO","20","15","22850","22870"
"In post","2023","Crown Prosecution Service","South Teesside","EO","EO","25","20","27870","27400"
"In post","2023","Crown Prosecution Service","South Teesside","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","South Teesside","G6/G7","G7","40","35","54930","56030"
"In post","2023","Crown Prosecution Service","South Teesside","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","South Teesside","SEO/HEO","HEO","10","10","32780","32650"
"In post","2023","Crown Prosecution Service","South Teesside","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","South West Wales","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","South and West Derbyshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Staffordshire CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Staffordshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Staffordshire CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Staffordshire CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Stoke-on-Trent","AA/AO","AO","15","15","22750","22870"
"In post","2023","Crown Prosecution Service","Stoke-on-Trent","EO","EO","10","10","27800","27290"
"In post","2023","Crown Prosecution Service","Stoke-on-Trent","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Stoke-on-Trent","G6/G7","G7","25","25","56380","56450"
"In post","2023","Crown Prosecution Service","Stoke-on-Trent","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Stoke-on-Trent","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Crown Prosecution Service","Suffolk CC","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Suffolk CC","EO","EO","10","10","[c]","[c]"
"In post","2023","Crown Prosecution Service","Suffolk CC","G6/G7","G7","15","15","56850","56450"
"In post","2023","Crown Prosecution Service","Suffolk CC","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Swansea","AA/AO","AO","15","10","22720","22870"
"In post","2023","Crown Prosecution Service","Swansea","EO","EO","15","15","27480","26900"
"In post","2023","Crown Prosecution Service","Swansea","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Swansea","G6/G7","G7","35","35","53560","51870"
"In post","2023","Crown Prosecution Service","Swansea","SEO/HEO","HEO","15","15","32230","31180"
"In post","2023","Crown Prosecution Service","Swansea","SEO/HEO","SEO","15","15","38870","38940"
"In post","2023","Crown Prosecution Service","Swindon","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Swindon","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Swindon","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Swindon","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Swindon","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Telford and Wrekin","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Thurrock","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Tyneside","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Tyneside","AA/AO","AO","70","65","22260","22870"
"In post","2023","Crown Prosecution Service","Tyneside","EO","EO","55","50","27900","27030"
"In post","2023","Crown Prosecution Service","Tyneside","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Crown Prosecution Service","Tyneside","G6/G7","G7","95","90","54750","55290"
"In post","2023","Crown Prosecution Service","Tyneside","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Tyneside","SEO/HEO","HEO","20","20","32350","31490"
"In post","2023","Crown Prosecution Service","Tyneside","SEO/HEO","SEO","20","20","39540","38940"
"In post","2023","Crown Prosecution Service","Wakefield","AA/AO","AO","15","10","22360","22870"
"In post","2023","Crown Prosecution Service","Wakefield","EO","EO","15","15","27380","27400"
"In post","2023","Crown Prosecution Service","Wakefield","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Wakefield","G6/G7","G7","10","10","57600","52880"
"In post","2023","Crown Prosecution Service","Wakefield","SEO/HEO","HEO","10","10","31650","31180"
"In post","2023","Crown Prosecution Service","Wakefield","SEO/HEO","SEO","15","15","39750","38940"
"In post","2023","Crown Prosecution Service","Walsall","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Warrington","EO","EO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Warrington","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Warrington","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Crown Prosecution Service","Warrington","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Warwickshire CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Warwickshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","West Cumbria","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","West Cumbria","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","West Kent","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","West Northamptonshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","West Northamptonshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","West Northamptonshire","G6/G7","G7","10","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","West Northamptonshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","West Northamptonshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","West Surrey","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Crown Prosecution Service","West Surrey","EO","EO","25","25","29010","28200"
"In post","2023","Crown Prosecution Service","West Surrey","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","West Surrey","G6/G7","G7","35","30","59930","58820"
"In post","2023","Crown Prosecution Service","West Surrey","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","West Surrey","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","West Surrey","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","West Sussex (North East)","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","West Sussex (South West)","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","West Sussex (South West)","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Westminster","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Westminster","AA/AO","AO","305","280","24110","24480"
"In post","2023","Crown Prosecution Service","Westminster","EO","EO","385","365","29420","28870"
"In post","2023","Crown Prosecution Service","Westminster","G6/G7","G6","85","80","77850","78220"
"In post","2023","Crown Prosecution Service","Westminster","G6/G7","G7","685","645","60730","61520"
"In post","2023","Crown Prosecution Service","Westminster","SCS level","SCS level","40","40","98860","90360"
"In post","2023","Crown Prosecution Service","Westminster","SEO/HEO","HEO","155","150","33860","33230"
"In post","2023","Crown Prosecution Service","Westminster","SEO/HEO","SEO","130","130","41480","40800"
"In post","2023","Crown Prosecution Service","Wiltshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Wirral","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Wolverhampton","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Wolverhampton","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Worcestershire CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Worcestershire CC","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","York","AA/AO","AO","10","10","22700","22870"
"In post","2023","Crown Prosecution Service","York","EO","EO","35","35","27340","27150"
"In post","2023","Crown Prosecution Service","York","G6/G7","G6","15","15","72380","69680"
"In post","2023","Crown Prosecution Service","York","G6/G7","G7","35","35","57580","56290"
"In post","2023","Crown Prosecution Service","York","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","York","SEO/HEO","HEO","25","25","31960","31590"
"In post","2023","Crown Prosecution Service","York","SEO/HEO","SEO","25","25","40230","39710"
"In post","2023","Defence Electronics and Components Agency","Flintshire and Wrexham","AA/AO","AA","25","25","18030","18640"
"In post","2023","Defence Electronics and Components Agency","Flintshire and Wrexham","AA/AO","AO","55","50","22800","22210"
"In post","2023","Defence Electronics and Components Agency","Flintshire and Wrexham","EO","EO","200","195","29280","29720"
"In post","2023","Defence Electronics and Components Agency","Flintshire and Wrexham","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Flintshire and Wrexham","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Flintshire and Wrexham","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Flintshire and Wrexham","SEO/HEO","HEO","75","75","34930","34680"
"In post","2023","Defence Electronics and Components Agency","Flintshire and Wrexham","SEO/HEO","SEO","15","15","44620","43690"
"In post","2023","Defence Electronics and Components Agency","Staffordshire CC","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Staffordshire CC","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Staffordshire CC","EO","EO","35","35","27300","27130"
"In post","2023","Defence Electronics and Components Agency","Staffordshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Staffordshire CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Staffordshire CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","AO","1000","960","22860","21630"
"In post","2023","Defence Equipment and Support","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","EO","450","425","26710","26330"
"In post","2023","Defence Equipment and Support","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G6","445","430","70010","70710"
"In post","2023","Defence Equipment and Support","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","G7","1320","1280","54510","54510"
"In post","2023","Defence Equipment and Support","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","SCS level","115","110","103070","95370"
"In post","2023","Defence Equipment and Support","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","HEO","2165","2070","32810","32500"
"In post","2023","Defence Equipment and Support","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","SEO","2740","2645","42080","42620"
"In post","2023","Defence Equipment and Support","Belfast","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Berkshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Berkshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Bristol, City of","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Bristol, City of","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Cambridgeshire CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Cambridgeshire CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Cambridgeshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Cambridgeshire CC","SEO/HEO","HEO","20","20","34730","34160"
"In post","2023","Defence Equipment and Support","Cambridgeshire CC","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Defence Equipment and Support","Camden and City of London","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Camden and City of London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Central Bedfordshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Central Bedfordshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Central Bedfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Central Bedfordshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Defence Equipment and Support","Central Bedfordshire","SEO/HEO","HEO","25","25","33420","32470"
"In post","2023","Defence Equipment and Support","Central Bedfordshire","SEO/HEO","SEO","15","15","43160","43400"
"In post","2023","Defence Equipment and Support","Central Hampshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Central Hampshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Central Hampshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Central Hampshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Clackmannanshire and Fife","AA/AO","AO","15","15","22120","22230"
"In post","2023","Defence Equipment and Support","Clackmannanshire and Fife","EO","EO","15","15","28820","28600"
"In post","2023","Defence Equipment and Support","Clackmannanshire and Fife","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Clackmannanshire and Fife","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Defence Equipment and Support","Clackmannanshire and Fife","SEO/HEO","HEO","25","25","36500","37260"
"In post","2023","Defence Equipment and Support","Clackmannanshire and Fife","SEO/HEO","SEO","20","20","42910","43400"
"In post","2023","Defence Equipment and Support","Cornwall and Isles of Scilly","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Cornwall and Isles of Scilly","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Cornwall and Isles of Scilly","SEO/HEO","HEO","10","10","34120","33500"
"In post","2023","Defence Equipment and Support","Cornwall and Isles of Scilly","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Defence Equipment and Support","Dorset","AA/AO","AO","25","20","21190","20920"
"In post","2023","Defence Equipment and Support","Dorset","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Dorset","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Defence Equipment and Support","Dorset","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Dumfries and Galloway","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","East Ayrshire and North Ayrshire mainland","AA/AO","AO","105","100","21160","20950"
"In post","2023","Defence Equipment and Support","East Ayrshire and North Ayrshire mainland","EO","EO","60","60","28500","28600"
"In post","2023","Defence Equipment and Support","East Ayrshire and North Ayrshire mainland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","East Ayrshire and North Ayrshire mainland","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Defence Equipment and Support","East Ayrshire and North Ayrshire mainland","SEO/HEO","HEO","45","45","34130","35200"
"In post","2023","Defence Equipment and Support","East Ayrshire and North Ayrshire mainland","SEO/HEO","SEO","15","15","40550","39840"
"In post","2023","Defence Equipment and Support","East Cumbria","AA/AO","AO","55","55","21930","21310"
"In post","2023","Defence Equipment and Support","East Cumbria","EO","EO","10","10","[c]","[c]"
"In post","2023","Defence Equipment and Support","East Cumbria","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","East Cumbria","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Defence Equipment and Support","East Cumbria","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA/AO","AO","35","30","22110","22200"
"In post","2023","Defence Equipment and Support","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","EO","10","10","[c]","[c]"
"In post","2023","Defence Equipment and Support","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Defence Equipment and Support","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","HEO","15","15","42480","31920"
"In post","2023","Defence Equipment and Support","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","SEO","10","10","47770","43160"
"In post","2023","Defence Equipment and Support","Essex Haven Gateway","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Essex Haven Gateway","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Flintshire and Wrexham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Glasgow City","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Defence Equipment and Support","Glasgow City","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Glasgow City","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Glasgow City","G6/G7","G7","10","10","55720","55490"
"In post","2023","Defence Equipment and Support","Glasgow City","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Glasgow City","SEO/HEO","HEO","35","35","33410","32910"
"In post","2023","Defence Equipment and Support","Glasgow City","SEO/HEO","SEO","35","35","43680","43400"
"In post","2023","Defence Equipment and Support","Gloucestershire CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Gloucestershire CC","EO","EO","[c]","[c]","[c]","[c]"
