"Status","Year","Function_of_post","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Policy","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Gas and Electricity Markets","Operational Delivery","Heterosexual / straight","230","230","30970","26000"
"In post","2023","No function","Office of Gas and Electricity Markets","Operational Delivery","LGBO","45","45","28000","24770"
"In post","2023","No function","Office of Gas and Electricity Markets","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Office of Gas and Electricity Markets","Operational Delivery","Unknown","70","70","38280","32340"
"In post","2023","No function","Office of Gas and Electricity Markets","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Gas and Electricity Markets","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Gas and Electricity Markets","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Gas and Electricity Markets","Policy","Heterosexual / straight","185","185","49040","46250"
"In post","2023","No function","Office of Gas and Electricity Markets","Policy","LGBO","30","30","[c]","[c]"
"In post","2023","No function","Office of Gas and Electricity Markets","Policy","Undeclared","20","20","[c]","[c]"
"In post","2023","No function","Office of Gas and Electricity Markets","Policy","Unknown","90","85","57580","56940"
"In post","2023","No function","Office of Gas and Electricity Markets","Science and Engineering","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","No function","Office of Gas and Electricity Markets","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Gas and Electricity Markets","Science and Engineering","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Communications","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Economics","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","Heterosexual / straight","110","105","43440","39140"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","Unknown","10","5","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Operational Research","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Policy","Heterosexual / straight","30","30","50310","48060"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Project Delivery","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Statistics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Qualifications and Examinations Regulation","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Rail and Road","Operational Delivery","Heterosexual / straight","90","85","55310","55410"
"In post","2023","No function","Office of Rail and Road","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Office of Rail and Road","Operational Delivery","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Office of Rail and Road","Operational Delivery","Unknown","30","30","57010","60320"
"In post","2023","No function","Office of Rail and Road","Policy","Heterosexual / straight","50","50","57240","57140"
"In post","2023","No function","Office of Rail and Road","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Rail and Road","Policy","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Office of Rail and Road","Policy","Unknown","15","10","[c]","[c]"
"In post","2023","No function","Office of Rail and Road","Science and Engineering","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","No function","Office of Rail and Road","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Rail and Road","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of Rail and Road","Science and Engineering","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland","Policy","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","Policy","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Office of the Secretary of State for Wales","Policy","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Scottish Government","Digital, Data and Technology","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","No function","Scottish Government","Digital, Data and Technology","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Scottish Government","Digital, Data and Technology","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Scottish Government","Digital, Data and Technology","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Scottish Government","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Scottish Government","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Scottish Government","Knowledge and Information Management","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","No function","Scottish Government","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
