"Status","Year","Disability","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Communications","London","LGBO","30","30","[c]","[c]"
"In post","2023","Unknown","Communications","London","Undeclared","50","50","50520","46000"
"In post","2023","Unknown","Communications","London","Unknown","440","435","47510","43650"
"In post","2023","Unknown","Communications","Outside London","Heterosexual / straight","120","115","38030","34700"
"In post","2023","Unknown","Communications","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2023","Unknown","Communications","Outside London","Unknown","225","220","38200","34640"
"In post","2023","Unknown","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","London","Heterosexual / straight","70","65","41060","39450"
"In post","2023","Unknown","Counter Fraud","London","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","London","Undeclared","20","20","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","London","Unknown","560","540","38430","35240"
"In post","2023","Unknown","Counter Fraud","Outside London","Heterosexual / straight","245","230","34260","34400"
"In post","2023","Unknown","Counter Fraud","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Outside London","Undeclared","45","40","36310","35000"
"In post","2023","Unknown","Counter Fraud","Outside London","Unknown","1585","1505","32760","28130"
"In post","2023","Unknown","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Debt","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Debt","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Debt","London","Unknown","165","150","28590","26920"
"In post","2023","Unknown","Debt","Outside London","Heterosexual / straight","95","85","24650","22520"
"In post","2023","Unknown","Debt","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Debt","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2023","Unknown","Debt","Outside London","Unknown","1455","1360","23580","22520"
"In post","2023","Unknown","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","London","Heterosexual / straight","355","350","48170","43020"
"In post","2023","Unknown","Digital, Data & Technology","London","LGBO","45","45","43250","41490"
"In post","2023","Unknown","Digital, Data & Technology","London","Undeclared","45","45","45750","42240"
"In post","2023","Unknown","Digital, Data & Technology","London","Unknown","990","975","47740","43210"
"In post","2023","Unknown","Digital, Data & Technology","Outside London","Heterosexual / straight","1155","1130","40940","37810"
"In post","2023","Unknown","Digital, Data & Technology","Outside London","LGBO","85","80","36080","33830"
"In post","2023","Unknown","Digital, Data & Technology","Outside London","Undeclared","140","140","41470","37590"
"In post","2023","Unknown","Digital, Data & Technology","Outside London","Unknown","2745","2700","41490","37960"
"In post","2023","Unknown","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Finance","London","Heterosexual / straight","200","195","49460","48340"
"In post","2023","Unknown","Finance","London","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Finance","London","Undeclared","70","70","48390","48300"
"In post","2023","Unknown","Finance","London","Unknown","420","410","49300","43750"
"In post","2023","Unknown","Finance","Outside London","Heterosexual / straight","535","515","37900","34250"
"In post","2023","Unknown","Finance","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Unknown","Finance","Outside London","Undeclared","75","70","38630","34300"
"In post","2023","Unknown","Finance","Outside London","Unknown","1035","970","33520","28130"
"In post","2023","Unknown","Finance","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Finance","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Grants Management","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","Grants Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Grants Management","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Grants Management","London","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Grants Management","Outside London","Heterosexual / straight","90","80","26530","25920"
"In post","2023","Unknown","Grants Management","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Grants Management","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","Grants Management","Outside London","Unknown","475","435","25820","22150"
"In post","2023","Unknown","Human Resources","London","Heterosexual / straight","175","170","43940","40540"
"In post","2023","Unknown","Human Resources","London","LGBO","20","20","[c]","[c]"
"In post","2023","Unknown","Human Resources","London","Undeclared","30","30","38430","34370"
"In post","2023","Unknown","Human Resources","London","Unknown","275","270","45810","41180"
"In post","2023","Unknown","Human Resources","Outside London","Heterosexual / straight","710","680","35570","32760"
"In post","2023","Unknown","Human Resources","Outside London","LGBO","35","30","30650","26870"
"In post","2023","Unknown","Human Resources","Outside London","Undeclared","100","95","34140","32000"
"In post","2023","Unknown","Human Resources","Outside London","Unknown","1010","975","34280","31660"
"In post","2023","Unknown","Human Resources","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Unknown","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Overseas","Unknown","165","165","58810","58340"
"In post","2023","Unknown","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Unknown","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","London","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Outside London","Heterosexual / straight","40","40","43140","39660"
"In post","2023","Unknown","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Outside London","Unknown","30","30","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","London","Heterosexual / straight","310","300","46680","52020"
"In post","2023","Unknown","Legal","London","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Legal","London","Undeclared","40","40","48240","54100"
"In post","2023","Unknown","Legal","London","Unknown","640","605","53890","55170"
"In post","2023","Unknown","Legal","Outside London","Heterosexual / straight","800","775","39990","38940"
"In post","2023","Unknown","Legal","Outside London","LGBO","60","55","35080","28200"
"In post","2023","Unknown","Legal","Outside London","Undeclared","65","60","36310","29630"
"In post","2023","Unknown","Legal","Outside London","Unknown","665","610","42870","40800"
"In post","2023","Unknown","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","London","Heterosexual / straight","3530","3445","45880","41910"
"In post","2023","Unknown","No function","London","LGBO","380","375","46390","41950"
"In post","2023","Unknown","No function","London","Undeclared","965","945","47780","42330"
"In post","2023","Unknown","No function","London","Unknown","9030","8800","41200","35640"
"In post","2023","Unknown","No function","Outside London","Heterosexual / straight","10740","10090","32790","29870"
"In post","2023","Unknown","No function","Outside London","LGBO","795","780","31130","28130"
"In post","2023","Unknown","No function","Outside London","Undeclared","1200","1125","36010","32280"
"In post","2023","Unknown","No function","Outside London","Unknown","35555","33400","28480","25880"
"In post","2023","Unknown","No function","Overseas","Heterosexual / straight","415","415","58310","57690"
"In post","2023","Unknown","No function","Overseas","LGBO","40","40","60190","55090"
"In post","2023","Unknown","No function","Overseas","Undeclared","25","25","[c]","[c]"
"In post","2023","Unknown","No function","Overseas","Unknown","425","420","54140","54460"
"In post","2023","Unknown","No function","Unknown","Heterosexual / straight","45","45","43320","45610"
"In post","2023","Unknown","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Unknown","Unknown","135","125","34930","28120"
"In post","2023","Unknown","Project Delivery","London","Heterosexual / straight","600","585","52240","50980"
"In post","2023","Unknown","Project Delivery","London","LGBO","45","45","48360","43650"
"In post","2023","Unknown","Project Delivery","London","Undeclared","65","65","55780","45750"
"In post","2023","Unknown","Project Delivery","London","Unknown","980","955","50890","45960"
"In post","2023","Unknown","Project Delivery","Outside London","Heterosexual / straight","1270","1230","42030","39890"
"In post","2023","Unknown","Project Delivery","Outside London","LGBO","75","75","37620","33990"
"In post","2023","Unknown","Project Delivery","Outside London","Undeclared","150","145","43150","41350"
"In post","2023","Unknown","Project Delivery","Outside London","Unknown","1615","1565","40530","37880"
"In post","2023","Unknown","Project Delivery","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Overseas","Unknown","25","25","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","London","Heterosexual / straight","35","35","44170","42060"
"In post","2023","Unknown","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","London","Unknown","225","220","41790","36100"
"In post","2023","Unknown","Property","Outside London","Heterosexual / straight","385","380","33720","33830"
"In post","2023","Unknown","Property","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Property","Outside London","Undeclared","30","30","34000","33830"
"In post","2023","Unknown","Property","Outside London","Unknown","1210","1170","30550","26450"
"In post","2023","Unknown","Property","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Security","London","Heterosexual / straight","155","150","42290","38540"
"In post","2023","Unknown","Security","London","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Security","London","Undeclared","20","20","[c]","[c]"
"In post","2023","Unknown","Security","London","Unknown","255","250","42760","40600"
"In post","2023","Unknown","Security","Outside London","Heterosexual / straight","845","825","33020","27540"
"In post","2023","Unknown","Security","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Unknown","Security","Outside London","Undeclared","95","95","36300","40880"
"In post","2023","Unknown","Security","Outside London","Unknown","1240","1220","32050","27500"
"In post","2023","Unknown","Security","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Unknown","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Overseas","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Unknown","Unknown","30","30","26950","24470"
"In post","2023","Unknown","Unknown","London","Heterosexual / straight","220","220","38760","32960"
"In post","2023","Unknown","Unknown","London","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Unknown","London","Undeclared","45","40","46070","34520"
"In post","2023","Unknown","Unknown","London","Unknown","545","540","35980","30130"
"In post","2023","Unknown","Unknown","Outside London","Heterosexual / straight","2210","2115","43780","38330"
"In post","2023","Unknown","Unknown","Outside London","LGBO","185","180","39830","35940"
"In post","2023","Unknown","Unknown","Outside London","Undeclared","200","190","44380","39690"
"In post","2023","Unknown","Unknown","Outside London","Unknown","5620","5395","37010","31940"
"In post","2023","Unknown","Unknown","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Overseas","Unknown","15","15","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Unknown","1700","1700","41940","40000"
"Leaver CS","2023","Declared disabled","Analysis","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Outside London","Heterosexual / straight","50","[c]","27570","28120"
"Leaver CS","2023","Declared disabled","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Outside London","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","Outside London","Heterosexual / straight","45","[c]","23140","21690"
"Leaver CS","2023","Declared disabled","Debt","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","Outside London","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","London","Heterosexual / straight","35","[c]","49630","53920"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Outside London","Heterosexual / straight","80","[c]","36640","34170"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Outside London","Heterosexual / straight","40","[c]","38040","34870"
"Leaver CS","2023","Declared disabled","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","London","Heterosexual / straight","30","[c]","55000","45970"
"Leaver CS","2023","Declared disabled","Human Resources","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Outside London","Heterosexual / straight","110","[c]","31860","28470"
"Leaver CS","2023","Declared disabled","Human Resources","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
