"Status","Year","Function_of_post","Region_ITL3","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Breckland and South Norfolk","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Brent","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Brent","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Bridgend and Neath Port Talbot","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Bridgend and Neath Port Talbot","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Brighton and Hove","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Brighton and Hove","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Bristol, City of","Outside London","Female","115","105","41240","40850"
"In post","2023","Analysis","Bristol, City of","Outside London","Male","105","100","42810","40650"
"In post","2023","Analysis","Bromley","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Bromley","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Buckinghamshire","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Buckinghamshire","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Calderdale and Kirklees","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Calderdale and Kirklees","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cambridgeshire CC","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Cambridgeshire CC","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Camden and City of London","London","Female","65","60","69140","69950"
"In post","2023","Analysis","Camden and City of London","London","Male","110","110","72740","67430"
"In post","2023","Analysis","Cardiff and Vale of Glamorgan","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Analysis","Cardiff and Vale of Glamorgan","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Central Bedfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Bedfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Hampshire","Outside London","Female","150","140","43100","39890"
"In post","2023","Analysis","Central Hampshire","Outside London","Male","410","395","45950","49260"
"In post","2023","Analysis","Central Valleys","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Central Valleys","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Cheshire East","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cheshire East","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","City of Edinburgh","Outside London","Female","30","30","50330","46110"
"In post","2023","Analysis","City of Edinburgh","Outside London","Male","30","30","[c]","[c]"
"In post","2023","Analysis","Conwy and Denbighshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Conwy and Denbighshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Analysis","Coventry","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Analysis","Coventry","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Croydon","London","Female","100","90","47050","43210"
"In post","2023","Analysis","Croydon","London","Male","80","75","47060","43540"
"In post","2023","Analysis","Darlington","Outside London","Female","80","80","36740","31560"
"In post","2023","Analysis","Darlington","Outside London","Male","85","85","38830","35880"
"In post","2023","Analysis","Derby","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derby","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon CC","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Devon CC","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Dorset","Outside London","Female","75","70","33410","30350"
"In post","2023","Analysis","Dorset","Outside London","Male","65","65","36750","30820"
"In post","2023","Analysis","Dudley","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dudley","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Durham","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Durham","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Ayrshire and North Ayrshire mainland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Ayrshire and North Ayrshire mainland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Cumbria","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Analysis","East Derbyshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Derbyshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Lancashire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Lancashire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Lothian and Midlothian","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Lothian and Midlothian","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Merseyside","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Merseyside","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Riding of Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Riding of Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Sussex CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Sussex CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex Thames Gateway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex Thames Gateway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Falkirk","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Falkirk","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Fermanagh and Omagh","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Fermanagh and Omagh","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Flintshire and Wrexham","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Flintshire and Wrexham","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Glasgow City","Outside London","Female","35","30","38820","34250"
"In post","2023","Analysis","Glasgow City","Outside London","Male","60","60","42530","36840"
"In post","2023","Analysis","Gloucestershire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester North East","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester North East","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester South West","Outside London","Female","95","90","43040","41780"
"In post","2023","Analysis","Greater Manchester South West","Outside London","Male","140","140","43420","41780"
"In post","2023","Analysis","Gwent Valleys","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gwent Valleys","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gwynedd","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gwynedd","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hackney and Newham","London","Female","85","80","50170","45560"
"In post","2023","Analysis","Hackney and Newham","London","Male","120","120","48630","45170"
"In post","2023","Analysis","Haringey and Islington","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Haringey and Islington","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Harrow and Hillingdon","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Harrow and Hillingdon","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Heart of Essex","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Heart of Essex","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, County of","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Herefordshire, County of","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hertfordshire CC","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Hertfordshire CC","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Isle of Anglesey","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Isle of Anglesey","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent Thames Gateway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kent Thames Gateway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kingston upon Hull, City of","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Kingston upon Hull, City of","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lambeth","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lambeth","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leeds","Outside London","Female","120","115","41630","39430"
"In post","2023","Analysis","Leeds","Outside London","Male","130","125","41610","38300"
"In post","2023","Analysis","Leicester","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicester","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire CC and Rutland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Leicestershire CC and Rutland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lewisham and Southwark","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lewisham and Southwark","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Lincolnshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Liverpool","Outside London","Female","60","55","46110","42510"
"In post","2023","Analysis","Liverpool","Outside London","Male","85","85","41610","41780"
"In post","2023","Analysis","Luton","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Luton","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Manchester","Outside London","Female","85","85","39110","37590"
"In post","2023","Analysis","Manchester","Outside London","Male","85","85","38770","34870"
"In post","2023","Analysis","Medway","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Medway","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Merton, Kingston upon Thames and Sutton","London","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Merton, Kingston upon Thames and Sutton","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Mid Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Mid Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Mid Lancashire","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Analysis","Mid Lancashire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Mid and East Antrim","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Mid and East Antrim","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Milton Keynes","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Milton Keynes","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Monmouthshire and Newport","Outside London","Female","605","570","38240","37760"
"In post","2023","Analysis","Monmouthshire and Newport","Outside London","Male","490","480","39920","37760"
"In post","2023","Analysis","Monmouthshire and Newport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Newry, Mourne and Down","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Newry, Mourne and Down","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Hampshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Hampshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Northamptonshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Northamptonshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Nottinghamshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North Yorkshire CC","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Analysis","North Yorkshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North and North East Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North and North East Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North and West Norfolk","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","North and West Norfolk","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Northumberland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Norwich and East Norfolk","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Norwich and East Norfolk","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Nottingham","Outside London","Female","35","35","41900","38450"
"In post","2023","Analysis","Nottingham","Outside London","Male","35","35","41240","40230"
"In post","2023","Analysis","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Oxfordshire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Oxfordshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Peterborough","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Peterborough","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Plymouth","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Plymouth","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Portsmouth","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Portsmouth","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Powys","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Powys","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Sandwell","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Sandwell","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Sefton","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Analysis","Sefton","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Analysis","Sefton","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Sheffield","Outside London","Female","180","160","44270","43250"
"In post","2023","Analysis","Sheffield","Outside London","Male","175","170","46570","43700"
"In post","2023","Analysis","Shropshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Shropshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Solihull","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Solihull","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Somerset CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Somerset CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Hampshire","Outside London","Female","300","280","39590","39190"
"In post","2023","Analysis","South Hampshire","Outside London","Male","225","220","39980","37760"
"In post","2023","Analysis","South Hampshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Lanarkshire","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Analysis","South Lanarkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Nottinghamshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Teesside","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South Teesside","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South and West Derbyshire","Outside London","Female","15","10","[c]","[c]"
"In post","2023","Analysis","South and West Derbyshire","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Analysis","Southampton","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Southampton","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Southend-on-Sea","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Southend-on-Sea","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Staffordshire CC","Outside London","Female","10","5","[c]","[c]"
"In post","2023","Analysis","Staffordshire CC","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Stoke-on-Trent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Stoke-on-Trent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Suffolk CC","Outside London","Female","175","160","33960","30350"
"In post","2023","Analysis","Suffolk CC","Outside London","Male","175","175","39000","37310"
"In post","2023","Analysis","Sunderland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Sunderland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Swansea","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Swansea","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Swindon","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Swindon","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Telford and Wrekin","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Telford and Wrekin","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Torbay","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Torbay","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Tower Hamlets","London","Female","360","345","49800","43790"
"In post","2023","Analysis","Tower Hamlets","London","Male","425","415","52370","48070"
"In post","2023","Analysis","Tyneside","Outside London","Female","85","80","42380","38470"
"In post","2023","Analysis","Tyneside","Outside London","Male","95","95","41760","38470"
"In post","2023","Analysis","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Wakefield","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Wakefield","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Walsall","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Walsall","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Warrington","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Warrington","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Warwickshire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Warwickshire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Cumbria","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Analysis","West Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Surrey","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Surrey","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Sussex (North East)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Sussex (North East)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Sussex (South West)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Sussex (South West)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Westminster","London","Female","1395","1345","48350","44710"
"In post","2023","Analysis","Westminster","London","Male","1655","1635","49560","46570"
"In post","2023","Analysis","Westminster","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Wiltshire","Outside London","Female","145","140","40590","39890"
"In post","2023","Analysis","Wiltshire","Outside London","Male","375","365","44410","42540"
"In post","2023","Analysis","Wirral","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Wirral","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Wolverhampton","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Analysis","Wolverhampton","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Analysis","Worcestershire CC","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Worcestershire CC","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","York","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Analysis","York","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Aberdeen City and Aberdeenshire","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Aberdeen City and Aberdeenshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Antrim and Newtownabbey","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Antrim and Newtownabbey","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Armagh City, Banbridge and Craigavon","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Armagh City, Banbridge and Craigavon","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Barking & Dagenham and Havering","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Barking & Dagenham and Havering","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Barnet","London","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Barnet","London","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Barnsley, Doncaster and Rotherham","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Barnsley, Doncaster and Rotherham","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Female","645","605","41290","41800"
"In post","2023","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Male","600","590","45370","42620"
"In post","2023","Commercial","Bedford","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bedford","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Belfast","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Belfast","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Berkshire","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Bexley and Greenwich","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Bexley and Greenwich","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Birmingham","Outside London","Female","55","55","53190","40620"
"In post","2023","Commercial","Birmingham","Outside London","Male","50","50","59220","54000"
"In post","2023","Commercial","Blackpool","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Commercial","Blackpool","Outside London","Male","20","20","[c]","[c]"
