"Status","Year","Age","Disability","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Declared disabled","Medicines and Healthcare Products Regulatory Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Met Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Met Office","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Met Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Met Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Met Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Met Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Met Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Met Office","South West (England)","55","50","41570","39700"
"In post","2023","40-49","Declared disabled","Met Office","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Met Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Met Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Ministry of Defence (excl. agencies)","East Midlands (England)","35","30","28500","22220"
"In post","2023","40-49","Declared disabled","Ministry of Defence (excl. agencies)","East of England","75","75","35740","33990"
"In post","2023","40-49","Declared disabled","Ministry of Defence (excl. agencies)","London","85","85","48160","45540"
"In post","2023","40-49","Declared disabled","Ministry of Defence (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Ministry of Defence (excl. agencies)","North West (England)","25","25","[c]","[c]"
"In post","2023","40-49","Declared disabled","Ministry of Defence (excl. agencies)","Northern Ireland","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Ministry of Defence (excl. agencies)","Overseas","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Ministry of Defence (excl. agencies)","Scotland","50","45","31010","27470"
"In post","2023","40-49","Declared disabled","Ministry of Defence (excl. agencies)","South East (England)","155","150","35490","34140"
"In post","2023","40-49","Declared disabled","Ministry of Defence (excl. agencies)","South West (England)","165","160","36860","34300"
"In post","2023","40-49","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Ministry of Defence (excl. agencies)","Wales","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Ministry of Defence (excl. agencies)","West Midlands (England)","45","45","38180","34300"
"In post","2023","40-49","Declared disabled","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2023","40-49","Declared disabled","Ministry of Justice (excl. agencies)","East Midlands (England)","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Ministry of Justice (excl. agencies)","East of England","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Ministry of Justice (excl. agencies)","London","90","90","48120","43650"
"In post","2023","40-49","Declared disabled","Ministry of Justice (excl. agencies)","North East (England)","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Ministry of Justice (excl. agencies)","North West (England)","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Ministry of Justice (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Ministry of Justice (excl. agencies)","South East (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Ministry of Justice (excl. agencies)","South West (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Ministry of Justice (excl. agencies)","Wales","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Ministry of Justice (excl. agencies)","West Midlands (England)","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","35","35","43510","41510"
"In post","2023","40-49","Declared disabled","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","National Crime Agency","London","25","25","[c]","[c]"
"In post","2023","40-49","Declared disabled","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","National Crime Agency","North West (England)","25","25","[c]","[c]"
"In post","2023","40-49","Declared disabled","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","National Crime Agency","South East (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","National Crime Agency","South West (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","National Crime Agency","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","National Records of Scotland","Scotland","10","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","National Savings and Investments","London","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","National Savings and Investments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","National Savings and Investments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","National Savings and Investments","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office for Standards in Education, Children's Services and Skills","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office for Standards in Education, Children's Services and Skills","London","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office for Standards in Education, Children's Services and Skills","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office for Standards in Education, Children's Services and Skills","North West (England)","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office for Standards in Education, Children's Services and Skills","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office for Standards in Education, Children's Services and Skills","South East (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office for Standards in Education, Children's Services and Skills","South West (England)","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office for Standards in Education, Children's Services and Skills","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of Gas and Electricity Markets","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of Gas and Electricity Markets","London","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of Gas and Electricity Markets","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of Gas and Electricity Markets","Scotland","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of Qualifications and Examinations Regulation","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of Qualifications and Examinations Regulation","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of Qualifications and Examinations Regulation","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of Qualifications and Examinations Regulation","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of Qualifications and Examinations Regulation","West Midlands (England)","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of Rail and Road","London","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of the Public Guardian","East Midlands (England)","20","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of the Public Guardian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of the Public Guardian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of the Public Guardian","West Midlands (England)","30","30","26310","25830"
"In post","2023","40-49","Declared disabled","Office of the Scottish Charity Regulator","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Office of the Secretary of State for Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Planning Inspectorate","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Planning Inspectorate","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Planning Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Planning Inspectorate","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Planning Inspectorate","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Planning Inspectorate","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Planning Inspectorate","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Planning Inspectorate","South West (England)","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Planning Inspectorate","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Planning Inspectorate","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Planning Inspectorate","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Registers of Scotland","Scotland","30","30","36450","32510"
"In post","2023","40-49","Declared disabled","Revenue Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Rural Payments Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Rural Payments Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Rural Payments Agency","North East (England)","20","20","[c]","[c]"
"In post","2023","40-49","Declared disabled","Rural Payments Agency","North West (England)","60","55","25790","22150"
"In post","2023","40-49","Declared disabled","Rural Payments Agency","South East (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Rural Payments Agency","South West (England)","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","Rural Payments Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Rural Payments Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Rural Payments Agency","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Scottish Courts and Tribunals Service","Scotland","25","25","[c]","[c]"
"In post","2023","40-49","Declared disabled","Scottish Fiscal Commission","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Scottish Forestry","Scotland","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Scottish Government (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Scottish Government (excl. agencies)","Scotland","200","190","51660","49860"
"In post","2023","40-49","Declared disabled","Scottish Housing Regulator","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Scottish Prison Service","Scotland","70","70","36400","37060"
"In post","2023","40-49","Declared disabled","Scottish Public Pensions Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Serious Fraud Office","London","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Social Security Scotland","Scotland","95","85","31150","29450"
"In post","2023","40-49","Declared disabled","Standards and Testing Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Standards and Testing Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Standards and Testing Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Standards and Testing Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Student Awards Agency for Scotland","Scotland","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Submarine Delivery Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Submarine Delivery Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Submarine Delivery Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Submarine Delivery Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Submarine Delivery Agency","South West (England)","40","40","42200","40660"
"In post","2023","40-49","Declared disabled","Teaching Regulation Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Teaching Regulation Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","The Insolvency Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","The Insolvency Service","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","The Insolvency Service","London","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","The Insolvency Service","North East (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","The Insolvency Service","North West (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","The Insolvency Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","The Insolvency Service","South East (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","The Insolvency Service","South West (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","The Insolvency Service","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","The Insolvency Service","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","The Insolvency Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","The National Archives","London","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","The National Archives","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Transport Scotland","Scotland","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Export Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Export Finance","London","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Export Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Export Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Export Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Health Security Agency","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Health Security Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Health Security Agency","London","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Health Security Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Health Security Agency","North West (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Health Security Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Health Security Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Health Security Agency","South East (England)","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Health Security Agency","South West (England)","15","15","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Health Security Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Health Security Agency","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Health Security Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Hydrographic Office","South West (England)","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Space Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Space Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Statistics Authority","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Statistics Authority","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Statistics Authority","London","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Statistics Authority","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Statistics Authority","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Statistics Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Statistics Authority","South East (England)","50","45","40920","38600"
"In post","2023","40-49","Declared disabled","UK Statistics Authority","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Statistics Authority","Wales","65","65","37960","37760"
"In post","2023","40-49","Declared disabled","UK Statistics Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Statistics Authority","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Valuation Office Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Valuation Office Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Valuation Office Agency","London","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Valuation Office Agency","North East (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Valuation Office Agency","North West (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Valuation Office Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Valuation Office Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Valuation Office Agency","South West (England)","10","10","[c]","[c]"
"In post","2023","40-49","Declared disabled","Valuation Office Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Valuation Office Agency","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Valuation Office Agency","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","40-49","Declared disabled","Vehicle Certification Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Vehicle Certification Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Vehicle Certification Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Vehicle Certification Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Veterinary Medicines Directorate","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Welsh Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Welsh Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Welsh Government (excl. agencies)","Wales","85","80","45510","39690"
"In post","2023","40-49","Declared disabled","Welsh Government (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Welsh Revenue Authority","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared disabled","Wilton Park","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Accountant in Bankruptcy","Scotland","25","20","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Active Travel England","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Active Travel England","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Active Travel England","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Advisory, Conciliation and Arbitration Service","East Midlands (England)","15","15","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Advisory, Conciliation and Arbitration Service","East of England","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Advisory, Conciliation and Arbitration Service","London","15","15","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Advisory, Conciliation and Arbitration Service","North East (England)","15","15","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Advisory, Conciliation and Arbitration Service","North West (England)","15","15","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Scotland","10","10","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Advisory, Conciliation and Arbitration Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Advisory, Conciliation and Arbitration Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Wales","10","10","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Animal and Plant Health Agency","East Midlands (England)","20","20","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Animal and Plant Health Agency","East of England","25","25","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Animal and Plant Health Agency","London","30","25","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Animal and Plant Health Agency","North East (England)","10","10","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Animal and Plant Health Agency","North West (England)","60","55","30330","25920"
"In post","2023","40-49","Declared non-disabled","Animal and Plant Health Agency","Scotland","25","25","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Animal and Plant Health Agency","South East (England)","130","125","38190","34110"
"In post","2023","40-49","Declared non-disabled","Animal and Plant Health Agency","South West (England)","110","105","32220","30320"
"In post","2023","40-49","Declared non-disabled","Animal and Plant Health Agency","Wales","90","80","32930","30320"
"In post","2023","40-49","Declared non-disabled","Animal and Plant Health Agency","West Midlands (England)","55","50","31650","30320"
"In post","2023","40-49","Declared non-disabled","Animal and Plant Health Agency","Yorkshire and The Humber","35","35","33060","29150"
"In post","2023","40-49","Declared non-disabled","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Building Digital UK","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Building Digital UK","London","15","15","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Building Digital UK","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Building Digital UK","North West (England)","10","10","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Building Digital UK","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Building Digital UK","Wales","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Cabinet Office (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Cabinet Office (excl. agencies)","East of England","20","15","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Cabinet Office (excl. agencies)","London","595","580","59880","58070"
"In post","2023","40-49","Declared non-disabled","Cabinet Office (excl. agencies)","North East (England)","60","55","33080","32830"
"In post","2023","40-49","Declared non-disabled","Cabinet Office (excl. agencies)","North West (England)","45","45","46040","45130"
"In post","2023","40-49","Declared non-disabled","Cabinet Office (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Cabinet Office (excl. agencies)","Scotland","75","75","41850","34020"
"In post","2023","40-49","Declared non-disabled","Cabinet Office (excl. agencies)","South East (England)","20","15","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Cabinet Office (excl. agencies)","South West (England)","35","35","52350","51290"
"In post","2023","40-49","Declared non-disabled","Cabinet Office (excl. agencies)","Unknown","25","25","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Cabinet Office (excl. agencies)","Wales","10","10","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Cabinet Office (excl. agencies)","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","40-49","Declared non-disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","100","95","43160","40050"
