"Status","Year","Disability","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","East Midlands (England)","Derby","195","175","26890","25830"
"In post","2023","Declared disabled","East Midlands (England)","East Derbyshire","90","80","27730","28120"
"In post","2023","Declared disabled","East Midlands (England)","Leicester","345","315","27190","25830"
"In post","2023","Declared disabled","East Midlands (England)","Leicestershire CC and Rutland","245","220","30260","28120"
"In post","2023","Declared disabled","East Midlands (England)","Lincolnshire CC","480","440","29890","28120"
"In post","2023","Declared disabled","East Midlands (England)","North Northamptonshire","120","105","27330","28120"
"In post","2023","Declared disabled","East Midlands (England)","North Nottinghamshire","180","165","30320","28120"
"In post","2023","Declared disabled","East Midlands (England)","Nottingham","1205","1115","32370","28130"
"In post","2023","Declared disabled","East Midlands (England)","South Nottinghamshire","135","125","32870","30320"
"In post","2023","Declared disabled","East Midlands (England)","South and West Derbyshire","170","150","34070","29150"
"In post","2023","Declared disabled","East Midlands (England)","West Northamptonshire","170","155","28560","28120"
"In post","2023","Declared disabled","East of England","Bedford","110","95","32430","29050"
"In post","2023","Declared disabled","East of England","Breckland and South Norfolk","80","75","30600","28480"
"In post","2023","Declared disabled","East of England","Cambridgeshire CC","400","375","33870","32920"
"In post","2023","Declared disabled","East of England","Central Bedfordshire","45","40","34610","28120"
"In post","2023","Declared disabled","East of England","Essex Haven Gateway","125","110","31600","31280"
"In post","2023","Declared disabled","East of England","Essex Thames Gateway","180","160","29420","31280"
"In post","2023","Declared disabled","East of England","Heart of Essex","145","135","33420","30320"
"In post","2023","Declared disabled","East of England","Hertfordshire CC","360","330","34970","31560"
"In post","2023","Declared disabled","East of England","Luton","90","80","28880","28120"
"In post","2023","Declared disabled","East of England","North and West Norfolk","140","130","30340","29470"
"In post","2023","Declared disabled","East of England","Norwich and East Norfolk","310","275","29850","28120"
"In post","2023","Declared disabled","East of England","Peterborough","240","215","29630","27400"
"In post","2023","Declared disabled","East of England","Southend-on-Sea","90","80","31150","31280"
"In post","2023","Declared disabled","East of England","Suffolk CC","495","450","30120","28120"
"In post","2023","Declared disabled","East of England","Thurrock","45","40","29320","31280"
"In post","2023","Declared disabled","East of England","West Essex","65","60","31350","31280"
"In post","2023","Declared disabled","London","Barking & Dagenham and Havering","120","105","33190","32520"
"In post","2023","Declared disabled","London","Barnet","135","125","37150","32520"
"In post","2023","Declared disabled","London","Bexley and Greenwich","200","190","33290","32520"
"In post","2023","Declared disabled","London","Brent","70","60","32760","32520"
"In post","2023","Declared disabled","London","Bromley","120","110","33570","32520"
"In post","2023","Declared disabled","London","Camden and City of London","190","175","34250","29660"
"In post","2023","Declared disabled","London","Croydon","1060","1000","40340","36180"
"In post","2023","Declared disabled","London","Ealing","85","80","34380","32520"
"In post","2023","Declared disabled","London","Enfield","55","50","34370","32520"
"In post","2023","Declared disabled","London","Hackney and Newham","740","690","41670","38710"
"In post","2023","Declared disabled","London","Haringey and Islington","240","230","34200","32520"
"In post","2023","Declared disabled","London","Harrow and Hillingdon","345","310","32760","31230"
"In post","2023","Declared disabled","London","Hounslow and Richmond upon Thames","290","270","34810","32520"
"In post","2023","Declared disabled","London","Kensington & Chelsea and Hammersmith & Fulham","95","85","33290","32520"
"In post","2023","Declared disabled","London","Lambeth","225","215","38630","33800"
"In post","2023","Declared disabled","London","Lewisham and Southwark","185","175","34180","32520"
"In post","2023","Declared disabled","London","Merton, Kingston upon Thames and Sutton","80","75","33290","32520"
"In post","2023","Declared disabled","London","Redbridge and Waltham Forest","265","240","30420","30560"
"In post","2023","Declared disabled","London","Tower Hamlets","595","575","46710","41910"
"In post","2023","Declared disabled","London","Wandsworth","115","105","33700","32520"
"In post","2023","Declared disabled","London","Westminster","5385","5225","48120","43650"
"In post","2023","Declared disabled","North East (England)","Darlington","205","195","37180","31560"
"In post","2023","Declared disabled","North East (England)","Durham","670","595","29100","28080"
"In post","2023","Declared disabled","North East (England)","Hartlepool and Stockton-on-Tees","215","195","30470","28120"
"In post","2023","Declared disabled","North East (England)","Northumberland","75","65","29630","28120"
"In post","2023","Declared disabled","North East (England)","South Teesside","335","290","27010","28120"
"In post","2023","Declared disabled","North East (England)","Sunderland","565","475","26930","24110"
"In post","2023","Declared disabled","North East (England)","Tyneside","2245","2015","30390","28120"
"In post","2023","Declared disabled","North West (England)","Blackburn with Darwen","60","50","29710","28120"
"In post","2023","Declared disabled","North West (England)","Blackpool","955","855","29770","28120"
"In post","2023","Declared disabled","North West (England)","Cheshire East","190","175","31130","28120"
"In post","2023","Declared disabled","North West (England)","Cheshire West and Chester","90","80","28490","28120"
"In post","2023","Declared disabled","North West (England)","Chorley and West Lancashire","150","135","31910","30440"
"In post","2023","Declared disabled","North West (England)","East Cumbria","160","145","30060","26550"
"In post","2023","Declared disabled","North West (England)","East Lancashire","100","90","28880","28120"
"In post","2023","Declared disabled","North West (England)","East Merseyside","210","185","28530","28120"
"In post","2023","Declared disabled","North West (England)","Greater Manchester North East","185","165","29760","28120"
"In post","2023","Declared disabled","North West (England)","Greater Manchester North West","375","330","27120","25700"
"In post","2023","Declared disabled","North West (England)","Greater Manchester South East","185","170","26680","26370"
"In post","2023","Declared disabled","North West (England)","Greater Manchester South West","1010","940","34170","29730"
"In post","2023","Declared disabled","North West (England)","Lancaster and Wyre","150","135","29540","27470"
"In post","2023","Declared disabled","North West (England)","Liverpool","1475","1340","31620","28120"
"In post","2023","Declared disabled","North West (England)","Manchester","975","920","35880","32110"
"In post","2023","Declared disabled","North West (England)","Mid Lancashire","910","805","28330","27770"
"In post","2023","Declared disabled","North West (England)","Sefton","565","515","30440","28120"
"In post","2023","Declared disabled","North West (England)","Warrington","270","245","33390","31760"
"In post","2023","Declared disabled","North West (England)","West Cumbria","200","180","28900","25920"
"In post","2023","Declared disabled","North West (England)","Wirral","465","395","26530","23390"
"In post","2023","Declared disabled","Northern Ireland","Antrim and Newtownabbey","15","15","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Ards and North Down","25","25","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Belfast","290","270","32860","28130"
"In post","2023","Declared disabled","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Lisburn and Castlereagh","40","40","29580","27550"
"In post","2023","Declared disabled","Northern Ireland","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Overseas","Overseas","185","185","49120","44760"
"In post","2023","Declared disabled","Scotland","Aberdeen City and Aberdeenshire","155","145","34880","29450"
"In post","2023","Declared disabled","Scotland","Angus and Dundee City","345","315","27570","28120"
"In post","2023","Declared disabled","Scotland","Caithness and Sutherland, and Ross and Cromarty","20","15","[c]","[c]"
"In post","2023","Declared disabled","Scotland","City of Edinburgh","1285","1215","39860","34860"
"In post","2023","Declared disabled","Scotland","Clackmannanshire and Fife","145","130","33370","29100"
"In post","2023","Declared disabled","Scotland","Dumfries and Galloway","35","30","31200","28300"
"In post","2023","Declared disabled","Scotland","East Ayrshire and North Ayrshire mainland","115","100","27910","28120"
"In post","2023","Declared disabled","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","150","140","32250","29450"
"In post","2023","Declared disabled","Scotland","East Lothian and Midlothian","30","30","28990","28120"
"In post","2023","Declared disabled","Scotland","Falkirk","220","190","28770","28120"
"In post","2023","Declared disabled","Scotland","Glasgow City","1775","1615","31630","28120"
"In post","2023","Declared disabled","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","125","105","30450","28120"
"In post","2023","Declared disabled","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","125","115","30500","28120"
"In post","2023","Declared disabled","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","25","25","[c]","[c]"
"In post","2023","Declared disabled","Scotland","Na h-Eileanan Siar","15","10","[c]","[c]"
"In post","2023","Declared disabled","Scotland","North Lanarkshire","210","185","27810","28120"
"In post","2023","Declared disabled","Scotland","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scotland","Perth and Kinross, and Stirling","140","130","33430","31940"
"In post","2023","Declared disabled","Scotland","Scottish Borders","40","35","32500","27930"
"In post","2023","Declared disabled","Scotland","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Scotland","South Ayrshire","35","30","29090","28120"
"In post","2023","Declared disabled","Scotland","South Lanarkshire","270","235","30310","28120"
"In post","2023","Declared disabled","Scotland","West Lothian","60","55","34410","28120"
"In post","2023","Declared disabled","South East (England)","Berkshire","360","335","34660","31280"
"In post","2023","Declared disabled","South East (England)","Brighton and Hove","125","110","30640","28120"
"In post","2023","Declared disabled","South East (England)","Buckinghamshire","220","210","33870","31830"
"In post","2023","Declared disabled","South East (England)","Central Hampshire","590","565","39210","39400"
"In post","2023","Declared disabled","South East (England)","East Kent","530","485","30570","27650"
"In post","2023","Declared disabled","South East (England)","East Surrey","125","115","34120","32840"
"In post","2023","Declared disabled","South East (England)","East Sussex CC","345","300","26970","28120"
"In post","2023","Declared disabled","South East (England)","Isle of Wight","145","130","29210","28120"
"In post","2023","Declared disabled","South East (England)","Kent Thames Gateway","205","190","31630","31280"
"In post","2023","Declared disabled","South East (England)","Medway","180","170","32200","31280"
"In post","2023","Declared disabled","South East (England)","Mid Kent","160","150","32440","31280"
"In post","2023","Declared disabled","South East (England)","Milton Keynes","235","220","32880","29050"
"In post","2023","Declared disabled","South East (England)","North Hampshire","130","120","31110","28120"
"In post","2023","Declared disabled","South East (England)","Oxfordshire CC","305","290","34460","31920"
"In post","2023","Declared disabled","South East (England)","Portsmouth","455","415","31440","28120"
"In post","2023","Declared disabled","South East (England)","South Hampshire","505","435","32120","28200"
"In post","2023","Declared disabled","South East (England)","Southampton","155","140","30730","28120"
"In post","2023","Declared disabled","South East (England)","West Kent","25","25","[c]","[c]"
"In post","2023","Declared disabled","South East (England)","West Surrey","300","280","34790","31280"
"In post","2023","Declared disabled","South East (England)","West Sussex (North East)","90","80","31500","28270"
"In post","2023","Declared disabled","South East (England)","West Sussex (South West)","190","170","32420","28130"
"In post","2023","Declared disabled","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","1530","1455","38940","35000"
"In post","2023","Declared disabled","South West (England)","Bournemouth, Christchurch and Poole","145","125","27490","28120"
"In post","2023","Declared disabled","South West (England)","Bristol, City of","855","795","34980","30320"
"In post","2023","Declared disabled","South West (England)","Cornwall and Isles of Scilly","255","230","27880","28120"
"In post","2023","Declared disabled","South West (England)","Devon CC","790","710","31590","28120"
"In post","2023","Declared disabled","South West (England)","Dorset","295","275","31660","30410"
"In post","2023","Declared disabled","South West (England)","Gloucestershire CC","185","170","30190","28120"
"In post","2023","Declared disabled","South West (England)","Plymouth","380","345","30730","28120"
"In post","2023","Declared disabled","South West (England)","Somerset CC","310","285","32550","28120"
"In post","2023","Declared disabled","South West (England)","Swindon","85","80","29990","28120"
"In post","2023","Declared disabled","South West (England)","Torbay","65","55","27650","28120"
"In post","2023","Declared disabled","South West (England)","Wiltshire","1025","980","39020","38070"
"In post","2023","Declared disabled","Unknown","Unknown","120","110","34170","28120"
"In post","2023","Declared disabled","Wales","Bridgend and Neath Port Talbot","120","105","28420","28120"
"In post","2023","Declared disabled","Wales","Cardiff and Vale of Glamorgan","1175","1085","34770","30440"
"In post","2023","Declared disabled","Wales","Central Valleys","460","425","29110","28120"
"In post","2023","Declared disabled","Wales","Conwy and Denbighshire","85","85","31240","28120"
"In post","2023","Declared disabled","Wales","Flintshire and Wrexham","285","265","29420","28120"
"In post","2023","Declared disabled","Wales","Gwent Valleys","135","120","28580","28120"
"In post","2023","Declared disabled","Wales","Gwynedd","115","110","27570","28120"
"In post","2023","Declared disabled","Wales","Isle of Anglesey","30","30","27630","28120"
"In post","2023","Declared disabled","Wales","Monmouthshire and Newport","515","480","34490","31560"
"In post","2023","Declared disabled","Wales","Powys","55","50","30890","27470"
"In post","2023","Declared disabled","Wales","South West Wales","225","200","30700","28120"
"In post","2023","Declared disabled","Wales","Swansea","1030","880","26680","22500"
"In post","2023","Declared disabled","West Midlands (England)","Birmingham","1655","1515","31880","28120"
"In post","2023","Declared disabled","West Midlands (England)","Coventry","300","275","35050","31200"
"In post","2023","Declared disabled","West Midlands (England)","Dudley","225","200","26680","27450"
"In post","2023","Declared disabled","West Midlands (England)","Herefordshire, County of","45","40","31190","28120"
"In post","2023","Declared disabled","West Midlands (England)","Sandwell","70","65","29620","28120"
"In post","2023","Declared disabled","West Midlands (England)","Shropshire","160","150","31390","28480"
"In post","2023","Declared disabled","West Midlands (England)","Solihull","115","110","31110","28120"
"In post","2023","Declared disabled","West Midlands (England)","Staffordshire CC","540","500","32990","29730"
"In post","2023","Declared disabled","West Midlands (England)","Stoke-on-Trent","225","205","27890","25790"
"In post","2023","Declared disabled","West Midlands (England)","Telford and Wrekin","310","285","34370","28130"
"In post","2023","Declared disabled","West Midlands (England)","Walsall","75","65","27100","28120"
"In post","2023","Declared disabled","West Midlands (England)","Warwickshire CC","180","160","29830","28120"
"In post","2023","Declared disabled","West Midlands (England)","Wolverhampton","230","205","27820","28120"
"In post","2023","Declared disabled","West Midlands (England)","Worcestershire CC","315","290","30180","28120"
"In post","2023","Declared disabled","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","485","420","28750","28120"
"In post","2023","Declared disabled","Yorkshire and The Humber","Bradford","370","320","27320","24570"
"In post","2023","Declared disabled","Yorkshire and The Humber","Calderdale and Kirklees","225","205","29660","28120"
"In post","2023","Declared disabled","Yorkshire and The Humber","East Riding of Yorkshire","210","200","31020","28480"
"In post","2023","Declared disabled","Yorkshire and The Humber","Kingston upon Hull, City of","290","250","28360","28080"
"In post","2023","Declared disabled","Yorkshire and The Humber","Leeds","1485","1385","35090","31290"
"In post","2023","Declared disabled","Yorkshire and The Humber","North Yorkshire CC","205","185","32100","28120"
"In post","2023","Declared disabled","Yorkshire and The Humber","North and North East Lincolnshire","135","120","27860","28120"
"In post","2023","Declared disabled","Yorkshire and The Humber","Sheffield","985","895","34540","31200"
"In post","2023","Declared disabled","Yorkshire and The Humber","Wakefield","210","190","32130","28880"
"In post","2023","Declared disabled","Yorkshire and The Humber","York","400","380","33710","30320"
"In post","2023","Declared non-disabled","East Midlands (England)","Derby","775","690","28640","28120"
"In post","2023","Declared non-disabled","East Midlands (England)","East Derbyshire","260","230","29990","28120"
"In post","2023","Declared non-disabled","East Midlands (England)","Leicester","1675","1525","29220","28120"
"In post","2023","Declared non-disabled","East Midlands (England)","Leicestershire CC and Rutland","1320","1230","31930","28880"
"In post","2023","Declared non-disabled","East Midlands (England)","Lincolnshire CC","2020","1900","31080","28120"
"In post","2023","Declared non-disabled","East Midlands (England)","North Northamptonshire","390","350","28010","27800"
"In post","2023","Declared non-disabled","East Midlands (England)","North Nottinghamshire","705","660","33220","28880"
"In post","2023","Declared non-disabled","East Midlands (England)","Nottingham","5695","5350","35030","31660"
"In post","2023","Declared non-disabled","East Midlands (England)","South Nottinghamshire","700","660","35200","30940"
"In post","2023","Declared non-disabled","East Midlands (England)","South and West Derbyshire","890","815","36280","31510"
"In post","2023","Declared non-disabled","East Midlands (England)","West Northamptonshire","725","665","30800","28120"
"In post","2023","Declared non-disabled","East of England","Bedford","590","555","32310","30880"
"In post","2023","Declared non-disabled","East of England","Breckland and South Norfolk","395","370","32770","29890"
"In post","2023","Declared non-disabled","East of England","Cambridgeshire CC","2105","2015","35740","33340"
"In post","2023","Declared non-disabled","East of England","Central Bedfordshire","300","290","32930","30120"
"In post","2023","Declared non-disabled","East of England","Essex Haven Gateway","620","580","32850","31280"
"In post","2023","Declared non-disabled","East of England","Essex Thames Gateway","655","590","29780","30810"
"In post","2023","Declared non-disabled","East of England","Heart of Essex","810","765","34560","31270"
"In post","2023","Declared non-disabled","East of England","Hertfordshire CC","1810","1690","37350","32520"
"In post","2023","Declared non-disabled","East of England","Luton","375","330","28890","27650"
"In post","2023","Declared non-disabled","East of England","North and West Norfolk","680","630","30820","28880"
"In post","2023","Declared non-disabled","East of England","Norwich and East Norfolk","1435","1310","31100","28120"
"In post","2023","Declared non-disabled","East of England","Peterborough","1105","990","30840","28080"
"In post","2023","Declared non-disabled","East of England","Southend-on-Sea","240","215","31390","31280"
"In post","2023","Declared non-disabled","East of England","Suffolk CC","2840","2655","31640","28480"
"In post","2023","Declared non-disabled","East of England","Thurrock","230","220","29210","27650"
"In post","2023","Declared non-disabled","East of England","West Essex","420","380","32630","31280"
"In post","2023","Declared non-disabled","London","Barking & Dagenham and Havering","460","420","33270","32520"
"In post","2023","Declared non-disabled","London","Barnet","990","940","40350","33330"
"In post","2023","Declared non-disabled","London","Bexley and Greenwich","1095","1040","34900","33050"
"In post","2023","Declared non-disabled","London","Brent","380","345","33210","32520"
"In post","2023","Declared non-disabled","London","Bromley","430","390","32990","32520"
"In post","2023","Declared non-disabled","London","Camden and City of London","1090","1040","39650","30620"
"In post","2023","Declared non-disabled","London","Croydon","6865","6510","42000","37140"
"In post","2023","Declared non-disabled","London","Ealing","305","285","34150","32520"
"In post","2023","Declared non-disabled","London","Enfield","220","200","33880","32520"
"In post","2023","Declared non-disabled","London","Hackney and Newham","4345","4115","43450","39450"
"In post","2023","Declared non-disabled","London","Haringey and Islington","940","885","34240","32520"
"In post","2023","Declared non-disabled","London","Harrow and Hillingdon","2305","2090","33300","30930"
