"Status","Year","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Medicine","Gloucestershire, Wiltshire and Bath/Bristol area","225","200","55210","41190"
"In post","2023","Medicine","Greater Manchester","20","20","84120","92780"
"In post","2023","Medicine","Hampshire and Isle of Wight","190","160","56190","42500"
"In post","2023","Medicine","Herefordshire, Worcestershire and Warwickshire","25","25","50080","40590"
"In post","2023","Medicine","Highlands and Islands","25","25","47680","38680"
"In post","2023","Medicine","Inner London - East","80","75","69930","69480"
"In post","2023","Medicine","Inner London - West","155","140","67380","54690"
"In post","2023","Medicine","Kent","30","25","55070","40590"
"In post","2023","Medicine","Lancashire","40","30","67310","76300"
"In post","2023","Medicine","Leicestershire, Rutland and Northamptonshire","20","15","49910","40590"
"In post","2023","Medicine","Lincolnshire","55","50","46900","39640"
"In post","2023","Medicine","Merseyside","15","15","78190","60390"
"In post","2023","Medicine","North Yorkshire","130","115","48340","40590"
"In post","2023","Medicine","Northern Ireland","30","25","53620","41340"
"In post","2023","Medicine","Northumberland, and Tyne and Wear","35","30","65590","50830"
"In post","2023","Medicine","Outer London - East and North East","15","15","56210","47670"
"In post","2023","Medicine","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Outer London - West and North West","85","70","94170","99130"
"In post","2023","Medicine","Overseas","40","35","69930","55350"
"In post","2023","Medicine","Shropshire and Staffordshire","100","90","56700","47670"
"In post","2023","Medicine","Surrey, East and West Sussex","55","50","58560","43280"
"In post","2023","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","West Central Scotland","30","25","49450","40590"
"In post","2023","Medicine","West Midlands","40","30","91510","96240"
"In post","2023","Medicine","West Wales and The Valleys","100","90","62270","63900"
"In post","2023","Medicine","West Yorkshire","35","35","71110","58540"
"In post","2023","Operational Delivery","Bedfordshire and Hertfordshire","3115","2890","31330","30880"
"In post","2023","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","4695","4385","31480","30550"
"In post","2023","Operational Delivery","Cheshire","3585","3355","32260","30440"
"In post","2023","Operational Delivery","Cornwall and Isles of Scilly","1135","1010","27070","27020"
"In post","2023","Operational Delivery","Cumbria","1870","1695","27130","25340"
"In post","2023","Operational Delivery","Derbyshire and Nottinghamshire","8850","8155","29380","28120"
"In post","2023","Operational Delivery","Devon","5170","4640","29220","28120"
"In post","2023","Operational Delivery","Dorset and Somerset","2800","2545","29300","28120"
"In post","2023","Operational Delivery","East Anglia","8325","7630","29380","28120"
"In post","2023","Operational Delivery","East Wales","10280","9550","30240","27890"
"In post","2023","Operational Delivery","East Yorkshire and Northern Lincolnshire","4000","3635","29320","28120"
"In post","2023","Operational Delivery","Eastern Scotland","7705","7110","29910","28120"
"In post","2023","Operational Delivery","Essex","3720","3415","29900","28880"
"In post","2023","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","9505","8840","32390","28880"
"In post","2023","Operational Delivery","Greater Manchester","12160","11325","28860","27890"
"In post","2023","Operational Delivery","Hampshire and Isle of Wight","7400","6585","28950","27140"
"In post","2023","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","2935","2740","29380","28120"
"In post","2023","Operational Delivery","Highlands and Islands","765","695","28710","28120"
"In post","2023","Operational Delivery","Inner London - East","8125","7670","36510","32520"
"In post","2023","Operational Delivery","Inner London - West","9965","9595","39400","34030"
"In post","2023","Operational Delivery","Kent","7505","7030","30180","28480"
"In post","2023","Operational Delivery","Lancashire","11085","10040","27780","28120"
"In post","2023","Operational Delivery","Leicestershire, Rutland and Northamptonshire","5020","4600","28470","28080"
"In post","2023","Operational Delivery","Lincolnshire","2065","1920","29260","28120"
"In post","2023","Operational Delivery","Merseyside","16510","15145","27700","25880"
"In post","2023","Operational Delivery","North Eastern Scotland","995","915","37330","28990"
"In post","2023","Operational Delivery","North Yorkshire","1720","1600","29470","27140"
"In post","2023","Operational Delivery","Northern Ireland","2315","2160","28210","25880"
"In post","2023","Operational Delivery","Northumberland, and Tyne and Wear","13820","12205","26960","22520"
"In post","2023","Operational Delivery","Outer London - East and North East","3425","3165","32260","32520"
"In post","2023","Operational Delivery","Outer London - South","6360","5980","34230","30410"
"In post","2023","Operational Delivery","Outer London - West and North West","6630","6150","32730","31260"
"In post","2023","Operational Delivery","Overseas","285","285","46500","47380"
"In post","2023","Operational Delivery","Shropshire and Staffordshire","5835","5405","29900","28120"
"In post","2023","Operational Delivery","South Yorkshire","7025","6405","28990","26840"
"In post","2023","Operational Delivery","Southern Scotland","3325","2965","27360","25060"
"In post","2023","Operational Delivery","Surrey, East and West Sussex","6255","5705","30550","28120"
"In post","2023","Operational Delivery","Tees Valley and Durham","8315","7550","28710","28120"
"In post","2023","Operational Delivery","Unknown","630","590","30880","28120"
"In post","2023","Operational Delivery","West Central Scotland","10400","9460","28450","27080"
"In post","2023","Operational Delivery","West Midlands","13270","12130","28770","27890"
"In post","2023","Operational Delivery","West Wales and The Valleys","12255","10975","26910","25620"
"In post","2023","Operational Delivery","West Yorkshire","11270","10400","29620","28120"
"In post","2023","Operational Research","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","Derbyshire and Nottinghamshire","25","25","30620","27450"
"In post","2023","Operational Research","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","East Wales","40","40","31360","31560"
"In post","2023","Operational Research","Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","95","90","41840","39890"
"In post","2023","Operational Research","Greater Manchester","80","75","47040","42510"
"In post","2023","Operational Research","Hampshire and Isle of Wight","245","235","41700","39890"
"In post","2023","Operational Research","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","Inner London - East","135","130","50530","45560"
"In post","2023","Operational Research","Inner London - West","215","210","51270","48500"
"In post","2023","Operational Research","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","Lancashire","10","10","24390","22520"
"In post","2023","Operational Research","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","Merseyside","30","30","49880","55780"
"In post","2023","Operational Research","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","Northumberland, and Tyne and Wear","20","20","32150","22520"
"In post","2023","Operational Research","Outer London - South","45","40","49140","43830"
"In post","2023","Operational Research","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","South Yorkshire","60","55","46320","43690"
"In post","2023","Operational Research","Southern Scotland","15","15","22520","22520"
"In post","2023","Operational Research","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","Operational Research","West Central Scotland","20","20","24220","22520"
"In post","2023","Operational Research","West Midlands","40","40","40980","39140"
"In post","2023","Operational Research","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","West Yorkshire","45","40","39890","35880"
"In post","2023","Other","Bedfordshire and Hertfordshire","185","160","28010","25610"
"In post","2023","Other","Berkshire, Buckinghamshire and Oxfordshire","205","195","30520","26100"
"In post","2023","Other","Cheshire","20","15","29860","28120"
"In post","2023","Other","Cornwall and Isles of Scilly","115","110","23720","21600"
"In post","2023","Other","Cumbria","15","15","32560","28120"
"In post","2023","Other","Derbyshire and Nottinghamshire","195","185","29930","27140"
"In post","2023","Other","Devon","475","455","32100","28120"
"In post","2023","Other","Dorset and Somerset","455","415","29240","22220"
"In post","2023","Other","East Anglia","365","350","25870","21900"
"In post","2023","Other","East Wales","400","380","37240","33390"
"In post","2023","Other","East Yorkshire and Northern Lincolnshire","65","65","27320","27470"
"In post","2023","Other","Eastern Scotland","575","540","35200","31290"
"In post","2023","Other","Essex","40","40","30960","31280"
"In post","2023","Other","Gloucestershire, Wiltshire and Bath/Bristol area","1700","1615","38950","33990"
"In post","2023","Other","Greater Manchester","600","555","29630","25880"
"In post","2023","Other","Hampshire and Isle of Wight","515","495","35390","30650"
"In post","2023","Other","Herefordshire, Worcestershire and Warwickshire","265","230","23470","21690"
"In post","2023","Other","Highlands and Islands","245","230","23460","21690"
"In post","2023","Other","Inner London - East","215","210","43850","35410"
"In post","2023","Other","Inner London - West","1380","1345","48650","39150"
"In post","2023","Other","Kent","80","75","33210","32160"
"In post","2023","Other","Lancashire","355","325","29720","28120"
"In post","2023","Other","Leicestershire, Rutland and Northamptonshire","260","220","23360","21690"
"In post","2023","Other","Lincolnshire","170","170","23420","21590"
"In post","2023","Other","Merseyside","395","365","30690","28120"
"In post","2023","Other","North Eastern Scotland","55","50","33850","36850"
"In post","2023","Other","North Yorkshire","230","230","23510","21580"
"In post","2023","Other","Northern Ireland","135","130","28630","22130"
"In post","2023","Other","Northumberland, and Tyne and Wear","660","585","26850","21690"
"In post","2023","Other","Outer London - East and North East","55","50","32770","32520"
"In post","2023","Other","Outer London - South","505","480","38270","34370"
"In post","2023","Other","Outer London - West and North West","195","185","37840","34170"
"In post","2023","Other","Overseas","15","15","46750","45950"
"In post","2023","Other","Shropshire and Staffordshire","165","155","26670","25750"
"In post","2023","Other","South Yorkshire","475","425","29070","25870"
"In post","2023","Other","Southern Scotland","75","65","31920","31490"
"In post","2023","Other","Surrey, East and West Sussex","165","145","29600","28120"
"In post","2023","Other","Tees Valley and Durham","90","85","29780","28120"
"In post","2023","Other","Unknown","1715","1715","41880","39590"
"In post","2023","Other","West Central Scotland","455","420","31290","28120"
"In post","2023","Other","West Midlands","775","705","26560","21690"
"In post","2023","Other","West Wales and The Valleys","645","600","39120","39690"
"In post","2023","Other","West Yorkshire","535","470","29470","26650"
"In post","2023","Planning","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Planning","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Planning","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Planning","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Planning","East Wales","50","45","44640","39690"
"In post","2023","Planning","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Planning","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","40160","40300"
"In post","2023","Planning","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Planning","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Planning","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Planning","Inner London - West","95","95","49490","44180"
"In post","2023","Planning","North Yorkshire","10","5","[c]","[c]"
"In post","2023","Planning","Northumberland, and Tyne and Wear","15","15","28360","27400"
"In post","2023","Planning","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Planning","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Planning","West Midlands","10","10","[c]","[c]"
"In post","2023","Planning","West Wales and The Valleys","20","15","54410","56450"
"In post","2023","Planning","West Yorkshire","5","5","[c]","[c]"
"In post","2023","Planning Inspectors","Bedfordshire and Hertfordshire","10","10","60700","60050"
"In post","2023","Planning Inspectors","Berkshire, Buckinghamshire and Oxfordshire","10","5","[c]","[c]"
"In post","2023","Planning Inspectors","Cheshire","10","10","60910","60050"
"In post","2023","Planning Inspectors","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","Planning Inspectors","Cumbria","10","5","[c]","[c]"
"In post","2023","Planning Inspectors","Derbyshire and Nottinghamshire","25","25","59800","60050"
"In post","2023","Planning Inspectors","Devon","20","15","58400","60050"
"In post","2023","Planning Inspectors","Dorset and Somerset","15","10","56540","60050"
"In post","2023","Planning Inspectors","East Anglia","15","15","65040","67570"
"In post","2023","Planning Inspectors","East Wales","10","10","53340","60050"
"In post","2023","Planning Inspectors","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2023","Planning Inspectors","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Essex","5","5","[c]","[c]"
"In post","2023","Planning Inspectors","Gloucestershire, Wiltshire and Bath/Bristol area","60","50","52760","48660"
"In post","2023","Planning Inspectors","Greater Manchester","15","15","57380","60050"
"In post","2023","Planning Inspectors","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2023","Planning Inspectors","Herefordshire, Worcestershire and Warwickshire","15","15","51000","48660"
"In post","2023","Planning Inspectors","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Inner London - East","10","10","[c]","[c]"
"In post","2023","Planning Inspectors","Kent","15","10","61850","60050"
"In post","2023","Planning Inspectors","Lancashire","10","10","63870","73100"
"In post","2023","Planning Inspectors","Leicestershire, Rutland and Northamptonshire","15","10","60110","60050"
"In post","2023","Planning Inspectors","Lincolnshire","15","15","59620","60050"
"In post","2023","Planning Inspectors","Merseyside","5","5","[c]","[c]"
"In post","2023","Planning Inspectors","North Yorkshire","20","20","60000","60050"
"In post","2023","Planning Inspectors","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Northumberland, and Tyne and Wear","30","30","56840","60050"
"In post","2023","Planning Inspectors","Outer London - East and North East","5","5","[c]","[c]"
"In post","2023","Planning Inspectors","Outer London - South","5","5","[c]","[c]"
"In post","2023","Planning Inspectors","Outer London - West and North West","5","5","[c]","[c]"
"In post","2023","Planning Inspectors","Shropshire and Staffordshire","15","15","56100","54350"
"In post","2023","Planning Inspectors","South Yorkshire","5","5","[c]","[c]"
"In post","2023","Planning Inspectors","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectors","Surrey, East and West Sussex","20","20","58340","60050"
"In post","2023","Planning Inspectors","Tees Valley and Durham","10","10","57340","60050"
"In post","2023","Planning Inspectors","West Midlands","10","5","[c]","[c]"
"In post","2023","Planning Inspectors","West Wales and The Valleys","15","15","58910","60050"
"In post","2023","Planning Inspectors","West Yorkshire","10","10","[c]","[c]"
"In post","2023","Policy","Bedfordshire and Hertfordshire","75","70","47500","45750"
"In post","2023","Policy","Berkshire, Buckinghamshire and Oxfordshire","130","125","40010","36300"
"In post","2023","Policy","Cheshire","120","115","43170","38040"
"In post","2023","Policy","Cornwall and Isles of Scilly","20","20","36870","37300"
"In post","2023","Policy","Cumbria","40","40","39840","37300"
"In post","2023","Policy","Derbyshire and Nottinghamshire","245","235","41640","37590"
"In post","2023","Policy","Devon","190","185","53900","49400"
"In post","2023","Policy","Dorset and Somerset","30","30","45830","38640"
"In post","2023","Policy","East Anglia","175","165","42640","38030"
"In post","2023","Policy","East Wales","1490","1430","46190","41700"
"In post","2023","Policy","East Yorkshire and Northern Lincolnshire","20","20","42760","38100"
"In post","2023","Policy","Eastern Scotland","215","210","44260","39710"
"In post","2023","Policy","Essex","20","20","45390","41160"
"In post","2023","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","805","770","43760","39190"
"In post","2023","Policy","Greater Manchester","1055","1035","42750","37750"
"In post","2023","Policy","Hampshire and Isle of Wight","345","335","40040","39430"
"In post","2023","Policy","Herefordshire, Worcestershire and Warwickshire","45","40","46890","49400"
"In post","2023","Policy","Highlands and Islands","5","5","[c]","[c]"
"In post","2023","Policy","Inner London - East","825","795","55710","56000"
"In post","2023","Policy","Inner London - West","19355","18905","51820","54130"
"In post","2023","Policy","Kent","40","35","44900","40750"
"In post","2023","Policy","Lancashire","120","115","40820","38360"
"In post","2023","Policy","Leicestershire, Rutland and Northamptonshire","20","20","42990","37720"
"In post","2023","Policy","Lincolnshire","30","30","37540","37300"
"In post","2023","Policy","Merseyside","290","280","45030","40840"
"In post","2023","Policy","North Eastern Scotland","10","10","46860","37750"
"In post","2023","Policy","North Yorkshire","405","390","40370","37300"
"In post","2023","Policy","Northern Ireland","110","110","42050","38100"
"In post","2023","Policy","Northumberland, and Tyne and Wear","335","325","43600","39180"
"In post","2023","Policy","Outer London - East and North East","15","15","42850","40330"
"In post","2023","Policy","Outer London - South","310","300","54480","56040"
"In post","2023","Policy","Outer London - West and North West","80","80","45860","43210"
"In post","2023","Policy","Overseas","2070","2065","53740","54500"
"In post","2023","Policy","Shropshire and Staffordshire","70","65","37840","34300"
"In post","2023","Policy","South Yorkshire","780","740","44300","38470"
"In post","2023","Policy","Southern Scotland","245","235","46260","49950"
"In post","2023","Policy","Surrey, East and West Sussex","75","70","44530","40280"
"In post","2023","Policy","Tees Valley and Durham","435","420","41550","37590"
"In post","2023","Policy","Unknown","25","25","45130","39940"
"In post","2023","Policy","West Central Scotland","185","180","47180","43650"
"In post","2023","Policy","West Midlands","755","735","42810","37930"
"In post","2023","Policy","West Wales and The Valleys","745","710","40960","39690"
"In post","2023","Policy","West Yorkshire","650","625","43970","38500"
"In post","2023","Project Delivery","Bedfordshire and Hertfordshire","150","150","48320","45750"
"In post","2023","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","265","255","42300","37300"
"In post","2023","Project Delivery","Cheshire","60","60","42370","38640"
"In post","2023","Project Delivery","Cornwall and Isles of Scilly","30","25","39510","35750"
"In post","2023","Project Delivery","Cumbria","110","105","41710","37300"
"In post","2023","Project Delivery","Derbyshire and Nottinghamshire","305","295","44210","42140"
"In post","2023","Project Delivery","Devon","290","280","43140","41700"
"In post","2023","Project Delivery","Dorset and Somerset","135","135","42620","40790"
"In post","2023","Project Delivery","East Anglia","320","305","41250","39000"
"In post","2023","Project Delivery","East Wales","495","475","44970","41700"
"In post","2023","Project Delivery","East Yorkshire and Northern Lincolnshire","40","40","47760","45680"
"In post","2023","Project Delivery","Eastern Scotland","220","210","48570","45060"
"In post","2023","Project Delivery","Essex","20","20","45680","39780"
"In post","2023","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","3710","3575","43310","41200"
"In post","2023","Project Delivery","Greater Manchester","690","670","44040","40970"
"In post","2023","Project Delivery","Hampshire and Isle of Wight","950","925","43360","41010"
"In post","2023","Project Delivery","Herefordshire, Worcestershire and Warwickshire","50","45","41070","37300"
"In post","2023","Project Delivery","Highlands and Islands","5","5","[c]","[c]"
"In post","2023","Project Delivery","Inner London - East","990","960","55270","47670"
"In post","2023","Project Delivery","Inner London - West","2815","2745","52320","53430"
"In post","2023","Project Delivery","Kent","35","35","48190","43760"
"In post","2023","Project Delivery","Lancashire","535","495","42220","38470"
"In post","2023","Project Delivery","Leicestershire, Rutland and Northamptonshire","35","35","41380","38470"
"In post","2023","Project Delivery","Lincolnshire","60","60","41030","41000"
"In post","2023","Project Delivery","Merseyside","770","745","44640","42140"
"In post","2023","Project Delivery","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","North Yorkshire","100","100","41490","38790"
"In post","2023","Project Delivery","Northern Ireland","80","80","44300","42140"
"In post","2023","Project Delivery","Northumberland, and Tyne and Wear","1035","990","45230","42510"
"In post","2023","Project Delivery","Outer London - East and North East","30","30","49250","43570"
"In post","2023","Project Delivery","Outer London - South","740","725","49480","43660"
"In post","2023","Project Delivery","Outer London - West and North West","45","45","49150","43480"
"In post","2023","Project Delivery","Overseas","75","75","62390","60960"
"In post","2023","Project Delivery","Shropshire and Staffordshire","360","350","45060","41800"
"In post","2023","Project Delivery","South Yorkshire","445","420","41610","37880"
"In post","2023","Project Delivery","Southern Scotland","145","135","45480","42510"
"In post","2023","Project Delivery","Surrey, East and West Sussex","110","100","42680","37420"
"In post","2023","Project Delivery","Tees Valley and Durham","195","190","40150","37720"
"In post","2023","Project Delivery","Unknown","15","15","47530","50160"
"In post","2023","Project Delivery","West Central Scotland","330","320","43150","41420"
"In post","2023","Project Delivery","West Midlands","580","565","43270","39950"
"In post","2023","Project Delivery","West Wales and The Valleys","240","230","40220","38470"
"In post","2023","Project Delivery","West Yorkshire","500","475","43920","39190"
"In post","2023","Property","Bedfordshire and Hertfordshire","60","55","36730","31540"
"In post","2023","Property","Berkshire, Buckinghamshire and Oxfordshire","330","320","37550","35250"
"In post","2023","Property","Cheshire","60","60","43760","39500"
"In post","2023","Property","Cornwall and Isles of Scilly","50","45","35120","33990"
"In post","2023","Property","Cumbria","25","25","33160","30320"
"In post","2023","Property","Derbyshire and Nottinghamshire","280","265","39670","35000"
"In post","2023","Property","Devon","235","225","35730","33900"
"In post","2023","Property","Dorset and Somerset","90","85","35350","34300"
"In post","2023","Property","East Anglia","380","360","35700","34300"
"In post","2023","Property","East Wales","245","235","37650","34300"
"In post","2023","Property","East Yorkshire and Northern Lincolnshire","85","80","34770","30860"
"In post","2023","Property","Eastern Scotland","155","145","38710","35110"
"In post","2023","Property","Essex","95","90","31230","27810"
"In post","2023","Property","Gloucestershire, Wiltshire and Bath/Bristol area","385","370","38240","34300"
"In post","2023","Property","Greater Manchester","215","210","38270","34400"
"In post","2023","Property","Hampshire and Isle of Wight","325","315","37230","34300"
"In post","2023","Property","Herefordshire, Worcestershire and Warwickshire","60","60","33370","30930"
"In post","2023","Property","Highlands and Islands","50","50","34360","33990"
"In post","2023","Property","Inner London - East","255","245","45030","40180"
"In post","2023","Property","Inner London - West","435","425","48470","43760"
"In post","2023","Property","Kent","90","85","34890","33900"
"In post","2023","Property","Lancashire","125","120","36030","34170"
"In post","2023","Property","Leicestershire, Rutland and Northamptonshire","115","105","29110","21780"
"In post","2023","Property","Lincolnshire","75","70","31530","27810"
"In post","2023","Property","Merseyside","180","170","33490","31520"
"In post","2023","Property","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Property","North Yorkshire","195","190","36590","34300"
"In post","2023","Property","Northern Ireland","95","90","33970","34580"
"In post","2023","Property","Northumberland, and Tyne and Wear","270","255","35780","32970"
"In post","2023","Property","Outer London - East and North East","25","25","34420","32550"
"In post","2023","Property","Outer London - South","205","195","39860","36030"
"In post","2023","Property","Outer London - West and North West","155","150","37790","32520"
"In post","2023","Property","Overseas","65","65","48250","44680"
"In post","2023","Property","Shropshire and Staffordshire","265","255","39780","34700"
"In post","2023","Property","South Yorkshire","110","100","39170","37300"
"In post","2023","Property","Southern Scotland","25","25","31080","33830"
"In post","2023","Property","Surrey, East and West Sussex","160","150","42750","37710"
"In post","2023","Property","Tees Valley and Durham","100","95","36910","32260"
"In post","2023","Property","Unknown","45","45","47440","44600"
"In post","2023","Property","West Central Scotland","75","70","35920","33990"
"In post","2023","Property","West Midlands","255","245","35120","31880"
"In post","2023","Property","West Wales and The Valleys","205","190","35620","31940"
"In post","2023","Property","West Yorkshire","300","285","38660","34440"
"In post","2023","Psychology","Bedfordshire and Hertfordshire","15","15","40850","32520"
"In post","2023","Psychology","Berkshire, Buckinghamshire and Oxfordshire","95","85","37960","31670"
"In post","2023","Psychology","Cheshire","25","25","34810","30940"
"In post","2023","Psychology","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Derbyshire and Nottinghamshire","115","110","36240","31670"
"In post","2023","Psychology","Devon","35","30","39250","32420"
"In post","2023","Psychology","Dorset and Somerset","20","20","34980","28480"
"In post","2023","Psychology","East Anglia","150","145","38210","31670"
"In post","2023","Psychology","East Wales","55","55","37430","31670"
"In post","2023","Psychology","East Yorkshire and Northern Lincolnshire","65","60","35200","30940"
"In post","2023","Psychology","Eastern Scotland","50","50","41630","37060"
"In post","2023","Psychology","Essex","5","5","[c]","[c]"
"In post","2023","Psychology","Gloucestershire, Wiltshire and Bath/Bristol area","65","60","40490","37440"
"In post","2023","Psychology","Greater Manchester","45","45","38740","31670"
"In post","2023","Psychology","Hampshire and Isle of Wight","45","45","39670","32420"
"In post","2023","Psychology","Herefordshire, Worcestershire and Warwickshire","30","30","39800","32420"
"In post","2023","Psychology","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Inner London - East","15","15","49930","54000"
"In post","2023","Psychology","Inner London - West","20","20","51160","49320"
"In post","2023","Psychology","Kent","60","55","33870","30940"
"In post","2023","Psychology","Lancashire","100","95","37840","32420"
"In post","2023","Psychology","Leicestershire, Rutland and Northamptonshire","65","65","37260","32420"
"In post","2023","Psychology","Lincolnshire","10","10","40990","32050"
"In post","2023","Psychology","Merseyside","10","10","[c]","[c]"
"In post","2023","Psychology","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2023","Psychology","Outer London - East and North East","25","25","37050","31970"
"In post","2023","Psychology","Outer London - South","5","5","[c]","[c]"
"In post","2023","Psychology","Outer London - West and North West","30","30","35810","33650"
"In post","2023","Psychology","Shropshire and Staffordshire","115","110","33950","30940"
"In post","2023","Psychology","South Yorkshire","35","35","34830","31310"
"In post","2023","Psychology","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Surrey, East and West Sussex","50","50","39900","34040"
"In post","2023","Psychology","Tees Valley and Durham","95","90","40550","32420"
"In post","2023","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","West Central Scotland","20","20","42160","37060"
"In post","2023","Psychology","West Midlands","10","10","38610","32420"
"In post","2023","Psychology","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2023","Psychology","West Yorkshire","85","85","38400","32420"
"In post","2023","Science and Engineering","Bedfordshire and Hertfordshire","225","225","47610","42750"
"In post","2023","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","275","265","46680","43660"
"In post","2023","Science and Engineering","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Cornwall and Isles of Scilly","85","85","29410","25950"
"In post","2023","Science and Engineering","Cumbria","100","95","43590","42620"
"In post","2023","Science and Engineering","Derbyshire and Nottinghamshire","275","255","44510","41420"
"In post","2023","Science and Engineering","Devon","875","825","39720","39650"
"In post","2023","Science and Engineering","Dorset and Somerset","365","355","37190","34760"
"In post","2023","Science and Engineering","East Anglia","535","515","36580","34310"
"In post","2023","Science and Engineering","East Wales","660","625","42760","42760"
"In post","2023","Science and Engineering","East Yorkshire and Northern Lincolnshire","10","10","31960","29360"
"In post","2023","Science and Engineering","Eastern Scotland","70","70","36700","33500"
"In post","2023","Science and Engineering","Essex","20","20","39490","33510"
"In post","2023","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","5340","5195","41690","40560"
"In post","2023","Science and Engineering","Greater Manchester","110","110","37500","34530"
"In post","2023","Science and Engineering","Hampshire and Isle of Wight","1160","1120","43040","39890"
"In post","2023","Science and Engineering","Herefordshire, Worcestershire and Warwickshire","55","50","30690","30320"
"In post","2023","Science and Engineering","Highlands and Islands","35","30","28290","25750"
"In post","2023","Science and Engineering","Inner London - East","215","210","55150","54270"
"In post","2023","Science and Engineering","Inner London - West","440","425","49030","45170"
"In post","2023","Science and Engineering","Kent","15","15","43540","39880"
"In post","2023","Science and Engineering","Lancashire","25","20","38530","36150"
"In post","2023","Science and Engineering","Leicestershire, Rutland and Northamptonshire","40","40","38590","38220"
"In post","2023","Science and Engineering","Lincolnshire","155","150","38780","35950"
"In post","2023","Science and Engineering","Merseyside","150","145","36580","32800"
"In post","2023","Science and Engineering","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","North Yorkshire","315","305","34720","32800"
"In post","2023","Science and Engineering","Northern Ireland","40","35","31410","25750"
"In post","2023","Science and Engineering","Northumberland, and Tyne and Wear","50","45","36090","34530"
"In post","2023","Science and Engineering","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Outer London - South","20","20","43890","41620"
"In post","2023","Science and Engineering","Outer London - West and North West","455","440","44040","41280"
