"Status","Year","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Northumberland, and Tyne and Wear","110","105","44490","38470"
"In post","2023","Commercial","Outer London - East and North East","15","10","45870","43790"
"In post","2023","Commercial","Outer London - South","150","145","48730","43650"
"In post","2023","Commercial","Outer London - West and North West","65","65","38520","33330"
"In post","2023","Commercial","Overseas","30","30","67720","60030"
"In post","2023","Commercial","Shropshire and Staffordshire","185","180","40230","34300"
"In post","2023","Commercial","South Yorkshire","285","270","42450","38470"
"In post","2023","Commercial","Southern Scotland","65","65","51060","49960"
"In post","2023","Commercial","Surrey, East and West Sussex","45","45","51290","49510"
"In post","2023","Commercial","Tees Valley and Durham","75","75","45140","41590"
"In post","2023","Commercial","Unknown","10","10","56290","38470"
"In post","2023","Commercial","West Central Scotland","210","205","41090","35490"
"In post","2023","Commercial","West Midlands","195","190","52260","42250"
"In post","2023","Commercial","West Wales and The Valleys","220","200","35220","31940"
"In post","2023","Commercial","West Yorkshire","385","370","46420","38470"
"In post","2023","Communications","Bedfordshire and Hertfordshire","25","25","38330","35870"
"In post","2023","Communications","Berkshire, Buckinghamshire and Oxfordshire","95","90","34980","33000"
"In post","2023","Communications","Cheshire","15","15","38370","37300"
"In post","2023","Communications","Cornwall and Isles of Scilly","10","10","24330","22220"
"In post","2023","Communications","Cumbria","5","5","[c]","[c]"
"In post","2023","Communications","Derbyshire and Nottinghamshire","100","95","41240","40570"
"In post","2023","Communications","Devon","50","50","34860","32770"
"In post","2023","Communications","Dorset and Somerset","45","40","35010","34330"
"In post","2023","Communications","East Anglia","40","40","35260","33520"
"In post","2023","Communications","East Wales","310","295","41300","39690"
"In post","2023","Communications","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2023","Communications","Eastern Scotland","45","45","44430","39590"
"In post","2023","Communications","Essex","5","5","[c]","[c]"
"In post","2023","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","220","205","38980","37300"
"In post","2023","Communications","Greater Manchester","110","105","38940","37000"
"In post","2023","Communications","Hampshire and Isle of Wight","165","160","35700","33990"
"In post","2023","Communications","Herefordshire, Worcestershire and Warwickshire","20","20","39280","37710"
"In post","2023","Communications","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Inner London - East","235","230","48490","42240"
"In post","2023","Communications","Inner London - West","1690","1660","49480","45740"
"In post","2023","Communications","Kent","10","10","[c]","[c]"
"In post","2023","Communications","Lancashire","35","30","39020","37300"
"In post","2023","Communications","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2023","Communications","Lincolnshire","20","15","33240","34300"
"In post","2023","Communications","Merseyside","90","85","40970","40160"
"In post","2023","Communications","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North Yorkshire","20","20","36360","35790"
"In post","2023","Communications","Northern Ireland","25","25","40450","38660"
"In post","2023","Communications","Northumberland, and Tyne and Wear","75","70","39620","37710"
"In post","2023","Communications","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Outer London - South","35","35","45970","43150"
"In post","2023","Communications","Outer London - West and North West","35","30","38480","35470"
"In post","2023","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Shropshire and Staffordshire","60","55","36120","33990"
"In post","2023","Communications","South Yorkshire","85","75","41980","40650"
"In post","2023","Communications","Southern Scotland","5","5","[c]","[c]"
"In post","2023","Communications","Surrey, East and West Sussex","20","20","46930","43220"
"In post","2023","Communications","Tees Valley and Durham","50","45","33490","31200"
"In post","2023","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Central Scotland","45","45","36620","34000"
"In post","2023","Communications","West Midlands","95","95","42910","40790"
"In post","2023","Communications","West Wales and The Valleys","120","115","33920","31270"
"In post","2023","Communications","West Yorkshire","80","75","45270","43700"
"In post","2023","Corporate Finance","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","Corporate Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Inner London - East","20","20","46910","43700"
"In post","2023","Corporate Finance","Inner London - West","55","55","60610","55060"
"In post","2023","Corporate Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","West Midlands","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Bedfordshire and Hertfordshire","105","95","30060","31280"
"In post","2023","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","145","130","31620","31280"
"In post","2023","Counter Fraud","Cheshire","25","20","29150","28120"
"In post","2023","Counter Fraud","Cornwall and Isles of Scilly","50","45","30380","28120"
"In post","2023","Counter Fraud","Cumbria","20","20","28930","28120"
"In post","2023","Counter Fraud","Derbyshire and Nottinghamshire","420","380","31890","28130"
"In post","2023","Counter Fraud","Devon","95","85","29160","28120"
"In post","2023","Counter Fraud","Dorset and Somerset","145","135","29800","28120"
"In post","2023","Counter Fraud","East Anglia","235","220","29390","28120"
"In post","2023","Counter Fraud","East Wales","340","310","29480","27890"
"In post","2023","Counter Fraud","East Yorkshire and Northern Lincolnshire","130","115","27980","28120"
"In post","2023","Counter Fraud","Eastern Scotland","150","140","29310","28120"
"In post","2023","Counter Fraud","Essex","125","120","32690","31280"
"In post","2023","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","220","200","31540","28130"
"In post","2023","Counter Fraud","Greater Manchester","510","475","33140","29550"
"In post","2023","Counter Fraud","Hampshire and Isle of Wight","245","215","30690","28120"
"In post","2023","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","65","60","29550","28120"
"In post","2023","Counter Fraud","Highlands and Islands","10","10","29330","28120"
"In post","2023","Counter Fraud","Inner London - East","640","615","38040","36180"
"In post","2023","Counter Fraud","Inner London - West","360","350","45600","40000"
"In post","2023","Counter Fraud","Kent","375","350","29460","27890"
"In post","2023","Counter Fraud","Lancashire","170","160","30160","28120"
"In post","2023","Counter Fraud","Leicestershire, Rutland and Northamptonshire","90","80","28760","28120"
"In post","2023","Counter Fraud","Lincolnshire","40","35","29090","28120"
"In post","2023","Counter Fraud","Merseyside","295","270","30610","28120"
"In post","2023","Counter Fraud","North Eastern Scotland","15","15","28920","28120"
"In post","2023","Counter Fraud","North Yorkshire","95","90","33140","34170"
"In post","2023","Counter Fraud","Northern Ireland","110","110","31680","28130"
"In post","2023","Counter Fraud","Northumberland, and Tyne and Wear","560","525","30180","28120"
"In post","2023","Counter Fraud","Outer London - East and North East","465","420","30320","32520"
"In post","2023","Counter Fraud","Outer London - South","355","335","37430","32540"
"In post","2023","Counter Fraud","Outer London - West and North West","155","145","33620","32520"
"In post","2023","Counter Fraud","Shropshire and Staffordshire","90","75","28900","28120"
"In post","2023","Counter Fraud","South Yorkshire","140","125","29510","28120"
"In post","2023","Counter Fraud","Southern Scotland","245","220","24760","21690"
"In post","2023","Counter Fraud","Surrey, East and West Sussex","205","190","30910","28200"
"In post","2023","Counter Fraud","Tees Valley and Durham","245","215","26690","28120"
"In post","2023","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","West Central Scotland","410","380","29010","28120"
"In post","2023","Counter Fraud","West Midlands","600","550","31250","28120"
"In post","2023","Counter Fraud","West Wales and The Valleys","400","360","28360","28120"
"In post","2023","Counter Fraud","West Yorkshire","500","465","33300","28130"
"In post","2023","Digital, Data and Technology","Bedfordshire and Hertfordshire","155","155","39330","37300"
"In post","2023","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","320","310","42850","39440"
"In post","2023","Digital, Data and Technology","Cheshire","245","240","42120","40020"
"In post","2023","Digital, Data and Technology","Cornwall and Isles of Scilly","25","20","37040","35650"
"In post","2023","Digital, Data and Technology","Cumbria","30","30","38200","37180"
"In post","2023","Digital, Data and Technology","Derbyshire and Nottinghamshire","280","275","41170","37680"
"In post","2023","Digital, Data and Technology","Devon","865","830","39190","39460"
"In post","2023","Digital, Data and Technology","Dorset and Somerset","275","270","41860","41570"
"In post","2023","Digital, Data and Technology","East Anglia","295","285","37410","34300"
"In post","2023","Digital, Data and Technology","East Wales","1390","1355","43550","40500"
"In post","2023","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","25","25","37280","34300"
"In post","2023","Digital, Data and Technology","Eastern Scotland","395","390","40910","38470"
"In post","2023","Digital, Data and Technology","Essex","85","80","38000","36470"
"In post","2023","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","1665","1620","42370","39820"
"In post","2023","Digital, Data and Technology","Greater Manchester","1535","1510","44370","39700"
"In post","2023","Digital, Data and Technology","Hampshire and Isle of Wight","610","590","39070","34370"
"In post","2023","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","110","110","32290","27840"
"In post","2023","Digital, Data and Technology","Highlands and Islands","15","15","33960","30320"
"In post","2023","Digital, Data and Technology","Inner London - East","1495","1475","52260","54990"
"In post","2023","Digital, Data and Technology","Inner London - West","2500","2460","51620","48500"
"In post","2023","Digital, Data and Technology","Kent","40","40","41070","37520"
"In post","2023","Digital, Data and Technology","Lancashire","995","955","43400","38470"
"In post","2023","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","90","85","38350","37060"
"In post","2023","Digital, Data and Technology","Lincolnshire","45","45","34190","30320"
"In post","2023","Digital, Data and Technology","Merseyside","655","640","39860","35310"
"In post","2023","Digital, Data and Technology","North Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","North Yorkshire","215","210","42000","38430"
"In post","2023","Digital, Data and Technology","Northern Ireland","75","75","40390","35000"
"In post","2023","Digital, Data and Technology","Northumberland, and Tyne and Wear","2230","2150","43890","40200"
"In post","2023","Digital, Data and Technology","Outer London - East and North East","35","30","40080","35410"
"In post","2023","Digital, Data and Technology","Outer London - South","915","900","53650","48620"
"In post","2023","Digital, Data and Technology","Outer London - West and North West","355","345","44410","42740"
"In post","2023","Digital, Data and Technology","Overseas","40","40","44290","43300"
"In post","2023","Digital, Data and Technology","Shropshire and Staffordshire","615","600","43600","41780"
"In post","2023","Digital, Data and Technology","South Yorkshire","695","675","46530","42350"
"In post","2023","Digital, Data and Technology","Southern Scotland","245","240","43190","41520"
"In post","2023","Digital, Data and Technology","Surrey, East and West Sussex","255","245","44080","42140"
"In post","2023","Digital, Data and Technology","Tees Valley and Durham","205","200","38890","37590"
"In post","2023","Digital, Data and Technology","Unknown","40","35","49110","47950"
"In post","2023","Digital, Data and Technology","West Central Scotland","390","385","40110","36060"
"In post","2023","Digital, Data and Technology","West Midlands","795","780","43010","38470"
"In post","2023","Digital, Data and Technology","West Wales and The Valleys","1055","1030","41020","39430"
"In post","2023","Digital, Data and Technology","West Yorkshire","850","820","44290","41480"
"In post","2023","Economics","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Economics","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Economics","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Economics","East Wales","155","150","41010","35190"
"In post","2023","Economics","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Eastern Scotland","10","10","46300","36190"
"In post","2023","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","43340","43250"
"In post","2023","Economics","Greater Manchester","100","100","39880","35350"
"In post","2023","Economics","Hampshire and Isle of Wight","25","25","36760","31560"
"In post","2023","Economics","Inner London - East","260","255","57380","55130"
"In post","2023","Economics","Inner London - West","1320","1300","50460","54090"
"In post","2023","Economics","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Merseyside","10","10","37370","30840"
"In post","2023","Economics","North Yorkshire","15","15","49890","49400"
"In post","2023","Economics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2023","Economics","Outer London - South","25","25","55220","56120"
"In post","2023","Economics","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Economics","South Yorkshire","25","20","49020","51910"
"In post","2023","Economics","Southern Scotland","5","5","[c]","[c]"
"In post","2023","Economics","Tees Valley and Durham","45","45","35050","30510"
"In post","2023","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Economics","West Central Scotland","15","15","52370","53380"
"In post","2023","Economics","West Midlands","50","50","48990","39090"
"In post","2023","Economics","West Wales and The Valleys","15","15","48980","46520"
"In post","2023","Economics","West Yorkshire","30","30","42510","37720"
"In post","2023","Finance","Bedfordshire and Hertfordshire","110","105","44000","38690"
"In post","2023","Finance","Berkshire, Buckinghamshire and Oxfordshire","455","440","35800","29470"
"In post","2023","Finance","Cheshire","45","40","39860","37300"
"In post","2023","Finance","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","Finance","Cumbria","25","25","42620","43650"
"In post","2023","Finance","Derbyshire and Nottinghamshire","160","155","40100","35000"
"In post","2023","Finance","Devon","135","125","39070","37300"
"In post","2023","Finance","Dorset and Somerset","50","45","35930","30170"
"In post","2023","Finance","East Anglia","180","170","37530","33830"
"In post","2023","Finance","East Wales","415","395","42390","39690"
"In post","2023","Finance","East Yorkshire and Northern Lincolnshire","20","20","38850","34450"
"In post","2023","Finance","Eastern Scotland","160","155","39330","37060"
"In post","2023","Finance","Essex","25","25","33680","29730"
"In post","2023","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","1195","1145","42260","39820"
"In post","2023","Finance","Greater Manchester","440","420","41510","38280"
"In post","2023","Finance","Hampshire and Isle of Wight","425","410","39280","34480"
"In post","2023","Finance","Herefordshire, Worcestershire and Warwickshire","45","45","36050","30320"
"In post","2023","Finance","Highlands and Islands","5","5","[c]","[c]"
"In post","2023","Finance","Inner London - East","465","450","49900","43990"
"In post","2023","Finance","Inner London - West","1865","1820","51900","48430"
"In post","2023","Finance","Kent","25","25","41860","40260"
"In post","2023","Finance","Lancashire","325","300","38020","34970"
"In post","2023","Finance","Leicestershire, Rutland and Northamptonshire","35","35","36080","34170"
"In post","2023","Finance","Lincolnshire","35","35","27880","27060"
"In post","2023","Finance","Merseyside","275","255","37040","34170"
"In post","2023","Finance","North Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Finance","North Yorkshire","120","120","40200","37710"
"In post","2023","Finance","Northern Ireland","45","45","39570","38640"
"In post","2023","Finance","Northumberland, and Tyne and Wear","450","430","42880","38470"
"In post","2023","Finance","Outer London - East and North East","5","5","[c]","[c]"
"In post","2023","Finance","Outer London - South","240","230","49660","45420"
"In post","2023","Finance","Outer London - West and North West","55","55","44890","42870"
"In post","2023","Finance","Overseas","50","50","50680","48980"
"In post","2023","Finance","Shropshire and Staffordshire","160","155","42920","41510"
"In post","2023","Finance","South Yorkshire","310","295","41500","38470"
"In post","2023","Finance","Southern Scotland","175","160","37290","34950"
"In post","2023","Finance","Surrey, East and West Sussex","200","185","38330","35000"
"In post","2023","Finance","Tees Valley and Durham","120","115","43460","38770"
"In post","2023","Finance","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","West Central Scotland","220","195","31980","27560"
"In post","2023","Finance","West Midlands","380","370","40840","37680"
"In post","2023","Finance","West Wales and The Valleys","350","335","38210","33850"
"In post","2023","Finance","West Yorkshire","415","395","42250","38470"
"In post","2023","Geography","Dorset and Somerset","470","445","32960","34370"
"In post","2023","Geography","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Geography","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Geography","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Geography","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Geography","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Bedfordshire and Hertfordshire","130","120","39180","36150"
"In post","2023","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","445","425","37590","34300"
"In post","2023","Human Resources","Cheshire","115","110","39510","38640"
"In post","2023","Human Resources","Cornwall and Isles of Scilly","55","55","31260","27470"
"In post","2023","Human Resources","Cumbria","15","15","39900","37680"
"In post","2023","Human Resources","Derbyshire and Nottinghamshire","370","350","41020","37890"
"In post","2023","Human Resources","Devon","185","175","36210","33580"
"In post","2023","Human Resources","Dorset and Somerset","230","225","35050","33470"
"In post","2023","Human Resources","East Anglia","300","290","34180","31470"
"In post","2023","Human Resources","East Wales","730","685","36250","31660"
"In post","2023","Human Resources","East Yorkshire and Northern Lincolnshire","350","335","28340","27470"
"In post","2023","Human Resources","Eastern Scotland","350","335","38910","37060"
"In post","2023","Human Resources","Essex","55","55","33420","31070"
"In post","2023","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","1065","1015","38780","34460"
"In post","2023","Human Resources","Greater Manchester","505","485","40350","37680"
"In post","2023","Human Resources","Hampshire and Isle of Wight","710","685","35950","33830"
"In post","2023","Human Resources","Herefordshire, Worcestershire and Warwickshire","130","120","36450","32410"
"In post","2023","Human Resources","Highlands and Islands","20","20","30530","27470"
"In post","2023","Human Resources","Inner London - East","515","495","49530","43800"
"In post","2023","Human Resources","Inner London - West","1945","1890","49130","44450"
"In post","2023","Human Resources","Kent","115","110","36900","34380"
"In post","2023","Human Resources","Lancashire","225","215","37130","34170"
"In post","2023","Human Resources","Leicestershire, Rutland and Northamptonshire","75","75","36100","34170"
"In post","2023","Human Resources","Lincolnshire","115","115","28960","27300"
"In post","2023","Human Resources","Merseyside","385","365","39350","35780"
"In post","2023","Human Resources","North Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Human Resources","North Yorkshire","225","220","37170","33990"
"In post","2023","Human Resources","Northern Ireland","50","50","31640","28490"
"In post","2023","Human Resources","Northumberland, and Tyne and Wear","525","485","33600","33020"
"In post","2023","Human Resources","Outer London - East and North East","20","15","40140","38160"
"In post","2023","Human Resources","Outer London - South","380","365","47990","43210"
"In post","2023","Human Resources","Outer London - West and North West","95","90","38520","33730"
"In post","2023","Human Resources","Overseas","240","240","56720","56420"
"In post","2023","Human Resources","Shropshire and Staffordshire","445","435","34230","31270"
"In post","2023","Human Resources","South Yorkshire","230","215","40520","37680"
"In post","2023","Human Resources","Southern Scotland","60","60","39230","34940"
"In post","2023","Human Resources","Surrey, East and West Sussex","105","95","37160","33800"
"In post","2023","Human Resources","Tees Valley and Durham","120","115","36390","32260"
"In post","2023","Human Resources","Unknown","30","30","46060","41510"
"In post","2023","Human Resources","West Central Scotland","340","330","33410","29570"
"In post","2023","Human Resources","West Midlands","265","255","41100","37680"
"In post","2023","Human Resources","West Wales and The Valleys","330","315","34590","31940"
"In post","2023","Human Resources","West Yorkshire","400","380","41750","38470"
"In post","2023","Inspector of Education and Training","Bedfordshire and Hertfordshire","30","30","68190","77470"
"In post","2023","Inspector of Education and Training","Berkshire, Buckinghamshire and Oxfordshire","30","30","69760","77470"
"In post","2023","Inspector of Education and Training","Cheshire","15","15","66890","66170"
"In post","2023","Inspector of Education and Training","Cornwall and Isles of Scilly","10","10","67980","74970"
"In post","2023","Inspector of Education and Training","Cumbria","15","15","66050","77470"
"In post","2023","Inspector of Education and Training","Derbyshire and Nottinghamshire","70","65","64470","52750"
"In post","2023","Inspector of Education and Training","Devon","25","25","70970","77470"
"In post","2023","Inspector of Education and Training","Dorset and Somerset","25","25","68380","74970"
"In post","2023","Inspector of Education and Training","East Anglia","45","45","65320","66170"
"In post","2023","Inspector of Education and Training","East Wales","50","45","74080","78500"
"In post","2023","Inspector of Education and Training","East Yorkshire and Northern Lincolnshire","10","10","62640","52750"
"In post","2023","Inspector of Education and Training","Essex","20","20","62900","52750"
"In post","2023","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","45","45","71020","77470"
"In post","2023","Inspector of Education and Training","Greater Manchester","60","60","60870","52750"
"In post","2023","Inspector of Education and Training","Hampshire and Isle of Wight","40","40","66260","66170"
"In post","2023","Inspector of Education and Training","Herefordshire, Worcestershire and Warwickshire","35","35","69860","77470"
"In post","2023","Inspector of Education and Training","Inner London - East","30","30","67840","72470"
"In post","2023","Inspector of Education and Training","Inner London - West","15","15","97450","77470"
"In post","2023","Inspector of Education and Training","Kent","25","25","66820","72470"
"In post","2023","Inspector of Education and Training","Lancashire","30","30","67400","69320"
"In post","2023","Inspector of Education and Training","Leicestershire, Rutland and Northamptonshire","30","30","62570","52750"
"In post","2023","Inspector of Education and Training","Lincolnshire","15","15","66730","72470"
"In post","2023","Inspector of Education and Training","Merseyside","35","35","67210","66170"
"In post","2023","Inspector of Education and Training","North Yorkshire","20","20","71570","77470"
"In post","2023","Inspector of Education and Training","Northumberland, and Tyne and Wear","20","20","66210","59460"
"In post","2023","Inspector of Education and Training","Outer London - East and North East","20","20","65390","72470"
"In post","2023","Inspector of Education and Training","Outer London - South","20","20","65070","66170"
"In post","2023","Inspector of Education and Training","Outer London - West and North West","20","20","61580","52750"
"In post","2023","Inspector of Education and Training","Shropshire and Staffordshire","35","35","69950","77470"
"In post","2023","Inspector of Education and Training","South Yorkshire","20","20","65150","66170"
"In post","2023","Inspector of Education and Training","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Surrey, East and West Sussex","55","55","66300","69320"
"In post","2023","Inspector of Education and Training","Tees Valley and Durham","25","25","66120","66170"
"In post","2023","Inspector of Education and Training","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Midlands","40","40","62750","59460"
"In post","2023","Inspector of Education and Training","West Wales and The Valleys","60","60","58090","69580"
"In post","2023","Inspector of Education and Training","West Yorkshire","40","40","69370","77470"
"In post","2023","Intelligence Analysis","Bedfordshire and Hertfordshire","30","25","34180","28480"
"In post","2023","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","30","30","33360","30960"
"In post","2023","Intelligence Analysis","Cheshire","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","Cumbria","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","Derbyshire and Nottinghamshire","30","30","36330","32020"
"In post","2023","Intelligence Analysis","Devon","10","10","29180","28480"
"In post","2023","Intelligence Analysis","Dorset and Somerset","15","10","28910","28480"
"In post","2023","Intelligence Analysis","East Anglia","380","370","33770","33990"
"In post","2023","Intelligence Analysis","East Wales","70","65","32440","31260"
"In post","2023","Intelligence Analysis","East Yorkshire and Northern Lincolnshire","75","70","29250","27580"
"In post","2023","Intelligence Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Essex","20","20","28120","27650"
"In post","2023","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","40","35","35590","30650"
"In post","2023","Intelligence Analysis","Greater Manchester","220","215","29900","27150"
"In post","2023","Intelligence Analysis","Hampshire and Isle of Wight","50","50","27910","27650"
"In post","2023","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","15","15","34290","30040"
"In post","2023","Intelligence Analysis","Inner London - East","140","135","44900","39790"
"In post","2023","Intelligence Analysis","Inner London - West","500","490","47200","45540"
"In post","2023","Intelligence Analysis","Kent","310","290","29080","27650"
"In post","2023","Intelligence Analysis","Lancashire","15","15","29810","28480"
"In post","2023","Intelligence Analysis","Leicestershire, Rutland and Northamptonshire","60","60","29860","27970"
"In post","2023","Intelligence Analysis","Lincolnshire","40","35","30160","30470"
"In post","2023","Intelligence Analysis","Merseyside","120","115","28930","26680"
"In post","2023","Intelligence Analysis","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Northern Ireland","10","10","[c]","[c]"
"In post","2023","Intelligence Analysis","Northumberland, and Tyne and Wear","45","40","36830","35000"
"In post","2023","Intelligence Analysis","Outer London - East and North East","10","10","31310","31310"
"In post","2023","Intelligence Analysis","Outer London - South","175","170","36170","32260"
"In post","2023","Intelligence Analysis","Outer London - West and North West","415","390","33690","31230"
"In post","2023","Intelligence Analysis","Overseas","25","25","51620","52700"
"In post","2023","Intelligence Analysis","Shropshire and Staffordshire","20","20","31320","31980"
"In post","2023","Intelligence Analysis","South Yorkshire","100","90","30170","28060"
"In post","2023","Intelligence Analysis","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","Surrey, East and West Sussex","30","25","30080","28730"
"In post","2023","Intelligence Analysis","Tees Valley and Durham","35","35","33050","32310"
"In post","2023","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Intelligence Analysis","West Central Scotland","65","60","32110","32160"
"In post","2023","Intelligence Analysis","West Midlands","50","45","33870","31910"
"In post","2023","Intelligence Analysis","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","West Yorkshire","70","70","30900","28480"
"In post","2023","Internal Audit","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","40","40","41040","37510"
"In post","2023","Internal Audit","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Derbyshire and Nottinghamshire","15","15","47580","47010"
"In post","2023","Internal Audit","Devon","15","15","39660","39890"
"In post","2023","Internal Audit","Dorset and Somerset","15","15","44890","45000"
