"Status","Year","Ethnicity","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Asian","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Secretary of State for Wales","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Secretary of State for Wales","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Secretary of State for Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Secretary of State for Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Secretary of State for Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","The National Archives","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","The National Archives","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","The National Archives","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Export Finance","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Export Finance","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Export Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Export Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Export Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Export Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Supreme Court","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Water Services Regulation Authority","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Water Services Regulation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","London","Female","35","[c]","38540","28870"
"Leaver CS","2023","Black","Attorney General's Departments","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Chancellor's other departments","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Chancellor's other departments","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Chancellor's other departments","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Chancellor's other departments","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Chancellor's other departments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Charity Commission","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Work and Pensions","London","Female","195","[c]","30960","31060"
"Leaver CS","2023","Black","Department for Work and Pensions","London","Male","70","[c]","31690","31060"
"Leaver CS","2023","Black","Department for Work and Pensions","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Work and Pensions","Outside London","Female","150","[c]","27150","27570"
"Leaver CS","2023","Black","Department for Work and Pensions","Outside London","Male","70","[c]","28430","27570"
"Leaver CS","2023","Black","Department for Work and Pensions","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Work and Pensions","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Work and Pensions","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","London","Female","70","[c]","37250","32980"
"Leaver CS","2023","Black","Department of Health and Social Care","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","Outside London","Female","45","[c]","34340","33790"
"Leaver CS","2023","Black","Department of Health and Social Care","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Estyn","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs","Outside London","Female","55","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs","Outside London","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Treasury","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Treasury","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Treasury","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Treasury","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Treasury","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Treasury","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Treasury","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Treasury","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","London","Female","60","[c]","39030","35200"
"Leaver CS","2023","Black","Home Office","London","Male","35","[c]","39130","36090"
"Leaver CS","2023","Black","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence","Outside London","Female","30","[c]","35990","35400"
"Leaver CS","2023","Black","Ministry of Defence","Outside London","Male","45","[c]","35530","33990"
"Leaver CS","2023","Black","Ministry of Defence","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Justice","London","Female","175","[c]","30280","25480"
"Leaver CS","2023","Black","Ministry of Justice","London","Male","70","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Justice","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Justice","Outside London","Female","105","[c]","25430","21780"
"Leaver CS","2023","Black","Ministry of Justice","Outside London","Male","85","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Justice","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Northern Ireland Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Northern Ireland Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Standards in Education, Children's Services and Skills","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Standards in Education, Children's Services and Skills","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Standards in Education, Children's Services and Skills","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Standards in Education, Children's Services and Skills","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Standards in Education, Children's Services and Skills","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Gas and Electricity Markets","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Gas and Electricity Markets","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Gas and Electricity Markets","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Gas and Electricity Markets","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Gas and Electricity Markets","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Gas and Electricity Markets","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Qualifications and Examinations Regulation","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Rail and Road","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Rail and Road","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Secretary of State for Scotland","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Secretary of State for Scotland","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Secretary of State for Scotland","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Secretary of State for Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Secretary of State for Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Secretary of State for Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Secretary of State for Wales","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Secretary of State for Wales","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Secretary of State for Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Secretary of State for Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Secretary of State for Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scottish Government","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scottish Government","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scottish Government","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scottish Government","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scottish Government","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scottish Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scottish Government","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scottish Government","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scottish Government","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","The National Archives","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","The National Archives","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","The National Archives","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Export Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Export Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Export Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Export Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Export Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Statistics Authority","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Statistics Authority","Outside London","Male","10","[c]","[c]","[c]"
