"Status","Year","Age","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","30-39","Serious Fraud Office","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Serious Fraud Office","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Serious Fraud Office","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Serious Fraud Office","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Social Security Scotland","Outside London","AA","15","[c]","22870","22760"
"Leaver CS","2023","30-39","Social Security Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Social Security Scotland","Outside London","EO","15","[c]","29320","29450"
"Leaver CS","2023","30-39","Social Security Scotland","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Social Security Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Standards and Testing Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Standards and Testing Agency","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Standards and Testing Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Student Awards Agency for Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Student Awards Agency for Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Submarine Delivery Agency","Outside London","Unknown","55","[c]","39080","38790"
"Leaver CS","2023","30-39","Teaching Regulation Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The Insolvency Service","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The Insolvency Service","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The Insolvency Service","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The Insolvency Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The Insolvency Service","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","The National Archives","London","HEO","15","[c]","31290","30600"
"Leaver CS","2023","30-39","The National Archives","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Transport Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Transport Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Transport Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Transport Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Debt Management Office","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Debt Management Office","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Debt Management Office","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Export Finance","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Health Security Agency","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Health Security Agency","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Health Security Agency","London","EO","25","[c]","27780","27690"
"Leaver CS","2023","30-39","UK Health Security Agency","London","G6","25","[c]","64920","66230"
"Leaver CS","2023","30-39","UK Health Security Agency","London","G7","35","[c]","53330","53380"
"Leaver CS","2023","30-39","UK Health Security Agency","London","HEO","45","[c]","33350","33330"
"Leaver CS","2023","30-39","UK Health Security Agency","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Health Security Agency","London","SEO","65","[c]","40930","41280"
"Leaver CS","2023","30-39","UK Health Security Agency","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Health Security Agency","Outside London","AO","25","[c]","21040","20880"
"Leaver CS","2023","30-39","UK Health Security Agency","Outside London","EO","30","[c]","24470","24210"
"Leaver CS","2023","30-39","UK Health Security Agency","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Health Security Agency","Outside London","G7","30","[c]","50880","50730"
"Leaver CS","2023","30-39","UK Health Security Agency","Outside London","HEO","65","[c]","31230","30020"
"Leaver CS","2023","30-39","UK Health Security Agency","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Health Security Agency","Outside London","SEO","75","[c]","38920","38150"
"Leaver CS","2023","30-39","UK Hydrographic Office","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Hydrographic Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Hydrographic Office","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Hydrographic Office","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Hydrographic Office","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Space Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Space Agency","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Space Agency","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Space Agency","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Space Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Space Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Space Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Outside London","AO","15","[c]","21100","21200"
"Leaver CS","2023","30-39","UK Statistics Authority","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Outside London","G7","15","[c]","52850","51060"
"Leaver CS","2023","30-39","UK Statistics Authority","Outside London","HEO","20","[c]","31370","31060"
"Leaver CS","2023","30-39","UK Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Statistics Authority","Outside London","SEO","20","[c]","37600","37760"
"Leaver CS","2023","30-39","UK Supreme Court","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","UK Supreme Court","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Valuation Office Agency","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Valuation Office Agency","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Valuation Office Agency","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Valuation Office Agency","Outside London","AO","15","[c]","22270","22520"
"Leaver CS","2023","30-39","Valuation Office Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Valuation Office Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Valuation Office Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Valuation Office Agency","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Vehicle Certification Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Vehicle Certification Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Vehicle Certification Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Vehicle Certification Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Vehicle Certification Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Veterinary Medicines Directorate","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Water Services Regulation Authority","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Water Services Regulation Authority","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Water Services Regulation Authority","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Water Services Regulation Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Welsh Government (excl. agencies)","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Welsh Government (excl. agencies)","Outside London","EO","10","[c]","27580","26820"
"Leaver CS","2023","30-39","Welsh Government (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Welsh Government (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Welsh Government (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Welsh Revenue Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Wilton Park","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Wilton Park","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Advisory, Conciliation and Arbitration Service","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Advisory, Conciliation and Arbitration Service","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Advisory, Conciliation and Arbitration Service","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Advisory, Conciliation and Arbitration Service","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Advisory, Conciliation and Arbitration Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Advisory, Conciliation and Arbitration Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Animal and Plant Health Agency","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Animal and Plant Health Agency","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Animal and Plant Health Agency","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Animal and Plant Health Agency","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Animal and Plant Health Agency","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Animal and Plant Health Agency","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Animal and Plant Health Agency","Outside London","EO","15","[c]","26310","26010"
"Leaver CS","2023","40-49","Animal and Plant Health Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Animal and Plant Health Agency","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Animal and Plant Health Agency","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Attorney General's Office","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Building Digital UK","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Building Digital UK","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Building Digital UK","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Building Digital UK","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office (excl. agencies)","London","G6","15","[c]","68890","68140"
"Leaver CS","2023","40-49","Cabinet Office (excl. agencies)","London","G7","30","[c]","57280","56430"
"Leaver CS","2023","40-49","Cabinet Office (excl. agencies)","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office (excl. agencies)","London","SCS level","20","[c]","97130","92850"
"Leaver CS","2023","40-49","Cabinet Office (excl. agencies)","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office (excl. agencies)","Outside London","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office (excl. agencies)","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office (excl. agencies)","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office (excl. agencies)","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cabinet Office (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Central Civil Service Fast Stream","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Central Civil Service Fast Stream","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Centre for Environment, Fisheries and Aquaculture Science","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Charity Commission","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Charity Commission","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Charity Commission","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Charity Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Charity Commission","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Charity Commission","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Charity Commission","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Companies House","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Companies House","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Companies House","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Companies House","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Companies House","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Companies House","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Competition and Markets Authority","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Competition and Markets Authority","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Competition and Markets Authority","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Competition and Markets Authority","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Competition and Markets Authority","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Criminal Injuries Compensation Authority","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Criminal Injuries Compensation Authority","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Crown Commercial Service","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Crown Commercial Service","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Crown Commercial Service","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Crown Commercial Service","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Crown Commercial Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Crown Office and Procurator Fiscal Service","Outside London","AO","15","[c]","24260","24490"
"Leaver CS","2023","40-49","Crown Office and Procurator Fiscal Service","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Crown Office and Procurator Fiscal Service","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Crown Office and Procurator Fiscal Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Crown Prosecution Service","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Crown Prosecution Service","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Crown Prosecution Service","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Crown Prosecution Service","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Crown Prosecution Service","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Crown Prosecution Service","Outside London","AO","15","[c]","21510","21120"
"Leaver CS","2023","40-49","Crown Prosecution Service","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Crown Prosecution Service","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Crown Prosecution Service","Outside London","G7","20","[c]","56330","55000"
"Leaver CS","2023","40-49","Crown Prosecution Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Crown Prosecution Service","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Electronics and Components Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Electronics and Components Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Equipment and Support","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Equipment and Support","Outside London","AO","15","[c]","21960","21770"
"Leaver CS","2023","40-49","Defence Equipment and Support","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Equipment and Support","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Equipment and Support","Outside London","G7","15","[c]","58310","57930"
"Leaver CS","2023","40-49","Defence Equipment and Support","Outside London","HEO","15","[c]","32690","33000"
"Leaver CS","2023","40-49","Defence Equipment and Support","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Equipment and Support","Outside London","SEO","35","[c]","43200","42700"
"Leaver CS","2023","40-49","Defence Science and Technology Laboratory","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Science and Technology Laboratory","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Science and Technology Laboratory","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Science and Technology Laboratory","Outside London","G7","25","[c]","49830","49260"
"Leaver CS","2023","40-49","Defence Science and Technology Laboratory","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Science and Technology Laboratory","Outside London","SEO","10","[c]","40720","39890"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6","15","[c]","66620","64990"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G7","15","[c]","53860","53600"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","15","[c]","87720","73630"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G6","10","[c]","66540","66150"
"Leaver CS","2023","40-49","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G7","15","[c]","55470","53030"
"Leaver CS","2023","40-49","Department for Digital, Culture, Media and Sport (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Digital, Culture, Media and Sport (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","Outside London","G6","10","[c]","66250","63510"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","Outside London","G7","15","[c]","51810","51410"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","Outside London","SEO","20","[c]","39770","39130"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G7","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G7","10","[c]","53750","53130"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport (excl. agencies)","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport (excl. agencies)","London","G7","10","[c]","57800","56390"
"Leaver CS","2023","40-49","Department for Transport (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
