"Status","Year","Age","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Outside London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","16-19","Debt","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Debt","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Digital, Data & Technology","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Outside London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","16-19","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Outside London","Unknown","15","10","[c]","[c]"
"In post","2023","16-19","Grants Management","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Legal","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Outside London","Heterosexual / straight","40","40","21350","20980"
"In post","2023","16-19","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","No function","London","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","16-19","No function","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","London","Unknown","35","35","27890","26400"
"In post","2023","16-19","No function","Outside London","Heterosexual / straight","400","390","23510","22520"
"In post","2023","16-19","No function","Outside London","LGBO","50","45","24040","22520"
"In post","2023","16-19","No function","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2023","16-19","No function","Outside London","Unknown","370","350","22810","22400"
"In post","2023","16-19","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","16-19","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","16-19","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","16-19","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Outside London","Unknown","30","30","[c]","[c]"
"In post","2023","16-19","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Outside London","Heterosexual / straight","40","40","22580","22320"
"In post","2023","16-19","Unknown","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Outside London","Unknown","40","40","22800","22180"
"In post","2023","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Unknown","30","30","[c]","[c]"
"In post","2023","20-29","Analysis","London","Heterosexual / straight","1185","1180","41330","39110"
"In post","2023","20-29","Analysis","London","LGBO","165","160","42140","39310"
"In post","2023","20-29","Analysis","London","Undeclared","115","115","39880","37870"
"In post","2023","20-29","Analysis","London","Unknown","465","465","38700","36480"
"In post","2023","20-29","Analysis","Outside London","Heterosexual / straight","1090","1080","34970","33950"
"In post","2023","20-29","Analysis","Outside London","LGBO","225","220","34040","31620"
"In post","2023","20-29","Analysis","Outside London","Undeclared","95","95","33040","31560"
"In post","2023","20-29","Analysis","Outside London","Unknown","360","355","32660","31190"
"In post","2023","20-29","Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","London","Heterosexual / straight","190","190","41610","37660"
"In post","2023","20-29","Commercial","London","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Commercial","London","Undeclared","30","30","43110","41950"
"In post","2023","20-29","Commercial","London","Unknown","125","125","39670","32960"
"In post","2023","20-29","Commercial","Outside London","Heterosexual / straight","540","540","32910","31920"
"In post","2023","20-29","Commercial","Outside London","LGBO","60","60","33320","31380"
"In post","2023","20-29","Commercial","Outside London","Undeclared","35","35","32240","30930"
"In post","2023","20-29","Commercial","Outside London","Unknown","195","195","32670","30130"
"In post","2023","20-29","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","London","Heterosexual / straight","305","305","38440","37870"
"In post","2023","20-29","Communications","London","LGBO","50","50","37880","35870"
"In post","2023","20-29","Communications","London","Undeclared","45","45","37920","35650"
"In post","2023","20-29","Communications","London","Unknown","180","180","38710","38020"
"In post","2023","20-29","Communications","Outside London","Heterosexual / straight","170","170","31670","31270"
"In post","2023","20-29","Communications","Outside London","LGBO","30","30","[c]","[c]"
"In post","2023","20-29","Communications","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Communications","Outside London","Unknown","50","50","32640","31660"
"In post","2023","20-29","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","London","Heterosexual / straight","335","335","33650","32520"
"In post","2023","20-29","Counter Fraud","London","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Counter Fraud","London","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Counter Fraud","London","Unknown","125","125","35660","32540"
"In post","2023","20-29","Counter Fraud","Outside London","Heterosexual / straight","975","965","29330","28120"
"In post","2023","20-29","Counter Fraud","Outside London","LGBO","115","115","29240","28120"
"In post","2023","20-29","Counter Fraud","Outside London","Undeclared","65","60","29800","28120"
"In post","2023","20-29","Counter Fraud","Outside London","Unknown","335","330","29840","28120"
"In post","2023","20-29","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Debt","London","Heterosexual / straight","60","60","27520","26920"
"In post","2023","20-29","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Debt","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Debt","London","Unknown","45","45","27040","26920"
"In post","2023","20-29","Debt","Outside London","Heterosexual / straight","865","835","23140","22520"
"In post","2023","20-29","Debt","Outside London","LGBO","120","120","23370","22520"
"In post","2023","20-29","Debt","Outside London","Undeclared","50","50","22890","22520"
"In post","2023","20-29","Debt","Outside London","Unknown","570","550","23200","22520"
"In post","2023","20-29","Digital, Data & Technology","London","Heterosexual / straight","485","485","41120","39790"
"In post","2023","20-29","Digital, Data & Technology","London","LGBO","85","85","41720","39150"
"In post","2023","20-29","Digital, Data & Technology","London","Undeclared","65","65","40320","40340"
"In post","2023","20-29","Digital, Data & Technology","London","Unknown","340","340","37870","36180"
"In post","2023","20-29","Digital, Data & Technology","Outside London","Heterosexual / straight","1775","1760","33980","33020"
"In post","2023","20-29","Digital, Data & Technology","Outside London","LGBO","230","230","32690","32500"
"In post","2023","20-29","Digital, Data & Technology","Outside London","Undeclared","205","205","32430","30990"
"In post","2023","20-29","Digital, Data & Technology","Outside London","Unknown","800","795","34200","32930"
"In post","2023","20-29","Digital, Data & Technology","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","London","Heterosexual / straight","260","260","41810","39150"
"In post","2023","20-29","Finance","London","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Finance","London","Undeclared","45","45","38820","33800"
"In post","2023","20-29","Finance","London","Unknown","150","145","38780","36090"
"In post","2023","20-29","Finance","Outside London","Heterosexual / straight","805","795","31240","29080"
"In post","2023","20-29","Finance","Outside London","LGBO","85","85","31960","29430"
"In post","2023","20-29","Finance","Outside London","Undeclared","55","55","29780","27140"
"In post","2023","20-29","Finance","Outside London","Unknown","290","280","28310","26900"
"In post","2023","20-29","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Grants Management","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Grants Management","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Grants Management","London","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Grants Management","Outside London","Heterosexual / straight","245","235","23770","22150"
"In post","2023","20-29","Grants Management","Outside London","LGBO","50","50","23230","22150"
"In post","2023","20-29","Grants Management","Outside London","Undeclared","30","30","23430","22150"
"In post","2023","20-29","Grants Management","Outside London","Unknown","85","85","23120","22150"
"In post","2023","20-29","Human Resources","London","Heterosexual / straight","345","345","39240","35650"
"In post","2023","20-29","Human Resources","London","LGBO","55","55","41320","37850"
"In post","2023","20-29","Human Resources","London","Undeclared","40","40","37290","33400"
"In post","2023","20-29","Human Resources","London","Unknown","85","85","36830","33620"
"In post","2023","20-29","Human Resources","Outside London","Heterosexual / straight","760","750","30580","28130"
"In post","2023","20-29","Human Resources","Outside London","LGBO","95","90","30680","28120"
"In post","2023","20-29","Human Resources","Outside London","Undeclared","55","55","30460","28120"
"In post","2023","20-29","Human Resources","Outside London","Unknown","225","220","28690","27560"
"In post","2023","20-29","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","20-29","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","London","Heterosexual / straight","575","570","34020","28200"
"In post","2023","20-29","Legal","London","LGBO","60","60","38380","34460"
"In post","2023","20-29","Legal","London","Undeclared","45","45","35850","30160"
"In post","2023","20-29","Legal","London","Unknown","95","95","37420","32540"
"In post","2023","20-29","Legal","Outside London","Heterosexual / straight","910","900","31410","26900"
"In post","2023","20-29","Legal","Outside London","LGBO","115","115","29460","26900"
"In post","2023","20-29","Legal","Outside London","Undeclared","50","50","31560","26900"
"In post","2023","20-29","Legal","Outside London","Unknown","120","115","31650","28080"
"In post","2023","20-29","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","London","Heterosexual / straight","7855","7800","38790","35620"
"In post","2023","20-29","No function","London","LGBO","1230","1225","40600","36980"
"In post","2023","20-29","No function","London","Undeclared","995","990","39880","36180"
"In post","2023","20-29","No function","London","Unknown","3835","3800","37100","34850"
"In post","2023","20-29","No function","Outside London","Heterosexual / straight","23780","23305","27800","27890"
"In post","2023","20-29","No function","Outside London","LGBO","3210","3160","27480","26840"
"In post","2023","20-29","No function","Outside London","Undeclared","1605","1570","28190","27650"
"In post","2023","20-29","No function","Outside London","Unknown","11305","11065","26300","25750"
"In post","2023","20-29","No function","Overseas","Heterosexual / straight","170","170","37520","33640"
"In post","2023","20-29","No function","Overseas","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","No function","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","No function","Overseas","Unknown","70","70","40430","38600"
"In post","2023","20-29","No function","Unknown","Heterosexual / straight","60","60","30220","28120"
"In post","2023","20-29","No function","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Unknown","Unknown","40","40","27820","25750"
"In post","2023","20-29","Project Delivery","London","Heterosexual / straight","585","585","40450","38730"
"In post","2023","20-29","Project Delivery","London","LGBO","75","75","41520","37950"
"In post","2023","20-29","Project Delivery","London","Undeclared","40","40","41620","39790"
"In post","2023","20-29","Project Delivery","London","Unknown","345","345","38250","35570"
"In post","2023","20-29","Project Delivery","Outside London","Heterosexual / straight","1530","1520","33280","32500"
"In post","2023","20-29","Project Delivery","Outside London","LGBO","160","160","32880","31280"
"In post","2023","20-29","Project Delivery","Outside London","Undeclared","100","95","31340","31920"
"In post","2023","20-29","Project Delivery","Outside London","Unknown","485","480","31680","30650"
"In post","2023","20-29","Project Delivery","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","London","Heterosexual / straight","100","100","36780","35410"
"In post","2023","20-29","Property","London","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","London","Unknown","100","100","34530","30590"
"In post","2023","20-29","Property","Outside London","Heterosexual / straight","470","465","29690","27140"
"In post","2023","20-29","Property","Outside London","LGBO","65","65","28330","26020"
"In post","2023","20-29","Property","Outside London","Undeclared","30","30","29520","26980"
"In post","2023","20-29","Property","Outside London","Unknown","330","320","27280","26020"
"In post","2023","20-29","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","London","Heterosexual / straight","135","135","37740","35650"
"In post","2023","20-29","Security","London","LGBO","20","20","[c]","[c]"
"In post","2023","20-29","Security","London","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Security","London","Unknown","95","95","36360","36550"
"In post","2023","20-29","Security","Outside London","Heterosexual / straight","550","545","28680","27500"
"In post","2023","20-29","Security","Outside London","LGBO","65","65","28780","27500"
"In post","2023","20-29","Security","Outside London","Undeclared","30","30","32180","29480"
"In post","2023","20-29","Security","Outside London","Unknown","360","360","27710","27110"
"In post","2023","20-29","Security","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Security","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Unknown","London","Heterosexual / straight","345","345","36210","32960"
"In post","2023","20-29","Unknown","London","LGBO","60","60","35690","32960"
"In post","2023","20-29","Unknown","London","Undeclared","45","45","35530","32960"
"In post","2023","20-29","Unknown","London","Unknown","510","510","30820","30130"
"In post","2023","20-29","Unknown","Outside London","Heterosexual / straight","2345","2320","31750","30440"
"In post","2023","20-29","Unknown","Outside London","LGBO","415","410","31570","29790"
"In post","2023","20-29","Unknown","Outside London","Undeclared","180","180","30840","29450"
"In post","2023","20-29","Unknown","Outside London","Unknown","1560","1535","29930","29100"
"In post","2023","20-29","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Unknown","375","375","32300","32960"
"In post","2023","30-39","Analysis","London","Heterosexual / straight","855","830","55560","55720"
"In post","2023","30-39","Analysis","London","LGBO","80","75","55590","55500"
"In post","2023","30-39","Analysis","London","Undeclared","90","85","55210","56230"
"In post","2023","30-39","Analysis","London","Unknown","155","150","50980","52500"
"In post","2023","30-39","Analysis","Outside London","Heterosexual / straight","1125","1075","42810","39890"
"In post","2023","30-39","Analysis","Outside London","LGBO","135","130","40780","39300"
"In post","2023","30-39","Analysis","Outside London","Undeclared","95","90","43220","40610"
"In post","2023","30-39","Analysis","Outside London","Unknown","340","335","39720","38520"
"In post","2023","30-39","Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","London","Heterosexual / straight","260","255","54890","54700"
"In post","2023","30-39","Commercial","London","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","Commercial","London","Undeclared","20","20","[c]","[c]"
"In post","2023","30-39","Commercial","London","Unknown","80","80","54490","55870"
"In post","2023","30-39","Commercial","Outside London","Heterosexual / straight","980","945","41350","38970"
"In post","2023","30-39","Commercial","Outside London","LGBO","60","60","37460","34690"
"In post","2023","30-39","Commercial","Outside London","Undeclared","80","80","41820","41200"
"In post","2023","30-39","Commercial","Outside London","Unknown","250","245","44210","40580"
"In post","2023","30-39","Commercial","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","London","Heterosexual / straight","440","430","51500","53030"
"In post","2023","30-39","Communications","London","LGBO","65","65","50440","46600"
"In post","2023","30-39","Communications","London","Undeclared","60","60","53290","54090"
"In post","2023","30-39","Communications","London","Unknown","170","170","50530","48050"
"In post","2023","30-39","Communications","Outside London","Heterosexual / straight","335","320","38280","37100"
"In post","2023","30-39","Communications","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","30-39","Communications","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2023","30-39","Communications","Outside London","Unknown","95","90","36840","34300"
"In post","2023","30-39","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","London","Heterosexual / straight","430","420","39080","39110"
"In post","2023","30-39","Counter Fraud","London","LGBO","35","35","43670","39620"
"In post","2023","30-39","Counter Fraud","London","Undeclared","40","40","41600","39450"
"In post","2023","30-39","Counter Fraud","London","Unknown","155","150","37570","33690"
"In post","2023","30-39","Counter Fraud","Outside London","Heterosexual / straight","1945","1865","33080","28130"
