"Status","Year","Age","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","40-49","Unknown","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Outside London","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Outside London","Unknown","75","[c]","39640","35670"
"Leaver CS","2023","40-49","Unknown","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Overseas","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Outside London","Heterosexual / straight","40","[c]","51710","42350"
"Leaver CS","2023","50-59","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Outside London","Heterosexual / straight","50","[c]","27700","27570"
"Leaver CS","2023","50-59","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Outside London","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","Outside London","Heterosexual / straight","35","[c]","23240","21690"
"Leaver CS","2023","50-59","Debt","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","Outside London","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","London","Heterosexual / straight","45","[c]","56500","56430"
"Leaver CS","2023","50-59","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Outside London","Heterosexual / straight","155","[c]","45700","41480"
"Leaver CS","2023","50-59","Digital, Data & Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Outside London","Unknown","90","[c]","44830","47430"
"Leaver CS","2023","50-59","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Outside London","Heterosexual / straight","70","[c]","44730","40580"
"Leaver CS","2023","50-59","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Outside London","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Grants Management","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Grants Management","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","London","Heterosexual / straight","40","[c]","60040","49080"
"Leaver CS","2023","50-59","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Outside London","Heterosexual / straight","185","[c]","33410","29350"
"Leaver CS","2023","50-59","Human Resources","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Outside London","Unknown","45","[c]","37530","30260"
"Leaver CS","2023","50-59","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Overseas","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","London","Heterosexual / straight","35","[c]","54580","58300"
"Leaver CS","2023","50-59","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Outside London","Heterosexual / straight","60","[c]","48280","49050"
"Leaver CS","2023","50-59","Legal","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","London","Heterosexual / straight","440","[c]","46200","36180"
"Leaver CS","2023","50-59","No function","London","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","London","Undeclared","75","[c]","42770","36440"
"Leaver CS","2023","50-59","No function","London","Unknown","230","[c]","44110","31880"
"Leaver CS","2023","50-59","No function","Outside London","Heterosexual / straight","2850","[c]","31300","27570"
"Leaver CS","2023","50-59","No function","Outside London","LGBO","120","[c]","31910","27570"
"Leaver CS","2023","50-59","No function","Outside London","Undeclared","385","[c]","30430","27540"
"Leaver CS","2023","50-59","No function","Outside London","Unknown","1375","[c]","29430","26130"
"Leaver CS","2023","50-59","No function","Overseas","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Outside London","Heterosexual / straight","105","[c]","48650","42230"
"Leaver CS","2023","50-59","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Outside London","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Outside London","Heterosexual / straight","70","[c]","36880","33990"
"Leaver CS","2023","50-59","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Outside London","Heterosexual / straight","150","[c]","36010","34320"
"Leaver CS","2023","50-59","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Outside London","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Outside London","Unknown","40","[c]","29980","27460"
"Leaver CS","2023","50-59","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","London","Heterosexual / straight","75","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Outside London","Heterosexual / straight","180","[c]","49250","47470"
"Leaver CS","2023","50-59","Unknown","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Outside London","Unknown","95","[c]","41890","41500"
"Leaver CS","2023","50-59","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","Unknown","30","[c]","41820","41480"
"Leaver CS","2023","60-64","Analysis","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Outside London","Heterosexual / straight","35","[c]","45390","42620"
"Leaver CS","2023","60-64","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","London","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Outside London","Heterosexual / straight","40","[c]","29030","28120"
"Leaver CS","2023","60-64","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Outside London","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","Outside London","Heterosexual / straight","35","[c]","23870","21690"
"Leaver CS","2023","60-64","Debt","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","Outside London","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Outside London","Heterosexual / straight","70","[c]","41090","38480"
"Leaver CS","2023","60-64","Digital, Data & Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Outside London","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Outside London","Heterosexual / straight","60","[c]","41670","38470"
"Leaver CS","2023","60-64","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Outside London","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Grants Management","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Grants Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Grants Management","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Outside London","Heterosexual / straight","170","[c]","30740","28120"
"Leaver CS","2023","60-64","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Outside London","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Outside London","Heterosexual / straight","45","[c]","49080","50180"
"Leaver CS","2023","60-64","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","London","Heterosexual / straight","325","[c]","46070","36310"
"Leaver CS","2023","60-64","No function","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","London","Undeclared","45","[c]","41500","36150"
"Leaver CS","2023","60-64","No function","London","Unknown","115","[c]","43080","32650"
"Leaver CS","2023","60-64","No function","Outside London","Heterosexual / straight","1945","[c]","31480","27570"
"Leaver CS","2023","60-64","No function","Outside London","LGBO","50","[c]","35600","27570"
"Leaver CS","2023","60-64","No function","Outside London","Undeclared","325","[c]","30390","27450"
"Leaver CS","2023","60-64","No function","Outside London","Unknown","975","[c]","29540","26650"
"Leaver CS","2023","60-64","No function","Overseas","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Outside London","Heterosexual / straight","80","[c]","52040","44990"
"Leaver CS","2023","60-64","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Outside London","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Outside London","Heterosexual / straight","80","[c]","37040","35020"
"Leaver CS","2023","60-64","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
