"Status","Year","Profession_of_post","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Internal Audit","Outside London","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Internal Audit","Outside London","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Internal Audit","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Outside London","SEO/HEO","Heterosexual / straight","260","240","40840","41780"
"In post","2023","Internal Audit","Outside London","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Internal Audit","Outside London","SEO/HEO","Undeclared","30","30","[c]","[c]"
"In post","2023","Internal Audit","Outside London","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2023","Internal Audit","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","SEO/HEO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Internal Audit","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","London","EO","Heterosexual / straight","45","45","29890","29280"
"In post","2023","International Trade","London","EO","LGBO","5","5","[c]","[c]"
"In post","2023","International Trade","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","London","EO","Unknown","25","25","[c]","[c]"
"In post","2023","International Trade","London","G6/G7","Heterosexual / straight","360","350","59820","56060"
"In post","2023","International Trade","London","G6/G7","LGBO","45","45","58450","56000"
"In post","2023","International Trade","London","G6/G7","Undeclared","45","45","59200","55500"
"In post","2023","International Trade","London","G6/G7","Unknown","150","150","58730","55500"
"In post","2023","International Trade","London","SCS level","Heterosexual / straight","65","65","84990","76700"
"In post","2023","International Trade","London","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","International Trade","London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","International Trade","London","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","International Trade","London","SEO/HEO","Heterosexual / straight","375","375","39360","41550"
"In post","2023","International Trade","London","SEO/HEO","LGBO","50","50","39270","41550"
"In post","2023","International Trade","London","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2023","International Trade","London","SEO/HEO","Unknown","170","170","39220","41550"
"In post","2023","International Trade","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","Outside London","EO","Heterosexual / straight","30","30","26520","26840"
"In post","2023","International Trade","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","Outside London","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","International Trade","Outside London","EO","Unknown","15","10","[c]","[c]"
"In post","2023","International Trade","Outside London","G6/G7","Heterosexual / straight","85","85","56410","53980"
"In post","2023","International Trade","Outside London","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","International Trade","Outside London","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","International Trade","Outside London","G6/G7","Unknown","40","40","54430","52330"
"In post","2023","International Trade","Outside London","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","International Trade","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","Outside London","SEO/HEO","Heterosexual / straight","250","245","38810","38720"
"In post","2023","International Trade","Outside London","SEO/HEO","LGBO","20","15","[c]","[c]"
"In post","2023","International Trade","Outside London","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","International Trade","Outside London","SEO/HEO","Unknown","90","90","39580","39780"
"In post","2023","International Trade","Overseas","G6/G7","Heterosexual / straight","65","65","58540","57720"
"In post","2023","International Trade","Overseas","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","International Trade","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","Overseas","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2023","International Trade","Overseas","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","International Trade","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","Overseas","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","International Trade","Overseas","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","International Trade","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","Overseas","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","AA/AO","Heterosexual / straight","50","50","26130","26560"
"In post","2023","Knowledge and Information Management","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","AA/AO","Undeclared","10","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","EO","Heterosexual / straight","100","100","30540","30880"
"In post","2023","Knowledge and Information Management","London","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","EO","Unknown","30","30","30400","31270"
"In post","2023","Knowledge and Information Management","London","G6/G7","Heterosexual / straight","125","115","60650","59290"
"In post","2023","Knowledge and Information Management","London","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","G6/G7","Unknown","40","40","60330","58640"
"In post","2023","Knowledge and Information Management","London","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","SEO/HEO","Heterosexual / straight","230","225","39320","39110"
"In post","2023","Knowledge and Information Management","London","SEO/HEO","LGBO","35","35","38070","38040"
"In post","2023","Knowledge and Information Management","London","SEO/HEO","Undeclared","45","40","40210","39600"
"In post","2023","Knowledge and Information Management","London","SEO/HEO","Unknown","75","70","38980","38500"
"In post","2023","Knowledge and Information Management","Outside London","AA/AO","Heterosexual / straight","240","230","22550","22220"
"In post","2023","Knowledge and Information Management","Outside London","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2023","Knowledge and Information Management","Outside London","AA/AO","Undeclared","35","35","22840","22220"
"In post","2023","Knowledge and Information Management","Outside London","AA/AO","Unknown","40","40","22290","22220"
"In post","2023","Knowledge and Information Management","Outside London","EO","Heterosexual / straight","330","315","27630","27470"
"In post","2023","Knowledge and Information Management","Outside London","EO","LGBO","25","25","[c]","[c]"
"In post","2023","Knowledge and Information Management","Outside London","EO","Undeclared","65","60","28200","27810"
"In post","2023","Knowledge and Information Management","Outside London","EO","Unknown","55","50","27780","27590"
"In post","2023","Knowledge and Information Management","Outside London","G6/G7","Heterosexual / straight","135","120","56490","55850"
"In post","2023","Knowledge and Information Management","Outside London","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","Outside London","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2023","Knowledge and Information Management","Outside London","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","Knowledge and Information Management","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Outside London","SEO/HEO","Heterosexual / straight","470","455","36310","34300"
"In post","2023","Knowledge and Information Management","Outside London","SEO/HEO","LGBO","30","30","[c]","[c]"
"In post","2023","Knowledge and Information Management","Outside London","SEO/HEO","Undeclared","80","80","37300","36300"
"In post","2023","Knowledge and Information Management","Outside London","SEO/HEO","Unknown","65","60","35940","34170"
"In post","2023","Knowledge and Information Management","Outside London","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Knowledge and Information Management","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","London","AA/AO","Heterosexual / straight","30","30","25860","26920"
"In post","2023","Legal","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","London","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","Legal","London","EO","Heterosexual / straight","325","315","31660","32540"
"In post","2023","Legal","London","EO","LGBO","20","20","[c]","[c]"
"In post","2023","Legal","London","EO","Undeclared","40","40","31710","32540"
"In post","2023","Legal","London","EO","Unknown","115","105","32140","32540"
"In post","2023","Legal","London","G6/G7","Heterosexual / straight","1985","1855","62320","63040"
"In post","2023","Legal","London","G6/G7","LGBO","155","150","62820","61920"
"In post","2023","Legal","London","G6/G7","Undeclared","240","225","64950","65650"
"In post","2023","Legal","London","G6/G7","Unknown","610","560","65170","65650"
"In post","2023","Legal","London","SCS level","Heterosexual / straight","230","215","90820","84160"
"In post","2023","Legal","London","SCS level","LGBO","25","25","[c]","[c]"
"In post","2023","Legal","London","SCS level","Undeclared","25","25","[c]","[c]"
"In post","2023","Legal","London","SCS level","Unknown","70","70","88300","82340"
"In post","2023","Legal","London","SEO/HEO","Heterosexual / straight","450","435","42170","40800"
"In post","2023","Legal","London","SEO/HEO","LGBO","35","35","42980","44410"
"In post","2023","Legal","London","SEO/HEO","Undeclared","75","75","44430","45230"
"In post","2023","Legal","London","SEO/HEO","Unknown","185","180","42070","42060"
"In post","2023","Legal","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Outside London","AA/AO","Heterosexual / straight","110","95","22660","22520"
"In post","2023","Legal","Outside London","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","Legal","Outside London","AA/AO","Undeclared","15","10","[c]","[c]"
"In post","2023","Legal","Outside London","AA/AO","Unknown","50","40","22950","22520"
"In post","2023","Legal","Outside London","EO","Heterosexual / straight","520","495","28220","28130"
"In post","2023","Legal","Outside London","EO","LGBO","45","45","27930","27890"
"In post","2023","Legal","Outside London","EO","Undeclared","65","55","28750","28130"
"In post","2023","Legal","Outside London","EO","Unknown","230","220","28230","28130"
"In post","2023","Legal","Outside London","G6/G7","Heterosexual / straight","2840","2655","58290","56450"
"In post","2023","Legal","Outside London","G6/G7","LGBO","130","125","58380","56450"
"In post","2023","Legal","Outside London","G6/G7","Undeclared","190","175","60400","58820"
"In post","2023","Legal","Outside London","G6/G7","Unknown","690","615","59790","56630"
"In post","2023","Legal","Outside London","SCS level","Heterosexual / straight","90","85","90370","85520"
"In post","2023","Legal","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Outside London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Legal","Outside London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Legal","Outside London","SEO/HEO","Heterosexual / straight","1290","1195","38880","38760"
"In post","2023","Legal","Outside London","SEO/HEO","LGBO","50","50","36830","37330"
"In post","2023","Legal","Outside London","SEO/HEO","Undeclared","205","185","40490","40570"
"In post","2023","Legal","Outside London","SEO/HEO","Unknown","355","335","38550","37680"
"In post","2023","Legal","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Overseas","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Legal","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","London","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Medicine","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","London","EO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Medicine","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","London","G6/G7","Heterosexual / straight","70","60","64930","63590"
"In post","2023","Medicine","London","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Medicine","London","G6/G7","Undeclared","25","20","[c]","[c]"
"In post","2023","Medicine","London","G6/G7","Unknown","25","15","[c]","[c]"
"In post","2023","Medicine","London","SCS level","Heterosexual / straight","60","50","108600","106560"
"In post","2023","Medicine","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","London","SCS level","Undeclared","15","10","[c]","[c]"
"In post","2023","Medicine","London","SCS level","Unknown","40","35","115280","101740"
"In post","2023","Medicine","London","SEO/HEO","Heterosexual / straight","50","45","42110","41950"
"In post","2023","Medicine","London","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Medicine","London","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Medicine","London","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Medicine","Outside London","AA/AO","Heterosexual / straight","190","175","24680","24680"
"In post","2023","Medicine","Outside London","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Medicine","Outside London","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2023","Medicine","Outside London","AA/AO","Unknown","90","80","22490","23180"
"In post","2023","Medicine","Outside London","EO","Heterosexual / straight","210","190","32540","32930"
"In post","2023","Medicine","Outside London","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Medicine","Outside London","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Medicine","Outside London","EO","Unknown","50","45","32830","32930"
"In post","2023","Medicine","Outside London","G6/G7","Heterosexual / straight","430","375","77760","80150"
"In post","2023","Medicine","Outside London","G6/G7","LGBO","10","5","[c]","[c]"
"In post","2023","Medicine","Outside London","G6/G7","Undeclared","50","40","78330","81660"
"In post","2023","Medicine","Outside London","G6/G7","Unknown","110","85","79050","84030"
"In post","2023","Medicine","Outside London","SCS level","Heterosexual / straight","130","110","111030","109330"
"In post","2023","Medicine","Outside London","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Medicine","Outside London","SCS level","Undeclared","25","25","[c]","[c]"
"In post","2023","Medicine","Outside London","SCS level","Unknown","40","35","118190","119130"
"In post","2023","Medicine","Outside London","SEO/HEO","Heterosexual / straight","510","455","41490","40590"
"In post","2023","Medicine","Outside London","SEO/HEO","LGBO","15","10","[c]","[c]"
"In post","2023","Medicine","Outside London","SEO/HEO","Undeclared","55","50","42330","40590"
"In post","2023","Medicine","Outside London","SEO/HEO","Unknown","115","105","40400","40590"
"In post","2023","Medicine","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Medicine","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Medicine","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Medicine","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","London","AA/AO","Heterosexual / straight","5910","5445","27620","26400"
"In post","2023","Operational Delivery","London","AA/AO","LGBO","300","290","29100","26630"
"In post","2023","Operational Delivery","London","AA/AO","Undeclared","785","705","26640","25610"
"In post","2023","Operational Delivery","London","AA/AO","Unknown","2665","2485","27910","26400"
"In post","2023","Operational Delivery","London","EO","Heterosexual / straight","8055","7535","31870","31950"
"In post","2023","Operational Delivery","London","EO","LGBO","400","390","32050","32520"
"In post","2023","Operational Delivery","London","EO","Undeclared","1120","1020","31680","31310"
"In post","2023","Operational Delivery","London","EO","Unknown","2595","2430","31420","30960"
"In post","2023","Operational Delivery","London","G6/G7","Heterosexual / straight","1695","1650","63390","60750"
"In post","2023","Operational Delivery","London","G6/G7","LGBO","135","135","61040","59290"
"In post","2023","Operational Delivery","London","G6/G7","Undeclared","225","215","64730","63270"
"In post","2023","Operational Delivery","London","G6/G7","Unknown","385","370","62400","61190"
"In post","2023","Operational Delivery","London","SCS level","Heterosexual / straight","290","285","96170","86700"
"In post","2023","Operational Delivery","London","SCS level","LGBO","20","20","[c]","[c]"
"In post","2023","Operational Delivery","London","SCS level","Undeclared","25","25","[c]","[c]"
"In post","2023","Operational Delivery","London","SCS level","Unknown","70","65","98940","94870"
"In post","2023","Operational Delivery","London","SEO/HEO","Heterosexual / straight","5270","5125","40930","39790"
"In post","2023","Operational Delivery","London","SEO/HEO","LGBO","335","330","40640","40210"
"In post","2023","Operational Delivery","London","SEO/HEO","Undeclared","700","670","40940","39780"
"In post","2023","Operational Delivery","London","SEO/HEO","Unknown","1125","1090","40240","39450"
"In post","2023","Operational Delivery","London","Unknown","Heterosexual / straight","1725","1650","35530","33820"
"In post","2023","Operational Delivery","London","Unknown","LGBO","125","120","36540","34820"
"In post","2023","Operational Delivery","London","Unknown","Undeclared","175","165","37500","34210"
"In post","2023","Operational Delivery","London","Unknown","Unknown","380","350","31850","29300"
"In post","2023","Operational Delivery","Outside London","AA/AO","Heterosexual / straight","62640","55990","24030","22500"
"In post","2023","Operational Delivery","Outside London","AA/AO","LGBO","4305","4100","24540","22520"
"In post","2023","Operational Delivery","Outside London","AA/AO","Undeclared","7595","6585","23430","22400"
"In post","2023","Operational Delivery","Outside London","AA/AO","Unknown","24825","22105","23790","22520"
"In post","2023","Operational Delivery","Outside London","EO","Heterosexual / straight","49850","45615","28610","28120"
"In post","2023","Operational Delivery","Outside London","EO","LGBO","3040","2920","28620","28120"
"In post","2023","Operational Delivery","Outside London","EO","Undeclared","6180","5540","28600","28120"
"In post","2023","Operational Delivery","Outside London","EO","Unknown","15540","14220","28760","28120"
"In post","2023","Operational Delivery","Outside London","G6/G7","Heterosexual / straight","4955","4825","58760","56180"
"In post","2023","Operational Delivery","Outside London","G6/G7","LGBO","240","235","57470","55320"
"In post","2023","Operational Delivery","Outside London","G6/G7","Undeclared","485","470","59610","56310"
"In post","2023","Operational Delivery","Outside London","G6/G7","Unknown","750","735","58090","55780"
"In post","2023","Operational Delivery","Outside London","SCS level","Heterosexual / straight","375","365","89170","81600"
"In post","2023","Operational Delivery","Outside London","SCS level","LGBO","20","20","[c]","[c]"
"In post","2023","Operational Delivery","Outside London","SCS level","Undeclared","30","30","[c]","[c]"
"In post","2023","Operational Delivery","Outside London","SCS level","Unknown","60","55","88530","79980"
"In post","2023","Operational Delivery","Outside London","SEO/HEO","Heterosexual / straight","27080","25785","37490","35000"
"In post","2023","Operational Delivery","Outside London","SEO/HEO","LGBO","1570","1530","37000","35000"
"In post","2023","Operational Delivery","Outside London","SEO/HEO","Undeclared","3205","3030","37860","35020"
"In post","2023","Operational Delivery","Outside London","SEO/HEO","Unknown","4790","4565","36950","35000"
"In post","2023","Operational Delivery","Outside London","Unknown","Heterosexual / straight","14390","13390","30430","29050"
"In post","2023","Operational Delivery","Outside London","Unknown","LGBO","1135","1105","28900","25300"
"In post","2023","Operational Delivery","Outside London","Unknown","Undeclared","1060","970","32110","29920"
"In post","2023","Operational Delivery","Outside London","Unknown","Unknown","2900","2620","27600","25970"
"In post","2023","Operational Delivery","Overseas","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","EO","Heterosexual / straight","35","35","38860","38310"
"In post","2023","Operational Delivery","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","SEO/HEO","Heterosexual / straight","135","135","46120","47380"
"In post","2023","Operational Delivery","Overseas","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Operational Delivery","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","AA/AO","Heterosexual / straight","105","100","23950","21780"
"In post","2023","Operational Delivery","Unknown","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","AA/AO","Unknown","55","55","23280","22400"
"In post","2023","Operational Delivery","Unknown","EO","Heterosexual / straight","200","185","28510","28120"
"In post","2023","Operational Delivery","Unknown","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","EO","Undeclared","45","40","28770","28120"
"In post","2023","Operational Delivery","Unknown","EO","Unknown","50","45","28810","28120"
"In post","2023","Operational Delivery","Unknown","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","SEO/HEO","Heterosexual / straight","85","80","43340","45610"
"In post","2023","Operational Delivery","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
