"Status","Year","Region_ITL3","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Greater Manchester South West","Outside London","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2023","Greater Manchester South West","Outside London","Unknown","Unknown","40","35","25750","24570"
"In post","2023","Gwent Valleys","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","AO","Heterosexual / straight","100","95","23180","21780"
"In post","2023","Gwent Valleys","Outside London","AO","LGBO","10","10","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","AO","Unknown","20","20","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","EO","Heterosexual / straight","205","175","28390","28120"
"In post","2023","Gwent Valleys","Outside London","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","EO","Undeclared","30","25","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","EO","Unknown","30","30","28180","28120"
"In post","2023","Gwent Valleys","Outside London","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","HEO","Heterosexual / straight","75","70","37060","39690"
"In post","2023","Gwent Valleys","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","SEO","Heterosexual / straight","60","55","46340","49370"
"In post","2023","Gwent Valleys","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","Unknown","Heterosexual / straight","95","85","30890","29050"
"In post","2023","Gwent Valleys","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Gwent Valleys","Outside London","Unknown","Unknown","10","5","[c]","[c]"
"In post","2023","Gwynedd","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Gwynedd","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Gwynedd","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Gwynedd","Outside London","AO","Heterosexual / straight","215","195","22290","21690"
"In post","2023","Gwynedd","Outside London","AO","LGBO","15","10","[c]","[c]"
"In post","2023","Gwynedd","Outside London","AO","Undeclared","40","35","22270","21690"
"In post","2023","Gwynedd","Outside London","AO","Unknown","75","65","21850","21690"
"In post","2023","Gwynedd","Outside London","EO","Heterosexual / straight","170","160","28210","28120"
"In post","2023","Gwynedd","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Gwynedd","Outside London","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","Gwynedd","Outside London","EO","Unknown","35","30","27990","28120"
"In post","2023","Gwynedd","Outside London","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Gwynedd","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Gwynedd","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Gwynedd","Outside London","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Gwynedd","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Gwynedd","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Gwynedd","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Gwynedd","Outside London","HEO","Heterosexual / straight","50","50","35080","34170"
"In post","2023","Gwynedd","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Gwynedd","Outside London","HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Gwynedd","Outside London","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Gwynedd","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Gwynedd","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Gwynedd","Outside London","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Gwynedd","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Gwynedd","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Gwynedd","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Gwynedd","Outside London","Unknown","Heterosexual / straight","80","75","29720","27940"
"In post","2023","Gwynedd","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Gwynedd","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Gwynedd","Outside London","Unknown","Unknown","20","15","[c]","[c]"
"In post","2023","Hackney and Newham","London","AA","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Hackney and Newham","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Hackney and Newham","London","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Hackney and Newham","London","AA","Unknown","5","5","[c]","[c]"
"In post","2023","Hackney and Newham","London","AO","Heterosexual / straight","475","420","26350","26920"
"In post","2023","Hackney and Newham","London","AO","LGBO","10","10","[c]","[c]"
"In post","2023","Hackney and Newham","London","AO","Undeclared","70","65","26090","26400"
"In post","2023","Hackney and Newham","London","AO","Unknown","360","325","26510","26920"
"In post","2023","Hackney and Newham","London","EO","Heterosexual / straight","1120","1045","32340","32520"
"In post","2023","Hackney and Newham","London","EO","LGBO","55","50","32660","32520"
"In post","2023","Hackney and Newham","London","EO","Undeclared","160","145","32300","32520"
"In post","2023","Hackney and Newham","London","EO","Unknown","605","565","32450","32530"
"In post","2023","Hackney and Newham","London","G6","Heterosexual / straight","255","240","77860","78600"
"In post","2023","Hackney and Newham","London","G6","LGBO","20","20","[c]","[c]"
"In post","2023","Hackney and Newham","London","G6","Undeclared","35","30","78730","80380"
"In post","2023","Hackney and Newham","London","G6","Unknown","80","80","77820","78600"
"In post","2023","Hackney and Newham","London","G7","Heterosexual / straight","585","560","64210","65230"
"In post","2023","Hackney and Newham","London","G7","LGBO","45","45","63710","65230"
"In post","2023","Hackney and Newham","London","G7","Undeclared","85","85","64330","65230"
"In post","2023","Hackney and Newham","London","G7","Unknown","220","215","63170","65230"
"In post","2023","Hackney and Newham","London","HEO","Heterosexual / straight","1045","1010","39490","39790"
"In post","2023","Hackney and Newham","London","HEO","LGBO","65","65","39200","39450"
"In post","2023","Hackney and Newham","London","HEO","Undeclared","145","135","39740","39790"
"In post","2023","Hackney and Newham","London","HEO","Unknown","545","530","39310","39790"
"In post","2023","Hackney and Newham","London","SCS level","Heterosexual / straight","70","65","89140","85000"
"In post","2023","Hackney and Newham","London","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","Hackney and Newham","London","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","Hackney and Newham","London","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","Hackney and Newham","London","SEO","Heterosexual / straight","655","635","46130","45960"
"In post","2023","Hackney and Newham","London","SEO","LGBO","30","30","45760","45950"
"In post","2023","Hackney and Newham","London","SEO","Undeclared","85","80","46220","45960"
"In post","2023","Hackney and Newham","London","SEO","Unknown","260","250","45980","45950"
"In post","2023","Hackney and Newham","London","Unknown","Heterosexual / straight","85","85","33430","33050"
"In post","2023","Hackney and Newham","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Hackney and Newham","London","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","Hackney and Newham","London","Unknown","Unknown","30","25","[c]","[c]"
"In post","2023","Haringey and Islington","London","AA","Heterosexual / straight","45","40","24810","23670"
"In post","2023","Haringey and Islington","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Haringey and Islington","London","AA","Undeclared","10","10","[c]","[c]"
"In post","2023","Haringey and Islington","London","AA","Unknown","30","30","25390","23670"
"In post","2023","Haringey and Islington","London","AO","Heterosexual / straight","360","345","30900","32920"
"In post","2023","Haringey and Islington","London","AO","LGBO","30","25","[c]","[c]"
"In post","2023","Haringey and Islington","London","AO","Undeclared","35","35","29630","25600"
"In post","2023","Haringey and Islington","London","AO","Unknown","115","110","32960","35590"
"In post","2023","Haringey and Islington","London","EO","Heterosexual / straight","285","265","33020","32520"
"In post","2023","Haringey and Islington","London","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Haringey and Islington","London","EO","Undeclared","35","30","32680","32520"
"In post","2023","Haringey and Islington","London","EO","Unknown","105","95","32680","32520"
"In post","2023","Haringey and Islington","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Haringey and Islington","London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Haringey and Islington","London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Haringey and Islington","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Haringey and Islington","London","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Haringey and Islington","London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Haringey and Islington","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Haringey and Islington","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Haringey and Islington","London","HEO","Heterosexual / straight","75","75","39430","38630"
"In post","2023","Haringey and Islington","London","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Haringey and Islington","London","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Haringey and Islington","London","HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Haringey and Islington","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Haringey and Islington","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Haringey and Islington","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Haringey and Islington","London","SEO","Heterosexual / straight","50","50","48510","46410"
"In post","2023","Haringey and Islington","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Haringey and Islington","London","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Haringey and Islington","London","SEO","Unknown","10","10","[c]","[c]"
"In post","2023","Haringey and Islington","London","Unknown","Heterosexual / straight","165","160","35240","34820"
"In post","2023","Haringey and Islington","London","Unknown","LGBO","15","10","[c]","[c]"
"In post","2023","Haringey and Islington","London","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2023","Haringey and Islington","London","Unknown","Unknown","45","40","31870","29980"
"In post","2023","Harrow and Hillingdon","London","AA","Heterosexual / straight","40","35","23840","23500"
"In post","2023","Harrow and Hillingdon","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Harrow and Hillingdon","London","AA","Undeclared","5","5","[c]","[c]"
"In post","2023","Harrow and Hillingdon","London","AA","Unknown","15","10","[c]","[c]"
"In post","2023","Harrow and Hillingdon","London","AO","Heterosexual / straight","375","345","26340","26400"
"In post","2023","Harrow and Hillingdon","London","AO","LGBO","15","15","[c]","[c]"
"In post","2023","Harrow and Hillingdon","London","AO","Undeclared","60","55","25920","26400"
"In post","2023","Harrow and Hillingdon","London","AO","Unknown","160","155","26210","26400"
"In post","2023","Harrow and Hillingdon","London","EO","Heterosexual / straight","1330","1190","30960","30200"
"In post","2023","Harrow and Hillingdon","London","EO","LGBO","35","35","30770","30200"
"In post","2023","Harrow and Hillingdon","London","EO","Undeclared","215","185","30980","30410"
"In post","2023","Harrow and Hillingdon","London","EO","Unknown","470","445","30560","29890"
"In post","2023","Harrow and Hillingdon","London","G6","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Harrow and Hillingdon","London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Harrow and Hillingdon","London","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","Harrow and Hillingdon","London","G6","Unknown","10","5","[c]","[c]"
"In post","2023","Harrow and Hillingdon","London","G7","Heterosexual / straight","50","50","59880","59400"
"In post","2023","Harrow and Hillingdon","London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Harrow and Hillingdon","London","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Harrow and Hillingdon","London","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Harrow and Hillingdon","London","HEO","Heterosexual / straight","380","360","36790","36180"
"In post","2023","Harrow and Hillingdon","London","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Harrow and Hillingdon","London","HEO","Undeclared","60","55","36920","36310"
"In post","2023","Harrow and Hillingdon","London","HEO","Unknown","35","30","37850","37450"
"In post","2023","Harrow and Hillingdon","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Harrow and Hillingdon","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Harrow and Hillingdon","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Harrow and Hillingdon","London","SEO","Heterosexual / straight","170","160","44040","43420"
"In post","2023","Harrow and Hillingdon","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Harrow and Hillingdon","London","SEO","Undeclared","40","35","44430","43680"
"In post","2023","Harrow and Hillingdon","London","SEO","Unknown","15","15","[c]","[c]"
"In post","2023","Harrow and Hillingdon","London","Unknown","Heterosexual / straight","45","40","33990","33050"
"In post","2023","Harrow and Hillingdon","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Harrow and Hillingdon","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Harrow and Hillingdon","London","Unknown","Unknown","10","5","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","AA","Heterosexual / straight","90","80","23060","23230"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","AA","LGBO","10","10","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","AA","Unknown","10","10","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","AO","Heterosexual / straight","410","380","28410","28880"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","AO","LGBO","25","20","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","AO","Undeclared","30","30","26960","25340"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","AO","Unknown","65","60","27690","28880"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","EO","Heterosexual / straight","235","210","29480","28120"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","EO","Unknown","50","45","29000","28120"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","G7","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","HEO","Heterosexual / straight","85","80","35510","34170"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","SEO","Heterosexual / straight","45","40","46750","45060"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","Unknown","Heterosexual / straight","180","170","30350","29050"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","Hartlepool and Stockton-on-Tees","Outside London","Unknown","Unknown","15","10","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","AA","Heterosexual / straight","70","55","22010","23230"
"In post","2023","Heart of Essex","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","AA","Undeclared","5","5","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","AA","Unknown","25","25","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","AO","Heterosexual / straight","255","245","28170","28880"
"In post","2023","Heart of Essex","Outside London","AO","LGBO","15","15","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","AO","Undeclared","25","20","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","AO","Unknown","70","65","28580","28880"
"In post","2023","Heart of Essex","Outside London","EO","Heterosexual / straight","200","195","31010","31280"
"In post","2023","Heart of Essex","Outside London","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","EO","Undeclared","30","30","29530","28520"
"In post","2023","Heart of Essex","Outside London","EO","Unknown","40","40","30340","30560"
"In post","2023","Heart of Essex","Outside London","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","G7","Heterosexual / straight","85","80","58450","55170"
"In post","2023","Heart of Essex","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","G7","Unknown","15","10","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","HEO","Heterosexual / straight","75","70","34850","33850"
"In post","2023","Heart of Essex","Outside London","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","SEO","Heterosexual / straight","65","65","44550","41650"
"In post","2023","Heart of Essex","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","SEO","Unknown","10","10","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","Unknown","Heterosexual / straight","120","110","30490","26840"
"In post","2023","Heart of Essex","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Heart of Essex","Outside London","Unknown","Unknown","30","25","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","AA","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","AA","Unknown","10","10","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","AO","Heterosexual / straight","120","115","26880","22220"
"In post","2023","Herefordshire, County of","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","AO","Unknown","45","45","25780","22220"
"In post","2023","Herefordshire, County of","Outside London","EO","Heterosexual / straight","100","95","28340","27930"
"In post","2023","Herefordshire, County of","Outside London","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","EO","Unknown","30","30","28130","27640"
"In post","2023","Herefordshire, County of","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","HEO","Heterosexual / straight","35","30","34730","34170"
"In post","2023","Herefordshire, County of","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Herefordshire, County of","Outside London","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Hertfordshire CC","Outside London","AA","Heterosexual / straight","95","85","22610","23230"
"In post","2023","Hertfordshire CC","Outside London","AA","LGBO","5","5","[c]","[c]"
"In post","2023","Hertfordshire CC","Outside London","AA","Undeclared","15","15","[c]","[c]"
"In post","2023","Hertfordshire CC","Outside London","AA","Unknown","20","15","[c]","[c]"
"In post","2023","Hertfordshire CC","Outside London","AO","Heterosexual / straight","385","355","28090","25610"
"In post","2023","Hertfordshire CC","Outside London","AO","LGBO","25","20","[c]","[c]"
"In post","2023","Hertfordshire CC","Outside London","AO","Undeclared","45","40","26630","25610"
"In post","2023","Hertfordshire CC","Outside London","AO","Unknown","100","90","27170","25610"
"In post","2023","Hertfordshire CC","Outside London","EO","Heterosexual / straight","580","540","31460","31280"
"In post","2023","Hertfordshire CC","Outside London","EO","LGBO","30","30","31850","31280"
"In post","2023","Hertfordshire CC","Outside London","EO","Undeclared","75","75","31620","31280"
"In post","2023","Hertfordshire CC","Outside London","EO","Unknown","130","115","30950","31280"
"In post","2023","Hertfordshire CC","Outside London","G6","Heterosexual / straight","75","70","69990","70000"
"In post","2023","Hertfordshire CC","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Hertfordshire CC","Outside London","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","Hertfordshire CC","Outside London","G6","Unknown","10","10","[c]","[c]"
"In post","2023","Hertfordshire CC","Outside London","G7","Heterosexual / straight","195","185","59030","56460"
"In post","2023","Hertfordshire CC","Outside London","G7","LGBO","10","10","[c]","[c]"
"In post","2023","Hertfordshire CC","Outside London","G7","Undeclared","20","20","[c]","[c]"
"In post","2023","Hertfordshire CC","Outside London","G7","Unknown","50","50","59680","59870"
"In post","2023","Hertfordshire CC","Outside London","HEO","Heterosexual / straight","280","270","37350","37690"
"In post","2023","Hertfordshire CC","Outside London","HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Hertfordshire CC","Outside London","HEO","Undeclared","25","25","[c]","[c]"
"In post","2023","Hertfordshire CC","Outside London","HEO","Unknown","40","40","38110","37850"
"In post","2023","Hertfordshire CC","Outside London","SCS level","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Hertfordshire CC","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Hertfordshire CC","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Hertfordshire CC","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Hertfordshire CC","Outside London","SEO","Heterosexual / straight","255","245","44350","43760"
"In post","2023","Hertfordshire CC","Outside London","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","Hertfordshire CC","Outside London","SEO","Undeclared","35","35","44440","45540"
"In post","2023","Hertfordshire CC","Outside London","SEO","Unknown","45","40","45100","45750"
"In post","2023","Hertfordshire CC","Outside London","Unknown","Heterosexual / straight","165","155","31920","30810"
"In post","2023","Hertfordshire CC","Outside London","Unknown","LGBO","10","10","[c]","[c]"
