"Status","Year","Disability","Organisation","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Central Scotland","20","20","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Midlands","15","15","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Yorkshire","15","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","10","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cumbria","30","25","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Devon","30","30","27410","25920"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Anglia","15","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Wales","20","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","30","30","31400","26400"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Highlands and Islands","5","5","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Lancashire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North Yorkshire","45","45","28040","25920"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outer London - West and North West","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Southern Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","95","90","32970","29150"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","25","25","[c]","[c]"
"In post","2023","Declared disabled","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Attorney General's Office","Attorney General's Departments","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Department for Digital, Culture, Media and Sport","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Department for Digital, Culture, Media and Sport","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Department for Digital, Culture, Media and Sport","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Department for Digital, Culture, Media and Sport","Inner London - West","5","5","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Department for Digital, Culture, Media and Sport","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Building Digital UK","Department for Digital, Culture, Media and Sport","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","East Anglia","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","East Wales","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Greater Manchester","35","35","47320","41050"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Inner London - East","165","160","52110","56430"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Inner London - West","260","255","48330","41870"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Merseyside","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","North Yorkshire","95","90","34600","34020"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Northumberland, and Tyne and Wear","65","60","28270","24860"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","South Yorkshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","West Central Scotland","50","45","39780","33020"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cabinet Office (excl. agencies)","Cabinet Office","West Yorkshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","East Wales","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Eastern Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Greater Manchester","20","20","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Inner London - East","15","15","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Inner London - West","200","200","30860","30130"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","North Yorkshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","West Central Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","West Midlands","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Civil Service Fast Stream","Cabinet Office","West Yorkshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Dorset and Somerset","15","15","[c]","[c]"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","East Anglia","35","35","32540","30320"
"In post","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Charity Commission","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Charity Commission","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Charity Commission","Inner London - West","5","5","[c]","[c]"
"In post","2023","Declared disabled","Charity Commission","Charity Commission","Merseyside","25","25","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","East Wales","100","90","31750","25700"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Companies House","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","Inner London - East","45","45","55100","44310"
"In post","2023","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Competition and Markets Authority","Competition and Markets Authority","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","Ministry of Justice","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","Ministry of Justice","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Criminal Injuries Compensation Authority","Ministry of Justice","West Central Scotland","45","40","25310","25830"
"In post","2023","Declared disabled","Crown Commercial Service","Cabinet Office","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Cabinet Office","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Cabinet Office","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Cabinet Office","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Cabinet Office","East Anglia","10","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Cabinet Office","East Wales","10","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Cabinet Office","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Cabinet Office","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Cabinet Office","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Cabinet Office","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Cabinet Office","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Cabinet Office","Merseyside","35","35","39660","39860"
"In post","2023","Declared disabled","Crown Commercial Service","Cabinet Office","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Cabinet Office","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Cabinet Office","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Cabinet Office","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Cabinet Office","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Cabinet Office","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Cabinet Office","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Cabinet Office","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Commercial Service","Cabinet Office","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Scottish Government","Eastern Scotland","65","60","41500","36540"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Scottish Government","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Scottish Government","North Eastern Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Scottish Government","Southern Scotland","20","15","[c]","[c]"
"In post","2023","Declared disabled","Crown Office and Procurator Fiscal Service","Scottish Government","West Central Scotland","65","60","37630","28700"
"In post","2023","Declared disabled","Crown Prosecution Service","Attorney General's Departments","Bedfordshire and Hertfordshire","15","15","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","15","10","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Attorney General's Departments","Cheshire","5","5","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Attorney General's Departments","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","Declared disabled","Crown Prosecution Service","Attorney General's Departments","Cumbria","5","5","[c]","[c]"
