"Status","Year","Disability","Organisation","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Derbyshire and Nottinghamshire","25","25","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Devon","5","5","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","East Anglia","60","55","48470","37830"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","East Wales","5","5","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Essex","25","25","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","245","230","48000","42480"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Greater Manchester","70","65","36160","34530"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Inner London - East","5","5","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Inner London - West","325","320","56490","54690"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Kent","10","10","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Lancashire","15","15","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Merseyside","15","15","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","North Yorkshire","15","10","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Northumberland, and Tyne and Wear","25","20","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Outer London - East and North East","5","5","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Outer London - South","10","10","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Outer London - West and North West","345","320","51870","45210"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Surrey, East and West Sussex","20","20","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","West Central Scotland","15","15","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","West Midlands","80","75","47120","40660"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","Department of Health and Social Care","West Yorkshire","115","110","47050","42130"
"In post","2023","Undeclared","UK Hydrographic Office","Ministry of Defence","Dorset and Somerset","55","55","38930","34370"
"In post","2023","Undeclared","UK Space Agency","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","Undeclared","UK Space Agency","Department for Business, Energy and Industrial Strategy","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","UK Statistics Authority","East Wales","55","50","37460","31860"
"In post","2023","Undeclared","UK Statistics Authority","UK Statistics Authority","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","UK Statistics Authority","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","UK Statistics Authority","Hampshire and Isle of Wight","75","55","28710","21200"
"In post","2023","Undeclared","UK Statistics Authority","UK Statistics Authority","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","UK Statistics Authority","Inner London - West","5","5","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","UK Statistics Authority","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","UK Statistics Authority","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","UK Statistics Authority","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Supreme Court","UK Supreme Court","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Derbyshire and Nottinghamshire","15","10","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Devon","25","25","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","East Anglia","10","10","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","East Wales","10","10","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Essex","5","5","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Greater Manchester","15","15","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Hampshire and Isle of Wight","10","5","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Inner London - East","30","30","45170","37960"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Kent","5","5","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Lancashire","5","5","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Merseyside","10","5","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Outer London - South","20","20","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Outer London - West and North West","15","15","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","South Yorkshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","Tees Valley and Durham","15","10","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","West Midlands","20","15","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","HM Revenue and Customs","West Yorkshire","15","10","[c]","[c]"
"In post","2023","Undeclared","Vehicle Certification Agency","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","20","15","[c]","[c]"
"In post","2023","Undeclared","Vehicle Certification Agency","Department for Transport","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Vehicle Certification Agency","Department for Transport","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","Water Services Regulation Authority","Inner London - East","5","5","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","Water Services Regulation Authority","West Midlands","5","5","[c]","[c]"
"In post","2023","Undeclared","Welsh Government (excl. agencies)","Welsh Government","East Wales","95","90","46720","49370"
"In post","2023","Undeclared","Welsh Government (excl. agencies)","Welsh Government","West Wales and The Valleys","85","80","42650","39690"
"In post","2023","Undeclared","Wilton Park","Foreign, Commonwealth and Development Office","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Accountant in Bankruptcy","Scottish Government","Southern Scotland","50","45","32300","29100"
"In post","2023","Unknown","Active Travel England","Department for Transport","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Active Travel England","Department for Transport","North Yorkshire","10","5","[c]","[c]"
"In post","2023","Unknown","Active Travel England","Department for Transport","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Active Travel England","Department for Transport","West Yorkshire","5","5","[c]","[c]"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","45","40","28320","25160"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East Anglia","15","15","[c]","[c]"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East Wales","30","25","[c]","[c]"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Greater Manchester","45","40","29880","28120"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Inner London - West","70","70","40430","39360"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","55","50","30930","32110"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Central Scotland","30","25","32620","29500"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Midlands","30","25","[c]","[c]"
"In post","2023","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Yorkshire","25","25","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cumbria","10","10","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Devon","20","20","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Wales","15","15","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Kent","10","10","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Lancashire","10","10","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North Yorkshire","30","25","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","10","10","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Southern Scotland","5","5","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","30","30","29550","25340"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","15","15","[c]","[c]"
"In post","2023","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Attorney General's Office","Attorney General's Departments","Inner London - West","30","30","58870","56290"
"In post","2023","Unknown","Building Digital UK","Department for Digital, Culture, Media and Sport","Greater Manchester","15","15","[c]","[c]"
"In post","2023","Unknown","Building Digital UK","Department for Digital, Culture, Media and Sport","Inner London - West","25","25","[c]","[c]"
"In post","2023","Unknown","Building Digital UK","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","20","15","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Greater Manchester","40","40","44630","40100"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Inner London - East","115","115","55440","56430"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Inner London - West","505","495","55850","56430"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","North Yorkshire","105","95","31300","27430"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Northumberland, and Tyne and Wear","20","20","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","60","60","40160","30770"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","West Central Scotland","35","35","34150","32640"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands","10","10","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","West Yorkshire","10","10","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Derbyshire and Nottinghamshire","15","15","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","East Wales","25","25","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Eastern Scotland","10","10","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","25","25","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Greater Manchester","60","60","30580","30130"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Inner London - East","75","75","30860","30130"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Inner London - West","830","830","30750","30130"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Merseyside","15","15","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","North Yorkshire","20","20","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Northumberland, and Tyne and Wear","30","30","30600","30130"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","South Yorkshire","5","5","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","West Central Scotland","20","20","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","West Midlands","30","30","30900","30130"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","West Yorkshire","30","30","31080","30130"
"In post","2023","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Dorset and Somerset","45","45","36830","30820"
"In post","2023","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","East Anglia","85","80","41730","38030"
"In post","2023","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Charity Commission","Charity Commission","Dorset and Somerset","20","15","[c]","[c]"
"In post","2023","Unknown","Charity Commission","Charity Commission","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Charity Commission","Charity Commission","Inner London - West","30","30","45410","40310"
"In post","2023","Unknown","Charity Commission","Charity Commission","Merseyside","160","155","31940","30170"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","East Wales","195","175","29400","23240"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Northern Ireland","5","5","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","Competition and Markets Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","Competition and Markets Authority","Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","Competition and Markets Authority","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","Competition and Markets Authority","Inner London - East","75","70","73520","73840"
"In post","2023","Unknown","Competition and Markets Authority","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","Outer London - East and North East","[c]","[c]","[c]","[c]"
