"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Counter Fraud","EO","Heterosexual / straight","970","910","28970","28120"
"In post","2023","40-49","Counter Fraud","EO","LGBO","55","55","28900","28120"
"In post","2023","40-49","Counter Fraud","EO","Undeclared","115","110","28700","28120"
"In post","2023","40-49","Counter Fraud","EO","Unknown","310","290","29370","28130"
"In post","2023","40-49","Counter Fraud","G6/G7","Heterosexual / straight","255","245","62530","57970"
"In post","2023","40-49","Counter Fraud","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Counter Fraud","G6/G7","Undeclared","35","35","61660","58080"
"In post","2023","40-49","Counter Fraud","G6/G7","Unknown","40","40","60580","57970"
"In post","2023","40-49","Counter Fraud","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Counter Fraud","SEO/HEO","Heterosexual / straight","1045","1015","37830","35000"
"In post","2023","40-49","Counter Fraud","SEO/HEO","LGBO","55","55","37160","35000"
"In post","2023","40-49","Counter Fraud","SEO/HEO","Undeclared","125","120","38980","39790"
"In post","2023","40-49","Counter Fraud","SEO/HEO","Unknown","320","310","37880","35330"
"In post","2023","40-49","Debt","AA/AO","Heterosexual / straight","655","565","22360","22520"
"In post","2023","40-49","Debt","AA/AO","LGBO","35","30","22390","22520"
"In post","2023","40-49","Debt","AA/AO","Undeclared","70","60","22480","22520"
"In post","2023","40-49","Debt","AA/AO","Unknown","310","275","22690","22520"
"In post","2023","40-49","Debt","EO","Heterosexual / straight","185","170","28520","28120"
"In post","2023","40-49","Debt","EO","LGBO","20","20","[c]","[c]"
"In post","2023","40-49","Debt","EO","Undeclared","25","20","[c]","[c]"
"In post","2023","40-49","Debt","EO","Unknown","65","60","28920","28130"
"In post","2023","40-49","Debt","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","Debt","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Debt","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Debt","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Debt","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Debt","SEO/HEO","Heterosexual / straight","60","55","36770","35000"
"In post","2023","40-49","Debt","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Debt","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Debt","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","AA/AO","Heterosexual / straight","95","90","22600","22220"
"In post","2023","40-49","Digital, Data & Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","EO","Heterosexual / straight","500","480","28480","28120"
"In post","2023","40-49","Digital, Data & Technology","EO","LGBO","25","25","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","EO","Undeclared","85","80","29020","28120"
"In post","2023","40-49","Digital, Data & Technology","EO","Unknown","145","140","28850","28120"
"In post","2023","40-49","Digital, Data & Technology","G6/G7","Heterosexual / straight","1860","1825","59520","57970"
"In post","2023","40-49","Digital, Data & Technology","G6/G7","LGBO","100","100","58770","58650"
"In post","2023","40-49","Digital, Data & Technology","G6/G7","Undeclared","240","230","59630","57940"
"In post","2023","40-49","Digital, Data & Technology","G6/G7","Unknown","435","430","60510","58920"
"In post","2023","40-49","Digital, Data & Technology","SCS level","Heterosexual / straight","120","120","95860","90260"
"In post","2023","40-49","Digital, Data & Technology","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","SCS level","Unknown","25","25","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","2305","2250","39070","38690"
"In post","2023","40-49","Digital, Data & Technology","SEO/HEO","LGBO","110","105","38100","37640"
"In post","2023","40-49","Digital, Data & Technology","SEO/HEO","Undeclared","320","310","39690","39750"
"In post","2023","40-49","Digital, Data & Technology","SEO/HEO","Unknown","575","560","39310","38800"
"In post","2023","40-49","Digital, Data & Technology","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Finance","AA/AO","Heterosexual / straight","180","160","22660","22520"
"In post","2023","40-49","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Finance","AA/AO","Undeclared","35","30","22360","22520"
"In post","2023","40-49","Finance","AA/AO","Unknown","80","70","23160","22520"
"In post","2023","40-49","Finance","EO","Heterosexual / straight","310","285","28290","27890"
"In post","2023","40-49","Finance","EO","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Finance","EO","Undeclared","25","25","[c]","[c]"
"In post","2023","40-49","Finance","EO","Unknown","65","65","28770","28130"
"In post","2023","40-49","Finance","G6/G7","Heterosexual / straight","680","665","59920","57970"
"In post","2023","40-49","Finance","G6/G7","LGBO","30","30","59190","59170"
"In post","2023","40-49","Finance","G6/G7","Undeclared","65","65","61290","59510"
"In post","2023","40-49","Finance","G6/G7","Unknown","130","130","61930","59260"
"In post","2023","40-49","Finance","SCS level","Heterosexual / straight","105","100","88950","80740"
"In post","2023","40-49","Finance","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Finance","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Finance","SCS level","Unknown","20","20","[c]","[c]"
"In post","2023","40-49","Finance","SEO/HEO","Heterosexual / straight","1125","1080","38800","38470"
"In post","2023","40-49","Finance","SEO/HEO","LGBO","50","45","38110","38470"
"In post","2023","40-49","Finance","SEO/HEO","Undeclared","105","105","39040","38470"
"In post","2023","40-49","Finance","SEO/HEO","Unknown","185","185","39230","38980"
"In post","2023","40-49","Finance","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","40-49","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Grants Management","AA/AO","Heterosexual / straight","265","235","22130","22150"
"In post","2023","40-49","Grants Management","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Grants Management","AA/AO","Undeclared","35","35","22150","22150"
"In post","2023","40-49","Grants Management","AA/AO","Unknown","70","60","22120","22150"
"In post","2023","40-49","Grants Management","EO","Heterosexual / straight","145","135","26000","25920"
"In post","2023","40-49","Grants Management","EO","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Grants Management","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","40-49","Grants Management","EO","Unknown","35","30","26130","25920"
"In post","2023","40-49","Grants Management","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","40-49","Grants Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Grants Management","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Grants Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Grants Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Grants Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Grants Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Grants Management","SEO/HEO","Heterosexual / straight","100","95","33330","31040"
"In post","2023","40-49","Grants Management","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Grants Management","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","40-49","Grants Management","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2023","40-49","Human Resources","AA/AO","Heterosexual / straight","175","160","22740","22220"
"In post","2023","40-49","Human Resources","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Human Resources","AA/AO","Undeclared","20","15","[c]","[c]"
"In post","2023","40-49","Human Resources","AA/AO","Unknown","35","30","22880","22280"
"In post","2023","40-49","Human Resources","EO","Heterosexual / straight","530","500","28470","28120"
"In post","2023","40-49","Human Resources","EO","LGBO","30","25","[c]","[c]"
"In post","2023","40-49","Human Resources","EO","Undeclared","50","45","28820","28120"
"In post","2023","40-49","Human Resources","EO","Unknown","105","100","29140","28130"
"In post","2023","40-49","Human Resources","G6/G7","Heterosexual / straight","670","645","58290","56930"
"In post","2023","40-49","Human Resources","G6/G7","LGBO","55","55","60340","58830"
"In post","2023","40-49","Human Resources","G6/G7","Undeclared","35","35","58340","55830"
"In post","2023","40-49","Human Resources","G6/G7","Unknown","95","95","61290","58950"
"In post","2023","40-49","Human Resources","SCS level","Heterosexual / straight","85","85","90460","81810"
"In post","2023","40-49","Human Resources","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Human Resources","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Human Resources","SEO/HEO","Heterosexual / straight","1190","1140","38030","37760"
"In post","2023","40-49","Human Resources","SEO/HEO","LGBO","60","60","37270","36310"
"In post","2023","40-49","Human Resources","SEO/HEO","Undeclared","100","95","38230","37680"
"In post","2023","40-49","Human Resources","SEO/HEO","Unknown","255","245","43020","39190"
"In post","2023","40-49","Human Resources","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","40-49","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Human Resources","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","G6/G7","Heterosexual / straight","60","60","58440","57770"
"In post","2023","40-49","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","40-49","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Internal Audit","SEO/HEO","Heterosexual / straight","75","75","41400","42700"
"In post","2023","40-49","Internal Audit","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Internal Audit","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","40-49","Internal Audit","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Legal","AA/AO","Heterosexual / straight","205","180","23230","22870"
"In post","2023","40-49","Legal","AA/AO","LGBO","15","10","[c]","[c]"
"In post","2023","40-49","Legal","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Legal","AA/AO","Unknown","80","65","23620","22870"
"In post","2023","40-49","Legal","EO","Heterosexual / straight","285","260","28620","28200"
"In post","2023","40-49","Legal","EO","LGBO","15","10","[c]","[c]"
"In post","2023","40-49","Legal","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","40-49","Legal","EO","Unknown","100","90","28920","28850"
"In post","2023","40-49","Legal","G6/G7","Heterosexual / straight","1495","1380","60770","59200"
"In post","2023","40-49","Legal","G6/G7","LGBO","70","70","61410","59270"
"In post","2023","40-49","Legal","G6/G7","Undeclared","130","120","64730","65650"
"In post","2023","40-49","Legal","G6/G7","Unknown","460","405","62380","61820"
"In post","2023","40-49","Legal","SCS level","Heterosexual / straight","120","115","86850","82280"
"In post","2023","40-49","Legal","SCS level","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Legal","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Legal","SCS level","Unknown","35","35","84280","81600"
"In post","2023","40-49","Legal","SEO/HEO","Heterosexual / straight","315","300","37530","37160"
"In post","2023","40-49","Legal","SEO/HEO","LGBO","20","15","[c]","[c]"
"In post","2023","40-49","Legal","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","40-49","Legal","SEO/HEO","Unknown","90","85","37680","35400"
"In post","2023","40-49","No function","AA/AO","Heterosexual / straight","12925","11575","24280","22500"
"In post","2023","40-49","No function","AA/AO","LGBO","690","650","24660","22520"
"In post","2023","40-49","No function","AA/AO","Undeclared","1610","1430","23600","22500"
"In post","2023","40-49","No function","AA/AO","Unknown","4760","4220","23980","22520"
"In post","2023","40-49","No function","EO","Heterosexual / straight","13855","12885","28910","28120"
"In post","2023","40-49","No function","EO","LGBO","735","710","29000","28120"
"In post","2023","40-49","No function","EO","Undeclared","1605","1500","28810","28120"
"In post","2023","40-49","No function","EO","Unknown","3925","3610","29120","28120"
"In post","2023","40-49","No function","G6/G7","Heterosexual / straight","6320","6100","61270","59290"
"In post","2023","40-49","No function","G6/G7","LGBO","415","410","61950","59330"
"In post","2023","40-49","No function","G6/G7","Undeclared","735","710","61240","59040"
"In post","2023","40-49","No function","G6/G7","Unknown","1205","1160","61650","59770"
"In post","2023","40-49","No function","SCS level","Heterosexual / straight","1155","1100","87030","79400"
"In post","2023","40-49","No function","SCS level","LGBO","105","100","89600","80040"
"In post","2023","40-49","No function","SCS level","Undeclared","100","95","88650","82080"
"In post","2023","40-49","No function","SCS level","Unknown","205","195","93140","83380"
"In post","2023","40-49","No function","SEO/HEO","Heterosexual / straight","12610","12165","38830","37970"
"In post","2023","40-49","No function","SEO/HEO","LGBO","650","640","39030","38180"
"In post","2023","40-49","No function","SEO/HEO","Undeclared","1555","1500","38680","37680"
"In post","2023","40-49","No function","SEO/HEO","Unknown","2315","2225","38500","37560"
"In post","2023","40-49","No function","Unknown","Heterosexual / straight","3895","3605","33530","32050"
"In post","2023","40-49","No function","Unknown","LGBO","250","245","34320","30810"
"In post","2023","40-49","No function","Unknown","Undeclared","350","325","34300","35720"
"In post","2023","40-49","No function","Unknown","Unknown","635","565","30630","29050"
"In post","2023","40-49","Project Delivery","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","40-49","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","AA/AO","Unknown","15","10","[c]","[c]"
"In post","2023","40-49","Project Delivery","EO","Heterosexual / straight","240","225","28220","28120"
"In post","2023","40-49","Project Delivery","EO","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Project Delivery","EO","Undeclared","25","25","[c]","[c]"
"In post","2023","40-49","Project Delivery","EO","Unknown","70","65","28320","28130"
"In post","2023","40-49","Project Delivery","G6/G7","Heterosexual / straight","1625","1575","59780","57970"
"In post","2023","40-49","Project Delivery","G6/G7","LGBO","105","105","60930","57970"
"In post","2023","40-49","Project Delivery","G6/G7","Undeclared","170","165","59560","57680"
"In post","2023","40-49","Project Delivery","G6/G7","Unknown","310","305","60700","59090"
"In post","2023","40-49","Project Delivery","SCS level","Heterosexual / straight","195","190","89740","81910"
"In post","2023","40-49","Project Delivery","SCS level","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Project Delivery","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2023","40-49","Project Delivery","SCS level","Unknown","35","35","86630","81170"
"In post","2023","40-49","Project Delivery","SEO/HEO","Heterosexual / straight","1790","1720","38710","39150"
"In post","2023","40-49","Project Delivery","SEO/HEO","LGBO","95","90","38880","38470"
"In post","2023","40-49","Project Delivery","SEO/HEO","Undeclared","185","180","39060","39790"
"In post","2023","40-49","Project Delivery","SEO/HEO","Unknown","320","305","38980","39520"
"In post","2023","40-49","Project Delivery","Unknown","Heterosexual / straight","270","265","48160","45190"
"In post","2023","40-49","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Project Delivery","Unknown","Undeclared","40","35","50690","53320"
"In post","2023","40-49","Project Delivery","Unknown","Unknown","30","30","46260","42000"
"In post","2023","40-49","Property","AA/AO","Heterosexual / straight","165","155","22490","22520"
"In post","2023","40-49","Property","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Property","AA/AO","Undeclared","25","20","[c]","[c]"
"In post","2023","40-49","Property","AA/AO","Unknown","105","100","23230","22520"
"In post","2023","40-49","Property","EO","Heterosexual / straight","205","190","27930","27470"
"In post","2023","40-49","Property","EO","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Property","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","40-49","Property","EO","Unknown","65","65","28150","27740"
"In post","2023","40-49","Property","G6/G7","Heterosexual / straight","320","315","57830","56180"
"In post","2023","40-49","Property","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Property","G6/G7","Undeclared","40","40","58200","58970"
"In post","2023","40-49","Property","G6/G7","Unknown","50","50","58350","57720"
"In post","2023","40-49","Property","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","40-49","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Property","SEO/HEO","Heterosexual / straight","655","640","38820","38420"
"In post","2023","40-49","Property","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2023","40-49","Property","SEO/HEO","Undeclared","85","80","39180","39020"
"In post","2023","40-49","Property","SEO/HEO","Unknown","125","120","39170","38470"
"In post","2023","40-49","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","AA/AO","Heterosexual / straight","700","690","30490","26410"
"In post","2023","40-49","Security","AA/AO","LGBO","25","25","[c]","[c]"
"In post","2023","40-49","Security","AA/AO","Undeclared","110","110","32280","32780"
"In post","2023","40-49","Security","AA/AO","Unknown","190","190","32180","28410"
"In post","2023","40-49","Security","EO","Heterosexual / straight","220","215","32840","28290"
"In post","2023","40-49","Security","EO","LGBO","10","10","[c]","[c]"
"In post","2023","40-49","Security","EO","Undeclared","35","35","37380","36010"
"In post","2023","40-49","Security","EO","Unknown","45","40","30980","27650"
"In post","2023","40-49","Security","G6/G7","Heterosexual / straight","175","170","60770","59290"
"In post","2023","40-49","Security","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","40-49","Security","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2023","40-49","Security","G6/G7","Unknown","45","45","62010","59960"
"In post","2023","40-49","Security","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","40-49","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Security","SEO/HEO","Heterosexual / straight","370","365","39720","38680"
"In post","2023","40-49","Security","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Security","SEO/HEO","Undeclared","55","55","39090","39150"
"In post","2023","40-49","Security","SEO/HEO","Unknown","55","55","39460","39790"
"In post","2023","40-49","Security","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","40-49","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","AA/AO","Heterosexual / straight","395","365","25490","25620"
"In post","2023","40-49","Unknown","AA/AO","LGBO","25","25","[c]","[c]"
"In post","2023","40-49","Unknown","AA/AO","Undeclared","30","30","25210","25620"
"In post","2023","40-49","Unknown","AA/AO","Unknown","340","310","25250","24890"
"In post","2023","40-49","Unknown","EO","Heterosexual / straight","745","705","30280","30440"
"In post","2023","40-49","Unknown","EO","LGBO","40","40","30010","29530"
"In post","2023","40-49","Unknown","EO","Undeclared","55","50","30600","30610"
"In post","2023","40-49","Unknown","EO","Unknown","300","285","30820","29450"
"In post","2023","40-49","Unknown","G6/G7","Heterosexual / straight","1620","1555","64440","65280"
"In post","2023","40-49","Unknown","G6/G7","LGBO","100","95","65520","65280"
"In post","2023","40-49","Unknown","G6/G7","Undeclared","120","115","65470","65280"
"In post","2023","40-49","Unknown","G6/G7","Unknown","370","355","62480","59890"
"In post","2023","40-49","Unknown","SCS level","Heterosexual / straight","150","150","86830","83530"
"In post","2023","40-49","Unknown","SCS level","LGBO","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","40-49","Unknown","SCS level","Unknown","45","45","88260","83530"
"In post","2023","40-49","Unknown","SEO/HEO","Heterosexual / straight","2150","2060","42560","41640"
"In post","2023","40-49","Unknown","SEO/HEO","LGBO","110","105","41830","39970"
"In post","2023","40-49","Unknown","SEO/HEO","Undeclared","175","170","42800","41570"
"In post","2023","40-49","Unknown","SEO/HEO","Unknown","550","525","41180","39890"
"In post","2023","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Unknown","Unknown","320","320","45890","41630"
"In post","2023","50-59","Analysis","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","50-59","Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","EO","Heterosexual / straight","80","75","28340","27900"
"In post","2023","50-59","Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","EO","Unknown","30","25","[c]","[c]"
"In post","2023","50-59","Analysis","G6/G7","Heterosexual / straight","400","385","62540","59890"
"In post","2023","50-59","Analysis","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Analysis","G6/G7","Undeclared","50","45","63050","60990"
"In post","2023","50-59","Analysis","G6/G7","Unknown","120","120","60150","59890"
"In post","2023","50-59","Analysis","SCS level","Heterosexual / straight","55","55","91410","84090"
"In post","2023","50-59","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Analysis","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Analysis","SEO/HEO","Heterosexual / straight","350","330","38700","39000"
"In post","2023","50-59","Analysis","SEO/HEO","LGBO","25","20","[c]","[c]"
"In post","2023","50-59","Analysis","SEO/HEO","Undeclared","40","40","40220","39300"
"In post","2023","50-59","Analysis","SEO/HEO","Unknown","85","85","37950","38070"
"In post","2023","50-59","Commercial","AA/AO","Heterosexual / straight","45","40","23790","22500"
"In post","2023","50-59","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2023","50-59","Commercial","EO","Heterosexual / straight","115","110","28560","27470"
"In post","2023","50-59","Commercial","EO","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","EO","Undeclared","15","10","[c]","[c]"
"In post","2023","50-59","Commercial","EO","Unknown","20","15","[c]","[c]"
"In post","2023","50-59","Commercial","G6/G7","Heterosexual / straight","535","530","64080","62000"
"In post","2023","50-59","Commercial","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2023","50-59","Commercial","G6/G7","Undeclared","75","70","63920","61890"
"In post","2023","50-59","Commercial","G6/G7","Unknown","110","110","64080","59660"
"In post","2023","50-59","Commercial","SCS level","Heterosexual / straight","110","105","117840","113900"
"In post","2023","50-59","Commercial","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","SCS level","Unknown","25","25","[c]","[c]"
"In post","2023","50-59","Commercial","SEO/HEO","Heterosexual / straight","560","545","39440","40260"
"In post","2023","50-59","Commercial","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2023","50-59","Commercial","SEO/HEO","Undeclared","90","85","39890","41800"
"In post","2023","50-59","Commercial","SEO/HEO","Unknown","60","60","40090","40450"
"In post","2023","50-59","Commercial","Unknown","Heterosexual / straight","35","35","52240","54510"
"In post","2023","50-59","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Commercial","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","AA/AO","Heterosexual / straight","35","35","22840","22220"
"In post","2023","50-59","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","EO","Heterosexual / straight","85","80","29140","29370"
"In post","2023","50-59","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","50-59","Communications","EO","Unknown","25","25","[c]","[c]"
"In post","2023","50-59","Communications","G6/G7","Heterosexual / straight","135","135","61720","60250"
"In post","2023","50-59","Communications","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Communications","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2023","50-59","Communications","G6/G7","Unknown","35","35","60410","58700"
"In post","2023","50-59","Communications","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","50-59","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
