"Status","Year","Ethnicity","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Mixed","EO","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","EO","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","G6/G7","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","G6/G7","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","G6/G7","G7","Heterosexual / straight","70","[c]","56160","54770"
"Leaver CS","2023","Mixed","G6/G7","G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","G6/G7","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","G6/G7","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","SCS level","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","SEO/HEO","HEO","Heterosexual / straight","95","[c]","34550","33990"
"Leaver CS","2023","Mixed","SEO/HEO","HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","SEO/HEO","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","SEO/HEO","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","SEO/HEO","SEO","Heterosexual / straight","75","[c]","42260","41870"
"Leaver CS","2023","Mixed","SEO/HEO","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","SEO/HEO","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Unknown","Heterosexual / straight","50","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","AA/AO","AO","Heterosexual / straight","55","[c]","22420","21780"
"Leaver CS","2023","Other ethnicity","AA/AO","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","AA/AO","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","AA/AO","AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","EO","EO","Heterosexual / straight","55","[c]","28290","28100"
"Leaver CS","2023","Other ethnicity","EO","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","EO","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","EO","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","G6/G7","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","G6/G7","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","G6/G7","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","SCS level","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","SCS level","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","SEO/HEO","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","SEO/HEO","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","SEO/HEO","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","SEO/HEO","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","AA/AO","AA","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","AA/AO","AA","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","AA/AO","AA","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","AA/AO","AO","Heterosexual / straight","75","[c]","22980","21840"
"Leaver CS","2023","Undeclared","AA/AO","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","AA/AO","AO","Undeclared","230","[c]","22990","21780"
"Leaver CS","2023","Undeclared","AA/AO","AO","Unknown","135","[c]","22620","21690"
"Leaver CS","2023","Undeclared","EO","EO","Heterosexual / straight","65","[c]","28970","28120"
"Leaver CS","2023","Undeclared","EO","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","EO","EO","Undeclared","215","[c]","28920","27650"
"Leaver CS","2023","Undeclared","EO","EO","Unknown","90","[c]","29950","28120"
"Leaver CS","2023","Undeclared","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","G6/G7","G6","Undeclared","35","[c]","69180","68790"
"Leaver CS","2023","Undeclared","G6/G7","G6","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","G6/G7","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","G6/G7","G7","Undeclared","90","[c]","57710","57380"
"Leaver CS","2023","Undeclared","G6/G7","G7","Unknown","55","[c]","53080","51300"
"Leaver CS","2023","Undeclared","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SCS level","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SEO/HEO","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SEO/HEO","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SEO/HEO","HEO","Undeclared","115","[c]","35810","34790"
"Leaver CS","2023","Undeclared","SEO/HEO","HEO","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SEO/HEO","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","SEO/HEO","SEO","Undeclared","140","[c]","43380","41990"
"Leaver CS","2023","Undeclared","SEO/HEO","SEO","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Unknown","Undeclared","50","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","AA","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","AA","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","AA","Unknown","835","[c]","21770","22080"
"Leaver CS","2023","Unknown","AA/AO","AO","Heterosexual / straight","120","[c]","22090","21690"
"Leaver CS","2023","Unknown","AA/AO","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","AO","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","AO","Unknown","3295","[c]","22990","22150"
"Leaver CS","2023","Unknown","EO","EO","Heterosexual / straight","65","[c]","28690","28120"
"Leaver CS","2023","Unknown","EO","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","EO","EO","Undeclared","80","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","EO","EO","Unknown","1610","[c]","28300","27780"
"Leaver CS","2023","Unknown","G6/G7","G6","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","G6","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","G6","Unknown","255","[c]","70250","67610"
"Leaver CS","2023","Unknown","G6/G7","G7","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","G7","Undeclared","70","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","G6/G7","G7","Unknown","585","[c]","57220","55450"
"Leaver CS","2023","Unknown","SCS level","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SCS level","SCS level","Unknown","105","[c]","105250","92160"
"Leaver CS","2023","Unknown","SEO/HEO","HEO","Heterosexual / straight","55","[c]","36270","34850"
"Leaver CS","2023","Unknown","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","HEO","Undeclared","55","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","HEO","Unknown","955","[c]","33940","33520"
"Leaver CS","2023","Unknown","SEO/HEO","SEO","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","SEO","Undeclared","65","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","SEO","Unknown","610","[c]","42040","41690"
"Leaver CS","2023","Unknown","Unknown","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Unknown","740","[c]","36500","33690"
"Leaver CS","2023","White","AA/AO","AA","Heterosexual / straight","1275","[c]","21020","20100"
"Leaver CS","2023","White","AA/AO","AA","LGBO","100","[c]","20720","19930"
"Leaver CS","2023","White","AA/AO","AA","Undeclared","100","[c]","20140","19780"
"Leaver CS","2023","White","AA/AO","AA","Unknown","190","[c]","21240","20610"
"Leaver CS","2023","White","AA/AO","AO","Heterosexual / straight","6115","[c]","22700","21690"
"Leaver CS","2023","White","AA/AO","AO","LGBO","540","[c]","22480","21690"
"Leaver CS","2023","White","AA/AO","AO","Undeclared","565","[c]","22970","21690"
"Leaver CS","2023","White","AA/AO","AO","Unknown","1735","[c]","22940","21690"
"Leaver CS","2023","White","EO","EO","Heterosexual / straight","4745","[c]","28400","27760"
"Leaver CS","2023","White","EO","EO","LGBO","420","[c]","28160","27570"
"Leaver CS","2023","White","EO","EO","Undeclared","430","[c]","28440","28120"
"Leaver CS","2023","White","EO","EO","Unknown","980","[c]","28300","28120"
"Leaver CS","2023","White","G6/G7","G6","Heterosexual / straight","755","[c]","71010","69080"
"Leaver CS","2023","White","G6/G7","G6","LGBO","75","[c]","67620","66620"
"Leaver CS","2023","White","G6/G7","G6","Undeclared","65","[c]","73830","71470"
"Leaver CS","2023","White","G6/G7","G6","Unknown","155","[c]","72640","71100"
"Leaver CS","2023","White","G6/G7","G7","Heterosexual / straight","1710","[c]","56720","55110"
"Leaver CS","2023","White","G6/G7","G7","LGBO","165","[c]","55510","54590"
"Leaver CS","2023","White","G6/G7","G7","Undeclared","105","[c]","56200","55210"
"Leaver CS","2023","White","G6/G7","G7","Unknown","355","[c]","54330","52000"
"Leaver CS","2023","White","SCS level","SCS level","Heterosexual / straight","380","[c]","99910","92840"
"Leaver CS","2023","White","SCS level","SCS level","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","SCS level","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","White","SCS level","SCS level","Unknown","75","[c]","100700","96280"
"Leaver CS","2023","White","SEO/HEO","HEO","Heterosexual / straight","2490","[c]","34730","34160"
"Leaver CS","2023","White","SEO/HEO","HEO","LGBO","250","[c]","33740","33520"
"Leaver CS","2023","White","SEO/HEO","HEO","Undeclared","220","[c]","35080","34170"
"Leaver CS","2023","White","SEO/HEO","HEO","Unknown","615","[c]","34530","33720"
"Leaver CS","2023","White","SEO/HEO","SEO","Heterosexual / straight","2085","[c]","42800","41800"
"Leaver CS","2023","White","SEO/HEO","SEO","LGBO","185","[c]","41360","40790"
"Leaver CS","2023","White","SEO/HEO","SEO","Undeclared","210","[c]","42300","41750"
"Leaver CS","2023","White","SEO/HEO","SEO","Unknown","405","[c]","42600","40940"
"Leaver CS","2023","White","Unknown","Unknown","Heterosexual / straight","1065","[c]","41220","35770"
"Leaver CS","2023","White","Unknown","Unknown","LGBO","120","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Unknown","Undeclared","65","[c]","[c]","[c]"
"Leaver CS","2023","White","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","AA/AO","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","AA/AO","AO","Heterosexual / straight","145","[c]","22370","21780"
"Leaver Dept.","2023","Asian","AA/AO","AO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","AA/AO","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","AA/AO","AO","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","EO","EO","Heterosexual / straight","375","[c]","28830","28120"
"Leaver Dept.","2023","Asian","EO","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","EO","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","EO","EO","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","G6/G7","G6","Heterosexual / straight","35","[c]","68120","67490"
"Leaver Dept.","2023","Asian","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","G6/G7","G7","Heterosexual / straight","115","[c]","55680","55150"
"Leaver Dept.","2023","Asian","G6/G7","G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","G6/G7","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","G6/G7","G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","SCS level","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","SEO/HEO","HEO","Heterosexual / straight","265","[c]","34410","34280"
"Leaver Dept.","2023","Asian","SEO/HEO","HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","SEO/HEO","HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","SEO/HEO","HEO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","SEO/HEO","SEO","Heterosexual / straight","140","[c]","41850","41730"
"Leaver Dept.","2023","Asian","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","SEO/HEO","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","SEO/HEO","SEO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","AA/AO","AO","Heterosexual / straight","75","[c]","23290","22150"
"Leaver Dept.","2023","Black","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","AA/AO","AO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","EO","EO","Heterosexual / straight","170","[c]","29420","28650"
"Leaver Dept.","2023","Black","EO","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","EO","EO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","G6/G7","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","G6/G7","G7","Heterosexual / straight","30","[c]","54880","54670"
"Leaver Dept.","2023","Black","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SEO/HEO","HEO","Heterosexual / straight","135","[c]","34060","34170"
"Leaver Dept.","2023","Black","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SEO/HEO","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SEO/HEO","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SEO/HEO","SEO","Heterosexual / straight","85","[c]","41400","41680"
"Leaver Dept.","2023","Black","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","AA/AO","AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","AA/AO","AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","AA/AO","AO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","EO","EO","Heterosexual / straight","95","[c]","28860","28120"
"Leaver Dept.","2023","Mixed","EO","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","EO","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","EO","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","G6/G7","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","G6/G7","G7","Heterosexual / straight","50","[c]","55490","55320"
"Leaver Dept.","2023","Mixed","G6/G7","G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","G6/G7","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","G6/G7","G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SCS level","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SEO/HEO","HEO","Heterosexual / straight","90","[c]","34090","34170"
"Leaver Dept.","2023","Mixed","SEO/HEO","HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SEO/HEO","HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SEO/HEO","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SEO/HEO","SEO","Heterosexual / straight","55","[c]","42300","41590"
"Leaver Dept.","2023","Mixed","SEO/HEO","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AA/AO","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","EO","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","EO","EO","Unknown","[c]","[c]","[c]","[c]"
