"Status","Year","Age","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","50-59","Other ethnicity","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Cabinet Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Business, Energy and Industrial Strategy","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Transport","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Transport","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Work and Pensions","AA/AO","45","[c]","22040","21690"
"Leaver CS","2023","50-59","Undeclared","Department for Work and Pensions","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department for Work and Pensions","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department of Health and Social Care","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Department of Health and Social Care","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Revenue and Customs","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Revenue and Customs","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Revenue and Customs","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Home Office","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Home Office","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Defence","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Defence","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Defence","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Justice","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Justice","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Justice","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Ministry of Justice","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","National Crime Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Scottish Government","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Attorney General's Departments","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Cabinet Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Cabinet Office","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Cabinet Office","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Cabinet Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Business, Energy and Industrial Strategy","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Education","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Environment, Food and Rural Affairs","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Transport","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Transport","EO","55","[c]","27040","26780"
"Leaver CS","2023","50-59","Unknown","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Work and Pensions","AA/AO","55","[c]","21710","21690"
"Leaver CS","2023","50-59","Unknown","Department for Work and Pensions","EO","50","[c]","28650","28120"
"Leaver CS","2023","50-59","Unknown","Department for Work and Pensions","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department for Work and Pensions","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department of Health and Social Care","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department of Health and Social Care","G6/G7","45","[c]","61580","62400"
"Leaver CS","2023","50-59","Unknown","Department of Health and Social Care","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Department of Health and Social Care","SEO/HEO","45","[c]","36080","36820"
"Leaver CS","2023","50-59","Unknown","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Foreign, Commonwealth and Development Office","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Foreign, Commonwealth and Development Office","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Foreign, Commonwealth and Development Office","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","HM Land Registry","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","HM Land Registry","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","HM Revenue and Customs","AA/AO","85","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","HM Revenue and Customs","EO","35","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","HM Revenue and Customs","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","HM Revenue and Customs","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Home Office","AA/AO","30","[c]","22940","22400"
"Leaver CS","2023","50-59","Unknown","Home Office","EO","55","[c]","26710","25880"
"Leaver CS","2023","50-59","Unknown","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Home Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Ministry of Defence","AA/AO","30","[c]","23880","22220"
"Leaver CS","2023","50-59","Unknown","Ministry of Defence","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Ministry of Defence","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Ministry of Defence","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Ministry of Defence","Unknown","30","[c]","41140","40600"
"Leaver CS","2023","50-59","Unknown","Ministry of Justice","AA/AO","150","[c]","21800","21780"
"Leaver CS","2023","50-59","Unknown","Ministry of Justice","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Ministry of Justice","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Ministry of Justice","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Ministry of Justice","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Scottish Government","AA/AO","40","[c]","23770","23190"
"Leaver CS","2023","50-59","Unknown","Scottish Government","EO","40","[c]","35120","37060"
"Leaver CS","2023","50-59","Unknown","Scottish Government","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Scottish Government","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","UK Statistics Authority","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","UK Statistics Authority","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Attorney General's Departments","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","White","Attorney General's Departments","EO","15","[c]","[c]","[c]"
