"Status","Year","Age","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","20-29","Outside London","Male","Heterosexual / straight","1735","[c]","26590","25610"
"Leaver CS","2023","20-29","Outside London","Male","LGBO","235","[c]","27450","25910"
"Leaver CS","2023","20-29","Outside London","Male","Undeclared","160","[c]","26840","25880"
"Leaver CS","2023","20-29","Outside London","Male","Unknown","1535","[c]","26040","23490"
"Leaver CS","2023","20-29","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Female","Unknown","35","[c]","26150","28000"
"Leaver CS","2023","20-29","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Male","Unknown","50","[c]","28340","29390"
"Leaver CS","2023","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","London","Female","Heterosexual / straight","845","[c]","44080","41190"
"Leaver CS","2023","30-39","London","Female","LGBO","115","[c]","45030","41650"
"Leaver CS","2023","30-39","London","Female","Undeclared","120","[c]","45220","41610"
"Leaver CS","2023","30-39","London","Female","Unknown","320","[c]","44030","40880"
"Leaver CS","2023","30-39","London","Male","Heterosexual / straight","705","[c]","46280","43650"
"Leaver CS","2023","30-39","London","Male","LGBO","110","[c]","49030","52610"
"Leaver CS","2023","30-39","London","Male","Undeclared","100","[c]","46500","43160"
"Leaver CS","2023","30-39","London","Male","Unknown","335","[c]","48060","44140"
"Leaver CS","2023","30-39","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Outside London","Female","Heterosexual / straight","1815","[c]","30860","27570"
"Leaver CS","2023","30-39","Outside London","Female","LGBO","220","[c]","32380","28120"
"Leaver CS","2023","30-39","Outside London","Female","Undeclared","160","[c]","30560","28120"
"Leaver CS","2023","30-39","Outside London","Female","Unknown","1045","[c]","31180","27570"
"Leaver CS","2023","30-39","Outside London","Male","Heterosexual / straight","1750","[c]","33900","29590"
"Leaver CS","2023","30-39","Outside London","Male","LGBO","170","[c]","31220","28120"
"Leaver CS","2023","30-39","Outside London","Male","Undeclared","175","[c]","33400","29750"
"Leaver CS","2023","30-39","Outside London","Male","Unknown","1105","[c]","33970","29450"
"Leaver CS","2023","30-39","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Overseas","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Overseas","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Overseas","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Male","Unknown","50","[c]","38500","36970"
"Leaver CS","2023","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","London","Female","Heterosexual / straight","565","[c]","48420","43210"
"Leaver CS","2023","40-49","London","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","London","Female","Undeclared","85","[c]","48150","43230"
"Leaver CS","2023","40-49","London","Female","Unknown","215","[c]","51520","49470"
"Leaver CS","2023","40-49","London","Male","Heterosexual / straight","405","[c]","55950","53760"
"Leaver CS","2023","40-49","London","Male","LGBO","50","[c]","56720","59030"
"Leaver CS","2023","40-49","London","Male","Undeclared","55","[c]","56320","54700"
"Leaver CS","2023","40-49","London","Male","Unknown","185","[c]","58830","55720"
"Leaver CS","2023","40-49","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Outside London","Female","Heterosexual / straight","1625","[c]","32700","27650"
"Leaver CS","2023","40-49","Outside London","Female","LGBO","85","[c]","34320","28120"
"Leaver CS","2023","40-49","Outside London","Female","Undeclared","175","[c]","33600","28120"
"Leaver CS","2023","40-49","Outside London","Female","Unknown","785","[c]","32420","26750"
"Leaver CS","2023","40-49","Outside London","Male","Heterosexual / straight","1250","[c]","36810","30730"
"Leaver CS","2023","40-49","Outside London","Male","LGBO","90","[c]","37040","29570"
"Leaver CS","2023","40-49","Outside London","Male","Undeclared","145","[c]","35940","32050"
"Leaver CS","2023","40-49","Outside London","Male","Unknown","690","[c]","37480","29080"
"Leaver CS","2023","40-49","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Overseas","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Overseas","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Overseas","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Overseas","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Male","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","London","Female","Heterosexual / straight","380","[c]","47040","37720"
"Leaver CS","2023","50-59","London","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","London","Female","Undeclared","60","[c]","44290","37130"
"Leaver CS","2023","50-59","London","Female","Unknown","210","[c]","48980","39250"
"Leaver CS","2023","50-59","London","Male","Heterosexual / straight","360","[c]","54120","47000"
"Leaver CS","2023","50-59","London","Male","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","London","Male","Undeclared","55","[c]","48030","42560"
"Leaver CS","2023","50-59","London","Male","Unknown","190","[c]","55710","41870"
"Leaver CS","2023","50-59","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Outside London","Female","Heterosexual / straight","2225","[c]","32800","27650"
"Leaver CS","2023","50-59","Outside London","Female","LGBO","75","[c]","33610","28120"
"Leaver CS","2023","50-59","Outside London","Female","Undeclared","270","[c]","31070","27570"
"Leaver CS","2023","50-59","Outside London","Female","Unknown","1085","[c]","31620","26170"
"Leaver CS","2023","50-59","Outside London","Male","Heterosexual / straight","1760","[c]","36960","31270"
"Leaver CS","2023","50-59","Outside London","Male","LGBO","85","[c]","35760","27570"
"Leaver CS","2023","50-59","Outside London","Male","Undeclared","265","[c]","37380","32550"
"Leaver CS","2023","50-59","Outside London","Male","Unknown","980","[c]","33910","27570"
"Leaver CS","2023","50-59","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Overseas","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Overseas","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Overseas","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Overseas","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Male","Unknown","35","[c]","46800","42950"
"Leaver CS","2023","50-59","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","London","Female","Heterosexual / straight","265","[c]","47350","37620"
"Leaver CS","2023","60-64","London","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","London","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","London","Female","Unknown","110","[c]","42210","32790"
"Leaver CS","2023","60-64","London","Male","Heterosexual / straight","270","[c]","50500","42010"
"Leaver CS","2023","60-64","London","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","London","Male","Undeclared","40","[c]","50180","42360"
"Leaver CS","2023","60-64","London","Male","Unknown","120","[c]","54000","55130"
"Leaver CS","2023","60-64","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Outside London","Female","Heterosexual / straight","1555","[c]","31090","27570"
"Leaver CS","2023","60-64","Outside London","Female","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Outside London","Female","Undeclared","225","[c]","29080","25880"
"Leaver CS","2023","60-64","Outside London","Female","Unknown","820","[c]","30480","27570"
"Leaver CS","2023","60-64","Outside London","Male","Heterosexual / straight","1280","[c]","38250","33300"
"Leaver CS","2023","60-64","Outside London","Male","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Outside London","Male","Undeclared","245","[c]","38390","34770"
"Leaver CS","2023","60-64","Outside London","Male","Unknown","685","[c]","35730","28490"
"Leaver CS","2023","60-64","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Overseas","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Male","Unknown","30","[c]","47000","39040"
"Leaver CS","2023","60-64","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","London","Female","Heterosexual / straight","180","[c]","39570","30930"
"Leaver CS","2023","65+","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","London","Female","Undeclared","35","[c]","35450","31880"
"Leaver CS","2023","65+","London","Female","Unknown","90","[c]","37690","30730"
"Leaver CS","2023","65+","London","Male","Heterosexual / straight","185","[c]","43160","37450"
"Leaver CS","2023","65+","London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","London","Male","Undeclared","35","[c]","35030","31660"
"Leaver CS","2023","65+","London","Male","Unknown","95","[c]","47440","32950"
"Leaver CS","2023","65+","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Outside London","Female","Heterosexual / straight","1200","[c]","27740","24630"
"Leaver CS","2023","65+","Outside London","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Outside London","Female","Undeclared","200","[c]","26300","22410"
"Leaver CS","2023","65+","Outside London","Female","Unknown","580","[c]","27930","24890"
"Leaver CS","2023","65+","Outside London","Male","Heterosexual / straight","1200","[c]","31800","27570"
"Leaver CS","2023","65+","Outside London","Male","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","Outside London","Male","Undeclared","215","[c]","32200","28120"
"Leaver CS","2023","65+","Outside London","Male","Unknown","525","[c]","33250","28120"
"Leaver CS","2023","65+","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","London","Female","Heterosexual / straight","870","[c]","35940","34030"
"Leaver Dept.","2023","20-29","London","Female","LGBO","125","[c]","36790","34030"
"Leaver Dept.","2023","20-29","London","Female","Undeclared","130","[c]","36880","34550"
"Leaver Dept.","2023","20-29","London","Female","Unknown","555","[c]","34230","32000"
"Leaver Dept.","2023","20-29","London","Male","Heterosexual / straight","575","[c]","36340","34550"
"Leaver Dept.","2023","20-29","London","Male","LGBO","105","[c]","36890","35410"
"Leaver Dept.","2023","20-29","London","Male","Undeclared","95","[c]","38200","35150"
"Leaver Dept.","2023","20-29","London","Male","Unknown","420","[c]","35770","33250"
"Leaver Dept.","2023","20-29","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Outside London","Female","Heterosexual / straight","710","[c]","27610","27570"
"Leaver Dept.","2023","20-29","Outside London","Female","LGBO","100","[c]","28340","28120"
"Leaver Dept.","2023","20-29","Outside London","Female","Undeclared","55","[c]","27670","28120"
"Leaver Dept.","2023","20-29","Outside London","Female","Unknown","455","[c]","28670","28120"
"Leaver Dept.","2023","20-29","Outside London","Male","Heterosexual / straight","455","[c]","27660","27570"
"Leaver Dept.","2023","20-29","Outside London","Male","LGBO","75","[c]","27920","26750"
"Leaver Dept.","2023","20-29","Outside London","Male","Undeclared","45","[c]","26790","26750"
"Leaver Dept.","2023","20-29","Outside London","Male","Unknown","345","[c]","28380","27590"
"Leaver Dept.","2023","20-29","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
